InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accZ;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;Accelerometer LWR accZ;InertialMeasurementUnit R-SHOE EuY
-69;470.0;-106.0;-151.0;854.0;-63.0;-4.0;324.0;594.0;-56
-70;481.0;293.0;-171.0;582.0;-69.0;2.0;440.0;405.0;-58
-73;482.0;372.0;-187.0;1284.0;-76.0;8.0;285.0;430.0;-61
-169;444.0;150.0;-367.0;936.0;-187.0;434.0;432.0;397.0;-43
-169;444.0;141.0;-364.0;965.0;-176.0;428.0;445.0;345.0;-43
-169;445.0;144.0;-360.0;889.0;-163.0;422.0;404.0;361.0;-43
-169;448.0;132.0;-358.0;1040.0;-151.0;414.0;346.0;359.0;-43
-169;449.0;73.0;-363.0;1162.0;-148.0;405.0;326.0;327.0;-43
-55;854.0;180.0;-592.0;899.0;-60.0;241.0;318.0;352.0;-46
-59;871.0;202.0;-617.0;911.0;-72.0;218.0;398.0;308.0;-42
42;1010.0;149.0;-514.0;1167.0;140.0;-492.0;279.0;350.0;-17
-35;604.0;-10.0;7.0;892.0;-39.0;-310.0;243.0;446.0;-51
-35;600.0;7.0;4.0;1048.0;-32.0;-303.0;226.0;508.0;-55
-34;583.0;-322.0;-1.0;969.0;18.0;-310.0;434.0;537.0;-54
-169;299.0;171.0;-621.0;986.0;-89.0;254.0;250.0;332.0;-52
-169;294.0;176.0;-617.0;932.0;-89.0;255.0;214.0;255.0;-43
-168;357.0;-41.0;-597.0;1111.0;-101.0;319.0;136.0;386.0;-44
-155;495.0;139.0;-864.0;1042.0;-263.0;100.0;316.0;252.0;-56
-155;509.0;63.0;-877.0;932.0;-295.0;139.0;339.0;361.0;-49
-169;377.0;-102.0;-587.0;1187.0;-107.0;333.0;157.0;409.0;-44
-169;447.0;87.0;-371.0;1083.0;-138.0;392.0;295.0;354.0;-43
-169;421.0;82.0;-511.0;1229.0;-132.0;322.0;106.0;353.0;-44
-127;454.0;-87.0;-558.0;1041.0;-423.0;460.0;383.0;483.0;-34
17;369.0;147.0;44.0;1203.0;387.0;-501.0;245.0;356.0;-76
-169;411.0;10.0;-543.0;1424.0;-127.0;331.0;85.0;417.0;-44
-155;484.0;192.0;-849.0;1047.0;-223.0;82.0;203.0;163.0;-61
-155;476.0;228.0;-832.0;1069.0;-195.0;87.0;209.0;123.0;-63
-127;433.0;-120.0;-559.0;1072.0;-390.0;439.0;509.0;489.0;-32
-101;-10.0;-434.0;-486.0;1026.0;316.0;-375.0;370.0;563.0;-31
-139;196.0;-346.0;-401.0;983.0;194.0;-289.0;108.0;449.0;-75
51;573.0;198.0;192.0;1065.0;45.0;317.0;228.0;319.0;-21
159;443.0;-1.0;-410.0;839.0;-362.0;435.0;474.0;801.0;-60
162;451.0;385.0;-413.0;991.0;-355.0;426.0;203.0;466.0;-50
96;609.0;174.0;-602.0;988.0;-628.0;581.0;575.0;228.0;-31
-37;568.0;-48.0;-30.0;1439.0;31.0;-323.0;153.0;505.0;-48
143;591.0;338.0;-664.0;1022.0;-620.0;638.0;557.0;260.0;-28
91;372.0;-571.0;183.0;991.0;-36.0;-536.0;365.0;709.0;-26
-179;290.0;-230.0;-525.0;995.0;-401.0;325.0;969.0;500.0;-28
-179;287.0;-261.0;-525.0;994.0;-401.0;344.0;513.0;636.0;-28
-34;590.0;-204.0;14.0;1919.0;0.0;-296.0;368.0;599.0;-53
-35;597.0;8.0;7.0;1218.0;-21.0;-294.0;149.0;467.0;-56
-179;269.0;131.0;-523.0;948.0;-398.0;287.0;709.0;73.0;-28
-179;264.0;317.0;-519.0;962.0;-397.0;298.0;824.0;330.0;-28
1;550.0;228.0;5.0;1204.0;-90.0;-483.0;520.0;527.0;-26
-179;268.0;418.0;-518.0;986.0;-392.0;327.0;622.0;262.0;-28
84;581.0;148.0;210.0;1800.0;-66.0;-757.0;658.0;425.0;-29
112;569.0;236.0;66.0;1038.0;-83.0;-493.0;463.0;449.0;-27
162;393.0;280.0;-625.0;788.0;-413.0;309.0;407.0;44.0;-24
166;404.0;-59.0;-621.0;1017.0;-416.0;315.0;853.0;252.0;-24
171;443.0;345.0;-470.0;1059.0;-429.0;390.0;402.0;677.0;-43
165;426.0;-163.0;-591.0;995.0;-434.0;319.0;1015.0;1036.0;-24
170;422.0;-154.0;-485.0;951.0;-398.0;347.0;611.0;701.0;-44
-219;353.0;271.0;-574.0;572.0;-174.0;120.0;768.0;399.0;-47
-166;372.0;424.0;-526.0;1140.0;-98.0;91.0;712.0;483.0;-47
-144;398.0;315.0;-486.0;547.0;-49.0;47.0;802.0;445.0;-47
10;343.0;213.0;208.0;818.0;106.0;-266.0;237.0;159.0;-51
10;365.0;116.0;199.0;1042.0;87.0;-230.0;189.0;44.0;-62
10;380.0;46.0;193.0;1019.0;73.0;-199.0;158.0;43.0;-75
10;398.0;113.0;189.0;1048.0;51.0;-173.0;71.0;176.0;-81
11;431.0;64.0;80.0;1000.0;-116.0;-146.0;-16.0;211.0;-75
77;898.0;-124.0;-447.0;1002.0;-390.0;-18.0;706.0;339.0;-27
84;894.0;-33.0;-474.0;1020.0;-426.0;-43.0;627.0;214.0;-27
94;893.0;123.0;-512.0;1021.0;-471.0;-63.0;564.0;124.0;-27
107;894.0;175.0;-558.0;1011.0;-533.0;-83.0;500.0;133.0;-26
134;830.0;-115.0;-758.0;932.0;-253.0;-29.0;126.0;312.0;9
134;821.0;-92.0;-752.0;899.0;-245.0;-18.0;81.0;290.0;10
203;491.0;156.0;-692.0;644.0;-158.0;231.0;67.0;214.0;-2
-160;517.0;204.0;-702.0;874.0;-197.0;247.0;-6.0;239.0;-2
152;558.0;47.0;-272.0;984.0;-228.0;404.0;16.0;263.0;-33
-160;427.0;39.0;-375.0;837.0;-537.0;-56.0;15.0;198.0;-40
-165;429.0;-11.0;-379.0;700.0;-546.0;-41.0;28.0;192.0;-41
-169;433.0;-54.0;-383.0;808.0;-553.0;-8.0;24.0;177.0;-41
-172;445.0;0.0;-388.0;801.0;-560.0;33.0;33.0;155.0;-42
32;147.0;239.0;52.0;914.0;61.0;-360.0;106.0;186.0;-27
32;151.0;228.0;51.0;929.0;66.0;-365.0;103.0;172.0;-29
32;152.0;222.0;57.0;923.0;62.0;-366.0;99.0;213.0;-29
32;150.0;185.0;54.0;911.0;-81.0;-355.0;97.0;173.0;-29
32;149.0;161.0;140.0;913.0;-81.0;-347.0;84.0;139.0;-29
32;149.0;159.0;210.0;933.0;-47.0;-342.0;88.0;183.0;-29
32;94.0;285.0;135.0;970.0;110.0;-378.0;228.0;209.0;-29
-3;1081.0;-75.0;128.0;978.0;-148.0;-190.0;22.0;295.0;-31
32;91.0;293.0;140.0;893.0;102.0;-380.0;201.0;185.0;-29
114;190.0;269.0;111.0;1053.0;317.0;-556.0;423.0;287.0;-11
31;198.0;264.0;100.0;1015.0;241.0;-364.0;366.0;269.0;-30
32;177.0;314.0;348.0;932.0;284.0;-331.0;255.0;197.0;-29
30;258.0;253.0;120.0;1000.0;217.0;-362.0;340.0;151.0;-31
-23;930.0;31.0;11.0;887.0;15.0;-211.0;329.0;381.0;-62
-23;915.0;43.0;-7.0;857.0;31.0;-236.0;412.0;406.0;-54
41;808.0;303.0;-343.0;978.0;-530.0;118.0;331.0;225.0;-18
36;355.0;-77.0;121.0;991.0;349.0;-373.0;185.0;418.0;-46
36;376.0;-96.0;63.0;1013.0;347.0;-345.0;211.0;459.0;-45
36;400.0;-115.0;9.0;1021.0;354.0;-310.0;242.0;423.0;-45
36;428.0;-144.0;-37.0;999.0;343.0;-256.0;249.0;415.0;-44
43;610.0;393.0;259.0;996.0;99.0;350.0;553.0;228.0;-21
116;707.0;108.0;245.0;1021.0;284.0;403.0;82.0;514.0;-24
-38;962.0;59.0;-125.0;990.0;145.0;-319.0;328.0;389.0;-52
-30;1013.0;84.0;-510.0;742.0;164.0;-577.0;432.0;506.0;8
-132;319.0;570.0;-105.0;814.0;51.0;109.0;723.0;146.0;-40
-46;805.0;265.0;-470.0;877.0;88.0;-249.0;146.0;228.0;-30
-45;779.0;325.0;-461.0;1161.0;95.0;-253.0;270.0;291.0;-40
-147;165.0;609.0;75.0;907.0;187.0;-16.0;475.0;-29.0;-26
119;464.0;113.0;-145.0;954.0;-371.0;166.0;7.0;146.0;-12
80;990.0;227.0;-591.0;1577.0;113.0;-558.0;561.0;383.0;-17
-43;702.0;-53.0;-412.0;991.0;135.0;-343.0;557.0;621.0;-85
160;431.0;271.0;-100.0;562.0;-384.0;89.0;244.0;277.0;-12
178;453.0;314.0;-95.0;1386.0;-387.0;112.0;351.0;373.0;-12
125;577.0;-70.0;-278.0;1198.0;-481.0;306.0;262.0;455.0;-43
125;574.0;-80.0;-311.0;1175.0;-493.0;318.0;215.0;380.0;-42
130;579.0;69.0;-388.0;1003.0;-573.0;394.0;315.0;455.0;-37
130;578.0;50.0;-393.0;985.0;-574.0;384.0;197.0;483.0;-37
130;584.0;71.0;-400.0;1030.0;-577.0;378.0;224.0;459.0;-35
132;587.0;86.0;-399.0;1015.0;-575.0;380.0;202.0;453.0;-34
133;591.0;46.0;-387.0;1046.0;-572.0;391.0;184.0;443.0;-34
134;595.0;13.0;-378.0;988.0;-567.0;412.0;221.0;462.0;-34
69;472.0;99.0;-335.0;992.0;-512.0;-458.0;693.0;514.0;-31
40;102.0;324.0;-7.0;877.0;190.0;105.0;391.0;22.0;-38
40;107.0;337.0;39.0;878.0;160.0;104.0;391.0;37.0;-38
40;119.0;379.0;47.0;884.0;152.0;106.0;328.0;31.0;-38
36;141.0;413.0;95.0;885.0;192.0;94.0;331.0;62.0;-38
33;145.0;312.0;110.0;864.0;202.0;91.0;331.0;64.0;-38
99;518.0;84.0;-856.0;1014.0;-450.0;471.0;307.0;465.0;-24
104;403.0;93.0;-245.0;599.0;-37.0;507.0;367.0;394.0;-27
104;395.0;74.0;-272.0;1350.0;-52.0;503.0;388.0;426.0;-27
26;377.0;154.0;332.0;1206.0;142.0;-350.0;60.0;376.0;-81
14;495.0;89.0;228.0;1063.0;111.0;-303.0;127.0;268.0;-20
-10;553.0;130.0;223.0;801.0;104.0;-236.0;41.0;220.0;-20
99;505.0;131.0;-854.0;976.0;-433.0;459.0;474.0;580.0;-24
-29;658.0;176.0;185.0;945.0;43.0;-138.0;23.0;125.0;-22
113;492.0;74.0;-625.0;997.0;-407.0;583.0;243.0;323.0;-27
113;498.0;45.0;-637.0;1018.0;-433.0;589.0;242.0;299.0;-27
113;501.0;70.0;-653.0;1015.0;-479.0;611.0;218.0;324.0;-27
160;480.0;155.0;-484.0;1020.0;-698.0;674.0;172.0;285.0;-28
124;288.0;-13.0;-882.0;1009.0;-479.0;301.0;210.0;400.0;-68
27;366.0;-2.0;158.0;1041.0;-12.0;-256.0;179.0;128.0;-78
81;595.0;-15.0;-228.0;925.0;-519.0;429.0;273.0;275.0;-40
103;589.0;529.0;-149.0;963.0;-372.0;596.0;825.0;279.0;-16
77;589.0;211.0;-295.0;1056.0;-541.0;422.0;425.0;427.0;-28
218;608.0;33.0;-595.0;981.0;-395.0;448.0;82.0;277.0;-31
101;610.0;73.0;-597.0;985.0;-392.0;444.0;60.0;249.0;-31
-195;610.0;78.0;-596.0;1002.0;-387.0;442.0;40.0;269.0;-31
-190;612.0;29.0;-593.0;1031.0;-386.0;439.0;50.0;283.0;-32
-164;612.0;-22.0;-591.0;1003.0;-388.0;444.0;61.0;312.0;-32
99;436.0;6.0;-857.0;1054.0;-495.0;372.0;383.0;284.0;-24
82;894.0;356.0;-308.0;1079.0;198.0;-646.0;395.0;387.0;-27
-40;775.0;90.0;-118.0;922.0;322.0;-462.0;415.0;373.0;-44
101;345.0;-215.0;77.0;945.0;116.0;234.0;752.0;574.0;-30
148;268.0;143.0;83.0;1098.0;-80.0;-239.0;-77.0;123.0;-29
-138;805.0;81.0;-654.0;1007.0;-500.0;140.0;306.0;395.0;-27
-143;814.0;111.0;-666.0;1108.0;-478.0;140.0;282.0;512.0;-28
-149;828.0;-62.0;-670.0;1069.0;-431.0;135.0;491.0;621.0;-27
141;792.0;-283.0;-771.0;1166.0;-755.0;107.0;656.0;492.0;-26
-150;837.0;-145.0;-659.0;1024.0;-377.0;132.0;544.0;627.0;-27
-94;876.0;81.0;-819.0;988.0;-275.0;7.0;362.0;364.0;-28
-94;875.0;83.0;-834.0;974.0;-278.0;13.0;380.0;386.0;-28
-5;1009.0;83.0;-476.0;650.0;180.0;-439.0;671.0;545.0;-15
-43;831.0;100.0;-428.0;1068.0;100.0;-331.0;53.0;206.0;-20
-24;802.0;86.0;-346.0;960.0;291.0;-602.0;33.0;181.0;-22
-94;876.0;69.0;-843.0;981.0;-284.0;18.0;391.0;371.0;-28
44;775.0;-127.0;88.0;1098.0;65.0;-85.0;732.0;372.0;-22
40;743.0;64.0;97.0;1188.0;81.0;-96.0;424.0;563.0;-22
39;721.0;-55.0;99.0;939.0;93.0;-105.0;769.0;542.0;-22
-157;-325.0;-46.0;-8.0;293.0;144.0;-623.0;946.0;630.0;-72
-129;471.0;260.0;-480.0;469.0;-4.0;-29.0;472.0;209.0;-59
-127;431.0;13.0;-585.0;1078.0;-105.0;74.0;-108.0;233.0;-25
-113;471.0;24.0;-572.0;1229.0;-123.0;148.0;-22.0;296.0;-24
-160;9.0;-268.0;-52.0;970.0;389.0;-388.0;728.0;518.0;-77
-143;-690.0;-441.0;142.0;318.0;359.0;-581.0;839.0;803.0;-73
-103;201.0;-88.0;-314.0;950.0;214.0;-457.0;498.0;674.0;-39
-143;-753.0;-346.0;-203.0;315.0;-53.0;-591.0;875.0;745.0;-73
-109;231.0;-99.0;-396.0;947.0;187.0;-356.0;587.0;749.0;-62
-157;-618.0;194.0;0.0;290.0;230.0;-630.0;-286.0;747.0;-68
0;543.0;186.0;225.0;1003.0;72.0;-103.0;524.0;493.0;-32
-2;547.0;132.0;214.0;1039.0;54.0;-127.0;481.0;490.0;-31
99;541.0;39.0;-724.0;1021.0;-426.0;539.0;388.0;415.0;-24
0;524.0;-139.0;137.0;1041.0;-80.0;-143.0;541.0;712.0;-30
51;565.0;-391.0;176.0;1146.0;-255.0;130.0;123.0;710.0;-66
9;499.0;-321.0;115.0;1035.0;-135.0;-127.0;653.0;636.0;-30
17;485.0;-362.0;80.0;1031.0;-202.0;-88.0;721.0;371.0;-29
-62;865.0;130.0;-613.0;990.0;-97.0;149.0;94.0;563.0;-51
-157;-411.0;-685.0;-260.0;294.0;35.0;-634.0;769.0;839.0;-72
-60;857.0;304.0;-603.0;913.0;-64.0;213.0;421.0;370.0;-43
-7;314.0;-235.0;16.0;1130.0;289.0;58.0;756.0;522.0;-37
-52;847.0;25.0;-580.0;622.0;-60.0;240.0;387.0;390.0;-47
-172;381.0;106.0;-33.0;1011.0;60.0;316.0;43.0;274.0;-40
-172;384.0;101.0;-23.0;1022.0;60.0;314.0;53.0;273.0;-40
-143;-775.0;-592.0;-208.0;317.0;97.0;-616.0;649.0;859.0;-73
-68;468.0;-206.0;-139.0;792.0;-60.0;-7.0;-97.0;668.0;-54
-101;38.0;-281.0;-485.0;1032.0;294.0;-303.0;443.0;531.0;-31
-101;109.0;-130.0;-466.0;1031.0;260.0;-217.0;749.0;417.0;-31
-5;453.0;489.0;-102.0;713.0;-123.0;34.0;54.0;227.0;-21
-101;129.0;148.0;-459.0;1030.0;248.0;-211.0;701.0;461.0;-31
-101;152.0;276.0;-449.0;1041.0;238.0;-212.0;636.0;415.0;-31
-133;-224.0;377.0;-426.0;1047.0;142.0;-557.0;1195.0;780.0;-45
-54;485.0;-19.0;-122.0;408.0;-167.0;66.0;190.0;288.0;-22
99;535.0;66.0;-857.0;1039.0;-424.0;520.0;399.0;394.0;-24
99;534.0;89.0;-854.0;1032.0;-418.0;517.0;391.0;400.0;-24
99;536.0;82.0;-851.0;1022.0;-412.0;507.0;371.0;357.0;-24
-82;513.0;118.0;-120.0;343.0;-154.0;32.0;285.0;182.0;-26
-78;693.0;63.0;-256.0;1921.0;-255.0;50.0;-12.0;171.0;-42
99;534.0;81.0;-852.0;1027.0;-407.0;502.0;360.0;376.0;-24
99;535.0;61.0;-850.0;1006.0;-404.0;498.0;339.0;377.0;-24
99;531.0;73.0;-851.0;1040.0;-402.0;496.0;343.0;362.0;-24
-74;228.0;51.0;-742.0;1245.0;-24.0;-188.0;45.0;299.0;-39
-69;239.0;-39.0;-740.0;1172.0;-28.0;-194.0;-36.0;254.0;-37
-113;302.0;-206.0;-588.0;1025.0;-121.0;450.0;594.0;717.0;-26
99;531.0;67.0;-852.0;1021.0;-398.0;495.0;344.0;369.0;-24
-10;339.0;-254.0;28.0;995.0;288.0;74.0;727.0;554.0;-37
99;530.0;96.0;-852.0;1041.0;-394.0;490.0;322.0;376.0;-24
99;528.0;89.0;-853.0;1015.0;-391.0;488.0;311.0;370.0;-24
-38;721.0;11.0;-760.0;1348.0;-159.0;122.0;331.0;439.0;-16
-38;731.0;-230.0;-734.0;859.0;-113.0;119.0;86.0;437.0;-49
99;523.0;25.0;-854.0;1042.0;-388.0;484.0;312.0;390.0;-24
13;640.0;526.0;25.0;956.0;-216.0;-18.0;307.0;245.0;-48
13;650.0;401.0;21.0;918.0;-239.0;-43.0;357.0;141.0;-50
99;512.0;58.0;-868.0;1019.0;-384.0;487.0;376.0;405.0;-24
-70;788.0;-45.0;-341.0;1259.0;-398.0;51.0;165.0;245.0;-55
-68;794.0;437.0;-341.0;903.0;-405.0;50.0;65.0;415.0;-59
171;622.0;161.0;-765.0;977.0;-296.0;359.0;573.0;466.0;-33
99;513.0;48.0;-868.0;1037.0;-386.0;488.0;378.0;424.0;-24
-155;624.0;257.0;-757.0;888.0;-281.0;345.0;253.0;328.0;-35
-62;826.0;-229.0;-326.0;1048.0;-401.0;43.0;53.0;300.0;-45
-38;729.0;-212.0;-750.0;885.0;-107.0;110.0;4.0;477.0;-49
-38;726.0;-190.0;-776.0;937.0;-110.0;91.0;28.0;542.0;-54
-96;627.0;316.0;-756.0;955.0;-273.0;341.0;273.0;403.0;-35
-57;872.0;-37.0;-302.0;1389.0;-400.0;120.0;472.0;502.0;-43
-169;630.0;290.0;-756.0;991.0;-266.0;337.0;309.0;322.0;-35
-25;893.0;-132.0;-4.0;1145.0;-5.0;-236.0;111.0;439.0;-78
-54;837.0;-224.0;-129.0;1171.0;30.0;-195.0;309.0;514.0;-34
-169;630.0;272.0;-754.0;1087.0;-263.0;341.0;252.0;246.0;-35
-86;746.0;-735.0;-605.0;1037.0;-84.0;-488.0;710.0;868.0;-28
99;515.0;37.0;-868.0;1011.0;-386.0;489.0;367.0;426.0;-24
99;518.0;26.0;-873.0;1011.0;-398.0;505.0;380.0;435.0;-24
-17;511.0;119.0;-741.0;1036.0;-109.0;-127.0;847.0;329.0;-27
-17;495.0;261.0;-1022.0;1012.0;-151.0;-68.0;1041.0;567.0;-27
-50;870.0;251.0;-78.0;1071.0;77.0;-128.0;239.0;267.0;-74
-50;855.0;358.0;-76.0;1114.0;86.0;-151.0;158.0;279.0;-73
-50;853.0;430.0;-85.0;941.0;93.0;-174.0;177.0;240.0;-70
-50;832.0;432.0;-81.0;874.0;104.0;-201.0;247.0;247.0;-61
-25;804.0;178.0;-240.0;1056.0;-118.0;-386.0;210.0;243.0;-25
-30;809.0;70.0;-246.0;1084.0;-123.0;-372.0;180.0;363.0;-25
-30;821.0;-97.0;-245.0;1107.0;-121.0;-347.0;242.0;401.0;-25
-28;826.0;-185.0;-234.0;1191.0;-118.0;-315.0;319.0;453.0;-25
-20;928.0;49.0;-144.0;1114.0;-82.0;59.0;137.0;517.0;-43
-17;512.0;81.0;-796.0;1012.0;-120.0;-114.0;1086.0;437.0;-27
-17;502.0;77.0;-923.0;1011.0;-134.0;-75.0;753.0;236.0;-27
-20;830.0;207.0;-46.0;1119.0;129.0;-107.0;504.0;448.0;-21
-104;733.0;37.0;-417.0;1016.0;-471.0;293.0;760.0;656.0;-24
-17;499.0;246.0;-978.0;1011.0;-147.0;-68.0;560.0;324.0;-27
99;518.0;18.0;-872.0;1037.0;-398.0;507.0;394.0;433.0;-24
99;518.0;21.0;-873.0;1020.0;-399.0;505.0;381.0;443.0;-24
-141;627.0;261.0;-275.0;910.0;-325.0;81.0;962.0;546.0;-24
-17;462.0;45.0;-560.0;1019.0;127.0;-376.0;849.0;673.0;-26
-168;592.0;319.0;-215.0;947.0;-253.0;-22.0;932.0;481.0;-24
103;430.0;225.0;157.0;868.0;205.0;-185.0;315.0;207.0;-24
87;405.0;194.0;187.0;883.0;253.0;-195.0;208.0;217.0;-24
97;376.0;95.0;209.0;873.0;287.0;-209.0;254.0;219.0;-23
92;349.0;91.0;223.0;886.0;306.0;-221.0;247.0;254.0;-23
94;325.0;65.0;229.0;879.0;322.0;-233.0;260.0;322.0;-23
-24;797.0;193.0;-77.0;1030.0;136.0;-151.0;603.0;402.0;-23
152;778.0;-38.0;-803.0;1022.0;-225.0;32.0;204.0;348.0;-34
147;761.0;-14.0;-796.0;1243.0;-212.0;40.0;267.0;412.0;-34
145;759.0;-47.0;-792.0;1168.0;-197.0;47.0;292.0;615.0;-35
149;751.0;-88.0;-785.0;1291.0;-186.0;54.0;384.0;698.0;-40
146;748.0;-89.0;-775.0;1135.0;-171.0;58.0;467.0;804.0;-45
-17;452.0;55.0;-546.0;1022.0;125.0;-381.0;893.0;656.0;-26
-17;440.0;65.0;-536.0;1001.0;110.0;-383.0;880.0;699.0;-26
-17;429.0;96.0;-524.0;1014.0;110.0;-388.0;861.0;700.0;-26
-17;401.0;10.0;-484.0;1020.0;91.0;-399.0;738.0;708.0;-26
-17;568.0;268.0;-616.0;1002.0;-39.0;177.0;979.0;503.0;-33
-17;571.0;234.0;-595.0;998.0;-33.0;179.0;831.0;426.0;-31
-17;572.0;252.0;-573.0;959.0;-25.0;179.0;886.0;435.0;-31
-17;571.0;274.0;-554.0;988.0;-20.0;179.0;880.0;429.0;-31
157;1168.0;314.0;-840.0;961.0;-483.0;212.0;11.0;175.0;-34
7;1107.0;200.0;-840.0;1021.0;-484.0;115.0;334.0;450.0;-24
119;968.0;170.0;-1063.0;1434.0;-493.0;492.0;344.0;354.0;-68
14;1049.0;265.0;-965.0;1297.0;-349.0;139.0;624.0;523.0;-17
-17;574.0;285.0;-541.0;948.0;-17.0;176.0;921.0;461.0;-31
153;811.0;-116.0;-755.0;683.0;-266.0;177.0;430.0;585.0;-62
-65;824.0;910.0;-604.0;961.0;-86.0;83.0;692.0;599.0;-63
-18;580.0;320.0;-518.0;995.0;-16.0;182.0;985.0;465.0;-31
99;519.0;28.0;-872.0;1020.0;-399.0;506.0;375.0;435.0;-24
-18;597.0;99.0;-538.0;954.0;-12.0;202.0;870.0;307.0;-31
156;848.0;162.0;-712.0;1385.0;-210.0;125.0;185.0;256.0;-77
156;873.0;205.0;-703.0;1078.0;-208.0;87.0;151.0;313.0;-79
156;890.0;226.0;-700.0;1078.0;-220.0;69.0;263.0;266.0;-75
156;881.0;150.0;-695.0;941.0;-235.0;61.0;331.0;276.0;-67
156;893.0;82.0;-697.0;887.0;-250.0;68.0;302.0;322.0;-60
280;1087.0;198.0;-935.0;169.0;-336.0;22.0;579.0;548.0;-8
167;913.0;143.0;-614.0;1054.0;-208.0;-50.0;424.0;479.0;-5
99;520.0;38.0;-870.0;999.0;-397.0;505.0;394.0;445.0;-24
125;929.0;106.0;-652.0;1080.0;-242.0;-105.0;668.0;619.0;-15
-75;209.0;130.0;218.0;1139.0;67.0;63.0;705.0;266.0;-18
-148;991.0;161.0;-753.0;180.0;-363.0;-50.0;531.0;407.0;-9
99;520.0;43.0;-871.0;1009.0;-400.0;503.0;359.0;451.0;-24
99;519.0;29.0;-873.0;1010.0;-395.0;503.0;338.0;441.0;-24
-53;939.0;215.0;-650.0;997.0;-244.0;-110.0;336.0;301.0;-26
-68;960.0;45.0;-657.0;980.0;-234.0;-104.0;228.0;215.0;-26
-87;960.0;301.0;-657.0;946.0;-224.0;-97.0;224.0;314.0;-26
-120;976.0;63.0;-666.0;1040.0;-227.0;-96.0;76.0;281.0;-26
99;520.0;61.0;-872.0;1011.0;-393.0;501.0;370.0;424.0;-24
99;519.0;61.0;-875.0;1010.0;-392.0;502.0;359.0;402.0;-24
99;521.0;58.0;-873.0;1031.0;-388.0;501.0;339.0;419.0;-24
99;518.0;59.0;-871.0;1021.0;-388.0;496.0;340.0;398.0;-24
141;1045.0;-123.0;-999.0;1056.0;-335.0;193.0;320.0;450.0;-25
99;518.0;89.0;-874.0;1030.0;-386.0;496.0;336.0;370.0;-24
99;532.0;79.0;-878.0;1029.0;-403.0;506.0;362.0;416.0;-24
99;531.0;74.0;-877.0;1015.0;-402.0;504.0;351.0;400.0;-24
99;519.0;42.0;-871.0;1035.0;-394.0;488.0;360.0;421.0;-24
94;299.0;42.0;230.0;880.0;340.0;-243.0;222.0;314.0;-24
-141;841.0;202.0;-293.0;1395.0;-210.0;309.0;423.0;350.0;-56
-140;849.0;73.0;-286.0;1394.0;-222.0;309.0;392.0;423.0;-64
-140;855.0;58.0;-275.0;1358.0;-223.0;296.0;305.0;394.0;-69
-52;370.0;-289.0;40.0;987.0;201.0;-576.0;873.0;601.0;-25
-41;392.0;-220.0;-2.0;982.0;164.0;-480.0;755.0;472.0;-25
-32;469.0;15.0;-55.0;943.0;138.0;-425.0;1212.0;819.0;-25
-31;451.0;-133.0;-49.0;937.0;144.0;-413.0;648.0;555.0;-25
-32;769.0;318.0;-379.0;1059.0;-10.0;15.0;549.0;-6.0;-34
-32;738.0;176.0;-460.0;977.0;-12.0;-26.0;924.0;74.0;-34
-57;419.0;124.0;-57.0;996.0;302.0;-523.0;307.0;430.0;-27
99;520.0;58.0;-874.0;1043.0;-396.0;489.0;351.0;417.0;-24
99;519.0;22.0;-872.0;1003.0;-396.0;490.0;369.0;420.0;-24
99;521.0;62.0;-873.0;1031.0;-395.0;487.0;336.0;391.0;-24
99;522.0;68.0;-871.0;1026.0;-391.0;484.0;348.0;382.0;-24
99;521.0;55.0;-871.0;1013.0;-392.0;486.0;338.0;384.0;-24
-21;630.0;48.0;-553.0;1022.0;-392.0;-145.0;10.0;251.0;-31
-21;626.0;-2.0;-563.0;1021.0;-391.0;-146.0;-114.0;260.0;-31
-21;621.0;45.0;-565.0;1020.0;-389.0;-145.0;-56.0;317.0;-30
99;521.0;57.0;-872.0;1031.0;-393.0;484.0;339.0;393.0;-24
99;521.0;81.0;-873.0;999.0;-390.0;484.0;324.0;403.0;-24
17;40.0;170.0;16.0;893.0;129.0;-140.0;107.0;36.0;-43
-155;525.0;1.0;-884.0;848.0;-317.0;184.0;348.0;423.0;-46
201;86.0;250.0;-230.0;1012.0;25.0;-236.0;1048.0;377.0;-50
99;521.0;33.0;-873.0;1011.0;-392.0;484.0;352.0;424.0;-24
-143;-777.0;131.0;-211.0;317.0;99.0;-615.0;641.0;367.0;-73
93;-83.0;247.0;-1.0;903.0;175.0;-280.0;256.0;153.0;-24
165;213.0;190.0;-532.0;1230.0;159.0;-198.0;196.0;254.0;-45
99;523.0;9.0;-873.0;1023.0;-388.0;486.0;351.0;401.0;-24
16;386.0;-374.0;60.0;886.0;-84.0;-100.0;612.0;329.0;-51
99;523.0;42.0;-873.0;1020.0;-389.0;483.0;340.0;417.0;-24
99;523.0;62.0;-875.0;1012.0;-390.0;484.0;349.0;413.0;-24
99;522.0;83.0;-864.0;1003.0;-386.0;479.0;310.0;382.0;-24
180;148.0;214.0;-522.0;843.0;163.0;-257.0;241.0;239.0;-45
