InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-160;0;-44;774;298;73;-4;414;4;-44
-160;-1;-40;775;299;72;-5;414;5;-40
-160;2;4;759;309;75;0;429;0;4
-160;-1;11;756;306;78;69;431;-69;11
-160;7;20;751;313;78;42;436;-42;20
-160;6;-2;750;312;76;-19;440;19;-2
-160;-1;-61;756;305;74;-40;438;40;-61
-160;-1;-54;758;305;74;-64;435;64;-54
-160;-4;-12;758;302;74;-49;436;49;-12
-160;-3;-21;758;304;74;-60;436;60;-21
-163;-1;-50;805;260;73;-71;379;71;-50
-163;16;-50;803;275;69;-12;382;12;-50
-163;15;-48;803;265;72;-17;382;17;-48
-163;8;-36;810;265;69;-35;375;35;-36
-163;5;-45;818;254;64;-41;378;41;-45
-163;10;-9;796;257;83;23;374;-23;-9
-164;15;45;818;257;58;-29;392;29;45
-164;31;22;809;272;59;-18;400;18;22
-164;24;26;778;269;95;49;375;-49;26
-164;5;-48;800;257;75;25;385;-25;-48
-164;4;-51;800;254;75;14;389;-14;-51
-164;4;-12;800;250;75;-10;393;10;-12
-165;-19;-55;810;265;67;30;382;-30;-55
-165;-30;-18;812;263;62;-8;390;8;-18
-165;-41;8;807;263;71;-17;381;17;8
-165;-52;25;806;262;71;-14;385;14;25
-165;-87;30;800;301;74;-75;371;75;30
-165;-52;-53;825;213;62;-19;387;19;-53
-163;-42;30;805;239;75;-8;389;8;30
-166;15;-65;796;255;81;-43;391;43;-65
-167;3;11;808;255;72;-59;379;59;11
-167;8;-3;811;250;71;-8;377;8;-3
-167;6;17;810;256;71;-37;379;37;17
-167;4;12;806;258;73;-6;378;6;12
-167;0;-19;805;263;72;24;382;-24;-19
-167;5;-9;806;265;72;-2;376;2;-9
-167;1;-33;809;262;67;-1;383;1;-33
-167;-5;-20;802;265;70;16;387;-16;-20
-167;-14;14;810;259;67;9;388;-9;14
-167;-19;2;811;261;63;-25;393;25;2
-167;-11;-17;801;254;81;21;376;-21;-17
-167;-17;-39;803;249;77;52;387;-52;-39
-167;-7;1;798;249;87;20;373;-20;1
-163;-4;-8;724;307;83;-13;472;13;-8
-163;-7;30;721;315;81;-32;474;32;30
-163;-5;15;726;313;79;-54;472;54;15
-163;-18;-36;745;300;78;-42;452;42;-36
-163;-21;-22;744;318;76;-106;449;106;-22
-162;-52;56;794;297;75;57;387;-57;56
-155;-10;-81;805;266;70;2;384;-2;-81
-159;77;15;766;379;76;-108;361;108;15
-168;37;116;804;225;97;-35;348;35;116
-159;1;-71;794;315;68;17;371;-17;-71
-170;27;-78;811;248;72;12;380;-12;-78
-170;39;-46;815;243;73;53;372;-53;-46
-166;-113;83;800;224;91;-45;401;45;83
-166;-102;116;803;230;90;-87;390;87;116
-156;-122;53;801;220;93;64;388;-64;53
-155;-110;137;806;262;66;-13;404;13;137
-152;-107;16;667;325;89;-43;540;43;16
-156;-87;59;625;322;78;97;604;-97;59
-154;-173;77;807;212;86;8;416;-8;77
-143;-12;-31;607;409;83;-32;554;32;-31
-143;-10;-35;616;404;85;-36;547;36;-35
-144;-12;-57;620;396;86;-53;545;53;-57
-144;-13;-42;613;391;94;-69;544;69;-42
-154;-127;44;804;241;80;36;400;-36;44
-154;-128;82;798;246;82;3;403;-3;82
-180;-94;54;789;191;121;-97;398;97;54
-173;179;41;790;264;106;-31;397;31;41
-173;174;14;787;269;105;-2;398;2;14
-173;150;19;790;260;88;-57;418;57;19
-180;-101;90;775;268;140;-50;393;50;90
-177;-42;135;817;213;98;10;394;-10;135
-152;-109;-34;798;267;79;56;389;-56;-34
-166;47;-62;792;226;100;9;367;-9;-62
-166;47;-63;793;229;99;12;367;-12;-63
-166;49;-62;794;233;98;28;364;-28;-62
-161;-4;-94;801;270;68;-72;394;72;-94
-164;15;-86;794;261;110;5;384;-5;-86
-164;18;-85;799;262;107;1;386;-1;-85
-164;7;-90;802;248;99;30;402;-30;-90
-172;-43;-4;603;227;108;-52;623;52;-4
-172;-42;9;612;218;106;-26;621;26;9
-175;13;-109;812;343;42;-20;379;20;-109
-161;81;82;811;262;73;16;375;-16;82
-160;38;89;834;222;52;-13;409;13;89
-174;4;-90;781;243;109;-114;368;114;-90
-165;4;99;818;273;52;41;395;-41;99
-156;-66;30;754;205;130;85;433;-85;30
-171;119;66;791;227;93;-116;411;116;66
-156;-128;115;794;239;107;20;379;-20;115
-166;-8;-49;794;236;86;55;389;-55;-49
-156;-124;14;777;252;121;58;347;-58;14
-160;-79;129;739;279;125;-34;373;34;129
-160;-82;69;823;224;37;-61;457;61;69
-157;30;-28;774;271;98;-157;399;157;-28
-161;-8;120;809;279;49;45;417;-45;120
-156;-86;-72;785;357;94;-32;338;32;-72
-157;-71;-12;788;193;108;-165;403;165;-12
-157;-82;-38;799;236;47;-154;457;154;-38
-167;-13;-39;806;253;75;56;381;-56;-39
-175;-18;-66;799;222;93;-91;389;91;-66
-174;-6;-30;798;213;103;-117;374;117;-30
-153;-7;-12;810;250;67;66;387;-66;-12
-153;-5;-79;809;252;69;26;386;-26;-79
-155;-65;20;674;234;135;-163;502;163;20
-156;-47;-25;695;235;125;-143;488;143;-25
-163;-122;-15;680;261;104;-48;536;48;-15
-163;-117;-15;680;259;111;-67;525;67;-15
-163;-117;-23;681;258;109;-61;528;61;-23
-162;8;14;802;265;70;79;390;-79;14
-162;8;13;802;265;70;78;390;-78;13
-162;-1;-4;800;262;68;74;401;-74;-4
-156;-88;74;806;265;74;-90;394;90;74
-156;-44;119;789;318;72;44;375;-44;119
-156;-69;77;778;297;91;68;371;-68;77
-171;16;-16;795;243;92;100;386;-100;-16
-171;77;83;789;310;93;39;380;-39;83
-169;-55;129;801;248;75;31;403;-31;129
-168;-34;1;692;178;97;-58;553;58;1
-168;-30;40;695;176;99;-72;546;72;40
-168;-22;18;696;167;105;-95;538;95;18
-167;-46;-3;877;265;12;31;376;-31;-3
-169;-34;144;806;259;89;-13;353;13;144
-174;11;-22;817;261;67;80;381;-80;-22
-173;-86;-9;802;214;103;-146;358;146;-9
-173;-100;-11;815;218;83;-128;376;128;-11
-164;8;-94;807;257;76;-3;371;3;-94
-187;77;40;809;179;84;-26;389;26;40
-176;96;47;818;210;101;-101;372;101;47
-174;88;107;785;277;137;-97;356;97;107
-166;-189;-30;808;244;94;-4;380;4;-30
-166;-188;-17;807;256;91;9;383;-9;-17
-171;39;157;790;273;80;-11;416;11;157
-155;-10;-90;795;271;74;7;396;-7;-90
-155;-9;-94;794;271;75;5;396;-5;-94
-167;49;113;794;283;82;-1;379;1;113
-165;-15;-100;808;267;69;34;376;-34;-100
-165;-16;-90;810;262;65;50;388;-50;-90
-167;44;96;802;278;73;3;379;-3;96
-164;37;29;823;279;63;83;362;-83;29
-164;25;33;809;286;71;93;367;-93;33
-159;-38;142;821;312;39;-1;389;1;142
-139;40;107;749;267;147;-10;415;10;107
-144;6;86;809;242;125;23;375;-23;86
-162;12;-52;799;300;68;44;378;-44;-52
-174;-93;95;799;250;96;-10;401;10;95
-174;-108;105;803;240;86;-27;383;27;105
-173;-96;89;808;250;86;-68;403;68;89
-156;-75;109;805;231;75;-116;397;116;109
-156;-84;11;784;248;86;-145;402;145;11
-163;16;-75;806;226;78;-69;386;69;-75
-163;-24;93;798;269;78;53;378;-53;93
-160;37;8;780;233;93;-178;403;178;8
-165;-15;39;858;239;28;-84;390;84;39
-155;-127;-32;795;280;103;10;358;-10;-32
-155;-125;-17;799;273;103;7;360;-7;-17
-155;-129;-17;803;281;90;34;377;-34;-17
-155;-146;-37;800;283;98;17;373;-17;-37
-156;-37;29;733;393;62;38;441;-38;29
-163;24;-107;800;284;72;1;377;-1;-107
-163;23;-114;800;283;71;-2;377;2;-114
-156;-19;80;780;334;68;58;388;-58;80
-156;-29;98;775;327;71;65;398;-65;98
-163;44;44;870;245;-8;-26;453;26;44
-156;-25;72;785;315;70;57;387;-57;72
-157;3;123;791;356;46;28;398;-28;123
-158;-17;-94;804;240;68;-35;407;35;-94
-164;-14;25;722;173;181;-98;365;98;25
-168;-58;-54;812;268;92;-38;332;38;-54
-168;81;64;761;300;37;46;515;-46;64
-160;-24;-45;786;278;72;67;407;-67;-45
-160;-1;-36;778;299;72;68;407;-68;-36
-160;3;18;774;305;72;79;411;-79;18
-159;70;55;767;370;79;-120;357;120;55
-179;12;39;787;249;137;-155;329;155;39
-45;-27;53;905;178;-21;-65;443;65;53
-193;-244;4;810;259;104;37;376;-37;4
-168;-41;24;710;193;90;-176;539;176;24
-159;99;-104;768;400;69;-11;357;11;-104
-152;-118;166;659;340;119;-250;490;250;166
-155;145;709;519;-439;287;-1031;950;1031;709
-158;65;19;772;364;80;-163;351;163;19
-172;-21;-2;588;225;108;-7;633;7;-2
-169;91;-34;786;240;102;-179;380;179;-34
-172;-7;-2;597;232;105;-19;625;19;-2
-163;-26;-108;710;253;87;-217;517;217;-108
-172;-40;-2;584;223;109;-47;638;47;-2
-168;112;9;760;297;112;-149;370;149;9
-167;-85;165;794;294;102;106;337;-106;165
-172;-38;-10;597;224;111;-84;624;84;-10
-172;-37;-15;601;226;110;-82;622;82;-15
-170;-176;109;814;262;96;71;340;-71;109
-172;-14;-2;589;235;108;-22;628;22;-2
-168;118;221;801;270;82;29;378;-29;221
-172;-17;-20;582;230;112;-22;630;22;-20
-158;196;407;748;300;151;-101;384;101;407
-172;-145;314;778;304;129;-15;378;15;314
-172;-6;-32;586;233;113;-85;625;85;-32
-170;71;211;842;198;54;10;397;-10;211
-170;103;188;834;233;49;29;409;-29;188
-174;-132;170;809;259;107;-163;391;163;170
-172;-36;0;597;220;115;-103;618;103;0
-172;-38;9;594;224;119;-110;615;110;9
-159;-161;81;222;394;152;548;1043;-548;81
-155;39;117;770;410;65;92;330;-92;117
-155;-99;141;809;285;66;18;390;-18;141
-155;-129;171;797;250;85;-32;404;32;171
-156;-151;132;822;228;70;56;406;-56;132
-166;119;112;838;261;15;-135;458;135;112
148;-440;-351;731;308;213;-41;452;41;-351
-167;-40;-62;785;283;91;-257;410;257;-62
-157;-91;-107;745;412;115;-4;308;4;-107
-166;-111;139;802;209;98;-46;381;46;139
-166;-114;160;809;233;84;-24;395;24;160
-165;-116;152;816;264;66;-17;412;17;152
-157;27;-71;848;387;-71;26;521;-26;-71
-165;-139;227;841;256;40;-117;427;117;227
-167;-12;-90;727;247;90;-378;490;378;-90
-173;-116;187;812;243;76;-19;386;19;187
-172;-50;16;597;227;114;-54;621;54;16
-155;-2;233;825;369;38;49;346;-49;233
-156;-157;186;806;196;105;-6;378;6;186
-155;-48;-934;702;306;94;404;489;-404;-934
-175;-5;-66;812;203;100;-242;356;242;-66
-175;-75;-87;870;265;-11;-201;472;201;-87
-163;50;56;789;211;43;-242;506;242;56
-173;-89;-7;801;215;106;-153;354;153;-7
-172;-51;-43;600;229;109;-40;625;40;-43
-157;-110;-7;818;192;101;-187;377;187;-7
-164;9;-122;822;234;69;38;374;-38;-122
-169;46;-249;814;265;75;-58;358;58;-249
-164;1;-120;810;257;69;-82;383;82;-120
-166;205;-42;800;275;100;36;373;-36;-42
-159;-146;-68;832;157;88;-17;394;17;-68
-161;-17;187;825;276;35;18;419;-18;187
-172;37;84;828;192;79;-132;363;132;84
-156;-46;2;798;250;80;-213;379;213;2
-163;-34;152;753;173;135;-177;447;177;152
-163;65;46;875;295;23;-59;312;59;46
-166;207;-47;800;268;104;35;369;-35;-47
-155;-103;-39;793;246;78;-738;394;738;-39
-151;21;-51;596;334;95;-46;595;46;-51
-152;22;-57;601;324;91;-31;600;31;-57
-165;33;-135;795;329;75;42;348;-42;-135
-156;0;19;783;244;74;-288;429;288;19
-165;34;-136;795;328;76;45;348;-45;-136
-166;-20;208;673;195;97;115;569;-115;208
-157;-90;-300;790;230;123;-221;327;221;-300
-152;37;-27;592;322;95;-88;605;88;-27
-166;-198;13;802;244;102;33;381;-33;13
-172;76;159;824;239;81;-31;392;31;159
-175;71;175;819;247;81;-15;396;15;175
-175;80;165;808;237;97;17;380;-17;165
-143;-2;5;620;420;76;28;543;-28;5
-159;69;-22;775;379;86;-218;356;218;-22
-163;-14;-30;674;225;116;-218;522;218;-30
-156;-87;-156;625;303;78;256;614;-256;-156
-143;-25;-13;615;399;81;53;559;-53;-13
-156;-114;-82;610;339;78;187;613;-187;-82
-156;-60;31;762;249;81;-245;439;245;31
-143;-13;23;616;408;80;53;552;-53;23
-168;-98;95;824;256;101;84;307;-84;95
-155;-40;22;768;255;98;-212;422;212;22
-172;48;50;783;419;72;84;389;-84;50
-143;6;0;599;428;81;13;550;-13;0
-168;-82;-75;809;314;67;-141;354;141;-75
-166;-92;501;769;310;85;903;404;-903;501
-167;-91;89;884;241;13;-73;346;73;89
-154;-134;-429;428;393;147;-716;644;716;-429
-172;63;-45;783;422;80;105;371;-105;-45
-142;-2;253;825;238;128;-1;369;1;253
-166;204;-41;800;277;99;39;375;-39;-41
-143;-6;-58;599;413;89;-32;550;32;-58
-150;79;1956;1219;641;-940;5497;1303;-5497;1956
-151;133;114;634;478;32;-56;569;56;114
-167;208;-44;801;267;104;33;369;-33;-44
-143;-14;-70;617;401;82;-31;553;31;-70
-166;217;-174;761;216;152;266;360;-266;-174
-144;-5;-82;609;404;87;-83;549;83;-82
-144;-3;-113;617;397;93;-116;538;116;-113
-144;3;-122;610;397;100;-123;533;123;-122
-145;-13;-90;632;384;85;-155;541;155;-90
-150;9;2;561;417;97;-325;578;325;2
-165;-43;1;816;63;93;-76;387;76;1
-136;-152;113;849;135;157;-117;381;117;113
-167;-90;-97;795;352;61;-322;371;322;-97
-158;-93;123;786;181;124;-104;349;104;123
-166;62;149;793;251;92;-15;392;15;149
-175;133;78;811;172;104;44;378;-44;78
-165;230;147;791;420;56;-89;417;89;147
-144;-236;-64;816;268;344;-93;412;93;-64
-162;40;31;788;287;73;-399;413;399;31
-156;-1;-29;796;248;65;-212;424;212;-29
-175;13;-107;804;289;73;63;360;-63;-107
-176;9;116;839;296;36;81;372;-81;116
-148;-382;-2610;832;31;183;-1459;392;1459;-2610
-164;-9;-141;749;233;57;-60;526;60;-141
-177;-193;127;822;207;98;44;380;-44;127
-165;32;-108;804;291;63;49;385;-49;-108
-213;-255;-50;807;272;108;12;372;-12;-50
-164;2616;-245;1449;2764;-1404;-2565;1301;2565;-245
-156;-99;-38;792;292;81;94;376;-94;-38
-155;-107;-26;819;353;58;-234;338;234;-26
-158;8;-103;779;294;116;-183;299;183;-103
-177;-161;-13;846;173;90;-131;356;131;-13
-182;-227;-26;796;240;127;-80;357;80;-26
-163;-225;40;802;241;111;15;403;-15;40
-160;63;4;792;210;92;-186;399;186;4
-165;-17;-87;802;268;72;80;382;-80;-87
-167;9;119;828;224;66;47;380;-47;119
-166;55;107;780;326;72;108;395;-108;107
-174;5;-99;798;265;69;-209;398;209;-99
-164;141;-168;693;401;123;-8;424;8;-168
-164;73;-2;776;211;94;-228;435;228;-2
-156;39;115;854;330;55;-69;271;69;115
-157;-145;67;813;274;70;-146;393;146;67
-157;-176;97;796;298;104;-19;338;19;97
-156;-228;-12;810;262;101;28;374;-28;-12
-168;-37;49;705;187;94;-189;539;189;49
-164;83;-23;766;237;95;-201;432;201;-23
-166;-590;293;757;595;168;22;224;-22;293
-169;-203;62;755;365;98;-23;400;23;62
-169;-185;-38;822;352;56;-70;388;70;-38
-164;103;-55;744;289;110;-172;409;172;-55
-158;50;-13;744;313;155;-212;253;212;-13
-160;-99;165;762;465;73;-76;421;76;165
-160;-216;32;809;247;94;-37;398;37;32
-179;-50;53;779;241;171;-253;354;253;53
-172;101;58;851;201;28;-102;411;102;58
-174;97;95;798;201;87;-152;414;152;95
-156;-29;87;769;331;73;105;399;-105;87
-165;262;199;781;113;190;235;285;-235;199
-174;125;57;798;234;80;-134;422;134;57
-155;-114;-1298;718;198;97;-159;522;159;-1298
-175;-235;3;810;258;102;35;376;-35;3
-137;7;-1227;997;-261;443;2475;335;-2475;-1227
-181;-50;23;799;227;117;-271;420;271;23
-181;-77;33;765;246;130;-295;447;295;33
-163;11;35;809;195;91;-182;339;182;35
-164;66;-58;784;261;84;-264;402;264;-58
-174;-105;273;803;238;132;-55;360;55;273
-163;-10;-7;889;146;0;-116;392;116;-7
-156;-6;148;831;267;70;45;337;-45;148
-160;159;73;831;250;63;-189;391;189;73
-150;-238;0;809;237;117;15;406;-15;0
-150;-269;65;781;301;137;59;372;-59;65
-150;-255;121;816;262;113;59;385;-59;121
-56;-1258;365;1517;312;602;945;601;-945;365
-120;-316;140;804;301;313;-82;343;82;140
-161;218;13;703;351;108;-68;484;68;13
-135;1;13;53;220;133;7;837;-7;13
-151;-2;2;555;322;98;-2;634;2;2
-164;91;-192;667;512;56;-115;529;115;-192
-156;10;-72;627;299;90;-160;587;160;-72
-175;157;248;591;315;312;-134;378;134;248
-151;137;185;807;288;74;-86;381;86;185
-157;-327;-107;805;-135;249;202;167;-202;-107
-165;13;184;809;251;69;-86;390;86;184
-160;65;531;872;539;-168;-172;563;172;531
-154;-129;10;745;141;185;-30;348;30;10
-164;4;-142;807;273;75;76;361;-76;-142
-152;87;-586;662;486;10;1012;579;-1012;-586
-134;2;1;52;219;134;-24;836;24;1
-134;-2;-23;52;221;129;7;841;-7;-23
-173;228;230;790;320;81;486;414;-486;230
-174;-243;170;827;382;104;-78;271;78;170
-180;-238;3;811;259;103;35;376;-35;3
-174;198;64;795;263;102;-84;407;84;64
-172;203;8;785;267;120;-66;393;66;8
-174;203;51;802;275;94;-30;406;30;51
-173;191;36;787;269;107;-46;402;46;36
-154;-45;6;812;346;91;188;279;-188;6
-162;297;-582;797;-65;261;-614;183;614;-582
-169;-93;18;799;295;88;-258;434;258;18
-182;-68;50;790;264;125;-181;382;181;50
-168;216;-173;789;359;112;-334;396;334;-173
-156;-139;-98;785;213;100;-322;415;322;-98
-188;544;389;1130;167;208;575;-104;-575;389
-157;-296;-981;1011;113;15;-376;252;376;-981
-156;115;465;518;294;127;-731;649;731;465
-30;556;3764;418;1326;87;2700;1415;-2700;3764
-173;-31;455;817;257;74;323;387;-323;455
177;37;-16;778;280;89;-37;383;37;-16
-157;-183;-153;1047;66;-775;-7324;1449;7324;-153
-155;-160;-124;769;182;124;-456;418;456;-124
176;-18;-18;800;260;88;12;403;-12;-18
-158;151;552;730;370;182;-253;158;253;552
176;-12;-11;799;255;92;4;397;-4;-11
-166;199;281;846;380;0;-39;452;39;281
-156;19;36;839;325;86;-1443;252;1443;36
-159;-11;533;792;268;61;-119;429;119;533
176;6;0;798;263;74;6;390;-6;0
-146;118;1039;604;562;61;202;470;-202;1039
-163;262;-1910;127;429;845;-2794;-154;2794;-1910
203;22;5;809;273;69;-311;373;311;5
176;2;-14;800;262;70;-12;392;12;-14
-147;6;-517;676;389;76;-257;499;257;-517
176;-4;-4;805;254;69;-19;392;19;-4
175;-4;-19;806;259;67;-9;393;9;-19
169;-12;42;796;257;75;-95;395;95;42
-157;298;-376;861;1624;-507;-507;614;507;-376
169;-361;73;800;254;292;14;391;-14;73
-174;-266;223;821;268;115;23;328;-23;223
-159;35;-857;820;261;42;-1212;427;1212;-857
-156;-101;2192;488;270;173;-1340;628;1340;2192
-170;-45;1103;555;277;123;-612;647;612;1103
176;6;-10;796;260;78;11;386;-11;-10
-170;383;149;932;808;-120;-481;462;481;149
176;4;-4;800;264;70;20;394;-20;-4
-179;-126;232;831;176;71;8;436;-8;232
-174;-99;482;748;69;158;-3467;399;3467;482
176;-12;-47;802;262;77;-3;404;3;-47
-157;125;-94;855;414;29;-99;261;99;-94
172;-267;-25;798;253;114;-137;402;137;-25
-149;-220;691;865;194;7;5111;605;-5111;691
-152;38;-302;640;365;97;492;532;-492;-302
-166;-32;1990;490;605;143;99;594;-99;1990
176;-13;-50;802;262;78;-3;404;3;-50
176;-4;-36;809;254;66;-2;391;2;-36
-135;-317;250;890;119;401;3319;270;-3319;250
-156;-144;818;737;274;30;-1238;593;1238;818
176;0;-69;809;259;66;-37;390;37;-69
176;-2;-61;809;257;67;15;387;-15;-61
