InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK gyroY;Accelerometer LWR accX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;Accelerometer BACK accX
647.0;?;297.0;-235.0;-1292.0;-209.0;2.0;362.0;191.0;-1422.0;?
462.0;?;276.0;-214.0;-1368.0;91.0;22.0;303.0;217.0;-1799.0;?
291.0;-149.0;208.0;-194.0;-1324.0;-93.0;6.0;263.0;299.0;-2071.0;170.0
56.0;-153.0;70.0;-255.0;-1340.0;-261.0;-27.0;183.0;?;-2216.0;301.0
-110.0;-3.0;22.0;-350.0;-1405.0;-254.0;-7.0;128.0;?;-2164.0;63.0
-151.0;123.0;-74.0;-332.0;-1402.0;-216.0;8.0;170.0;?;-1988.0;250.0
-566.0;-37.0;-1.0;-416.0;800.0;-441.0;-75.0;252.0;?;354.0;287.0
-421.0;?;35.0;-516.0;736.0;-460.0;-74.0;329.0;?;621.0;283.0
-222.0;?;-15.0;-488.0;605.0;-436.0;3.0;426.0;?;845.0;78.0
-169.0;?;-93.0;-551.0;518.0;-316.0;83.0;403.0;?;983.0;150.0
-243.0;?;50.0;-525.0;511.0;-175.0;57.0;371.0;?;966.0;171.0
-212.0;?;242.0;-517.0;396.0;-42.0;29.0;384.0;?;995.0;154.0
-16.0;?;133.0;-461.0;387.0;-100.0;10.0;507.0;?;1031.0;112.0
208.0;?;88.0;-255.0;401.0;-317.0;-38.0;450.0;?;951.0;68.0
466.0;?;116.0;-138.0;444.0;-232.0;-38.0;364.0;?;767.0;104.0
476.0;?;128.0;-180.0;312.0;104.0;90.0;298.0;?;565.0;81.0
371.0;?;-61.0;-211.0;-25.0;289.0;95.0;287.0;360.0;-77.0;73.0
324.0;?;206.0;-203.0;-630.0;340.0;14.0;389.0;572.0;-498.0;86.0
372.0;?;69.0;-221.0;-930.0;259.0;-41.0;435.0;563.0;-874.0;62.0
396.0;?;?;-207.0;-957.0;-28.0;-9.0;429.0;428.0;-1190.0;36.0
312.0;?;?;-221.0;-960.0;-12.0;17.0;346.0;439.0;-1472.0;59.0
180.0;?;?;-198.0;-934.0;-44.0;42.0;195.0;525.0;-1760.0;157.0
-16.0;?;?;-204.0;-990.0;-126.0;30.0;135.0;624.0;-1837.0;344.0
-240.0;-53.0;?;-307.0;-1001.0;-118.0;-1.0;114.0;649.0;-1866.0;267.0
-236.0;163.0;?;-337.0;-981.0;-25.0;-18.0;160.0;465.0;-1632.0;313.0
?;106.0;?;-123.0;-963.0;92.0;-37.0;198.0;176.0;-1313.0;633.0
?;279.0;?;-277.0;-915.0;140.0;-57.0;238.0;-142.0;-897.0;352.0
?;481.0;?;-353.0;-747.0;100.0;-69.0;294.0;-363.0;-447.0;226.0
?;349.0;?;31.0;-506.0;162.0;-88.0;436.0;-578.0;13.0;255.0
?;264.0;?;167.0;-116.0;267.0;-99.0;627.0;-671.0;444.0;351.0
?;497.0;?;154.0;464.0;340.0;-101.0;634.0;-481.0;829.0;285.0
?;252.0;?;-107.0;762.0;366.0;25.0;717.0;-308.0;1157.0;352.0
?;93.0;?;-194.0;986.0;312.0;117.0;720.0;-164.0;1831.0;377.0
?;17.0;-292.0;-313.0;959.0;244.0;250.0;367.0;12.0;1928.0;404.0
?;51.0;?;-305.0;619.0;112.0;?;540.0;131.0;1235.0;333.0
?;5.0;?;-308.0;253.0;247.0;?;617.0;-233.0;945.0;312.0
?;10.0;?;-319.0;660.0;143.0;?;493.0;-504.0;880.0;?
?;36.0;105.0;-348.0;984.0;-16.0;?;306.0;-400.0;782.0;?
?;58.0;139.0;-360.0;1015.0;-80.0;?;319.0;-330.0;584.0;?
-519.0;80.0;80.0;-339.0;973.0;-270.0;?;359.0;-292.0;477.0;?
-482.0;23.0;-108.0;-373.0;869.0;-473.0;?;330.0;-196.0;402.0;?
-373.0;114.0;-142.0;-444.0;763.0;-548.0;?;320.0;-159.0;467.0;?
-244.0;147.0;-156.0;-397.0;685.0;-528.0;?;384.0;-108.0;596.0;?
-112.0;22.0;-117.0;-513.0;?;-453.0;?;418.0;-38.0;646.0;?
4.0;95.0;-5.0;-535.0;?;-347.0;?;429.0;47.0;617.0;?
179.0;-4.0;80.0;-487.0;?;-127.0;?;391.0;179.0;560.0;?
337.0;38.0;76.0;-424.0;?;-4.0;?;547.0;160.0;553.0;192.0
495.0;194.0;-63.0;?;?;-120.0;?;500.0;204.0;?;?
769.0;178.0;80.0;?;?;-62.0;50.0;359.0;266.0;?;?
836.0;91.0;245.0;-187.0;?;237.0;101.0;330.0;417.0;?;?
756.0;44.0;-161.0;-236.0;?;301.0;132.0;294.0;529.0;?;?
739.0;-72.0;66.0;-221.0;-928.0;269.0;21.0;414.0;628.0;?;?
588.0;-59.0;75.0;-189.0;-1297.0;263.0;-44.0;436.0;628.0;?;9.0
549.0;-114.0;-121.0;-147.0;-1294.0;-145.0;-39.0;313.0;477.0;?;12.0
384.0;?;154.0;-175.0;-1135.0;-236.0;-2.0;303.0;498.0;?;21.0
228.0;?;3.0;-176.0;-1072.0;-145.0;21.0;207.0;521.0;?;98.0
52.0;?;-22.0;-211.0;-1054.0;-168.0;-13.0;200.0;594.0;?;260.0
-198.0;?;-116.0;-297.0;-1079.0;-183.0;-33.0;105.0;572.0;?;399.0
-265.0;?;-178.0;-405.0;-1018.0;-152.0;-62.0;129.0;388.0;-1460.0;159.0
-195.0;?;-200.0;-251.0;-878.0;-27.0;-76.0;134.0;127.0;-1154.0;360.0
-54.0;?;?;-346.0;-732.0;-37.0;-92.0;208.0;-151.0;-694.0;537.0
-11.0;?;-198.0;-308.0;-538.0;-78.0;-104.0;263.0;-396.0;-203.0;282.0
65.0;?;-209.0;-23.0;-333.0;-67.0;-105.0;355.0;-575.0;220.0;231.0
77.0;?;-58.0;35.0;-30.0;87.0;-142.0;594.0;-777.0;725.0;292.0
-83.0;?;66.0;-1.0;627.0;269.0;-161.0;687.0;-689.0;1126.0;277.0
-330.0;?;93.0;-136.0;931.0;355.0;-63.0;756.0;-271.0;1384.0;348.0
97.0;29.0;193.0;-169.0;1098.0;249.0;124.0;689.0;?;1814.0;355.0
-410.0;49.0;-232.0;-260.0;1105.0;238.0;233.0;431.0;?;1869.0;387.0
-259.0;12.0;-211.0;-291.0;827.0;100.0;306.0;426.0;?;1164.0;320.0
-501.0;12.0;254.0;-301.0;425.0;192.0;?;530.0;?;814.0;263.0
-467.0;-31.0;305.0;-342.0;?;188.0;?;381.0;?;616.0;251.0
-360.0;-8.0;285.0;-440.0;?;163.0;?;270.0;?;455.0;339.0
-328.0;111.0;264.0;-340.0;?;109.0;?;299.0;?;374.0;365.0
-332.0;116.0;220.0;-216.0;?;-97.0;?;316.0;?;296.0;275.0
-284.0;7.0;141.0;-330.0;?;-325.0;?;305.0;?;299.0;254.0
-190.0;-3.0;82.0;-407.0;?;-438.0;?;279.0;?;354.0;404.0
-72.0;225.0;36.0;-327.0;?;-424.0;?;356.0;?;469.0;264.0
-45.0;144.0;23.0;-328.0;497.0;-366.0;?;434.0;?;533.0;8.0
-25.0;-14.0;-44.0;-473.0;480.0;-301.0;?;404.0;?;371.0;28.0
8.0;-77.0;-66.0;-494.0;472.0;-119.0;?;371.0;?;366.0;152.0
88.0;-95.0;-148.0;?;408.0;48.0;?;501.0;?;421.0;142.0
262.0;6.0;-141.0;?;304.0;-76.0;89.0;560.0;216.0;445.0;97.0
460.0;231.0;-107.0;?;311.0;-142.0;84.0;392.0;137.0;221.0;104.0
400.0;258.0;280.0;?;259.0;81.0;106.0;277.0;239.0;201.0;95.0
315.0;181.0;96.0;?;-17.0;227.0;180.0;208.0;270.0;104.0;58.0
343.0;98.0;-244.0;?;-507.0;314.0;110.0;299.0;228.0;-257.0;41.0
411.0;-127.0;113.0;?;-1192.0;?;?;442.0;134.0;-495.0;85.0
113.0;181.0;-23.0;?;-1510.0;?;-77.0;207.0;336.0;-1941.0;533.0
210.0;394.0;-18.0;?;-1293.0;?;-102.0;246.0;-86.0;-1445.0;278.0
328.0;111.0;33.0;?;-941.0;?;-124.0;374.0;-480.0;-749.0;345.0
272.0;197.0;69.0;?;-423.0;?;-177.0;?;-794.0;-18.0;287.0
63.0;383.0;81.0;?;319.0;?;-182.0;?;-700.0;594.0;280.0
-194.0;253.0;207.0;-25.0;612.0;?;-65.0;?;-317.0;959.0;298.0
258.0;136.0;126.0;?;938.0;?;114.0;662.0;-186.0;1517.0;342.0
-419.0;66.0;-232.0;-202.0;1197.0;?;182.0;500.0;54.0;1803.0;344.0
128.0;-1.0;-193.0;-323.0;990.0;?;129.0;?;27.0;1589.0;345.0
-262.0;-42.0;19.0;-402.0;789.0;?;260.0;?;42.0;1595.0;330.0
-342.0;10.0;-136.0;?;942.0;?;298.0;?;-290.0;1569.0;294.0
-551.0;92.0;?;?;1232.0;?;183.0;?;-412.0;1311.0;347.0
-678.0;116.0;?;?;1162.0;?;131.0;?;-462.0;1250.0;353.0
-725.0;-8.0;?;?;1132.0;-413.0;83.0;?;-562.0;1187.0;316.0
-702.0;-121.0;-35.0;?;1044.0;-559.0;12.0;?;-591.0;1181.0;276.0
-652.0;-53.0;-182.0;?;?;-603.0;-29.0;?;-622.0;1112.0;279.0
-497.0;160.0;-126.0;?;?;-551.0;-15.0;?;-511.0;1088.0;139.0
-395.0;126.0;-94.0;?;?;-374.0;44.0;?;-338.0;968.0;79.0
-314.0;178.0;-16.0;?;?;-226.0;45.0;310.0;-146.0;832.0;223.0
-145.0;81.0;-7.0;?;?;-57.0;8.0;?;25.0;803.0;194.0
93.0;-6.0;-136.0;?;?;46.0;-8.0;?;80.0;872.0;114.0
434.0;144.0;-260.0;?;?;37.0;0.0;?;70.0;812.0;127.0
788.0;190.0;101.0;?;256.0;?;-5.0;?;217.0;482.0;117.0
853.0;53.0;262.0;?;22.0;?;68.0;?;461.0;71.0;74.0
688.0;36.0;0.0;?;-410.0;325.0;113.0;?;648.0;-641.0;78.0
545.0;-86.0;55.0;-239.0;-945.0;411.0;32.0;?;853.0;-1255.0;?
492.0;-193.0;271.0;-242.0;-1358.0;409.0;39.0;?;802.0;-1538.0;?
516.0;-228.0;-37.0;-226.0;-1447.0;-135.0;-25.0;?;545.0;-1718.0;?
321.0;-223.0;28.0;?;-1394.0;-230.0;20.0;?;384.0;-1927.0;?
216.0;-153.0;74.0;?;-1257.0;-63.0;33.0;?;393.0;-2132.0;?
112.0;-174.0;31.0;?;-1212.0;-105.0;16.0;?;544.0;-2130.0;?
-72.0;-173.0;-26.0;-287.0;-1201.0;-159.0;-34.0;?;609.0;-2018.0;?
-194.0;-3.0;-155.0;-398.0;-1145.0;-120.0;-79.0;?;536.0;-1738.0;?
-153.0;97.0;-178.0;-267.0;-999.0;-71.0;-102.0;?;327.0;-1392.0;?
-38.0;165.0;-218.0;-318.0;-759.0;46.0;-112.0;213.0;47.0;-926.0;?
1.0;515.0;-216.0;-297.0;-478.0;45.0;-120.0;254.0;-190.0;-417.0;?
4.0;448.0;-218.0;-35.0;-166.0;-111.0;-132.0;305.0;-347.0;254.0;?
69.0;182.0;-81.0;-65.0;180.0;43.0;-142.0;488.0;-564.0;924.0;272.0
14.0;309.0;62.0;9.0;723.0;274.0;-154.0;724.0;-660.0;1597.0;278.0
-221.0;153.0;165.0;-186.0;1060.0;-31.0;-55.0;669.0;-547.0;1968.0;314.0
479.0;?;15.0;-219.0;1416.0;-124.0;119.0;792.0;-572.0;2316.0;342.0
-339.0;?;-303.0;-281.0;1363.0;39.0;267.0;477.0;-281.0;?;347.0
-161.0;?;-246.0;-296.0;1001.0;-254.0;319.0;520.0;-83.0;?;335.0
-634.0;?;131.0;-337.0;557.0;-200.0;307.0;433.0;-180.0;?;302.0
-715.0;?;7.0;-372.0;616.0;-157.0;164.0;352.0;-420.0;?;277.0
-699.0;?;62.0;-418.0;730.0;-101.0;24.0;204.0;-370.0;?;297.0
-730.0;?;78.0;-374.0;680.0;-79.0;15.0;207.0;-354.0;?;307.0
-705.0;?;122.0;-339.0;654.0;-112.0;-14.0;227.0;-401.0;275.0;275.0
-607.0;15.0;23.0;-384.0;651.0;-296.0;-45.0;225.0;-374.0;346.0;265.0
-427.0;?;-99.0;-447.0;664.0;-391.0;-52.0;251.0;-345.0;435.0;328.0
-261.0;?;?;-419.0;623.0;?;-14.0;386.0;-322.0;601.0;181.0
-215.0;?;?;-513.0;540.0;?;2.0;456.0;-300.0;710.0;-27.0
-130.0;50.0;?;-583.0;554.0;?;0.0;445.0;-82.0;627.0;296.0
-43.0;42.0;?;-457.0;528.0;?;15.0;398.0;134.0;532.0;180.0
135.0;-7.0;?;-398.0;437.0;?;53.0;492.0;277.0;545.0;109.0
300.0;90.0;?;-273.0;382.0;?;45.0;440.0;255.0;443.0;120.0
519.0;207.0;?;-204.0;379.0;?;-2.0;354.0;313.0;312.0;57.0
624.0;163.0;?;-223.0;283.0;?;71.0;340.0;381.0;355.0;71.0
618.0;69.0;?;-226.0;-62.0;?;118.0;299.0;482.0;-2.0;49.0
605.0;-6.0;33.0;-236.0;-683.0;?;36.0;310.0;632.0;-539.0;70.0
572.0;-86.0;228.0;-183.0;-1113.0;161.0;-12.0;417.0;636.0;-857.0;20.0
508.0;-144.0;64.0;-202.0;-1173.0;-296.0;-37.0;351.0;448.0;-1056.0;46.0
470.0;-152.0;155.0;-195.0;?;-306.0;-3.0;220.0;336.0;-1227.0;68.0
330.0;-132.0;139.0;-220.0;?;-171.0;42.0;272.0;346.0;-1483.0;?
113.0;-85.0;48.0;-277.0;?;-177.0;5.0;225.0;352.0;-1630.0;?
-75.0;-10.0;-68.0;-379.0;?;-181.0;-34.0;143.0;403.0;-1650.0;?
-218.0;305.0;-117.0;-297.0;?;-92.0;-51.0;147.0;317.0;-1535.0;?
-157.0;253.0;-129.0;?;?;38.0;-58.0;200.0;122.0;?;?
-44.0;29.0;-164.0;?;-831.0;126.0;-68.0;250.0;-95.0;?;?
71.0;275.0;-182.0;?;-674.0;?;-96.0;276.0;-322.0;?;?
164.0;299.0;-168.0;?;-480.0;?;-112.0;580.0;-565.0;?;?
20.0;60.0;-32.0;?;-156.0;?;-98.0;739.0;-705.0;?;?
-425.0;151.0;88.0;-112.0;508.0;?;-99.0;438.0;-410.0;?;?
-509.0;85.0;117.0;-245.0;837.0;97.0;47.0;595.0;27.0;?;?
-486.0;117.0;22.0;-212.0;1158.0;142.0;210.0;725.0;-154.0;?;?
-706.0;36.0;-66.0;-264.0;1266.0;176.0;181.0;340.0;-548.0;?;?
-287.0;-10.0;-338.0;-296.0;1136.0;-184.0;173.0;475.0;-452.0;?;?
-652.0;-80.0;-152.0;-333.0;610.0;-39.0;271.0;517.0;-552.0;1110.0;?
-639.0;-104.0;257.0;-415.0;664.0;72.0;145.0;440.0;-940.0;953.0;286.0
-647.0;-42.0;44.0;-447.0;870.0;-22.0;-48.0;354.0;-898.0;876.0;352.0
-641.0;73.0;-25.0;-420.0;919.0;-63.0;-25.0;294.0;-719.0;760.0;392.0
-69.0;9.0;17.0;-274.0;1322.0;288.0;102.0;655.0;-444.0;1990.0;375.0
-206.0;11.0;-441.0;-282.0;1331.0;93.0;194.0;469.0;-217.0;1713.0;328.0
-123.0;-9.0;-320.0;-304.0;838.0;115.0;290.0;687.0;-133.0;1295.0;333.0
-444.0;-49.0;-7.0;-303.0;704.0;162.0;?;465.0;-352.0;931.0;347.0
-412.0;19.0;-81.0;-332.0;?;65.0;?;384.0;-421.0;742.0;336.0
-505.0;114.0;-127.0;-337.0;?;10.0;?;252.0;-239.0;540.0;375.0
-541.0;145.0;-180.0;-320.0;?;-140.0;?;296.0;-312.0;434.0;375.0
?;75.0;-218.0;-328.0;?;-382.0;?;303.0;-388.0;445.0;345.0
-369.0;56.0;-264.0;-387.0;?;-468.0;?;277.0;-362.0;498.0;317.0
?;114.0;-252.0;-396.0;?;-450.0;?;?;-359.0;646.0;503.0
?;116.0;-213.0;-329.0;?;-353.0;?;?;-345.0;737.0;214.0
?;-31.0;-130.0;-499.0;?;-247.0;?;?;-272.0;712.0;67.0
?;66.0;-106.0;-494.0;?;-217.0;?;?;-104.0;609.0;157.0
?;-22.0;17.0;-420.0;?;-101.0;?;?;45.0;565.0;92.0
?;-6.0;-28.0;-424.0;?;-58.0;?;?;58.0;531.0;183.0
173.0;76.0;-5.0;-361.0;?;-207.0;?;?;77.0;436.0;105.0
368.0;212.0;208.0;-297.0;?;-96.0;?;?;129.0;395.0;135.0
415.0;155.0;313.0;-256.0;?;237.0;?;?;197.0;385.0;141.0
342.0;139.0;57.0;-233.0;?;221.0;?;?;257.0;93.0;115.0
?;48.0;27.0;-271.0;-487.0;318.0;?;?;306.0;-382.0;126.0
?;-91.0;142.0;?;-971.0;469.0;?;?;276.0;-665.0;78.0
?;6.0;52.0;?;-1102.0;214.0;?;445.0;136.0;-943.0;67.0
?;108.0;147.0;?;-1011.0;6.0;-36.0;357.0;107.0;-1195.0;69.0
?;-118.0;77.0;?;-919.0;32.0;33.0;279.0;295.0;-1459.0;74.0
?;-31.0;-57.0;?;-923.0;-11.0;41.0;277.0;520.0;-1683.0;157.0
?;-114.0;-123.0;?;-919.0;-45.0;6.0;227.0;681.0;-1762.0;303.0
-33.0;?;-197.0;?;-836.0;-9.0;-21.0;215.0;689.0;-1639.0;184.0
-35.0;?;-251.0;?;-770.0;17.0;-23.0;239.0;556.0;-1452.0;278.0
-62.0;?;-340.0;?;-608.0;69.0;-30.0;256.0;375.0;-1139.0;442.0
-71.0;?;-371.0;?;-416.0;35.0;-33.0;272.0;174.0;-766.0;406.0
-11.0;?;?;?;-229.0;-94.0;-17.0;329.0;5.0;-337.0;247.0
-16.0;?;?;?;-92.0;-63.0;-25.0;466.0;-257.0;154.0;308.0
-23.0;?;?;?;121.0;80.0;-32.0;549.0;-496.0;707.0;366.0
-315.0;?;?;?;520.0;226.0;21.0;560.0;?;1021.0;341.0
-403.0;161.0;?;-178.0;775.0;312.0;71.0;727.0;?;1238.0;389.0
-440.0;102.0;?;-213.0;?;327.0;105.0;580.0;?;1645.0;395.0
-407.0;-31.0;?;-275.0;?;259.0;166.0;383.0;?;1518.0;384.0
?;9.0;?;-343.0;?;187.0;228.0;503.0;?;1050.0;345.0
?;-92.0;?;-338.0;?;134.0;229.0;542.0;?;697.0;361.0
?;-37.0;?;-356.0;?;126.0;58.0;362.0;?;402.0;397.0
?;48.0;?;-368.0;?;56.0;-55.0;?;?;145.0;437.0
?;192.0;?;-313.0;?;-12.0;-13.0;291.0;?;145.0;471.0
?;197.0;?;-259.0;?;?;10.0;300.0;?;224.0;432.0
?;113.0;?;-263.0;?;?;-25.0;?;?;321.0;297.0
?;85.0;?;-375.0;?;?;-16.0;?;?;495.0;249.0
?;66.0;?;-413.0;?;?;15.0;?;?;750.0;262.0
?;-24.0;-210.0;-439.0;?;?;49.0;?;?;851.0;-23.0
?;37.0;-241.0;-548.0;?;?;84.0;?;?;708.0;124.0
-45.0;184.0;-120.0;-381.0;?;?;105.0;?;122.0;576.0;97.0
-10.0;102.0;84.0;-232.0;?;?;134.0;?;246.0;595.0;-10.0
37.0;10.0;87.0;-248.0;?;?;115.0;?;232.0;?;-12.0
80.0;-35.0;-272.0;-360.0;?;?;95.0;?;295.0;?;63.0
210.0;3.0;5.0;-357.0;?;?;128.0;?;255.0;?;19.0
277.0;59.0;107.0;-320.0;?;?;182.0;?;148.0;?;12.0
182.0;96.0;-60.0;-308.0;?;?;146.0;?;218.0;?;44.0
98.0;81.0;125.0;-306.0;?;280.0;76.0;?;318.0;?;73.0
75.0;14.0;213.0;-340.0;?;-69.0;23.0;289.0;226.0;?;31.0
216.0;-5.0;230.0;-312.0;?;-274.0;-16.0;307.0;-1.0;?;31.0
284.0;-76.0;185.0;-294.0;-1098.0;-372.0;-16.0;313.0;?;?;37.0
315.0;-83.0;342.0;-269.0;-1214.0;-412.0;-15.0;334.0;?;?;-11.0
278.0;-54.0;171.0;-243.0;?;-463.0;-44.0;318.0;?;-1290.0;116.0
249.0;-38.0;29.0;-293.0;?;-530.0;-52.0;281.0;?;-1373.0;176.0
226.0;-6.0;48.0;-300.0;?;-483.0;-56.0;247.0;164.0;-1443.0;52.0
224.0;58.0;48.0;?;?;-430.0;-82.0;285.0;267.0;-1424.0;-13.0
225.0;6.0;-91.0;?;?;-406.0;-97.0;303.0;314.0;-1294.0;179.0
262.0;272.0;-51.0;?;?;-482.0;-92.0;307.0;351.0;-1131.0;193.0
332.0;563.0;-54.0;?;?;-551.0;-86.0;352.0;342.0;-899.0;-13.0
393.0;394.0;-163.0;?;?;-403.0;-79.0;401.0;373.0;-572.0;188.0
299.0;280.0;-161.0;171.0;?;-151.0;-80.0;460.0;415.0;-205.0;404.0
119.0;365.0;-100.0;77.0;382.0;-15.0;-24.0;612.0;514.0;160.0;330.0
299.0;80.0;-86.0;-113.0;655.0;66.0;109.0;759.0;313.0;610.0;339.0
363.0;-39.0;-295.0;-245.0;961.0;305.0;229.0;552.0;14.0;1071.0;411.0
-17.0;-2.0;-532.0;-305.0;941.0;610.0;340.0;519.0;-121.0;1093.0;439.0
-241.0;-55.0;-383.0;-304.0;637.0;691.0;434.0;555.0;-282.0;738.0;?
-595.0;-121.0;-67.0;-311.0;480.0;803.0;396.0;400.0;-752.0;499.0;?
-868.0;-51.0;-41.0;-325.0;646.0;?;214.0;268.0;-1078.0;414.0;384.0
-1168.0;-59.0;-43.0;-388.0;702.0;?;112.0;269.0;-1215.0;356.0;408.0
-1303.0;20.0;12.0;-454.0;703.0;?;46.0;317.0;-1398.0;356.0;430.0
-1319.0;47.0;-149.0;-427.0;659.0;?;-33.0;259.0;-1461.0;400.0;294.0
-1238.0;58.0;-124.0;-475.0;647.0;?;-60.0;266.0;-1475.0;492.0;329.0
-1188.0;132.0;-190.0;-535.0;640.0;?;-62.0;286.0;-1459.0;?;290.0
-1040.0;198.0;-255.0;-500.0;629.0;-502.0;-65.0;333.0;-1403.0;?;?
-936.0;24.0;-358.0;-264.0;483.0;-278.0;97.0;553.0;-964.0;?;?
-977.0;62.0;-131.0;-253.0;309.0;-482.0;46.0;426.0;-823.0;?;?
-829.0;77.0;-28.0;-255.0;503.0;-463.0;-33.0;?;-707.0;?;?
-675.0;66.0;-72.0;-286.0;767.0;-290.0;-99.0;?;-508.0;?;?
-557.0;67.0;-200.0;-306.0;955.0;-304.0;-61.0;?;-395.0;?;?
-443.0;33.0;-302.0;-325.0;870.0;-326.0;-15.0;?;-317.0;?;?
-360.0;75.0;-347.0;-333.0;822.0;?;-13.0;?;-261.0;?;?
-261.0;90.0;-408.0;-346.0;884.0;?;-22.0;?;-162.0;?;?
-148.0;-6.0;-377.0;-382.0;958.0;?;-6.0;?;-84.0;?;?
-59.0;7.0;-347.0;-425.0;1032.0;?;-6.0;?;-4.0;?;398.0
33.0;?;-290.0;-449.0;1013.0;?;-10.0;358.0;115.0;?;-84.0
142.0;?;-187.0;-552.0;1018.0;?;7.0;365.0;145.0;?;1.0
269.0;76.0;-72.0;-490.0;1005.0;?;37.0;292.0;108.0;?;109.0
317.0;66.0;160.0;-450.0;950.0;?;39.0;302.0;173.0;?;75.0
349.0;75.0;208.0;-367.0;757.0;?;58.0;351.0;197.0;?;-54.0
385.0;156.0;155.0;-284.0;574.0;?;49.0;303.0;184.0;?;12.0
336.0;152.0;106.0;-272.0;483.0;?;-4.0;330.0;138.0;?;47.0
435.0;105.0;325.0;-272.0;297.0;?;52.0;365.0;132.0;?;21.0
568.0;7.0;44.0;-258.0;-9.0;701.0;85.0;357.0;108.0;-411.0;24.0
539.0;-48.0;239.0;-217.0;-557.0;548.0;36.0;?;244.0;-874.0;0.0
559.0;-174.0;44.0;-174.0;-867.0;264.0;55.0;424.0;297.0;-1174.0;-5.0
515.0;-201.0;-224.0;-161.0;-886.0;-25.0;35.0;329.0;258.0;-1512.0;2.0
455.0;-131.0;-254.0;-186.0;-835.0;48.0;49.0;292.0;358.0;-1820.0;43.0
302.0;-152.0;-157.0;-147.0;-960.0;158.0;58.0;204.0;475.0;-2036.0;-1.0
68.0;-108.0;-214.0;-164.0;-1080.0;218.0;34.0;128.0;511.0;-2167.0;21.0
-149.0;-138.0;-288.0;-196.0;-1067.0;234.0;11.0;103.0;434.0;-2125.0;57.0
-290.0;-169.0;-402.0;-230.0;-905.0;167.0;-5.0;136.0;193.0;-2028.0;187.0
-370.0;-238.0;-515.0;-293.0;-811.0;268.0;-11.0;205.0;-117.0;-1783.0;404.0
-470.0;-303.0;-511.0;-392.0;-668.0;416.0;-28.0;200.0;-475.0;-1439.0;535.0
-649.0;-312.0;-451.0;-658.0;-452.0;526.0;-44.0;227.0;-886.0;?;550.0
-921.0;-225.0;-438.0;-818.0;-191.0;589.0;-51.0;189.0;-1296.0;?;547.0
-1188.0;-198.0;-358.0;-707.0;125.0;617.0;-83.0;159.0;-1632.0;?;511.0
-1467.0;-286.0;-220.0;-720.0;337.0;709.0;-112.0;?;-1908.0;?;391.0
-1751.0;-313.0;-196.0;-797.0;485.0;799.0;-167.0;246.0;-2229.0;?;325.0
-1929.0;-280.0;-331.0;?;771.0;832.0;-277.0;413.0;-2626.0;?;317.0
?;-182.0;-518.0;?;1260.0;781.0;-461.0;508.0;-2984.0;?;300.0
?;-79.0;-570.0;?;1797.0;480.0;-579.0;348.0;-2883.0;?;280.0
-1634.0;61.0;-560.0;?;2051.0;132.0;-468.0;349.0;-2411.0;923.0;307.0
-1464.0;140.0;-414.0;?;1898.0;-64.0;-353.0;386.0;-1819.0;1179.0;342.0
-1369.0;255.0;-179.0;?;1500.0;-179.0;-334.0;329.0;-1321.0;1689.0;352.0
-1003.0;251.0;-249.0;?;1254.0;-108.0;-271.0;309.0;-982.0;2103.0;342.0
-589.0;151.0;-396.0;?;1044.0;-51.0;-120.0;429.0;-915.0;2109.0;339.0
-133.0;33.0;-275.0;-332.0;909.0;36.0;-78.0;424.0;-1004.0;1863.0;436.0
119.0;-20.0;-261.0;-337.0;676.0;200.0;-103.0;507.0;-886.0;1783.0;407.0
245.0;-113.0;-119.0;-462.0;580.0;332.0;-36.0;?;-619.0;1645.0;364.0
241.0;?;-20.0;-436.0;586.0;359.0;51.0;440.0;-465.0;1157.0;327.0
106.0;?;-36.0;-268.0;562.0;?;96.0;332.0;-268.0;570.0;305.0
-132.0;?;-39.0;?;420.0;?;119.0;299.0;-73.0;9.0;317.0
-164.0;?;-16.0;?;233.0;290.0;115.0;231.0;9.0;-301.0;301.0
-99.0;?;-119.0;-236.0;103.0;267.0;68.0;301.0;-18.0;-425.0;342.0
?;?;-236.0;-267.0;-22.0;274.0;36.0;451.0;-94.0;-361.0;301.0
?;?;-410.0;-279.0;-84.0;270.0;16.0;391.0;-97.0;-389.0;371.0
?;?;-434.0;-243.0;-68.0;251.0;54.0;354.0;110.0;-584.0;382.0
?;?;-99.0;-237.0;-171.0;240.0;114.0;326.0;266.0;-690.0;400.0
?;?;134.0;-264.0;-224.0;196.0;110.0;309.0;223.0;-728.0;380.0
?;?;130.0;-293.0;-72.0;184.0;45.0;298.0;85.0;?;358.0
?;?;80.0;-306.0;82.0;176.0;2.0;331.0;-7.0;?;?
?;?;121.0;-318.0;191.0;209.0;48.0;350.0;-46.0;?;?
104.0;?;124.0;-320.0;155.0;238.0;89.0;347.0;-103.0;?;?
112.0;107.0;105.0;-322.0;132.0;251.0;96.0;345.0;-139.0;?;?
133.0;97.0;156.0;-312.0;159.0;166.0;79.0;341.0;-166.0;?;?
137.0;114.0;156.0;-312.0;203.0;93.0;81.0;360.0;-188.0;346.0;?
