InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK gyroY;Accelerometer LWR accX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;Accelerometer BACK accX
-332.0;-329.0;-37.0;-532.0;231.0;-91.0;-386.0;272.0;62.0;-590.0;40.0
-12.0;39.0;-25.0;-463.0;-32.0;-57.0;-255.0;466.0;244.0;-149.0;66.0
-18.0;28.0;-17.0;-484.0;-6.0;-40.0;-177.0;496.0;103.0;-94.0;57.0
-27.0;31.0;20.0;-484.0;42.0;-28.0;-233.0;469.0;-16.0;-74.0;58.0
-5.0;25.0;-17.0;-449.0;28.0;-24.0;-297.0;460.0;-24.0;-25.0;43.0
12.0;22.0;-14.0;-502.0;-2.0;-8.0;-277.0;479.0;9.0;78.0;41.0
23.0;29.0;-11.0;-484.0;2.0;-15.0;-244.0;484.0;-43.0;58.0;47.0
-6.0;33.0;-26.0;-520.0;16.0;11.0;-283.0;473.0;-87.0;25.0;34.0
34.0;34.0;-29.0;-676.0;12.0;-20.0;-172.0;464.0;63.0;-43.0;3.0
14.0;-79.0;-27.0;-289.0;14.0;4.0;-323.0;553.0;-94.0;79.0;37.0
-8.0;-85.0;-42.0;-249.0;41.0;16.0;-265.0;547.0;-145.0;10.0;67.0
-33.0;-72.0;-18.0;-325.0;18.0;7.0;-195.0;504.0;-244.0;58.0;72.0
-48.0;13.0;-20.0;-532.0;67.0;5.0;-295.0;408.0;-415.0;142.0;126.0
-56.0;-278.0;66.0;-638.0;11.0;-18.0;-360.0;422.0;67.0;32.0;407.0
46.0;81.0;16.0;-277.0;-16.0;-30.0;355.0;482.0;-35.0;50.0;36.0
10.0;34.0;-21.0;-324.0;30.0;11.0;194.0;535.0;-16.0;100.0;85.0
407.0;-75.0;8.0;-528.0;-30.0;153.0;-62.0;347.0;219.0;388.0;183.0
179.0;-77.0;-10.0;-350.0;-156.0;-33.0;-12.0;377.0;87.0;-65.0;169.0
23.0;44.0;-11.0;-322.0;18.0;-11.0;197.0;534.0;16.0;52.0;87.0
10.0;50.0;7.0;-326.0;16.0;-14.0;197.0;549.0;38.0;38.0;62.0
15.0;41.0;-3.0;-333.0;10.0;-18.0;198.0;564.0;35.0;10.0;86.0
-6.0;40.0;-6.0;-319.0;5.0;6.0;202.0;558.0;25.0;80.0;79.0
-33.0;-43.0;6.0;-69.0;73.0;3.0;-17.0;494.0;-141.0;200.0;64.0
27.0;0.0;-10.0;-497.0;23.0;19.0;50.0;515.0;-16.0;115.0;57.0
7.0;10.0;6.0;-493.0;-11.0;-11.0;35.0;532.0;64.0;44.0;52.0
2.0;1.0;6.0;-475.0;12.0;-63.0;48.0;523.0;57.0;62.0;51.0
-13.0;-2.0;42.0;-504.0;60.0;16.0;69.0;445.0;13.0;67.0;41.0
28.0;40.0;142.0;-543.0;7.0;17.0;76.0;518.0;-40.0;63.0;139.0
39.0;31.0;155.0;-536.0;23.0;-63.0;62.0;517.0;34.0;18.0;134.0
60.0;28.0;67.0;-496.0;21.0;-224.0;53.0;513.0;18.0;31.0;135.0
64.0;39.0;6.0;-488.0;23.0;-286.0;38.0;514.0;8.0;9.0;144.0
56.0;9.0;51.0;-471.0;45.0;-203.0;57.0;531.0;-32.0;89.0;144.0
21.0;3.0;190.0;-492.0;71.0;48.0;65.0;533.0;-120.0;120.0;146.0
8.0;19.0;-11.0;-492.0;26.0;-10.0;92.0;533.0;-8.0;23.0;72.0
305.0;111.0;-39.0;-564.0;60.0;-172.0;77.0;486.0;40.0;49.0;63.0
48.0;0.0;48.0;-475.0;47.0;7.0;72.0;456.0;-13.0;68.0;26.0
14.0;10.0;48.0;-483.0;-4.0;-1.0;74.0;456.0;19.0;64.0;31.0
73.0;6.0;67.0;-497.0;3.0;-168.0;77.0;437.0;0.0;58.0;16.0
-8.0;20.0;-19.0;-490.0;-3.0;-36.0;94.0;524.0;17.0;38.0;72.0
67.0;-24.0;88.0;-486.0;-6.0;-212.0;68.0;431.0;15.0;72.0;13.0
34.0;-11.0;135.0;-506.0;52.0;-296.0;72.0;418.0;32.0;40.0;19.0
15.0;-38.0;121.0;-491.0;49.0;-341.0;66.0;430.0;46.0;25.0;10.0
21.0;-9.0;76.0;-510.0;55.0;-172.0;72.0;412.0;43.0;40.0;-13.0
80.0;-48.0;-19.0;-520.0;-36.0;-66.0;51.0;410.0;20.0;-3.0;13.0
27.0;26.0;-2.0;-477.0;-14.0;-45.0;96.0;545.0;33.0;34.0;65.0
35.0;24.0;-18.0;-506.0;10.0;-44.0;98.0;549.0;30.0;74.0;66.0
29.0;36.0;-15.0;-514.0;18.0;-61.0;95.0;560.0;27.0;25.0;86.0
33.0;10.0;-17.0;-485.0;-6.0;-48.0;98.0;562.0;22.0;54.0;117.0
75.0;-18.0;-43.0;-519.0;-14.0;59.0;39.0;417.0;16.0;-9.0;0.0
6.0;15.0;26.0;-472.0;-11.0;-33.0;101.0;537.0;40.0;13.0;125.0
13.0;-39.0;-139.0;-508.0;2.0;342.0;50.0;404.0;-60.0;19.0;32.0
-4.0;-51.0;-143.0;-534.0;18.0;295.0;54.0;405.0;-22.0;46.0;13.0
27.0;-43.0;-157.0;-513.0;30.0;295.0;58.0;416.0;-25.0;23.0;29.0
53.0;-2.0;-76.0;-522.0;53.0;-17.0;42.0;406.0;94.0;-12.0;17.0
37.0;-31.0;-99.0;-515.0;12.0;124.0;51.0;389.0;79.0;-18.0;11.0
-10.0;-36.0;-163.0;-515.0;-8.0;218.0;58.0;404.0;7.0;58.0;21.0
6.0;-49.0;-145.0;-506.0;22.0;146.0;54.0;389.0;13.0;28.0;3.0
19.0;-21.0;-133.0;-518.0;22.0;46.0;58.0;414.0;32.0;-4.0;-1.0
-158.0;159.0;-51.0;-168.0;126.0;91.0;169.0;763.0;-47.0;274.0;587.0
-206.0;-139.0;-130.0;-402.0;189.0;58.0;-96.0;579.0;94.0;212.0;550.0
20.0;-291.0;-75.0;-555.0;127.0;34.0;-455.0;259.0;100.0;77.0;174.0
-17.0;-271.0;-140.0;-616.0;174.0;85.0;-487.0;273.0;-148.0;29.0;163.0
-50.0;-242.0;-152.0;-585.0;77.0;275.0;-432.0;276.0;-59.0;130.0;250.0
2.0;-264.0;-63.0;-675.0;37.0;163.0;-423.0;260.0;42.0;82.0;268.0
-51.0;-1.0;129.0;-243.0;1.0;179.0;-116.0;408.0;-331.0;-15.0;411.0
5.0;24.0;155.0;-178.0;-124.0;159.0;-141.0;424.0;-283.0;153.0;347.0
-159.0;-57.0;226.0;-215.0;-214.0;55.0;-102.0;396.0;10.0;-83.0;443.0
-128.0;-49.0;212.0;-221.0;-226.0;-11.0;-112.0;393.0;-25.0;1.0;463.0
-126.0;-47.0;175.0;-206.0;-228.0;71.0;-135.0;376.0;-115.0;65.0;438.0
134.0;-126.0;-36.0;-702.0;-141.0;-152.0;-519.0;425.0;-84.0;-306.0;21.0
-10.0;-110.0;-11.0;-833.0;20.0;36.0;-173.0;342.0;13.0;10.0;-68.0
255.0;-140.0;56.0;-685.0;119.0;206.0;-133.0;561.0;122.0;160.0;279.0
-220.0;-90.0;-105.0;-437.0;164.0;-6.0;-108.0;581.0;58.0;190.0;550.0
241.0;-139.0;23.0;-678.0;115.0;270.0;-131.0;550.0;118.0;146.0;297.0
240.0;-135.0;52.0;-683.0;92.0;267.0;-138.0;531.0;137.0;137.0;278.0
-10.0;0.0;-70.0;-510.0;5.0;110.0;-78.0;635.0;-123.0;91.0;586.0
-55.0;51.0;-63.0;-530.0;-55.0;215.0;-77.0;623.0;-110.0;92.0;558.0
229.0;-165.0;33.0;-680.0;98.0;312.0;-151.0;506.0;162.0;102.0;278.0
-38.0;-333.0;-61.0;-804.0;6.0;130.0;-373.0;371.0;-15.0;12.0;249.0
160.0;22.0;-193.0;-283.0;-17.0;-167.0;-2.0;298.0;494.0;-186.0;39.0
-89.0;-341.0;-58.0;-710.0;-14.0;-42.0;-323.0;382.0;-78.0;99.0;187.0
-727.0;112.0;147.0;-292.0;423.0;-1055.0;42.0;413.0;-807.0;378.0;309.0
92.0;-225.0;88.0;-853.0;27.0;19.0;-130.0;445.0;-5.0;222.0;211.0
78.0;-286.0;34.0;-802.0;90.0;-135.0;-229.0;438.0;23.0;86.0;225.0
92.0;-253.0;22.0;-779.0;108.0;-150.0;-262.0;428.0;22.0;-16.0;231.0
16.0;-239.0;14.0;-807.0;67.0;-117.0;-271.0;447.0;60.0;-12.0;232.0
263.0;-64.0;207.0;-402.0;-76.0;-188.0;82.0;439.0;49.0;-53.0;-72.0
55.0;-372.0;141.0;-1028.0;131.0;-138.0;-328.0;327.0;256.0;-62.0;115.0
107.0;-527.0;-101.0;-758.0;-6.0;-368.0;-464.0;232.0;315.0;62.0;-27.0
-105.0;-75.0;-151.0;-423.0;69.0;-440.0;-11.0;290.0;-358.0;334.0;62.0
557.0;258.0;4.0;-263.0;330.0;-252.0;-58.0;464.0;20.0;486.0;106.0
-310.0;251.0;-505.0;-30.0;156.0;602.0;100.0;594.0;-20.0;164.0;578.0
214.0;-170.0;-212.0;-454.0;4.0;219.0;140.0;306.0;72.0;60.0;-27.0
36.0;-236.0;102.0;-608.0;49.0;331.0;150.0;400.0;10.0;18.0;51.0
-96.0;63.0;168.0;-176.0;-121.0;18.0;-65.0;456.0;-153.0;122.0;491.0
-149.0;107.0;-174.0;-574.0;-10.0;187.0;19.0;625.0;-137.0;-113.0;327.0
730.0;-64.0;-74.0;-532.0;-330.0;-304.0;-89.0;286.0;707.0;-30.0;28.0
-99.0;-146.0;-411.0;-623.0;660.0;81.0;-270.0;246.0;-273.0;434.0;48.0
35.0;-31.0;-609.0;-331.0;177.0;390.0;-34.0;420.0;560.0;51.0;442.0
3.0;112.0;-33.0;-209.0;9.0;-39.0;338.0;534.0;48.0;74.0;38.0
24.0;118.0;5.0;-204.0;8.0;-11.0;356.0;541.0;97.0;91.0;46.0
16.0;110.0;15.0;-254.0;-4.0;5.0;357.0;498.0;32.0;84.0;26.0
-390.0;-532.0;193.0;-483.0;-84.0;104.0;-542.0;299.0;242.0;632.0;432.0
4.0;-181.0;-61.0;-675.0;-71.0;-231.0;-299.0;414.0;-13.0;313.0;183.0
99.0;-201.0;-44.0;-724.0;-133.0;-299.0;37.0;431.0;-21.0;197.0;163.0
20.0;140.0;8.0;-190.0;4.0;-80.0;330.0;512.0;-38.0;5.0;48.0
-1253.0;77.0;69.0;-335.0;615.0;-38.0;-97.0;427.0;-1087.0;286.0;352.0
35.0;111.0;2.0;-140.0;4.0;-32.0;329.0;515.0;5.0;3.0;33.0
85.0;94.0;12.0;-392.0;-49.0;95.0;20.0;500.0;415.0;-297.0;247.0
56.0;80.0;37.0;-198.0;2.0;-23.0;341.0;503.0;-25.0;15.0;26.0
10.0;117.0;-11.0;-203.0;10.0;-12.0;340.0;497.0;-32.0;-15.0;21.0
-273.0;198.0;-296.0;-129.0;270.0;293.0;249.0;594.0;52.0;-86.0;548.0
-784.0;-146.0;-1211.0;-778.0;478.0;865.0;-649.0;615.0;-954.0;-157.0;399.0
-103.0;-340.0;-32.0;-731.0;74.0;-39.0;-236.0;359.0;-89.0;167.0;201.0
142.0;-480.0;14.0;-780.0;114.0;67.0;-646.0;161.0;111.0;91.0;43.0
325.0;-358.0;256.0;-1048.0;-505.0;113.0;-422.0;557.0;1089.0;1092.0;107.0
-57.0;-299.0;85.0;-663.0;51.0;-218.0;-288.0;266.0;459.0;389.0;-86.0
85.0;-274.0;76.0;-603.0;46.0;-359.0;-415.0;275.0;163.0;114.0;266.0
-432.0;-358.0;127.0;-663.0;73.0;131.0;-536.0;527.0;-67.0;-432.0;215.0
15.0;-269.0;-5.0;-790.0;181.0;108.0;-615.0;597.0;-133.0;-144.0;398.0
516.0;-575.0;182.0;-871.0;-334.0;-251.0;-742.0;233.0;679.0;708.0;57.0
154.0;-336.0;-26.0;-653.0;285.0;289.0;-199.0;453.0;109.0;148.0;194.0
165.0;101.0;240.0;-317.0;-98.0;-1212.0;72.0;410.0;90.0;152.0;205.0
-148.0;-327.0;-78.0;-777.0;219.0;252.0;-538.0;353.0;-152.0;17.0;272.0
-45.0;-334.0;-42.0;-820.0;85.0;-64.0;-98.0;374.0;-3.0;313.0;184.0
106.0;-291.0;-48.0;-585.0;146.0;314.0;-290.0;434.0;297.0;128.0;196.0
949.0;57.0;204.0;-269.0;43.0;129.0;92.0;478.0;364.0;256.0;114.0
-313.0;421.0;-1271.0;249.0;980.0;163.0;282.0;551.0;205.0;1002.0;599.0
135.0;56.0;-240.0;-240.0;-679.0;43.0;-48.0;240.0;508.0;-1305.0;144.0
79.0;-20.0;131.0;-355.0;139.0;-146.0;50.0;426.0;-999.0;748.0;186.0
86.0;-455.0;3.0;-1018.0;16.0;54.0;-418.0;372.0;256.0;234.0;116.0
487.0;-105.0;589.0;-287.0;-11.0;-241.0;154.0;466.0;416.0;-270.0;250.0
368.0;117.0;155.0;-165.0;-122.0;-220.0;96.0;430.0;1171.0;-391.0;231.0
637.0;-279.0;-84.0;-695.0;70.0;-65.0;-145.0;379.0;231.0;608.0;197.0
-168.0;151.0;-214.0;41.0;528.0;68.0;276.0;509.0;-270.0;466.0;324.0
-27.0;-329.0;-657.0;-478.0;309.0;200.0;-353.0;352.0;-196.0;222.0;425.0
121.0;-479.0;-132.0;-803.0;-235.0;515.0;-539.0;269.0;-163.0;-111.0;57.0
-14.0;178.0;-189.0;-151.0;139.0;568.0;261.0;561.0;222.0;-107.0;410.0
317.0;348.0;-137.0;22.0;301.0;-1189.0;-5.0;560.0;321.0;493.0;370.0
-17.0;-17.0;-62.0;-671.0;49.0;85.0;-82.0;655.0;-136.0;58.0;577.0
181.0;41.0;-115.0;-175.0;-87.0;-43.0;95.0;447.0;639.0;-347.0;191.0
-12.0;-65.0;41.0;-376.0;-39.0;-218.0;-146.0;621.0;25.0;62.0;621.0
123.0;-277.0;8.0;-665.0;11.0;-213.0;-424.0;276.0;144.0;-20.0;310.0
160.0;-7.0;-218.0;-84.0;91.0;196.0;-129.0;324.0;-46.0;-230.0;78.0
145.0;139.0;46.0;9.0;124.0;160.0;-85.0;286.0;104.0;210.0;106.0
436.0;-490.0;-45.0;-603.0;839.0;-422.0;216.0;779.0;-167.0;-913.0;-17.0
-72.0;-116.0;125.0;-494.0;-50.0;718.0;9.0;408.0;55.0;42.0;115.0
79.0;-282.0;-20.0;-692.0;-31.0;-73.0;-414.0;266.0;112.0;12.0;326.0
-56.0;-71.0;79.0;-255.0;7.0;165.0;-109.0;391.0;-349.0;-51.0;456.0
143.0;-350.0;206.0;-780.0;-735.0;-382.0;-602.0;482.0;1453.0;715.0;226.0
113.0;18.0;-135.0;-182.0;-77.0;-7.0;35.0;568.0;631.0;-556.0;265.0
118.0;-33.0;-199.0;-345.0;-197.0;60.0;6.0;299.0;396.0;-270.0;269.0
-449.0;302.0;223.0;39.0;187.0;284.0;329.0;460.0;-335.0;1045.0;278.0
84.0;-320.0;-60.0;-698.0;-67.0;299.0;-385.0;318.0;278.0;-94.0;267.0
200.0;93.0;256.0;-202.0;-230.0;467.0;136.0;468.0;-237.0;198.0;242.0
186.0;73.0;-3.0;-353.0;375.0;-396.0;19.0;309.0;735.0;144.0;100.0
119.0;52.0;-57.0;-289.0;203.0;-114.0;65.0;288.0;-58.0;880.0;176.0
178.0;-10.0;-320.0;-213.0;-97.0;-722.0;-55.0;283.0;665.0;-482.0;182.0
202.0;-498.0;309.0;-846.0;-321.0;399.0;-645.0;306.0;317.0;278.0;30.0
358.0;89.0;125.0;-258.0;343.0;26.0;168.0;464.0;-41.0;34.0;78.0
36.0;107.0;-15.0;-153.0;25.0;13.0;361.0;532.0;114.0;92.0;57.0
152.0;19.0;-73.0;-283.0;-227.0;-111.0;1.0;322.0;412.0;-337.0;13.0
-64.0;-275.0;26.0;-757.0;3.0;-17.0;-404.0;384.0;134.0;94.0;289.0
-647.0;-42.0;44.0;-447.0;870.0;-22.0;-48.0;354.0;-898.0;876.0;352.0
0.0;164.0;133.0;-302.0;-13.0;256.0;110.0;553.0;-237.0;432.0;406.0
22.0;388.0;-23.0;1.0;91.0;68.0;448.0;598.0;-73.0;84.0;145.0
22.0;-277.0;-26.0;-399.0;-19.0;505.0;4.0;221.0;22.0;96.0;107.0
-442.0;113.0;-1.0;-280.0;442.0;135.0;-71.0;371.0;-544.0;179.0;352.0
136.0;74.0;243.0;-654.0;279.0;-140.0;63.0;373.0;150.0;385.0;171.0
138.0;-322.0;-53.0;-679.0;95.0;350.0;-215.0;421.0;328.0;115.0;213.0
190.0;-285.0;66.0;-603.0;12.0;-403.0;-457.0;294.0;75.0;-20.0;347.0
-430.0;-417.0;278.0;-633.0;27.0;-791.0;-601.0;594.0;-142.0;701.0;484.0
308.0;-169.0;126.0;-500.0;-79.0;749.0;-9.0;239.0;6.0;33.0;-93.0
38.0;-85.0;-323.0;-252.0;50.0;-497.0;-46.0;331.0;54.0;-195.0;130.0
-326.0;-281.0;379.0;-653.0;145.0;-184.0;-383.0;309.0;199.0;-103.0;97.0
376.0;-504.0;431.0;-906.0;-367.0;-607.0;-689.0;294.0;539.0;300.0;23.0
-455.0;2.0;-352.0;-469.0;115.0;188.0;-196.0;289.0;-568.0;208.0;249.0
1183.0;-197.0;135.0;-594.0;-895.0;-204.0;-51.0;496.0;2456.0;287.0;24.0
-18.0;32.0;64.0;-134.0;-182.0;-14.0;45.0;578.0;-364.0;308.0;270.0
403.0;24.0;432.0;-331.0;-270.0;-47.0;15.0;517.0;308.0;-439.0;78.0
216.0;-21.0;-55.0;-234.0;-92.0;-352.0;23.0;370.0;382.0;-317.0;172.0
900.0;-107.0;126.0;-220.0;-1143.0;235.0;-59.0;483.0;527.0;-1213.0;28.0
171.0;-235.0;-288.0;-513.0;-157.0;242.0;44.0;212.0;-139.0;7.0;-106.0
537.0;302.0;53.0;-261.0;148.0;-79.0;1.0;464.0;87.0;93.0;145.0
-427.0;-622.0;-340.0;-996.0;500.0;228.0;-813.0;423.0;-878.0;-1761.0;322.0
-15.0;-479.0;90.0;-929.0;317.0;-68.0;-506.0;350.0;-133.0;-334.0;84.0
-585.0;11.0;-236.0;-420.0;1073.0;181.0;57.0;332.0;-944.0;2232.0;366.0
-354.0;103.0;-113.0;-275.0;281.0;85.0;73.0;371.0;-774.0;690.0;224.0
515.0;-54.0;-696.0;-254.0;-51.0;443.0;-174.0;213.0;207.0;-344.0;109.0
-271.0;-358.0;520.0;-770.0;441.0;-40.0;-649.0;72.0;-110.0;530.0;-23.0
-4270.0;-247.0;-472.0;-529.0;-61.0;-3824.0;155.0;626.0;-2943.0;1769.0;101.0
159.0;100.0;182.0;-227.0;-351.0;240.0;39.0;417.0;522.0;-614.0;201.0
-598.0;47.0;-137.0;-311.0;823.0;-146.0;39.0;467.0;-1334.0;1383.0;120.0
14.0;-289.0;86.0;-617.0;-851.0;-130.0;-493.0;264.0;-120.0;132.0;157.0
-213.0;-233.0;-363.0;-360.0;-267.0;121.0;-184.0;419.0;-119.0;-493.0;257.0
-238.0;-13.0;-288.0;-301.0;150.0;-613.0;39.0;214.0;244.0;-320.0;224.0
-102.0;25.0;102.0;-453.0;-323.0;289.0;-21.0;164.0;-13.0;-89.0;353.0
92.0;-292.0;195.0;-681.0;-31.0;-475.0;-486.0;468.0;45.0;-122.0;389.0
9.0;-180.0;39.0;-141.0;1.0;466.0;71.0;411.0;-114.0;16.0;53.0
585.0;258.0;281.0;-330.0;-41.0;49.0;105.0;253.0;453.0;-4.0;64.0
258.0;199.0;-116.0;-26.0;187.0;186.0;370.0;741.0;1051.0;-1133.0;459.0
422.0;-43.0;234.0;-371.0;149.0;-308.0;0.0;324.0;726.0;-222.0;7.0
124.0;-173.0;-194.0;-474.0;19.0;342.0;166.0;283.0;-131.0;265.0;-34.0
-909.0;59.0;-1972.0;-180.0;1340.0;516.0;187.0;487.0;-182.0;-138.0;687.0
-391.0;53.0;-445.0;-291.0;195.0;589.0;-24.0;599.0;-263.0;379.0;495.0
-366.0;123.0;10.0;-400.0;925.0;-167.0;21.0;344.0;-479.0;1092.0;210.0
-68.0;62.0;-128.0;-172.0;967.0;177.0;179.0;568.0;-122.0;1131.0;275.0
198.0;278.0;385.0;-131.0;-450.0;-247.0;301.0;737.0;-271.0;-501.0;539.0
-9.0;-617.0;-21.0;-931.0;-74.0;314.0;-459.0;305.0;698.0;846.0;-8.0
561.0;-2.0;301.0;-169.0;-337.0;-134.0;10.0;374.0;1107.0;-1065.0;172.0
-114.0;-132.0;49.0;-441.0;-24.0;1239.0;-3.0;420.0;-34.0;21.0;129.0
140.0;43.0;755.0;-215.0;-503.0;525.0;-65.0;497.0;130.0;-296.0;326.0
746.0;63.0;-19.0;-194.0;-468.0;58.0;-8.0;348.0;760.0;-862.0;40.0
-729.0;7.0;1272.0;-468.0;592.0;-60.0;-168.0;426.0;-256.0;1237.0;124.0
98.0;-103.0;-37.0;-516.0;-64.0;-94.0;-382.0;252.0;49.0;176.0;-315.0
-333.0;-150.0;85.0;-551.0;144.0;203.0;-274.0;473.0;-1026.0;-345.0;353.0
359.0;149.0;142.0;-229.0;378.0;-53.0;159.0;489.0;-28.0;37.0;35.0
353.0;-141.0;87.0;-174.0;-1144.0;25.0;18.0;287.0;1078.0;-2163.0;21.0
