InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK Quaternion3;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ
129.0;329.0;241.0;-315.0;33.0;?;337.0;548.0;?
129.0;306.0;240.0;-201.0;11.0;?;334.0;547.0;?
132.0;252.0;239.0;-201.0;-17.0;?;364.0;475.0;?
134.0;241.0;238.0;-221.0;-47.0;?;398.0;374.0;?
137.0;260.0;238.0;-214.0;-85.0;?;470.0;389.0;?
138.0;?;237.0;-189.0;-50.0;?;401.0;508.0;-26.0
139.0;?;236.0;-179.0;-17.0;?;386.0;534.0;?
139.0;?;235.0;-230.0;-3.0;-175;487.0;544.0;25.0
139.0;?;234.0;-169.0;6.0;-175;492.0;549.0;-3.0
139.0;?;234.0;-249.0;-12.0;-175;461.0;463.0;-6.0
139.0;?;234.0;-213.0;12.0;-175;425.0;464.0;-28.0
140.0;?;234.0;-211.0;18.0;-175;409.0;434.0;-30.0
141.0;?;234.0;-212.0;25.0;-175;415.0;429.0;-20.0
141.0;?;235.0;-205.0;27.0;?;413.0;445.0;-29.0
142.0;?;235.0;-208.0;35.0;?;407.0;445.0;-10.0
142.0;?;236.0;-227.0;32.0;?;408.0;449.0;-22.0
142.0;?;236.0;-205.0;13.0;?;420.0;455.0;-19.0
144.0;?;237.0;-183.0;0.0;?;426.0;459.0;-20.0
144.0;?;238.0;-171.0;18.0;-175;433.0;?;-24.0
146.0;?;238.0;-220.0;28.0;-175;438.0;?;-28.0
147.0;239.0;239.0;-225.0;28.0;-175;433.0;?;-16.0
148.0;237.0;240.0;-176.0;30.0;?;425.0;?;-27.0
149.0;234.0;241.0;-243.0;?;?;426.0;?;-30.0
150.0;233.0;242.0;-168.0;?;?;426.0;?;-26.0
152.0;226.0;243.0;-189.0;?;?;425.0;?;-15.0
153.0;220.0;243.0;-142.0;?;?;430.0;?;-33.0
156.0;218.0;245.0;-220.0;?;?;432.0;?;-9.0
158.0;210.0;247.0;-199.0;?;?;432.0;?;-49.0
160.0;218.0;249.0;-222.0;?;?;430.0;?;-20.0
?;221.0;251.0;-184.0;?;?;433.0;?;-50.0
?;225.0;252.0;-161.0;?;?;?;?;-40.0
?;216.0;254.0;-194.0;?;?;?;450.0;-47.0
?;208.0;256.0;-235.0;?;?;?;448.0;-16.0
?;205.0;258.0;-210.0;?;?;?;449.0;-37.0
172.0;202.0;261.0;-181.0;?;?;?;436.0;-39.0
172.0;205.0;263.0;-208.0;?;-175;?;428.0;-40.0
173.0;203.0;265.0;-160.0;?;-175;417.0;?;-45.0
174.0;202.0;266.0;-195.0;?;-175;?;?;-50.0
175.0;199.0;268.0;-195.0;?;-175;?;?;-56.0
176.0;198.0;270.0;-186.0;56.0;-176;?;?;-61.0
176.0;193.0;271.0;-201.0;47.0;-174;?;?;-54.0
176.0;193.0;273.0;-211.0;63.0;-177;431.0;?;-40.0
?;190.0;274.0;-216.0;65.0;-172;431.0;?;-49.0
?;191.0;276.0;-211.0;62.0;-177;428.0;?;-50.0
?;185.0;276.0;-219.0;27.0;-177;424.0;?;-60.0
?;177.0;278.0;-250.0;26.0;-166;426.0;?;-41.0
?;181.0;279.0;-250.0;7.0;-193;431.0;?;-59.0
?;191.0;280.0;-294.0;-32.0;-150;434.0;?;-22.0
?;200.0;280.0;-324.0;-53.0;-209;424.0;?;-11.0
?;213.0;280.0;-292.0;-72.0;-158;408.0;468.0;13.0
?;225.0;279.0;-286.0;-85.0;145;377.0;464.0;50.0
?;258.0;279.0;-256.0;-66.0;182;381.0;455.0;68.0
?;?;279.0;-283.0;-65.0;200;376.0;484.0;87.0
?;?;280.0;-236.0;-24.0;?;354.0;522.0;94.0
?;?;282.0;-273.0;2.0;?;379.0;540.0;?
?;?;284.0;-151.0;37.0;?;416.0;569.0;?
?;?;288.0;-41.0;2.0;?;400.0;553.0;?
254.0;?;292.0;-108.0;-72.0;?;354.0;476.0;?
264.0;?;295.0;-262.0;8.0;?;318.0;436.0;?
274.0;?;299.0;-140.0;41.0;?;348.0;428.0;?
285.0;?;303.0;-87.0;36.0;-164;395.0;473.0;?
299.0;?;308.0;?;53.0;-169;488.0;405.0;?
314.0;294.0;316.0;?;129.0;-170;507.0;328.0;?
329.0;239.0;326.0;?;220.0;-168;357.0;338.0;?
342.0;211.0;338.0;?;318.0;-170;330.0;397.0;?
357.0;237.0;352.0;?;412.0;-169;500.0;408.0;?
373.0;165.0;368.0;?;469.0;-169;572.0;449.0;-305.0
388.0;89.0;384.0;?;463.0;-169;689.0;385.0;-371.0
716.0;-153.0;661.0;?;-150.0;214;704.0;256.0;-272.0
722.0;-113.0;663.0;-321.0;-192.0;133;739.0;281.0;-167.0
730.0;88.0;663.0;-260.0;-175.0;134;624.0;338.0;-60.0
732.0;176.0;667.0;-227.0;-195.0;133;490.0;444.0;58.0
734.0;282.0;670.0;-37.0;-152.0;126;425.0;519.0;0.0
737.0;362.0;670.0;16.0;-28.0;145;320.0;507.0;-11.0
741.0;381.0;667.0;?;30.0;138;300.0;452.0;-45.0
744.0;365.0;?;?;9.0;152;299.0;379.0;-107.0
747.0;336.0;?;?;-80.0;148;340.0;382.0;-192.0
749.0;250.0;?;?;-125.0;150;359.0;287.0;-155.0
751.0;225.0;?;?;-166.0;174;442.0;211.0;-35.0
754.0;208.0;?;?;-188.0;143;448.0;281.0;41.0
756.0;285.0;?;?;-170.0;212;406.0;374.0;106.0
759.0;359.0;?;?;-152.0;112;349.0;459.0;122.0
761.0;382.0;?;?;-158.0;?;281.0;549.0;122.0
764.0;428.0;?;19.0;-166.0;-188;240.0;514.0;160.0
767.0;444.0;?;-35.0;-120.0;-156;211.0;469.0;165.0
770.0;424.0;?;?;-8.0;-170;220.0;471.0;167.0
773.0;407.0;?;?;-50.0;-170;207.0;477.0;106.0
775.0;384.0;?;?;-72.0;-160;245.0;478.0;72.0
777.0;379.0;611.0;?;-173.0;-174;431.0;391.0;40.0
779.0;334.0;606.0;?;79.0;-206;579.0;461.0;61.0
780.0;300.0;603.0;?;5.0;71;607.0;?;81.0
780.0;322.0;602.0;?;-132.0;219;547.0;?;29.0
779.0;356.0;602.0;?;-119.0;168;522.0;?;-18.0
778.0;336.0;601.0;?;-97.0;178;483.0;523.0;65.0
781.0;313.0;594.0;?;-28.0;179;595.0;608.0;61.0
784.0;307.0;588.0;?;-38.0;207;616.0;664.0;58.0
787.0;219.0;582.0;?;-56.0;-54;382.0;597.0;-12.0
790.0;173.0;578.0;?;-45.0;-231;219.0;486.0;-39.0
790.0;131.0;577.0;?;?;-156;227.0;393.0;-33.0
789.0;112.0;578.0;?;?;-186;244.0;373.0;-32.0
788.0;98.0;579.0;?;?;-180;250.0;392.0;-14.0
787.0;96.0;581.0;?;?;-173;296.0;372.0;-32.0
787.0;102.0;581.0;?;?;-184;285.0;324.0;-44.0
787.0;96.0;581.0;?;?;-174;241.0;300.0;-11.0
786.0;97.0;582.0;?;?;-182;214.0;281.0;-40.0
785.0;89.0;584.0;?;?;-177;?;293.0;5.0
783.0;68.0;586.0;?;?;-177;?;323.0;34.0
782.0;64.0;588.0;?;?;-184;?;328.0;-27.0
780.0;52.0;590.0;-455.0;?;-169;182.0;340.0;-9.0
779.0;36.0;591.0;-516.0;40.0;-193;139.0;359.0;-11.0
777.0;-3.0;592.0;?;36.0;-160;164.0;389.0;-26.0
775.0;3.0;?;-648.0;-107.0;-186;205.0;429.0;-1.0
775.0;35.0;?;-395.0;-75.0;-190;247.0;468.0;23.0
772.0;97.0;?;-285.0;-169.0;105;276.0;518.0;45.0
767.0;119.0;?;-349.0;-82.0;160;305.0;589.0;161.0
762.0;118.0;?;-377.0;-158.0;?;306.0;645.0;159.0
762.0;162.0;?;-314.0;-167.0;?;251.0;659.0;93.0
766.0;272.0;?;-282.0;-102.0;?;168.0;621.0;82.0
771.0;292.0;?;-218.0;25.0;69;268.0;550.0;64.0
774.0;249.0;?;-216.0;92.0;94;299.0;501.0;12.0
777.0;154.0;602.0;-142.0;24.0;128;217.0;424.0;10.0
780.0;135.0;601.0;-176.0;-61.0;118;158.0;313.0;-21.0
782.0;127.0;601.0;-362.0;-75.0;182;143.0;291.0;-6.0
784.0;124.0;601.0;-320.0;-81.0;159;182.0;308.0;26.0
785.0;123.0;602.0;-430.0;-71.0;-139;232.0;328.0;55.0
786.0;179.0;603.0;-412.0;-41.0;-207;259.0;322.0;79.0
788.0;242.0;603.0;-450.0;-74.0;-144;265.0;314.0;108.0
790.0;286.0;603.0;-452.0;-64.0;-187;214.0;318.0;135.0
792.0;284.0;602.0;-517.0;-94.0;-153;138.0;378.0;181.0
794.0;166.0;601.0;-571.0;-39.0;-160;17.0;388.0;209.0
794.0;203.0;601.0;-633.0;-131.0;-169;49.0;437.0;171.0
793.0;223.0;603.0;-537.0;-176.0;-144;110.0;513.0;154.0
793.0;249.0;603.0;-453.0;?;-225;143.0;566.0;155.0
794.0;249.0;602.0;-301.0;?;-62;167.0;602.0;235.0
794.0;250.0;602.0;-226.0;?;208;174.0;636.0;156.0
790.0;285.0;607.0;-306.0;?;178;148.0;659.0;54.0
786.0;219.0;612.0;-395.0;-5.0;167;137.0;637.0;30.0
786.0;138.0;610.0;-348.0;-61.0;189;270.0;670.0;99.0
791.0;130.0;602.0;-298.0;-49.0;169;450.0;730.0;48.0
799.0;153.0;591.0;-229.0;-47.0;183;462.0;662.0;61.0
801.0;163.0;586.0;-270.0;25.0;177;426.0;514.0;51.0
799.0;136.0;587.0;-232.0;-20.0;178;302.0;457.0;72.0
797.0;117.0;588.0;-189.0;58.0;177;228.0;453.0;32.0
794.0;94.0;588.0;-118.0;126.0;183;225.0;414.0;-24.0
792.0;69.0;588.0;-213.0;112.0;171;226.0;383.0;-31.0
790.0;44.0;588.0;-215.0;104.0;188;247.0;366.0;-31.0
789.0;26.0;587.0;-227.0;57.0;173;231.0;336.0;-72.0
787.0;15.0;585.0;-229.0;65.0;176;240.0;296.0;-85.0
785.0;0.0;583.0;-305.0;42.0;211;249.0;257.0;-44.0
782.0;4.0;583.0;-341.0;-24.0;-37;233.0;233.0;-17.0
779.0;26.0;583.0;-380.0;-65.0;-241;197.0;241.0;-38.0
775.0;59.0;583.0;-458.0;6.0;-140;183.0;248.0;-31.0
770.0;81.0;585.0;-471.0;-63.0;-194;217.0;264.0;40.0
767.0;132.0;587.0;-519.0;-191.0;-192;238.0;302.0;55.0
764.0;198.0;586.0;-478.0;?;95;211.0;337.0;8.0
761.0;214.0;586.0;-502.0;?;115;188.0;398.0;146.0
758.0;202.0;588.0;-505.0;?;13;204.0;475.0;229.0
758.0;228.0;589.0;-401.0;?;57;184.0;562.0;212.0
760.0;312.0;589.0;-309.0;?;59;93.0;589.0;126.0
764.0;309.0;588.0;-244.0;?;74;66.0;557.0;131.0
767.0;239.0;586.0;-322.0;?;94;144.0;569.0;137.0
770.0;173.0;584.0;-323.0;?;137;79.0;562.0;117.0
772.0;187.0;583.0;-312.0;?;130;66.0;472.0;71.0
773.0;176.0;584.0;-296.0;?;187;?;422.0;64.0
775.0;155.0;585.0;-327.0;-90.0;156;?;421.0;66.0
777.0;171.0;584.0;-306.0;-62.0;-145;?;412.0;56.0
779.0;208.0;585.0;-305.0;-67.0;-209;234.0;396.0;88.0
781.0;230.0;585.0;-289.0;-6.0;-147;239.0;375.0;81.0
783.0;240.0;584.0;-378.0;42.0;-186;224.0;382.0;90.0
785.0;218.0;583.0;-518.0;43.0;-151;200.0;391.0;90.0
786.0;205.0;582.0;-519.0;-25.0;-170;197.0;403.0;?
788.0;185.0;581.0;-525.0;-143.0;-183;182.0;413.0;46.0
789.0;169.0;580.0;-415.0;49.0;-154;216.0;440.0;48.0
790.0;150.0;578.0;-273.0;-9.0;-228;259.0;504.0;142.0
790.0;144.0;575.0;-255.0;-14.0;-57;303.0;583.0;113.0
790.0;197.0;576.0;-367.0;95.0;210;237.0;580.0;88.0
790.0;208.0;574.0;-344.0;25.0;177;236.0;614.0;72.0
793.0;153.0;567.0;-365.0;-27.0;169;333.0;737.0;-33.0
798.0;158.0;559.0;-353.0;-66.0;189;365.0;652.0;-67.0
801.0;120.0;555.0;-276.0;-21.0;171;369.0;466.0;-2.0
799.0;74.0;554.0;?;46.0;180;355.0;423.0;9.0
797.0;65.0;555.0;?;93.0;180;274.0;427.0;21.0
794.0;84.0;556.0;?;103.0;179;207.0;387.0;17.0
791.0;77.0;557.0;?;105.0;173;167.0;361.0;-38.0
788.0;44.0;557.0;?;75.0;195;191.0;341.0;-90.0
785.0;14.0;556.0;-234.0;41.0;149;213.0;296.0;-107.0
783.0;-6.0;555.0;?;47.0;219;219.0;256.0;-56.0
?;-4.0;555.0;?;29.0;129;218.0;235.0;-25.0
?;23.0;555.0;?;4.0;-172;212.0;220.0;-27.0
?;69.0;555.0;?;?;-184;189.0;211.0;-34.0
?;87.0;554.0;?;?;-206;177.0;233.0;-18.0
?;97.0;555.0;?;?;-22;209.0;274.0;22.0
?;117.0;555.0;?;?;211;213.0;321.0;-30.0
?;161.0;?;?;?;71;189.0;365.0;-20.0
?;150.0;?;-548.0;?;34;172.0;404.0;190.0
?;136.0;?;-484.0;?;43;232.0;491.0;247.0
?;220.0;?;-367.0;?;37;?;561.0;191.0
?;422.0;?;-275.0;?;89;?;508.0;145.0
?;417.0;?;-260.0;?;83;?;516.0;180.0
?;231.0;?;-253.0;?;125;?;612.0;124.0
?;172.0;573.0;-333.0;-36.0;151;?;533.0;90.0
?;197.0;577.0;-353.0;-88.0;142;?;389.0;40.0
766.0;183.0;579.0;-353.0;-102.0;217;?;340.0;76.0
771.0;172.0;582.0;-305.0;-85.0;35;?;343.0;117.0
775.0;192.0;585.0;-318.0;-48.0;-218;?;362.0;154.0
780.0;228.0;588.0;-345.0;29.0;-166;?;374.0;128.0
784.0;258.0;590.0;-445.0;77.0;-160;?;377.0;123.0
788.0;?;592.0;-520.0;-87.0;-181;?;401.0;77.0
791.0;?;592.0;-441.0;-104.0;-157;?;424.0;13.0
794.0;183.0;593.0;-386.0;-4.0;-195;?;423.0;42.0
794.0;168.0;593.0;-261.0;57.0;-159;239.0;474.0;81.0
793.0;161.0;593.0;-264.0;78.0;-184;283.0;565.0;?
792.0;208.0;597.0;-356.0;97.0;-200;275.0;586.0;?
791.0;198.0;599.0;-392.0;-16.0;?;262.0;584.0;?
793.0;128.0;595.0;-331.0;-123.0;223;337.0;667.0;?
799.0;127.0;586.0;-249.0;-104.0;158;378.0;613.0;?
803.0;86.0;581.0;-183.0;39.0;189;427.0;458.0;?
802.0;74.0;582.0;-98.0;103.0;179;382.0;416.0;?
801.0;109.0;584.0;?;142.0;177;257.0;445.0;?
799.0;106.0;586.0;?;176.0;182;150.0;414.0;?
797.0;81.0;588.0;?;166.0;180;161.0;341.0;?
795.0;16.0;589.0;-190.0;109.0;177;224.0;322.0;?
793.0;-32.0;589.0;-183.0;52.0;183;238.0;310.0;-94.0
792.0;-40.0;588.0;-241.0;99.0;179;238.0;273.0;-88.0
790.0;-35.0;587.0;-325.0;79.0;172;222.0;248.0;-39.0
787.0;-16.0;587.0;-377.0;7.0;209;203.0;234.0;-36.0
783.0;30.0;586.0;-453.0;-75.0;29;204.0;233.0;-79.0
779.0;47.0;?;-550.0;55.0;-259;200.0;245.0;-60.0
774.0;34.0;?;?;-124.0;-114;229.0;269.0;17.0
772.0;67.0;?;?;-327.0;165;238.0;308.0;18.0
767.0;130.0;?;?;-326.0;97;213.0;340.0;-3.0
762.0;176.0;?;?;-195.0;28;177.0;386.0;126.0
758.0;139.0;?;-525.0;-269.0;55;188.0;470.0;329.0
758.0;221.0;?;-354.0;-218.0;57;143.0;544.0;222.0
764.0;457.0;?;-289.0;-107.0;66;-18.0;536.0;165.0
767.0;413.0;?;-404.0;-65.0;82;60.0;536.0;201.0
770.0;220.0;?;-311.0;-110.0;115;51.0;?;181.0
772.0;226.0;?;-356.0;-110.0;120;-84.0;?;122.0
775.0;266.0;594.0;-342.0;-128.0;203;-56.0;?;106.0
778.0;?;594.0;-341.0;-132.0;79;75.0;?;138.0
782.0;?;595.0;-374.0;?;-196;180.0;?;120.0
786.0;?;595.0;-424.0;?;-178;135.0;?;129.0
791.0;?;595.0;-435.0;-76.0;-155;98.0;?;112.0
796.0;252.0;593.0;-497.0;-47.0;-178;93.0;?;105.0
801.0;256.0;590.0;-573.0;-33.0;-155;107.0;?;136.0
804.0;255.0;588.0;-546.0;-39.0;-175;133.0;?;123.0
808.0;250.0;586.0;-507.0;-40.0;-176;146.0;406.0;138.0
810.0;238.0;584.0;-432.0;-60.0;-177;173.0;480.0;60.0
810.0;229.0;586.0;-295.0;-205.0;-179;183.0;530.0;130.0
808.0;252.0;587.0;-324.0;-69.0;-178;184.0;538.0;54.0
812.0;325.0;581.0;-364.0;34.0;-179;219.0;591.0;174.0
818.0;344.0;572.0;-365.0;110.0;-179;359.0;708.0;86.0
825.0;284.0;561.0;-350.0;32.0;-179;449.0;789.0;-12.0
832.0;236.0;549.0;-384.0;-41.0;-179;271.0;561.0;-108.0
837.0;147.0;540.0;-213.0;-9.0;-179;266.0;440.0;-104.0
840.0;3.0;535.0;-157.0;3.0;-180;277.0;?;-71.0
840.0;-77.0;533.0;-66.0;-9.0;-178;251.0;?;-50.0
839.0;-50.0;532.0;-34.0;15.0;-180;199.0;?;-36.0
838.0;-3.0;533.0;?;73.0;-179;161.0;?;-48.0
836.0;43.0;534.0;?;143.0;-177;178.0;?;-60.0
833.0;92.0;535.0;?;89.0;-184;216.0;?;-75.0
?;119.0;535.0;?;-30.0;-169;238.0;?;-93.0
?;88.0;535.0;?;-9.0;-191;265.0;129.0;-131.0
?;20.0;535.0;?;-73.0;-167;268.0;130.0;-55.0
?;3.0;532.0;?;-199.0;-181;222.0;135.0;-99.0
?;113.0;530.0;?;-159.0;-203;250.0;186.0;-94.0
?;122.0;527.0;?;-252.0;72;158.0;249.0;-7.0
?;128.0;528.0;?;?;?;120.0;297.0;20.0
822.0;165.0;532.0;?;?;?;57.0;335.0;98.0
820.0;195.0;537.0;-534.0;?;?;-32.0;366.0;183.0
822.0;286.0;539.0;-420.0;?;123;10.0;333.0;168.0
825.0;427.0;537.0;-374.0;?;114;85.0;422.0;203.0
824.0;396.0;542.0;-302.0;?;118;105.0;482.0;243.0
822.0;382.0;550.0;-254.0;?;124;115.0;485.0;169.0
821.0;354.0;558.0;?;?;125;4.0;457.0;214.0
821.0;282.0;562.0;-312.0;?;146;-9.0;441.0;142.0
820.0;256.0;565.0;?;?;155;72.0;467.0;106.0
820.0;228.0;568.0;?;?;146;146.0;470.0;134.0
820.0;191.0;570.0;?;?;212;187.0;430.0;143.0
819.0;172.0;572.0;?;?;10;177.0;399.0;111.0
819.0;173.0;570.0;?;?;-218;178.0;401.0;149.0
820.0;211.0;567.0;?;-164.0;-162;230.0;452.0;212.0
817.0;284.0;566.0;?;-205.0;-170;278.0;528.0;?
815.0;356.0;564.0;?;-30.0;-183;308.0;615.0;?
815.0;409.0;560.0;?;88.0;-167;?;648.0;?
813.0;375.0;558.0;?;-79.0;-181;?;657.0;?
808.0;354.0;558.0;?;-21.0;-172;?;675.0;?
806.0;336.0;556.0;?;77.0;-176;?;650.0;?
809.0;244.0;550.0;-294.0;82.0;-176;?;649.0;?
815.0;220.0;541.0;-289.0;23.0;-175;?;668.0;?
823.0;215.0;531.0;-217.0;71.0;-176;?;566.0;?
827.0;42.0;527.0;-204.0;85.0;-175;?;491.0;?
828.0;-58.0;530.0;?;56.0;-175;?;482.0;?
826.0;-67.0;535.0;?;12.0;-175;?;421.0;?
?;-35.0;540.0;?;9.0;-174;?;333.0;?
?;12.0;543.0;?;1.0;-174;?;279.0;?
?;66.0;546.0;?;-85.0;-172;?;280.0;-40.0
?;?;548.0;?;-126.0;-175;?;283.0;-47.0
?;?;550.0;?;-70.0;-171;?;285.0;26.0
?;?;551.0;?;-35.0;-174;180.0;261.0;52.0
?;?;552.0;?;24.0;-175;174.0;264.0;72.0
?;?;552.0;?;86.0;-166;145.0;298.0;32.0
827.0;?;552.0;-368.0;-36.0;-185;122.0;329.0;5.0
829.0;?;551.0;-363.0;-30.0;-151;136.0;322.0;-62.0
829.0;161.0;550.0;-430.0;-170.0;-192;122.0;363.0;-7.0
830.0;123.0;551.0;-611.0;-258.0;-160;142.0;382.0;?
829.0;161.0;553.0;-630.0;-360.0;118;173.0;419.0;?
829.0;207.0;554.0;-583.0;-434.0;170;158.0;404.0;?
829.0;356.0;554.0;-427.0;-387.0;102;200.0;430.0;?
825.0;470.0;561.0;-368.0;-173.0;?;253.0;512.0;?
822.0;331.0;566.0;-297.0;-61.0;?;247.0;623.0;?
817.0;333.0;575.0;-248.0;-143.0;?;93.0;625.0;?
816.0;396.0;576.0;-295.0;-161.0;?;-15.0;508.0;?
816.0;354.0;575.0;-347.0;-107.0;?;-38.0;410.0;?
814.0;265.0;576.0;-319.0;-117.0;?;130.0;476.0;192.0
811.0;245.0;579.0;-297.0;-128.0;?;345.0;607.0;176.0
808.0;285.0;580.0;-281.0;-85.0;?;370.0;560.0;155.0
805.0;299.0;580.0;-337.0;-23.0;?;293.0;436.0;159.0
800.0;259.0;582.0;-401.0;-55.0;?;261.0;455.0;174.0
796.0;229.0;583.0;?;-75.0;?;191.0;467.0;118.0
792.0;200.0;?;?;?;-134;171.0;419.0;89.0
789.0;175.0;?;?;?;-176;?;415.0;74.0
788.0;190.0;?;?;-62.0;-165;?;452.0;78.0
784.0;253.0;?;?;-45.0;-170;?;477.0;166.0
779.0;292.0;575.0;?;-100.0;-174;?;524.0;174.0
774.0;380.0;575.0;?;46.0;-169;?;616.0;73.0
770.0;364.0;573.0;?;164.0;-174;?;704.0;49.0
773.0;284.0;568.0;?;129.0;-171;?;651.0;24.0
781.0;225.0;558.0;-284.0;66.0;-172;?;542.0;-69.0
?;146.0;552.0;-309.0;22.0;-172;?;407.0;-121.0
?;19.0;552.0;-233.0;30.0;-172;?;331.0;-103.0
?;-49.0;558.0;-167.0;8.0;-172;?;383.0;-45.0
?;-51.0;563.0;-128.0;28.0;-172;?;377.0;?
?;-7.0;567.0;-186.0;65.0;-172;?;337.0;?
?;34.0;571.0;-147.0;86.0;-172;?;335.0;?
?;53.0;576.0;-235.0;75.0;-172;?;352.0;?
?;77.0;579.0;-204.0;116.0;-172;?;320.0;?
?;71.0;580.0;-195.0;154.0;-173;?;250.0;?
792.0;40.0;584.0;-224.0;108.0;-171;?;217.0;?
792.0;-6.0;586.0;-353.0;76.0;-173;?;214.0;?
793.0;-13.0;587.0;-512.0;37.0;-171;?;214.0;?
797.0;-26.0;584.0;-662.0;-21.0;-171;151.0;204.0;?
802.0;-14.0;579.0;-595.0;-164.0;-177;192.0;237.0;?
807.0;52.0;574.0;-429.0;-173.0;-159;256.0;295.0;?
811.0;97.0;570.0;-382.0;-226.0;-178;273.0;335.0;-11.0
813.0;109.0;569.0;-507.0;-439.0;-149;244.0;433.0;43.0
?;121.0;570.0;-482.0;-326.0;-170;153.0;?;95.0
818.0;171.0;565.0;-500.0;-157.0;-197;55.0;?;212.0
822.0;272.0;562.0;-418.0;-233.0;69;56.0;?;325.0
820.0;506.0;566.0;-317.0;-214.0;184;151.0;?;188.0
748.0;381.0;528.0;-445.0;-128.0;-166;158.0;?;97.0
740.0;366.0;520.0;-376.0;-62.0;-181;213.0;?;?
731.0;376.0;514.0;-327.0;-171.0;-173;205.0;?;?
722.0;451.0;511.0;-257.0;-50.0;-176;214.0;?;?
713.0;513.0;510.0;-299.0;70.0;-177;247.0;?;?
714.0;408.0;510.0;-237.0;115.0;-175;342.0;?;?
719.0;338.0;511.0;-300.0;142.0;-176;427.0;?;-36.0
725.0;275.0;516.0;-226.0;83.0;-175;345.0;?;-92.0
?;136.0;525.0;-178.0;-8.0;-175;287.0;?;-121.0
?;27.0;537.0;-136.0;-48.0;-175;287.0;?;-81.0
?;-44.0;547.0;-98.0;-43.0;-174;238.0;?;-37.0
?;-33.0;555.0;-154.0;-5.0;-174;262.0;?;18.0
?;41.0;560.0;-299.0;29.0;-172;274.0;?;-19.0
?;111.0;565.0;-404.0;40.0;-175;268.0;331.0;-11.0
?;151.0;568.0;-492.0;19.0;-172;265.0;289.0;-54.0
?;155.0;570.0;-446.0;2.0;-173;274.0;224.0;-71.0
?;120.0;569.0;-424.0;-70.0;-176;269.0;202.0;-81.0
?;73.0;565.0;-291.0;-122.0;-163;241.0;250.0;-95.0
?;61.0;561.0;-370.0;-110.0;-181;177.0;316.0;-50.0
?;54.0;557.0;-384.0;-251.0;-151;123.0;366.0;0.0
?;132.0;557.0;-448.0;-155.0;-158;110.0;362.0;-9.0
?;221.0;560.0;-480.0;-228.0;-153;169.0;400.0;94.0
?;235.0;?;-432.0;-238.0;67;164.0;?;90.0
780.0;340.0;?;-360.0;-160.0;132;173.0;?;95.0
786.0;?;?;-265.0;-179.0;88;115.0;443.0;146.0
787.0;?;?;-188.0;-169.0;106;120.0;435.0;182.0
779.0;?;?;-285.0;-99.0;115;82.0;424.0;152.0
770.0;?;?;-287.0;-61.0;136;11.0;438.0;169.0
761.0;?;?;-311.0;-40.0;131;70.0;459.0;111.0
749.0;294.0;538.0;-327.0;-61.0;211;155.0;448.0;90.0
738.0;264.0;532.0;-409.0;-66.0;27;192.0;386.0;103.0
728.0;237.0;524.0;-395.0;-26.0;-215;187.0;336.0;132.0
718.0;214.0;516.0;-489.0;-7.0;-170;173.0;359.0;128.0
709.0;206.0;509.0;-490.0;1.0;-166;159.0;379.0;111.0
701.0;206.0;501.0;-520.0;-218.0;-163;154.0;?;46.0
696.0;211.0;492.0;-389.0;-90.0;-214;168.0;?;21.0
690.0;202.0;483.0;-369.0;-10.0;-50;198.0;?;70.0
683.0;221.0;475.0;-280.0;-86.0;224;198.0;?;141.0
674.0;339.0;468.0;-287.0;23.0;?;261.0;556.0;97.0
665.0;444.0;464.0;-316.0;115.0;169;306.0;622.0;64.0
668.0;314.0;468.0;-310.0;124.0;203;353.0;663.0;52.0
679.0;237.0;475.0;-301.0;113.0;146;418.0;696.0;-58.0
690.0;190.0;483.0;-272.0;80.0;223;347.0;567.0;-120.0
698.0;93.0;495.0;-181.0;26.0;112;328.0;461.0;-92.0
701.0;-4.0;511.0;-83.0;29.0;-185;324.0;452.0;-70.0
704.0;-53.0;526.0;-62.0;50.0;-193;284.0;417.0;-29.0
705.0;-40.0;537.0;-178.0;124.0;-164;263.0;389.0;-31.0
710.0;11.0;547.0;-255.0;?;-188;256.0;391.0;-47.0
717.0;63.0;554.0;-323.0;?;-174;255.0;367.0;-113.0
721.0;80.0;561.0;-389.0;?;-177;282.0;311.0;-126.0
726.0;51.0;568.0;-363.0;?;-178;331.0;253.0;-96.0
730.0;13.0;572.0;-348.0;?;-184;319.0;225.0;-19.0
?;0.0;572.0;-440.0;?;-158;238.0;236.0;-36.0
?;33.0;570.0;-342.0;?;-224;162.0;245.0;-56.0
?;99.0;568.0;-329.0;?;?;112.0;258.0;-64.0
?;134.0;567.0;-363.0;?;?;102.0;302.0;-38.0
?;151.0;569.0;-422.0;?;?;119.0;314.0;37.0
?;226.0;573.0;-525.0;?;?;148.0;356.0;118.0
?;193.0;574.0;-488.0;?;?;90.0;374.0;158.0
756.0;344.0;569.0;-386.0;?;91;84.0;301.0;100.0
764.0;422.0;568.0;-362.0;?;94;83.0;346.0;179.0
764.0;297.0;?;-300.0;-175.0;?;94.0;421.0;149.0
755.0;307.0;?;-301.0;-130.0;?;76.0;435.0;164.0
751.0;303.0;?;-344.0;-98.0;?;-15.0;424.0;?
