InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accZ;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;Accelerometer LWR accZ;InertialMeasurementUnit R-SHOE EuY
-69;470.0;-106.0;-151.0;854.0;-63.0;-4.0;324.0;594.0;-56
-70;481.0;293.0;-171.0;582.0;-69.0;2.0;440.0;405.0;-58
-73;482.0;372.0;-187.0;1284.0;-76.0;8.0;285.0;430.0;-61
-169;444.0;150.0;-367.0;936.0;-187.0;434.0;432.0;397.0;-43
-169;444.0;141.0;-364.0;965.0;-176.0;428.0;445.0;345.0;-43
-169;445.0;144.0;-360.0;889.0;-163.0;422.0;404.0;361.0;-43
-169;448.0;132.0;-358.0;1040.0;-151.0;414.0;346.0;359.0;-43
-169;449.0;73.0;-363.0;1162.0;-148.0;405.0;326.0;327.0;-43
-55;854.0;180.0;-592.0;899.0;-60.0;241.0;318.0;352.0;-46
-59;871.0;202.0;-617.0;911.0;-72.0;218.0;398.0;308.0;-42
37;802.0;163.0;-369.0;1333.0;242.0;-599.0;335.0;355.0;-20
-35;604.0;-10.0;7.0;892.0;-39.0;-310.0;243.0;446.0;-51
-35;600.0;7.0;4.0;1048.0;-32.0;-303.0;226.0;508.0;-55
-50;376.0;-233.0;22.0;1012.0;182.0;-537.0;810.0;644.0;-25
-169;299.0;171.0;-621.0;986.0;-89.0;254.0;250.0;332.0;-52
-169;294.0;176.0;-617.0;932.0;-89.0;255.0;214.0;255.0;-43
-168;357.0;-41.0;-597.0;1111.0;-101.0;319.0;136.0;386.0;-44
-155;495.0;139.0;-864.0;1042.0;-263.0;100.0;316.0;252.0;-56
-155;525.0;1.0;-884.0;848.0;-317.0;184.0;348.0;423.0;-46
-169;377.0;-102.0;-587.0;1187.0;-107.0;333.0;157.0;409.0;-44
-169;447.0;87.0;-371.0;1083.0;-138.0;392.0;295.0;354.0;-43
-169;421.0;82.0;-511.0;1229.0;-132.0;322.0;106.0;353.0;-44
-160;628.0;25.0;-546.0;1079.0;-745.0;607.0;331.0;429.0;-31
-147;1195.0;85.0;-616.0;1473.0;-494.0;299.0;293.0;333.0;-65
-266;325.0;93.0;64.0;932.0;-182.0;-438.0;339.0;482.0;-39
-155;484.0;192.0;-849.0;1047.0;-223.0;82.0;203.0;163.0;-61
97;321.0;162.0;214.0;1946.0;126.0;-456.0;459.0;463.0;-18
-127;445.0;-73.0;-558.0;1084.0;-409.0;451.0;386.0;484.0;-34
-143;-775.0;-592.0;-208.0;317.0;97.0;-616.0;649.0;859.0;-73
71;377.0;-68.0;-258.0;977.0;289.0;-624.0;-118.0;163.0;-21
112;361.0;140.0;-200.0;1024.0;-85.0;-593.0;186.0;327.0;-31
112;358.0;185.0;-217.0;1027.0;-62.0;-575.0;207.0;307.0;-27
162;451.0;385.0;-413.0;991.0;-355.0;426.0;203.0;466.0;-50
17;5.0;252.0;9.0;871.0;128.0;-182.0;44.0;-47.0;-43
17;40.0;170.0;16.0;893.0;129.0;-140.0;107.0;36.0;-43
18;64.0;110.0;38.0;831.0;172.0;-181.0;20.0;53.0;-36
91;372.0;-571.0;183.0;991.0;-36.0;-536.0;365.0;709.0;-26
42;238.0;216.0;-74.0;958.0;392.0;-625.0;128.0;137.0;-27
109;336.0;50.0;-495.0;1053.0;-207.0;-633.0;406.0;470.0;-35
-173;505.0;321.0;-450.0;1099.0;-174.0;459.0;139.0;343.0;-75
-35;598.0;-37.0;11.0;1419.0;-9.0;-295.0;374.0;504.0;-54
-196;540.0;-667.0;-790.0;1042.0;-524.0;707.0;-544.0;-22.0;-21
219;358.0;312.0;-678.0;957.0;-396.0;403.0;354.0;443.0;-33
152;349.0;214.0;-693.0;994.0;-406.0;384.0;310.0;467.0;-34
145;323.0;133.0;-803.0;1158.0;-491.0;395.0;80.0;243.0;-63
160;335.0;-47.0;-736.0;1009.0;-420.0;348.0;241.0;423.0;-34
168;229.0;-304.0;-766.0;1007.0;-623.0;-8.0;56.0;348.0;-33
14;495.0;89.0;228.0;1063.0;111.0;-303.0;127.0;268.0;-20
92;349.0;91.0;223.0;886.0;306.0;-221.0;247.0;254.0;-23
88;545.0;-7.0;200.0;1020.0;149.0;-195.0;235.0;414.0;-29
154;1019.0;37.0;-1090.0;1008.0;-599.0;200.0;235.0;378.0;-37
88;549.0;41.0;206.0;1031.0;140.0;-191.0;251.0;385.0;-29
-108;432.0;154.0;-375.0;957.0;-197.0;505.0;80.0;271.0;-27
-166;372.0;424.0;-526.0;1140.0;-98.0;91.0;712.0;483.0;-47
-115;435.0;0.0;-299.0;1288.0;-209.0;511.0;447.0;476.0;-34
-103;703.0;78.0;-377.0;947.0;-437.0;238.0;938.0;639.0;-24
99;523.0;62.0;-875.0;1012.0;-390.0;484.0;349.0;413.0;-24
102;577.0;85.0;-917.0;999.0;-505.0;565.0;423.0;448.0;-23
-11;262.0;-222.0;24.0;909.0;-127.0;-140.0;47.0;447.0;-34
11;431.0;64.0;80.0;1000.0;-116.0;-146.0;-16.0;211.0;-75
99;540.0;94.0;-884.0;1006.0;-439.0;524.0;300.0;355.0;-24
171;570.0;643.0;-475.0;942.0;-371.0;645.0;498.0;127.0;-40
55;473.0;199.0;80.0;948.0;-45.0;-178.0;26.0;50.0;-51
19;289.0;659.0;-167.0;1191.0;113.0;-54.0;243.0;11.0;-29
180;148.0;214.0;-522.0;843.0;163.0;-257.0;241.0;239.0;-45
-10;339.0;-254.0;28.0;995.0;288.0;74.0;727.0;554.0;-37
71;138.0;97.0;-6.0;2127.0;440.0;-622.0;164.0;280.0;-7
116;1057.0;46.0;-937.0;665.0;-631.0;657.0;455.0;564.0;-20
-121;595.0;-68.0;-238.0;916.0;-495.0;460.0;-1.0;387.0;-34
-169;433.0;-54.0;-383.0;808.0;-553.0;-8.0;24.0;177.0;-41
-63;812.0;-124.0;-332.0;976.0;-397.0;40.0;-169.0;529.0;-54
-21;621.0;45.0;-565.0;1020.0;-389.0;-145.0;-56.0;317.0;-30
-31;707.0;781.0;-565.0;942.0;-7.0;-84.0;282.0;244.0;-34
-43;264.0;-466.0;295.0;912.0;351.0;-676.0;574.0;665.0;-25
14;1049.0;265.0;-965.0;1297.0;-349.0;139.0;624.0;523.0;-17
0;949.0;190.0;-775.0;705.0;-431.0;163.0;401.0;432.0;-16
156;873.0;205.0;-703.0;1078.0;-208.0;87.0;151.0;313.0;-79
-18;597.0;99.0;-538.0;954.0;-12.0;202.0;870.0;307.0;-31
-67;820.0;952.0;-604.0;770.0;-81.0;105.0;848.0;531.0;-62
-18;580.0;320.0;-518.0;995.0;-16.0;182.0;985.0;465.0;-31
116;575.0;510.0;-761.0;1038.0;-487.0;544.0;1395.0;867.0;-24
-17;572.0;252.0;-573.0;959.0;-25.0;179.0;886.0;435.0;-31
152;778.0;-38.0;-803.0;1022.0;-225.0;32.0;204.0;348.0;-34
-24;797.0;193.0;-77.0;1030.0;136.0;-151.0;603.0;402.0;-23
32;178.0;368.0;346.0;909.0;272.0;-333.0;235.0;220.0;-29
-20;830.0;207.0;-46.0;1119.0;129.0;-107.0;504.0;448.0;-21
-20;928.0;49.0;-144.0;1114.0;-82.0;59.0;137.0;517.0;-43
-50;846.0;-375.0;-92.0;1704.0;50.0;-99.0;404.0;726.0;-70
107;894.0;175.0;-558.0;1011.0;-533.0;-83.0;500.0;133.0;-26
-28;826.0;-185.0;-234.0;1191.0;-118.0;-315.0;319.0;453.0;-25
-30;809.0;70.0;-246.0;1084.0;-123.0;-372.0;180.0;363.0;-25
-25;804.0;178.0;-240.0;1056.0;-118.0;-386.0;210.0;243.0;-25
36;400.0;-115.0;9.0;1021.0;354.0;-310.0;242.0;423.0;-45
-50;855.0;358.0;-76.0;1114.0;86.0;-151.0;158.0;279.0;-73
-17;513.0;270.0;-784.0;1006.0;-128.0;-112.0;748.0;416.0;-27
-25;893.0;-132.0;-4.0;1145.0;-5.0;-236.0;111.0;439.0;-78
-187;480.0;337.0;-761.0;972.0;-487.0;465.0;363.0;240.0;-22
-96;627.0;316.0;-756.0;955.0;-273.0;341.0;273.0;403.0;-35
-60;788.0;206.0;-391.0;971.0;121.0;-282.0;-56.0;78.0;-22
-28;1045.0;280.0;-344.0;1539.0;2.0;-139.0;473.0;382.0;-77
-155;624.0;257.0;-757.0;888.0;-281.0;345.0;253.0;328.0;-35
119;464.0;113.0;-145.0;954.0;-371.0;166.0;7.0;146.0;-12
138;685.0;252.0;-861.0;1107.0;-587.0;438.0;559.0;522.0;2
-86;746.0;-735.0;-605.0;1037.0;-84.0;-488.0;710.0;868.0;-28
160;431.0;271.0;-100.0;562.0;-384.0;89.0;244.0;277.0;-12
-75;692.0;-96.0;-258.0;2120.0;-261.0;58.0;293.0;199.0;-29
125;577.0;-70.0;-278.0;1198.0;-481.0;306.0;262.0;455.0;-43
125;574.0;-80.0;-311.0;1175.0;-493.0;318.0;215.0;380.0;-42
94;617.0;83.0;-558.0;1000.0;-621.0;556.0;542.0;492.0;-31
134;595.0;13.0;-378.0;988.0;-567.0;412.0;221.0;462.0;-34
130;584.0;71.0;-400.0;1030.0;-577.0;378.0;224.0;459.0;-35
135;609.0;293.0;-794.0;950.0;-657.0;605.0;39.0;109.0;-32
175;543.0;133.0;-649.0;1129.0;-651.0;558.0;-9.0;361.0;-75
117;728.0;-140.0;-384.0;878.0;-499.0;353.0;3.0;271.0;-34
13;650.0;401.0;21.0;918.0;-239.0;-43.0;357.0;141.0;-50
-101;176.0;349.0;-424.0;1031.0;227.0;-221.0;822.0;414.0;-31
201;86.0;250.0;-230.0;1012.0;25.0;-236.0;1048.0;377.0;-50
-101;38.0;-281.0;-485.0;1032.0;294.0;-303.0;443.0;531.0;-31
116;697.0;185.0;259.0;1025.0;273.0;351.0;49.0;343.0;-24
-172;381.0;106.0;-33.0;1011.0;60.0;316.0;43.0;274.0;-40
-148;991.0;161.0;-753.0;180.0;-363.0;-50.0;531.0;407.0;-9
104;403.0;93.0;-245.0;599.0;-37.0;507.0;367.0;394.0;-27
-60;857.0;304.0;-603.0;913.0;-64.0;213.0;421.0;370.0;-43
-62;865.0;130.0;-613.0;990.0;-97.0;149.0;94.0;563.0;-51
51;565.0;-391.0;176.0;1146.0;-255.0;130.0;123.0;710.0;-66
9;499.0;-321.0;115.0;1035.0;-135.0;-127.0;653.0;636.0;-30
-2;547.0;132.0;214.0;1039.0;54.0;-127.0;481.0;490.0;-31
0;543.0;186.0;225.0;1003.0;72.0;-103.0;524.0;493.0;-32
-143;-790.0;-1086.0;121.0;324.0;351.0;-640.0;892.0;1836.0;-73
-143;-753.0;-346.0;-203.0;315.0;-53.0;-591.0;875.0;745.0;-73
-103;201.0;-88.0;-314.0;950.0;214.0;-457.0;498.0;674.0;-39
-113;471.0;24.0;-572.0;1229.0;-123.0;148.0;-22.0;296.0;-24
-154;466.0;-184.0;-593.0;1134.0;-26.0;18.0;-334.0;158.0;-1
10;380.0;46.0;193.0;1019.0;73.0;-199.0;158.0;43.0;-75
93;642.0;109.0;-62.0;893.0;-385.0;958.0;348.0;160.0;-43
16;939.0;299.0;-494.0;1000.0;-541.0;513.0;897.0;295.0;-6
121;747.0;148.0;-440.0;943.0;-541.0;461.0;517.0;570.0;-8
-129;471.0;260.0;-480.0;469.0;-4.0;-29.0;472.0;209.0;-59
-17;501.0;74.0;-1060.0;1010.0;-156.0;-76.0;1317.0;894.0;-27
99;550.0;-80.0;-846.0;1030.0;-518.0;562.0;271.0;447.0;-24
40;743.0;64.0;97.0;1188.0;81.0;-96.0;424.0;563.0;-22
-72;503.0;-151.0;-115.0;273.0;-162.0;45.0;194.0;255.0;-24
-143;-672.0;-508.0;152.0;313.0;422.0;-553.0;694.0;814.0;-73
-160;9.0;-268.0;-52.0;970.0;389.0;-388.0;728.0;518.0;-77
-73;504.0;178.0;-698.0;448.0;-177.0;238.0;26.0;296.0;-2
167;431.0;-192.0;-558.0;972.0;-445.0;339.0;754.0;956.0;-26
27;739.0;751.0;100.0;1124.0;-19.0;18.0;258.0;-39.0;-34
-144;288.0;911.0;-118.0;817.0;35.0;195.0;297.0;88.0;-25
-125;983.0;117.0;-676.0;1035.0;-235.0;-95.0;14.0;236.0;-27
-155;476.0;228.0;-832.0;1069.0;-195.0;87.0;209.0;123.0;-63
-17;495.0;261.0;-1022.0;1012.0;-151.0;-68.0;1041.0;567.0;-27
112;361.0;92.0;-171.0;1013.0;-99.0;-600.0;156.0;357.0;-33
-143;-777.0;131.0;-211.0;317.0;99.0;-615.0;641.0;367.0;-73
36;325.0;-56.0;194.0;949.0;350.0;-401.0;168.0;419.0;-45
-146;671.0;423.0;-979.0;1175.0;-520.0;422.0;337.0;175.0;-44
143;591.0;338.0;-664.0;1022.0;-620.0;638.0;557.0;260.0;-28
-145;409.0;191.0;-579.0;953.0;-328.0;-120.0;844.0;169.0;-28
-5;1002.0;51.0;-506.0;558.0;166.0;-477.0;576.0;521.0;-6
-17;444.0;94.0;-539.0;1001.0;118.0;-383.0;912.0;696.0;-26
112;364.0;97.0;-171.0;1024.0;-120.0;-601.0;168.0;338.0;-34
-11;-157.0;-546.0;604.0;928.0;960.0;-584.0;754.0;685.0;-22
32;147.0;239.0;52.0;914.0;61.0;-360.0;106.0;186.0;-27
