InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticY;Accelerometer RWR accZ;InertialMeasurementUnit RUA magneticY
?;-504.0;218.0;?;?;536.0;255.0
?;-504.0;211.0;?;338.0;568.0;257.0
?;-511.0;241.0;?;404.0;660.0;256.0
?;-517.0;242.0;?;449.0;696.0;264.0
?;-519.0;276.0;?;469.0;714.0;273.0
?;-519.0;350.0;?;481.0;750.0;284.0
?;-519.0;383.0;?;471.0;986.0;301.0
?;-522.0;319.0;?;450.0;925.0;319.0
?;-519.0;264.0;?;396.0;625.0;340.0
?;-517.0;378.0;?;325.0;503.0;355.0
?;-509.0;300.0;?;234.0;508.0;365.0
?;-499.0;15.0;?;154.0;555.0;373.0
107.0;-495.0;-43.0;?;51.0;520.0;366.0
94.0;-488.0;49.0;?;-33.0;452.0;343.0
80.0;-487.0;94.0;?;-102.0;408.0;309.0
68.0;-472.0;122.0;?;-145.0;408.0;273.0
75.0;-462.0;102.0;?;-157.0;414.0;228.0
89.0;-440.0;105.0;906.0;-155.0;399.0;177.0
116.0;-425.0;80.0;901.0;-130.0;420.0;116.0
142.0;-409.0;78.0;882.0;-97.0;447.0;61.0
167.0;-402.0;87.0;870.0;-68.0;408.0;4.0
?;-402.0;114.0;855.0;-53.0;383.0;-40.0
?;-396.0;145.0;835.0;-55.0;462.0;-75.0
?;?;136.0;823.0;-66.0;452.0;-104.0
?;?;170.0;800.0;-87.0;515.0;-117.0
?;?;221.0;795.0;-102.0;625.0;-129.0
?;-394.0;227.0;785.0;-103.0;760.0;-126.0
?;-393.0;204.0;788.0;-89.0;731.0;-124.0
?;-395.0;227.0;789.0;-91.0;681.0;-108.0
?;-396.0;334.0;797.0;-90.0;657.0;-84.0
?;-395.0;322.0;812.0;-111.0;?;-48.0
?;-387.0;193.0;835.0;-135.0;?;-13.0
?;-377.0;189.0;866.0;-159.0;?;19.0
?;-379.0;57.0;882.0;-176.0;?;56.0
?;-382.0;-29.0;903.0;-185.0;?;84.0
26.0;-380.0;61.0;910.0;-193.0;?;100.0
22.0;-381.0;185.0;925.0;-189.0;?;105.0
26.0;-382.0;312.0;925.0;-173.0;?;126.0
48.0;-381.0;333.0;931.0;-139.0;?;142.0
83.0;-386.0;306.0;931.0;-92.0;?;158.0
51.0;?;172.0;906.0;-11.0;393.0;56.0
99.0;?;225.0;889.0;33.0;368.0;37.0
143.0;?;192.0;890.0;73.0;403.0;11.0
159.0;?;105.0;876.0;93.0;448.0;?
168.0;?;68.0;878.0;101.0;470.0;?
148.0;?;88.0;868.0;80.0;539.0;?
134.0;?;183.0;866.0;57.0;577.0;?
125.0;?;260.0;868.0;27.0;593.0;?
111.0;?;291.0;864.0;-5.0;642.0;?
104.0;?;255.0;872.0;-30.0;776.0;?
90.0;?;203.0;869.0;-68.0;744.0;?
76.0;?;159.0;885.0;-102.0;602.0;?
61.0;?;186.0;892.0;-138.0;615.0;?
50.0;?;196.0;912.0;-174.0;516.0;?
34.0;-438.0;61.0;919.0;-219.0;412.0;?
6.0;-448.0;148.0;926.0;-273.0;409.0;?
-29.0;-456.0;68.0;937.0;-325.0;437.0;156.0
-60.0;-462.0;15.0;940.0;-364.0;556.0;178.0
-78.0;-467.0;57.0;948.0;-380.0;572.0;181.0
-96.0;-466.0;197.0;942.0;-376.0;529.0;185.0
-103.0;-472.0;295.0;950.0;?;510.0;185.0
-96.0;-476.0;347.0;940.0;?;557.0;193.0
-76.0;-481.0;315.0;944.0;?;578.0;191.0
-42.0;-484.0;273.0;940.0;?;565.0;194.0
-1.0;-488.0;233.0;941.0;?;529.0;192.0
45.0;-495.0;251.0;945.0;?;587.0;190.0
77.0;-502.0;230.0;942.0;?;630.0;199.0
99.0;-510.0;208.0;953.0;?;664.0;201.0
105.0;-516.0;249.0;950.0;118.0;729.0;216.0
120.0;-519.0;309.0;959.0;160.0;825.0;225.0
117.0;-519.0;278.0;956.0;188.0;865.0;241.0
123.0;-520.0;293.0;963.0;214.0;713.0;251.0
?;-521.0;341.0;960.0;220.0;577.0;265.0
?;-519.0;391.0;963.0;215.0;606.0;275.0
?;-514.0;244.0;966.0;192.0;602.0;286.0
?;-507.0;131.0;967.0;131.0;590.0;294.0
?;-505.0;105.0;978.0;72.0;482.0;287.0
?;-504.0;102.0;971.0;4.0;437.0;282.0
?;-508.0;60.0;978.0;-35.0;426.0;262.0
?;-505.0;68.0;970.0;-67.0;430.0;239.0
?;-497.0;39.0;976.0;-83.0;439.0;204.0
?;-482.0;75.0;967.0;-83.0;433.0;169.0
?;-469.0;140.0;957.0;-70.0;428.0;138.0
?;-460.0;146.0;954.0;-51.0;414.0;104.0
?;-454.0;175.0;938.0;?;391.0;81.0
?;-453.0;174.0;933.0;?;446.0;48.0
113.0;-454.0;154.0;914.0;?;456.0;31.0
109.0;-457.0;149.0;914.0;?;482.0;7.0
83.0;-462.0;155.0;903.0;?;503.0;-2.0
58.0;-467.0;169.0;908.0;?;590.0;-7.0
20.0;-473.0;190.0;906.0;-153.0;689.0;-1.0
-7.0;-478.0;178.0;910.0;-182.0;753.0;7.0
-30.0;-483.0;?;924.0;-205.0;751.0;19.0
-57.0;-486.0;?;?;-232.0;667.0;48.0
-65.0;-483.0;?;?;-240.0;497.0;77.0
-71.0;-477.0;?;?;-237.0;465.0;123.0
-61.0;-470.0;181.0;?;-222.0;447.0;156.0
-58.0;-466.0;67.0;974.0;-219.0;523.0;191.0
-62.0;-468.0;79.0;988.0;-217.0;553.0;218.0
-66.0;-470.0;46.0;988.0;-217.0;594.0;241.0
-65.0;-476.0;12.0;990.0;-204.0;535.0;253.0
-50.0;-480.0;96.0;998.0;-187.0;483.0;255.0
-39.0;-485.0;235.0;991.0;-177.0;445.0;259.0
-22.0;-493.0;323.0;994.0;?;493.0;255.0
-11.0;-501.0;293.0;984.0;?;561.0;260.0
18.0;-504.0;259.0;986.0;?;558.0;255.0
37.0;-508.0;236.0;978.0;?;590.0;256.0
59.0;-506.0;251.0;979.0;?;592.0;254.0
71.0;-511.0;277.0;976.0;?;610.0;245.0
76.0;-521.0;305.0;975.0;?;592.0;236.0
79.0;-531.0;311.0;977.0;?;665.0;?
67.0;-538.0;310.0;972.0;?;723.0;?
62.0;-537.0;310.0;984.0;?;697.0;?
41.0;-540.0;322.0;981.0;?;705.0;?
28.0;-543.0;349.0;991.0;5.0;708.0;?
1.0;-546.0;318.0;985.0;6.0;781.0;?
-20.0;-550.0;291.0;994.0;13.0;845.0;283.0
-44.0;-557.0;302.0;993.0;11.0;726.0;295.0
?;-553.0;320.0;991.0;6.0;541.0;309.0
?;?;321.0;1001.0;5.0;482.0;318.0
?;?;259.0;999.0;-14.0;573.0;332.0
?;?;92.0;1014.0;-21.0;685.0;333.0
?;?;35.0;1007.0;-46.0;704.0;334.0
?;?;115.0;1018.0;-72.0;596.0;?
?;-492.0;233.0;1016.0;-93.0;490.0;?
?;-485.0;228.0;1029.0;-93.0;392.0;?
?;-475.0;158.0;1024.0;-87.0;362.0;?
?;-463.0;119.0;1009.0;-89.0;?;?
?;?;28.0;1004.0;-103.0;?;?
?;?;22.0;985.0;-126.0;?;?
?;?;63.0;980.0;-135.0;?;?
?;?;126.0;959.0;-150.0;?;15.0
?;?;222.0;944.0;-158.0;475.0;?
?;?;242.0;917.0;-177.0;531.0;?
?;?;262.0;894.0;-193.0;605.0;?
?;?;277.0;873.0;-209.0;629.0;?
?;?;335.0;860.0;?;?;?
?;?;368.0;875.0;?;624.0;?
-85.0;?;395.0;885.0;-277.0;681.0;?
-120.0;?;347.0;908.0;-304.0;779.0;?
-162.0;?;344.0;922.0;-338.0;837.0;66.0
-188.0;-536.0;287.0;949.0;-349.0;719.0;96.0
-202.0;-543.0;300.0;972.0;-347.0;686.0;129.0
-199.0;-546.0;209.0;992.0;-334.0;646.0;164.0
-188.0;-547.0;213.0;1010.0;-321.0;668.0;197.0
-181.0;-542.0;150.0;1013.0;-308.0;628.0;230.0
-170.0;-531.0;142.0;1026.0;-298.0;573.0;249.0
-173.0;-529.0;168.0;1022.0;-303.0;483.0;272.0
-173.0;-526.0;222.0;?;-306.0;511.0;281.0
-185.0;-531.0;226.0;?;-319.0;518.0;296.0
-187.0;-533.0;157.0;?;-319.0;584.0;298.0
-186.0;?;158.0;?;-309.0;496.0;303.0
-177.0;?;143.0;?;-284.0;?;307.0
-160.0;?;108.0;1020.0;-249.0;?;302.0
-147.0;?;109.0;1015.0;-211.0;?;303.0
-118.0;?;93.0;1028.0;-160.0;?;290.0
-103.0;?;262.0;1018.0;-133.0;?;289.0
-76.0;?;320.0;1023.0;-97.0;?;288.0
-58.0;?;333.0;1015.0;-72.0;?;298.0
-30.0;?;77.0;1017.0;-38.0;?;304.0
-11.0;?;126.0;1014.0;-10.0;?;?
1.0;-574.0;?;1011.0;17.0;?;?
10.0;-576.0;?;1014.0;37.0;?;?
7.0;-576.0;?;1012.0;40.0;?;?
?;?;?;1020.0;46.0;?;?
?;?;?;1014.0;24.0;?;?
?;?;?;1024.0;13.0;?;?
?;?;?;1020.0;-19.0;?;?
-62.0;?;?;1027.0;-58.0;?;295.0
-88.0;?;?;1030.0;?;?;298.0
-115.0;-571.0;?;1031.0;?;601.0;302.0
-137.0;-562.0;?;1038.0;?;562.0;306.0
-154.0;-552.0;?;1035.0;?;602.0;312.0
-152.0;-537.0;?;1046.0;?;588.0;311.0
-151.0;-522.0;?;1039.0;?;616.0;315.0
-140.0;-509.0;?;?;?;652.0;306.0
-133.0;-496.0;146.0;?;?;617.0;304.0
-121.0;-490.0;193.0;?;?;551.0;295.0
-113.0;-487.0;175.0;?;?;432.0;289.0
-97.0;-484.0;160.0;?;?;500.0;279.0
-74.0;-482.0;73.0;?;?;553.0;265.0
-58.0;-479.0;94.0;?;-237.0;?;258.0
-38.0;-476.0;187.0;?;-203.0;?;244.0
-28.0;-479.0;243.0;?;-176.0;?;245.0
-8.0;-480.0;195.0;?;-132.0;?;242.0
?;-479.0;227.0;?;-97.0;?;237.0
?;-477.0;223.0;?;-69.0;?;227.0
?;-474.0;242.0;?;-54.0;?;221.0
?;-474.0;266.0;?;-43.0;?;224.0
?;-473.0;316.0;894.0;-27.0;?;226.0
?;-471.0;398.0;880.0;-28.0;?;233.0
47.0;-467.0;436.0;884.0;-16.0;?;237.0
45.0;-468.0;?;879.0;-22.0;?;242.0
?;-466.0;?;893.0;-11.0;?;244.0
?;-467.0;?;888.0;-13.0;?;249.0
?;-470.0;?;893.0;-16.0;?;249.0
?;-468.0;?;889.0;-20.0;781.0;256.0
?;-464.0;?;880.0;-22.0;817.0;260.0
?;-461.0;?;878.0;-16.0;830.0;263.0
?;-462.0;?;868.0;-22.0;885.0;273.0
-9.0;-459.0;?;873.0;-19.0;736.0;274.0
-30.0;-459.0;?;867.0;-26.0;513.0;280.0
-34.0;-458.0;?;878.0;-18.0;582.0;275.0
-50.0;-461.0;?;873.0;-22.0;718.0;272.0
-58.0;-460.0;448.0;867.0;-23.0;699.0;263.0
-79.0;-464.0;287.0;852.0;-28.0;663.0;252.0
-100.0;-463.0;306.0;827.0;-21.0;723.0;242.0
-108.0;-463.0;328.0;814.0;?;649.0;227.0
-124.0;-466.0;339.0;805.0;?;667.0;214.0
-119.0;-464.0;287.0;?;18.0;655.0;196.0
-124.0;-467.0;248.0;?;17.0;657.0;184.0
-122.0;-469.0;238.0;?;12.0;724.0;168.0
-132.0;-472.0;299.0;801.0;-8.0;676.0;165.0
-128.0;-472.0;353.0;806.0;-27.0;674.0;161.0
-114.0;-473.0;402.0;814.0;-42.0;793.0;164.0
-99.0;-474.0;376.0;817.0;-61.0;724.0;175.0
?;-472.0;367.0;833.0;-71.0;705.0;?
?;-472.0;367.0;840.0;-90.0;643.0;?
?;-471.0;336.0;863.0;-93.0;693.0;?
?;-473.0;337.0;867.0;-103.0;679.0;?
-79.0;-470.0;?;884.0;-97.0;685.0;166.0
-80.0;-473.0;?;885.0;-96.0;675.0;169.0
-77.0;-471.0;?;890.0;-90.0;680.0;167.0
-75.0;-471.0;?;895.0;-88.0;687.0;164.0
-75.0;-468.0;?;893.0;-92.0;692.0;168.0
-74.0;-468.0;?;898.0;-87.0;710.0;164.0
-77.0;-467.0;?;892.0;-92.0;683.0;169.0
-68.0;-466.0;?;903.0;-83.0;705.0;164.0
-75.0;-467.0;?;896.0;-89.0;684.0;174.0
-71.0;-466.0;?;903.0;-84.0;697.0;174.0
-73.0;-462.0;?;901.0;-86.0;696.0;177.0
-72.0;-462.0;?;901.0;-84.0;691.0;179.0
-66.0;-458.0;?;905.0;-80.0;692.0;178.0
-65.0;-456.0;327.0;900.0;-79.0;692.0;179.0
-59.0;-455.0;336.0;908.0;-72.0;682.0;175.0
?;-453.0;339.0;899.0;-75.0;681.0;179.0
?;-453.0;?;906.0;-63.0;686.0;175.0
-60.0;-454.0;?;897.0;-73.0;699.0;180.0
-54.0;-452.0;?;904.0;-67.0;680.0;177.0
-54.0;-451.0;?;899.0;-68.0;678.0;175.0
-49.0;-448.0;?;899.0;-65.0;681.0;175.0
-41.0;-447.0;?;903.0;-57.0;705.0;172.0
-41.0;-447.0;?;895.0;-59.0;675.0;174.0
-34.0;-443.0;?;901.0;-51.0;678.0;167.0
-38.0;-445.0;?;892.0;-59.0;676.0;170.0
-34.0;-444.0;303.0;897.0;-53.0;669.0;162.0
-33.0;-444.0;313.0;889.0;-60.0;687.0;164.0
-27.0;-442.0;322.0;892.0;-52.0;702.0;160.0
-27.0;-440.0;317.0;889.0;-54.0;693.0;162.0
-28.0;-441.0;327.0;886.0;-54.0;682.0;163.0
-24.0;-440.0;323.0;888.0;-54.0;682.0;161.0
-27.0;-441.0;319.0;880.0;-58.0;679.0;164.0
-18.0;-440.0;313.0;887.0;-50.0;650.0;?
-23.0;-440.0;308.0;880.0;-57.0;667.0;?
-17.0;-440.0;311.0;?;-50.0;669.0;?
-20.0;-442.0;309.0;?;-55.0;679.0;?
-16.0;-441.0;339.0;880.0;-50.0;688.0;?
-15.0;-441.0;327.0;876.0;-53.0;661.0;?
-14.0;-443.0;307.0;871.0;-51.0;669.0;160.0
-9.0;-443.0;290.0;879.0;-46.0;676.0;156.0
-13.0;-446.0;291.0;872.0;-50.0;732.0;160.0
-10.0;-449.0;292.0;880.0;-43.0;736.0;155.0
-18.0;-455.0;287.0;870.0;-58.0;728.0;161.0
-19.0;-459.0;306.0;878.0;-49.0;663.0;160.0
-25.0;-464.0;344.0;870.0;-59.0;622.0;167.0
-25.0;-470.0;379.0;?;-54.0;621.0;171.0
-27.0;-476.0;377.0;?;-55.0;695.0;176.0
-28.0;-479.0;360.0;?;-51.0;697.0;181.0
-20.0;?;351.0;862.0;-46.0;672.0;182.0
-21.0;?;350.0;842.0;-55.0;599.0;186.0
-16.0;?;324.0;843.0;-49.0;563.0;180.0
-24.0;?;310.0;826.0;-57.0;709.0;176.0
-19.0;?;300.0;829.0;-56.0;750.0;168.0
-26.0;?;292.0;818.0;-65.0;831.0;164.0
-22.0;?;327.0;811.0;-67.0;894.0;?
-18.0;?;372.0;793.0;-70.0;881.0;?
-8.0;?;397.0;774.0;-72.0;825.0;?
10.0;?;454.0;765.0;-62.0;839.0;?
25.0;?;500.0;737.0;-58.0;834.0;?
45.0;?;535.0;726.0;-31.0;762.0;?
597.0;?;206.0;514.0;704.0;570.0;?
584.0;?;224.0;528.0;722.0;585.0;-491.0
580.0;?;243.0;533.0;739.0;600.0;?
579.0;?;139.0;526.0;754.0;567.0;?
580.0;?;155.0;533.0;764.0;584.0;?
581.0;?;105.0;514.0;755.0;577.0;?
577.0;?;136.0;510.0;751.0;590.0;-479.0
579.0;295.0;202.0;481.0;743.0;620.0;-481.0
574.0;291.0;275.0;473.0;742.0;623.0;-473.0
567.0;291.0;336.0;446.0;733.0;591.0;-468.0
556.0;279.0;345.0;431.0;727.0;561.0;-461.0
545.0;270.0;355.0;417.0;723.0;551.0;-457.0
537.0;268.0;329.0;397.0;715.0;550.0;-454.0
522.0;252.0;328.0;396.0;708.0;550.0;-448.0
503.0;245.0;308.0;374.0;687.0;606.0;?
481.0;223.0;330.0;377.0;672.0;694.0;?
463.0;214.0;341.0;368.0;649.0;783.0;?
445.0;195.0;352.0;385.0;635.0;774.0;?
426.0;182.0;401.0;399.0;616.0;770.0;?
413.0;166.0;487.0;422.0;600.0;793.0;?
402.0;145.0;552.0;451.0;586.0;915.0;?
399.0;139.0;452.0;471.0;577.0;975.0;?
395.0;123.0;436.0;510.0;576.0;788.0;?
396.0;123.0;500.0;522.0;569.0;599.0;?
397.0;113.0;511.0;557.0;567.0;532.0;?
399.0;120.0;213.0;573.0;562.0;519.0;?
391.0;110.0;56.0;610.0;553.0;543.0;-404.0
380.0;108.0;8.0;638.0;541.0;553.0;-408.0
378.0;106.0;37.0;659.0;532.0;502.0;-418.0
385.0;102.0;20.0;668.0;537.0;458.0;-433.0
401.0;106.0;18.0;?;560.0;457.0;-455.0
415.0;106.0;30.0;?;597.0;436.0;-477.0
433.0;123.0;61.0;?;624.0;456.0;-501.0
441.0;126.0;105.0;?;642.0;461.0;-530.0
444.0;131.0;168.0;?;646.0;448.0;-557.0
440.0;127.0;202.0;?;648.0;419.0;-582.0
437.0;128.0;262.0;?;642.0;433.0;-600.0
436.0;129.0;291.0;?;633.0;506.0;-610.0
430.0;130.0;296.0;?;623.0;575.0;-613.0
422.0;137.0;363.0;?;607.0;641.0;-611.0
406.0;136.0;411.0;?;585.0;692.0;-600.0
391.0;139.0;401.0;?;562.0;748.0;-592.0
373.0;134.0;352.0;?;541.0;741.0;-583.0
355.0;139.0;246.0;?;509.0;?;-571.0
336.0;134.0;184.0;?;480.0;?;-558.0
316.0;132.0;119.0;?;443.0;?;-537.0
299.0;138.0;2.0;?;422.0;?;-515.0
284.0;144.0;34.0;672.0;395.0;?;-495.0
272.0;158.0;129.0;687.0;368.0;?;-475.0
263.0;150.0;81.0;715.0;338.0;?;-462.0
270.0;152.0;-40.0;709.0;331.0;?;-449.0
290.0;146.0;-32.0;719.0;345.0;?;-440.0
322.0;152.0;48.0;694.0;371.0;?;-445.0
355.0;150.0;178.0;672.0;404.0;?;-459.0
393.0;150.0;206.0;638.0;443.0;?;-475.0
435.0;156.0;210.0;604.0;497.0;370.0;-488.0
471.0;151.0;208.0;578.0;548.0;366.0;-497.0
502.0;154.0;185.0;538.0;591.0;474.0;-506.0
533.0;145.0;172.0;528.0;639.0;530.0;-518.0
555.0;147.0;243.0;499.0;679.0;596.0;-530.0
578.0;137.0;263.0;497.0;718.0;620.0;?
590.0;133.0;263.0;486.0;743.0;641.0;?
602.0;122.0;292.0;498.0;758.0;634.0;?
608.0;121.0;303.0;515.0;770.0;734.0;-517.0
607.0;121.0;264.0;536.0;775.0;848.0;-509.0
600.0;111.0;186.0;569.0;775.0;804.0;-502.0
588.0;111.0;248.0;587.0;759.0;681.0;-493.0
577.0;106.0;439.0;630.0;747.0;614.0;-484.0
556.0;120.0;329.0;645.0;716.0;543.0;-472.0
532.0;121.0;154.0;687.0;684.0;525.0;-455.0
502.0;117.0;158.0;714.0;638.0;506.0;-441.0
477.0;106.0;48.0;741.0;612.0;493.0;-428.0
470.0;93.0;12.0;746.0;598.0;474.0;-426.0
470.0;100.0;39.0;736.0;589.0;452.0;-434.0
466.0;105.0;81.0;731.0;590.0;430.0;-443.0
461.0;117.0;108.0;700.0;591.0;418.0;-460.0
450.0;116.0;142.0;686.0;589.0;407.0;-473.0
433.0;124.0;162.0;641.0;576.0;?;-487.0
418.0;118.0;166.0;620.0;570.0;?;-504.0
402.0;118.0;155.0;583.0;552.0;?;-520.0
382.0;111.0;120.0;552.0;533.0;?;-539.0
363.0;107.0;136.0;527.0;512.0;?;-551.0
339.0;108.0;166.0;501.0;486.0;?;-561.0
?;107.0;129.0;491.0;463.0;?;-571.0
?;114.0;107.0;469.0;434.0;?;-576.0
?;113.0;150.0;474.0;396.0;480.0;-575.0
?;112.0;213.0;464.0;?;528.0;-568.0
?;105.0;158.0;483.0;?;536.0;-551.0
?;108.0;90.0;494.0;?;452.0;-524.0
166.0;112.0;145.0;517.0;?;426.0;?
155.0;112.0;166.0;536.0;?;469.0;?
159.0;111.0;60.0;547.0;?;526.0;?
178.0;107.0;67.0;574.0;?;?;?
209.0;107.0;135.0;572.0;?;499.0;?
244.0;100.0;199.0;592.0;?;500.0;-418.0
291.0;106.0;218.0;580.0;?;496.0;-421.0
326.0;101.0;197.0;589.0;?;489.0;-423.0
356.0;105.0;187.0;582.0;?;468.0;-428.0
387.0;102.0;158.0;586.0;?;495.0;-431.0
415.0;95.0;164.0;592.0;?;609.0;-433.0
440.0;87.0;165.0;595.0;652.0;661.0;-429.0
462.0;73.0;241.0;615.0;691.0;680.0;-420.0
476.0;72.0;329.0;612.0;705.0;666.0;-408.0
486.0;56.0;?;639.0;726.0;821.0;-388.0
488.0;49.0;?;642.0;724.0;738.0;-370.0
483.0;40.0;?;671.0;716.0;632.0;-350.0
473.0;35.0;?;688.0;693.0;?;-340.0
456.0;29.0;?;711.0;663.0;?;-331.0
430.0;23.0;?;737.0;617.0;500.0;-320.0
395.0;23.0;?;752.0;553.0;447.0;-314.0
356.0;7.0;?;774.0;493.0;441.0;-306.0
330.0;7.0;?;764.0;451.0;438.0;-306.0
?;0.0;?;769.0;429.0;398.0;-308.0
304.0;10.0;?;747.0;408.0;414.0;-320.0
288.0;10.0;?;737.0;394.0;395.0;-333.0
?;17.0;135.0;713.0;?;384.0;-351.0
?;18.0;155.0;692.0;?;381.0;-364.0
?;14.0;173.0;677.0;?;451.0;-377.0
?;11.0;131.0;652.0;?;483.0;-390.0
?;4.0;107.0;644.0;?;477.0;?
?;6.0;139.0;?;?;479.0;?
?;?;178.0;?;?;591.0;?
?;?;150.0;?;?;611.0;?
?;?;100.0;?;?;468.0;?
?;?;179.0;?;?;458.0;?
?;?;225.0;?;?;568.0;?
?;?;3.0;?;?;452.0;?
?;?;6.0;?;?;356.0;?
?;?;87.0;?;165.0;332.0;?
?;?;0.0;?;158.0;413.0;?
?;?;-51.0;?;165.0;455.0;?
?;?;33.0;?;183.0;476.0;?
?;?;126.0;?;207.0;469.0;?
?;?;215.0;?;241.0;450.0;?
?;?;211.0;?;283.0;460.0;?
?;?;202.0;705.0;340.0;507.0;?
?;?;164.0;698.0;388.0;519.0;?
?;4.0;180.0;711.0;437.0;666.0;?
?;0.0;223.0;706.0;477.0;682.0;-313.0
?;-15.0;290.0;729.0;518.0;668.0;-305.0
?;?;349.0;733.0;550.0;764.0;-292.0
457.0;?;271.0;756.0;572.0;729.0;?
474.0;?;163.0;773.0;582.0;679.0;?
479.0;?;226.0;?;585.0;643.0;-243.0
476.0;?;?;?;583.0;582.0;-237.0
455.0;?;?;?;562.0;456.0;-231.0
429.0;?;?;?;536.0;416.0;-221.0
394.0;?;?;?;498.0;451.0;-214.0
361.0;?;?;?;461.0;432.0;-206.0
338.0;?;?;?;419.0;441.0;-215.0
311.0;-78.0;?;?;378.0;426.0;-226.0
293.0;-71.0;?;?;349.0;399.0;-238.0
280.0;-63.0;?;?;325.0;399.0;-251.0
263.0;-63.0;?;?;301.0;377.0;-263.0
248.0;-57.0;?;?;274.0;445.0;-278.0
237.0;-62.0;178.0;824.0;253.0;527.0;-295.0
226.0;-60.0;150.0;801.0;231.0;488.0;-311.0
221.0;-65.0;166.0;805.0;214.0;485.0;-324.0
215.0;-64.0;186.0;791.0;200.0;593.0;-333.0
208.0;-69.0;129.0;797.0;?;615.0;-337.0
204.0;-70.0;34.0;795.0;?;424.0;-338.0
?;-70.0;74.0;803.0;?;407.0;-335.0
?;-75.0;114.0;821.0;?;533.0;?
?;-75.0;57.0;827.0;?;390.0;?
?;-69.0;-58.0;848.0;?;294.0;?
?;-62.0;78.0;856.0;?;392.0;?
?;-70.0;-46.0;883.0;?;473.0;?
?;-68.0;-75.0;888.0;?;415.0;-235.0
?;-69.0;13.0;905.0;?;400.0;-230.0
?;-67.0;127.0;906.0;?;370.0;-234.0
?;-69.0;166.0;901.0;?;391.0;-235.0
?;-72.0;121.0;902.0;?;437.0;-240.0
?;-71.0;87.0;891.0;?;459.0;-242.0
?;-81.0;72.0;897.0;?;537.0;-250.0
?;-87.0;103.0;881.0;?;602.0;-262.0
?;-108.0;131.0;888.0;?;605.0;-263.0
?;-118.0;203.0;883.0;?;664.0;-260.0
?;-130.0;243.0;?;?;830.0;-251.0
?;-141.0;281.0;?;?;924.0;-237.0
517.0;-154.0;312.0;?;823.0;638.0;-223.0
544.0;-158.0;310.0;?;846.0;534.0;-211.0
563.0;-159.0;316.0;?;846.0;586.0;-203.0
571.0;-167.0;55.0;?;843.0;573.0;-193.0
546.0;-177.0;95.0;1017.0;807.0;532.0;-178.0
514.0;-192.0;?;1052.0;756.0;471.0;-166.0
476.0;-202.0;?;1061.0;687.0;461.0;-153.0
453.0;-210.0;?;1065.0;645.0;439.0;-154.0
435.0;-204.0;?;1054.0;610.0;409.0;-166.0
416.0;-193.0;?;1034.0;569.0;355.0;?
393.0;-186.0;?;1011.0;530.0;345.0;?
376.0;-167.0;?;971.0;490.0;351.0;-280.0
357.0;-159.0;?;933.0;453.0;391.0;-327.0
342.0;-142.0;?;873.0;420.0;403.0;-367.0
329.0;-139.0;?;828.0;391.0;434.0;-401.0
323.0;-127.0;?;761.0;378.0;419.0;-428.0
326.0;-125.0;?;705.0;369.0;393.0;-453.0
333.0;-122.0;?;648.0;369.0;377.0;-475.0
334.0;-124.0;56.0;602.0;367.0;429.0;-490.0
340.0;-129.0;-32.0;567.0;376.0;438.0;-498.0
346.0;-121.0;-37.0;531.0;388.0;467.0;-493.0
351.0;-111.0;29.0;517.0;404.0;396.0;-483.0
354.0;-94.0;9.0;507.0;410.0;420.0;-470.0
354.0;-90.0;90.0;529.0;411.0;428.0;-453.0
355.0;-84.0;-3.0;552.0;422.0;457.0;-423.0
370.0;-82.0;25.0;579.0;450.0;417.0;-405.0
400.0;-65.0;111.0;604.0;495.0;438.0;?
435.0;-53.0;192.0;?;544.0;448.0;?
476.0;-47.0;219.0;?;602.0;562.0;-372.0
504.0;-40.0;216.0;?;661.0;610.0;-352.0
528.0;-45.0;226.0;?;722.0;711.0;-335.0
549.0;-47.0;259.0;?;776.0;720.0;-320.0
571.0;-52.0;279.0;?;824.0;?;-315.0
590.0;-50.0;300.0;?;853.0;?;-314.0
613.0;-67.0;290.0;?;870.0;?;-310.0
?;-77.0;270.0;798.0;873.0;?;-306.0
?;-88.0;285.0;813.0;854.0;?;-298.0
655.0;-100.0;242.0;837.0;838.0;?;-281.0
647.0;-103.0;271.0;838.0;?;?;-265.0
634.0;-113.0;371.0;859.0;?;?;-250.0
607.0;?;240.0;857.0;?;?;-236.0
573.0;?;154.0;875.0;?;?;-221.0
533.0;?;136.0;874.0;?;?;-214.0
492.0;-158.0;111.0;873.0;?;?;-212.0
462.0;-163.0;61.0;855.0;?;465.0;-216.0
434.0;-156.0;57.0;828.0;493.0;457.0;-236.0
411.0;-148.0;79.0;?;447.0;408.0;-269.0
?;-130.0;107.0;?;421.0;351.0;-306.0
?;-124.0;88.0;?;410.0;397.0;-341.0
?;-110.0;107.0;?;398.0;410.0;-371.0
?;-107.0;82.0;?;385.0;438.0;-394.0
?;-96.0;19.0;?;383.0;491.0;-418.0
?;-91.0;2.0;?;369.0;509.0;-435.0
?;?;42.0;?;353.0;563.0;-451.0
?;?;141.0;?;342.0;546.0;-463.0
?;?;198.0;?;334.0;528.0;-465.0
?;?;401.0;452.0;337.0;569.0;-460.0
?;?;306.0;428.0;?;619.0;-449.0
?;?;332.0;410.0;?;524.0;-425.0
