Accelerometer LUA^ accY;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LUA accX
1166.0;260.0;1246.0;-192.0;733.0;951.0;-950.0;-221.0;-877.0
978.0;458.0;1131.0;-233.0;1006.0;898.0;-938.0;-236.0;-881.0
1005.0;476.0;1033.0;-234.0;1003.0;1106.0;-915.0;-204.0;-847.0
1128.0;400.0;1100.0;-202.0;1101.0;1492.0;-911.0;-208.0;-821.0
851.0;441.0;899.0;-270.0;1014.0;1118.0;-911.0;-275.0;-821.0
822.0;456.0;887.0;-236.0;852.0;1133.0;-918.0;-99.0;-832.0
919.0;381.0;896.0;-199.0;810.0;929.0;-955.0;-367.0;-940.0
837.0;371.0;835.0;-103.0;869.0;1007.0;-1059.0;-74.0;-919.0
914.0;291.0;930.0;-106.0;784.0;1023.0;-928.0;-391.0;-951.0
628.0;311.0;789.0;-198.0;781.0;851.0;-967.0;-284.0;-759.0
903.0;277.0;1013.0;-133.0;843.0;912.0;-987.0;-374.0;-1010.0
961.0;257.0;1144.0;-141.0;889.0;964.0;-1000.0;-313.0;-1040.0
867.0;397.0;848.0;96.0;740.0;899.0;-976.0;-72.0;-871.0
817.0;374.0;845.0;-126.0;788.0;902.0;-841.0;-110.0;-789.0
785.0;412.0;861.0;-92.0;750.0;920.0;-827.0;-254.0;-756.0
693.0;425.0;957.0;-190.0;796.0;1011.0;-800.0;-351.0;-742.0
940.0;359.0;941.0;-242.0;803.0;927.0;-1019.0;-436.0;-972.0
929.0;369.0;967.0;-325.0;824.0;919.0;-960.0;-488.0;-936.0
905.0;378.0;984.0;-426.0;864.0;919.0;-921.0;-497.0;-918.0
924.0;268.0;858.0;-170.0;810.0;1043.0;-965.0;-220.0;-972.0
936.0;281.0;959.0;-147.0;778.0;914.0;-996.0;-242.0;-993.0
910.0;320.0;933.0;-134.0;864.0;828.0;-1029.0;-260.0;-1026.0
959.0;485.0;895.0;-290.0;813.0;1081.0;-851.0;-339.0;-935.0
949.0;480.0;934.0;-283.0;745.0;1040.0;-820.0;-309.0;-903.0
781.0;379.0;925.0;-31.0;840.0;1067.0;-954.0;-237.0;-796.0
1045.0;440.0;974.0;-299.0;819.0;946.0;-831.0;-319.0;-895.0
856.0;287.0;919.0;-72.0;794.0;1065.0;-927.0;-233.0;-789.0
709.0;425.0;1128.0;-132.0;991.0;1257.0;-825.0;-187.0;-753.0
1051.0;464.0;1050.0;-311.0;864.0;961.0;-864.0;-301.0;-927.0
988.0;552.0;554.0;-20.0;411.0;685.0;-811.0;-361.0;-1029.0
783.0;293.0;965.0;-91.0;775.0;917.0;-897.0;-295.0;-763.0
906.0;452.0;1020.0;-312.0;909.0;944.0;-931.0;-259.0;-982.0
861.0;489.0;976.0;-255.0;925.0;1026.0;-980.0;-184.0;-1019.0
768.0;277.0;995.0;-91.0;901.0;840.0;-857.0;-348.0;-733.0
844.0;450.0;848.0;-135.0;885.0;1120.0;-1000.0;-164.0;-1005.0
826.0;251.0;989.0;-116.0;891.0;989.0;-848.0;-370.0;-718.0
776.0;245.0;968.0;-133.0;918.0;1088.0;-821.0;-350.0;-706.0
816.0;563.0;711.0;-112.0;526.0;630.0;-630.0;-293.0;-954.0
831.0;440.0;838.0;-44.0;896.0;1181.0;-882.0;-468.0;-991.0
834.0;520.0;948.0;-91.0;851.0;1107.0;-861.0;-526.0;-991.0
438.0;-160.0;822.0;107.0;967.0;1111.0;-719.0;87.0;-411.0
826.0;338.0;882.0;-52.0;726.0;874.0;-881.0;-68.0;-847.0
780.0;310.0;888.0;-147.0;789.0;894.0;-776.0;-194.0;-748.0
704.0;354.0;990.0;-252.0;807.0;972.0;-724.0;-380.0;-701.0
802.0;261.0;946.0;-87.0;964.0;1095.0;-825.0;-276.0;-704.0
619.0;177.0;905.0;23.0;930.0;1086.0;-924.0;-315.0;-657.0
823.0;397.0;956.0;-142.0;853.0;988.0;-1062.0;-350.0;-1072.0
787.0;310.0;913.0;-79.0;918.0;1081.0;-946.0;-456.0;-771.0
762.0;303.0;895.0;-141.0;900.0;1079.0;-993.0;-443.0;-807.0
1024.0;420.0;817.0;475.0;619.0;545.0;-613.0;-603.0;-1064.0
741.0;323.0;890.0;-228.0;876.0;1094.0;-1091.0;-383.0;-931.0
740.0;311.0;847.0;-149.0;832.0;1039.0;-1138.0;-347.0;-1018.0
846.0;442.0;1001.0;-75.0;929.0;895.0;-1083.0;-319.0;-1084.0
673.0;426.0;810.0;-56.0;621.0;1002.0;-929.0;-206.0;-764.0
1077.0;576.0;896.0;-340.0;819.0;819.0;-907.0;-211.0;-988.0
593.0;119.0;972.0;-133.0;876.0;925.0;-1089.0;-291.0;-1092.0
901.0;463.0;964.0;-57.0;760.0;864.0;-1061.0;-138.0;-1120.0
1006.0;583.0;780.0;-85.0;710.0;851.0;-792.0;-458.0;-1020.0
956.0;402.0;938.0;-158.0;612.0;1042.0;-836.0;-536.0;-826.0
916.0;669.0;714.0;-255.0;493.0;729.0;-754.0;-675.0;-894.0
1080.0;219.0;851.0;-242.0;912.0;1018.0;-939.0;-582.0;-900.0
949.0;282.0;796.0;-264.0;899.0;1073.0;-1033.0;-471.0;-984.0
852.0;271.0;829.0;-120.0;935.0;1155.0;-1144.0;-323.0;-955.0
892.0;386.0;997.0;131.0;721.0;685.0;-985.0;-342.0;-991.0
996.0;330.0;1048.0;51.0;888.0;918.0;-897.0;-365.0;-977.0
900.0;420.0;619.0;-92.0;599.0;778.0;-910.0;-264.0;-844.0
742.0;720.0;749.0;115.0;534.0;320.0;-744.0;-687.0;-657.0
805.0;254.0;874.0;-197.0;837.0;999.0;-1243.0;-432.0;-1089.0
603.0;362.0;1076.0;-266.0;937.0;1006.0;-969.0;-320.0;-985.0
668.0;356.0;1034.0;-282.0;951.0;1045.0;-931.0;-265.0;-949.0
959.0;344.0;976.0;-7.0;841.0;819.0;-904.0;-516.0;-928.0
825.0;446.0;717.0;66.0;698.0;792.0;-1191.0;-332.0;-938.0
879.0;389.0;836.0;-105.0;688.0;896.0;-960.0;-214.0;-880.0
776.0;381.0;869.0;-213.0;785.0;927.0;-823.0;-347.0;-767.0
730.0;447.0;962.0;-241.0;807.0;1025.0;-735.0;-449.0;-679.0
1173.0;205.0;973.0;-311.0;976.0;1095.0;-1394.0;-571.0;-1362.0
927.0;545.0;879.0;-172.0;617.0;774.0;-840.0;-584.0;-985.0
1153.0;790.0;754.0;-246.0;435.0;370.0;-628.0;-579.0;-891.0
799.0;184.0;937.0;-215.0;795.0;854.0;-971.0;-579.0;-927.0
796.0;424.0;1085.0;-67.0;842.0;823.0;-1030.0;-276.0;-1043.0
824.0;377.0;745.0;-69.0;687.0;838.0;-915.0;-164.0;-853.0
689.0;433.0;849.0;-86.0;684.0;927.0;-880.0;-246.0;-763.0
756.0;368.0;975.0;-126.0;780.0;850.0;-1003.0;-264.0;-1026.0
824.0;199.0;890.0;-266.0;752.0;903.0;-977.0;-369.0;-916.0
756.0;293.0;788.0;-158.0;723.0;888.0;-975.0;-297.0;-1008.0
789.0;311.0;849.0;-205.0;733.0;939.0;-982.0;-308.0;-1022.0
777.0;312.0;798.0;-50.0;696.0;812.0;-1256.0;-431.0;-977.0
913.0;149.0;817.0;-234.0;895.0;953.0;-910.0;-179.0;-1039.0
816.0;378.0;829.0;-185.0;780.0;855.0;-847.0;-337.0;-701.0
773.0;322.0;971.0;-240.0;754.0;984.0;-1009.0;-314.0;-1062.0
972.0;196.0;935.0;-66.0;847.0;1014.0;-961.0;-105.0;-1050.0
763.0;347.0;899.0;-241.0;793.0;958.0;-1019.0;-321.0;-1063.0
731.0;318.0;810.0;-253.0;782.0;1024.0;-1059.0;-306.0;-1096.0
1183.0;248.0;801.0;-376.0;937.0;1068.0;-1208.0;-522.0;-1147.0
1040.0;379.0;930.0;-157.0;727.0;1019.0;-893.0;-158.0;-1015.0
1013.0;538.0;891.0;-149.0;791.0;690.0;-926.0;-285.0;-1060.0
1004.0;536.0;922.0;-87.0;923.0;807.0;-939.0;-300.0;-1089.0
959.0;290.0;1027.0;-152.0;866.0;845.0;-912.0;-456.0;-861.0
1004.0;247.0;991.0;-221.0;968.0;991.0;-816.0;-450.0;-760.0
1042.0;326.0;949.0;-47.0;803.0;505.0;-1015.0;-339.0;-1058.0
1035.0;250.0;978.0;-179.0;730.0;869.0;-907.0;-375.0;-1015.0
764.0;428.0;802.0;-301.0;792.0;915.0;-780.0;-333.0;-733.0
1024.0;170.0;962.0;-206.0;793.0;700.0;-823.0;-350.0;-941.0
744.0;426.0;844.0;-230.0;775.0;920.0;-827.0;-299.0;-778.0
808.0;393.0;820.0;-240.0;737.0;1014.0;-1063.0;-323.0;-920.0
855.0;311.0;899.0;-311.0;861.0;997.0;-968.0;-298.0;-994.0
710.0;426.0;858.0;-108.0;734.0;929.0;-980.0;-271.0;-912.0
640.0;402.0;971.0;-270.0;875.0;1091.0;-741.0;-313.0;-679.0
867.0;331.0;894.0;-345.0;855.0;976.0;-988.0;-361.0;-995.0
874.0;339.0;913.0;-316.0;840.0;983.0;-946.0;-400.0;-925.0
823.0;379.0;944.0;-160.0;821.0;949.0;-920.0;-246.0;-847.0
647.0;400.0;1020.0;-79.0;783.0;1073.0;-832.0;-173.0;-727.0
871.0;317.0;986.0;-106.0;824.0;1049.0;-932.0;-218.0;-851.0
794.0;356.0;1133.0;-433.0;1120.0;1253.0;-795.0;-356.0;-805.0
941.0;415.0;747.0;176.0;629.0;778.0;-1193.0;-207.0;-1011.0
944.0;364.0;848.0;-23.0;722.0;850.0;-1077.0;-277.0;-1029.0
735.0;438.0;850.0;-85.0;766.0;890.0;-926.0;-202.0;-873.0
741.0;481.0;850.0;-221.0;756.0;945.0;-848.0;-192.0;-810.0
906.0;430.0;858.0;-21.0;724.0;840.0;-959.0;-207.0;-903.0
771.0;471.0;856.0;-278.0;756.0;1233.0;-796.0;-309.0;-769.0
884.0;420.0;831.0;-62.0;661.0;701.0;-929.0;-168.0;-893.0
882.0;423.0;776.0;-173.0;894.0;1215.0;-930.0;-186.0;-890.0
854.0;485.0;916.0;-94.0;902.0;1140.0;-1050.0;-429.0;-899.0
782.0;368.0;764.0;-143.0;867.0;1053.0;-814.0;-136.0;-789.0
910.0;746.0;540.0;-254.0;255.0;313.0;-478.0;-835.0;-948.0
715.0;441.0;709.0;-36.0;620.0;915.0;-941.0;-172.0;-816.0
669.0;495.0;909.0;-40.0;717.0;1133.0;-912.0;-194.0;-777.0
819.0;372.0;933.0;-400.0;912.0;1033.0;-838.0;-423.0;-823.0
854.0;418.0;939.0;-374.0;913.0;1051.0;-830.0;-402.0;-802.0
971.0;306.0;979.0;22.0;993.0;1079.0;-914.0;-247.0;-887.0
925.0;360.0;956.0;-22.0;1010.0;1129.0;-886.0;-220.0;-888.0
795.0;344.0;1096.0;-342.0;986.0;987.0;-822.0;-581.0;-831.0
903.0;303.0;943.0;-30.0;939.0;1121.0;-912.0;-189.0;-902.0
957.0;442.0;873.0;-224.0;728.0;1011.0;-876.0;-458.0;-908.0
902.0;330.0;894.0;-40.0;933.0;1094.0;-884.0;-165.0;-862.0
882.0;308.0;890.0;-1.0;865.0;1063.0;-899.0;-124.0;-862.0
870.0;313.0;916.0;124.0;843.0;986.0;-970.0;-61.0;-876.0
893.0;442.0;1036.0;-202.0;719.0;605.0;-862.0;-495.0;-903.0
899.0;402.0;969.0;-201.0;837.0;1174.0;-871.0;-493.0;-903.0
825.0;396.0;839.0;-85.0;698.0;865.0;-909.0;-89.0;-841.0
714.0;386.0;880.0;-157.0;762.0;893.0;-769.0;-240.0;-731.0
594.0;409.0;850.0;-160.0;819.0;1052.0;-715.0;-331.0;-568.0
862.0;393.0;977.0;-177.0;820.0;557.0;-892.0;-484.0;-913.0
878.0;417.0;990.0;-158.0;866.0;662.0;-901.0;-482.0;-916.0
826.0;475.0;892.0;-250.0;743.0;795.0;-869.0;-504.0;-849.0
835.0;485.0;903.0;-249.0;747.0;785.0;-870.0;-497.0;-853.0
1136.0;493.0;1145.0;-345.0;797.0;1146.0;-817.0;-363.0;-791.0
1183.0;362.0;1055.0;-360.0;819.0;1018.0;-844.0;-364.0;-842.0
759.0;409.0;848.0;-183.0;905.0;931.0;-707.0;-169.0;-771.0
855.0;452.0;969.0;-155.0;885.0;1152.0;-774.0;-216.0;-898.0
1120.0;465.0;1021.0;-353.0;907.0;1215.0;-947.0;-545.0;-878.0
914.0;442.0;880.0;-136.0;843.0;998.0;-957.0;-272.0;-942.0
913.0;451.0;909.0;-229.0;882.0;1079.0;-964.0;-317.0;-953.0
1080.0;256.0;1185.0;-345.0;1274.0;1232.0;-918.0;-466.0;-860.0
727.0;477.0;1014.0;21.0;749.0;792.0;-716.0;-437.0;-1025.0
874.0;492.0;943.0;-100.0;745.0;823.0;-743.0;-400.0;-1049.0
818.0;457.0;905.0;-245.0;739.0;777.0;-868.0;-498.0;-846.0
938.0;448.0;911.0;-4.0;793.0;915.0;-1101.0;-255.0;-867.0
882.0;460.0;833.0;-117.0;739.0;866.0;-737.0;-327.0;-1087.0
842.0;303.0;958.0;-229.0;987.0;1104.0;-808.0;-161.0;-985.0
883.0;415.0;784.0;-76.0;718.0;849.0;-764.0;-370.0;-1088.0
888.0;456.0;777.0;-49.0;759.0;834.0;-769.0;-247.0;-1081.0
952.0;466.0;751.0;8.0;834.0;801.0;-840.0;-167.0;-1100.0
1027.0;432.0;822.0;-8.0;786.0;693.0;-905.0;-408.0;-961.0
826.0;484.0;901.0;-256.0;745.0;795.0;-863.0;-502.0;-844.0
968.0;268.0;1033.0;-285.0;1002.0;1025.0;-904.0;-450.0;-865.0
826.0;491.0;912.0;-263.0;737.0;795.0;-864.0;-508.0;-849.0
1055.0;298.0;983.0;-257.0;947.0;1433.0;-831.0;-167.0;-951.0
1030.0;332.0;991.0;107.0;1021.0;1222.0;-1011.0;-100.0;-1044.0
1007.0;298.0;1043.0;-234.0;953.0;989.0;-905.0;-483.0;-856.0
837.0;486.0;906.0;-256.0;746.0;798.0;-864.0;-500.0;-849.0
830.0;458.0;911.0;-251.0;737.0;795.0;-860.0;-493.0;-849.0
886.0;370.0;965.0;-152.0;947.0;1386.0;-1000.0;-656.0;-982.0
879.0;631.0;670.0;-147.0;695.0;1060.0;-965.0;-563.0;-953.0
861.0;606.0;758.0;-200.0;652.0;925.0;-958.0;-457.0;-935.0
816.0;493.0;931.0;-251.0;753.0;810.0;-868.0;-496.0;-844.0
783.0;359.0;933.0;-111.0;822.0;939.0;-899.0;-235.0;-844.0
715.0;341.0;912.0;-237.0;864.0;920.0;-770.0;-308.0;-732.0
842.0;445.0;921.0;-388.0;812.0;1115.0;-859.0;-351.0;-882.0
816.0;502.0;898.0;-256.0;748.0;797.0;-862.0;-493.0;-832.0
816.0;458.0;901.0;-233.0;754.0;797.0;-864.0;-516.0;-838.0
882.0;594.0;829.0;-131.0;600.0;903.0;-797.0;-382.0;-782.0
904.0;522.0;910.0;-132.0;712.0;890.0;-845.0;-329.0;-897.0
816.0;455.0;907.0;-217.0;746.0;804.0;-869.0;-497.0;-839.0
961.0;195.0;973.0;-240.0;1002.0;957.0;-981.0;-312.0;-988.0
831.0;448.0;901.0;-196.0;754.0;807.0;-873.0;-471.0;-832.0
869.0;453.0;924.0;-92.0;770.0;974.0;-1061.0;-386.0;-1116.0
834.0;56.0;980.0;159.0;1025.0;1076.0;-1047.0;36.0;-975.0
776.0;435.0;917.0;-273.0;816.0;919.0;-869.0;-337.0;-804.0
824.0;539.0;894.0;-286.0;866.0;937.0;-854.0;-311.0;-795.0
885.0;478.0;948.0;-270.0;799.0;894.0;-973.0;-291.0;-898.0
843.0;427.0;905.0;-235.0;839.0;718.0;-968.0;-447.0;-865.0
828.0;499.0;901.0;-179.0;735.0;788.0;-879.0;-453.0;-843.0
815.0;455.0;887.0;-346.0;812.0;928.0;-845.0;-383.0;-829.0
824.0;336.0;932.0;-256.0;816.0;892.0;-959.0;-371.0;-840.0
859.0;434.0;884.0;-156.0;780.0;627.0;-879.0;-227.0;-886.0
890.0;373.0;946.0;-72.0;839.0;1023.0;-841.0;-386.0;-906.0
886.0;359.0;971.0;-197.0;887.0;1119.0;-793.0;-352.0;-886.0
880.0;389.0;984.0;-205.0;895.0;1068.0;-765.0;-393.0;-868.0
914.0;386.0;1067.0;-178.0;919.0;994.0;-751.0;-410.0;-887.0
940.0;367.0;1108.0;-75.0;939.0;886.0;-837.0;-472.0;-936.0
911.0;375.0;1039.0;-61.0;920.0;930.0;-895.0;-388.0;-941.0
902.0;405.0;951.0;-149.0;872.0;856.0;-955.0;-437.0;-942.0
928.0;414.0;944.0;-239.0;816.0;850.0;-921.0;-436.0;-945.0
921.0;422.0;940.0;-214.0;824.0;875.0;-919.0;-461.0;-939.0
985.0;146.0;1067.0;-132.0;961.0;973.0;-952.0;-413.0;-990.0
1014.0;206.0;1085.0;-69.0;1003.0;995.0;-980.0;-403.0;-1000.0
809.0;473.0;898.0;-185.0;738.0;807.0;-881.0;-485.0;-842.0
810.0;264.0;732.0;-381.0;690.0;925.0;-934.0;-603.0;-832.0
786.0;455.0;894.0;-196.0;748.0;776.0;-879.0;-488.0;-850.0
894.0;351.0;895.0;-6.0;831.0;1069.0;-1145.0;-347.0;-1103.0
751.0;286.0;855.0;-129.0;803.0;879.0;-794.0;-79.0;-779.0
769.0;311.0;828.0;-262.0;811.0;892.0;-768.0;-177.0;-771.0
783.0;410.0;922.0;-464.0;749.0;829.0;-1103.0;-430.0;-876.0
912.0;330.0;895.0;-167.0;887.0;1013.0;-1021.0;-314.0;-1027.0
852.0;300.0;1058.0;-269.0;818.0;884.0;-1081.0;-293.0;-1098.0
858.0;269.0;950.0;-226.0;801.0;891.0;-1019.0;-290.0;-1099.0
847.0;174.0;851.0;-239.0;801.0;902.0;-894.0;-283.0;-1026.0
823.0;312.0;856.0;-207.0;776.0;853.0;-836.0;-232.0;-939.0
986.0;204.0;1050.0;-173.0;773.0;1085.0;-1006.0;-223.0;-960.0
893.0;359.0;889.0;-13.0;792.0;934.0;-975.0;-340.0;-912.0
1023.0;290.0;924.0;-125.0;836.0;953.0;-993.0;-320.0;-982.0
940.0;351.0;997.0;-165.0;792.0;926.0;-983.0;-377.0;-955.0
1018.0;358.0;1085.0;-260.0;810.0;970.0;-950.0;-380.0;-938.0
1097.0;343.0;915.0;-128.0;849.0;1025.0;-975.0;-297.0;-967.0
740.0;214.0;1400.0;-295.0;1046.0;1181.0;-832.0;-404.0;-821.0
798.0;272.0;867.0;-177.0;653.0;799.0;-1181.0;-481.0;-840.0
1006.0;300.0;1032.0;-164.0;933.0;1003.0;-843.0;-434.0;-773.0
954.0;292.0;1049.0;-326.0;921.0;1054.0;-814.0;-303.0;-811.0
1033.0;421.0;981.0;-119.0;857.0;1008.0;-960.0;-331.0;-938.0
770.0;407.0;928.0;-199.0;817.0;1147.0;-995.0;-267.0;-946.0
775.0;463.0;662.0;-135.0;527.0;885.0;-934.0;-300.0;-806.0
751.0;494.0;780.0;-320.0;652.0;988.0;-871.0;-373.0;-794.0
629.0;495.0;923.0;-315.0;801.0;1041.0;-785.0;-490.0;-704.0
798.0;403.0;883.0;-151.0;921.0;1100.0;-967.0;-314.0;-884.0
839.0;391.0;830.0;-140.0;952.0;1099.0;-987.0;-319.0;-892.0
872.0;377.0;848.0;-165.0;977.0;1109.0;-956.0;-308.0;-859.0
902.0;393.0;966.0;-304.0;875.0;1090.0;-909.0;-335.0;-937.0
950.0;362.0;938.0;-105.0;868.0;1039.0;-943.0;-230.0;-891.0
1097.0;164.0;980.0;-225.0;1004.0;1021.0;-867.0;-349.0;-1009.0
892.0;426.0;1067.0;-423.0;908.0;1278.0;-904.0;-341.0;-932.0
939.0;377.0;1036.0;-256.0;871.0;1210.0;-838.0;-251.0;-866.0
1073.0;330.0;1065.0;-101.0;930.0;1509.0;-927.0;-128.0;-939.0
907.0;346.0;956.0;-104.0;870.0;1025.0;-926.0;-259.0;-872.0
930.0;248.0;1012.0;-162.0;909.0;1016.0;-963.0;-326.0;-955.0
926.0;416.0;916.0;-224.0;868.0;1016.0;-940.0;-335.0;-936.0
958.0;615.0;914.0;-157.0;789.0;897.0;-854.0;-272.0;-941.0
907.0;389.0;940.0;-223.0;852.0;1003.0;-946.0;-340.0;-940.0
910.0;417.0;952.0;-209.0;867.0;996.0;-958.0;-337.0;-949.0
939.0;282.0;1010.0;-216.0;923.0;1024.0;-1056.0;-338.0;-1053.0
961.0;295.0;1023.0;-201.0;932.0;1050.0;-1035.0;-296.0;-1043.0
679.0;369.0;750.0;-340.0;709.0;994.0;-956.0;-473.0;-954.0
906.0;336.0;943.0;-160.0;883.0;1012.0;-956.0;-295.0;-938.0
728.0;340.0;879.0;-115.0;830.0;867.0;-855.0;-66.0;-769.0
774.0;294.0;924.0;-140.0;848.0;938.0;-845.0;-294.0;-731.0
780.0;286.0;905.0;-265.0;907.0;1152.0;-798.0;-406.0;-742.0
894.0;323.0;956.0;-160.0;867.0;995.0;-959.0;-306.0;-945.0
912.0;338.0;967.0;-165.0;871.0;979.0;-972.0;-285.0;-957.0
896.0;316.0;949.0;-143.0;855.0;977.0;-959.0;-278.0;-943.0
944.0;330.0;982.0;-294.0;839.0;1160.0;-849.0;-394.0;-839.0
905.0;321.0;976.0;-47.0;888.0;1013.0;-1035.0;-184.0;-999.0
918.0;397.0;952.0;-193.0;878.0;1000.0;-956.0;-333.0;-947.0
739.0;347.0;902.0;-350.0;728.0;810.0;-912.0;-457.0;-939.0
928.0;319.0;983.0;-50.0;901.0;1008.0;-1018.0;-195.0;-977.0
908.0;399.0;940.0;-206.0;872.0;1021.0;-940.0;-325.0;-935.0
788.0;236.0;874.0;-173.0;746.0;802.0;-1041.0;-481.0;-766.0
1009.0;522.0;825.0;-129.0;758.0;906.0;-985.0;-114.0;-1105.0
966.0;403.0;758.0;-31.0;699.0;828.0;-970.0;-256.0;-785.0
900.0;383.0;935.0;-199.0;861.0;1019.0;-943.0;-326.0;-934.0
865.0;347.0;936.0;-198.0;976.0;1156.0;-920.0;-303.0;-841.0
901.0;399.0;940.0;-204.0;851.0;994.0;-940.0;-323.0;-934.0
757.0;392.0;823.0;-159.0;725.0;915.0;-886.0;-97.0;-854.0
702.0;358.0;902.0;-228.0;791.0;1062.0;-824.0;-306.0;-772.0
698.0;431.0;1173.0;-313.0;1048.0;1269.0;-751.0;-388.0;-738.0
910.0;407.0;932.0;-201.0;841.0;986.0;-941.0;-321.0;-932.0
914.0;387.0;944.0;-206.0;869.0;1012.0;-945.0;-318.0;-937.0
866.0;302.0;986.0;-227.0;993.0;1172.0;-903.0;-306.0;-832.0
827.0;261.0;997.0;-281.0;1012.0;1145.0;-913.0;-352.0;-854.0
893.0;384.0;965.0;-195.0;888.0;1026.0;-945.0;-324.0;-938.0
901.0;365.0;959.0;-204.0;875.0;1031.0;-947.0;-323.0;-939.0
808.0;506.0;945.0;-218.0;848.0;1112.0;-725.0;-409.0;-719.0
902.0;376.0;961.0;-203.0;896.0;1011.0;-945.0;-332.0;-941.0
902.0;400.0;937.0;-198.0;869.0;1002.0;-948.0;-326.0;-940.0
749.0;421.0;866.0;-133.0;866.0;1033.0;-737.0;-253.0;-727.0
911.0;401.0;918.0;-198.0;877.0;1022.0;-949.0;-333.0;-939.0
795.0;301.0;838.0;-158.0;838.0;988.0;-1099.0;-317.0;-1007.0
846.0;286.0;870.0;-148.0;795.0;967.0;-1117.0;-228.0;-1050.0
851.0;287.0;917.0;-150.0;823.0;905.0;-949.0;-207.0;-1007.0
869.0;294.0;1001.0;-144.0;853.0;992.0;-906.0;-207.0;-1020.0
1172.0;397.0;635.0;-19.0;744.0;848.0;-1130.0;-302.0;-1026.0
915.0;301.0;1062.0;-116.0;871.0;1064.0;-882.0;-210.0;-1000.0
762.0;396.0;838.0;-158.0;775.0;862.0;-923.0;-177.0;-882.0
710.0;419.0;821.0;-209.0;736.0;951.0;-844.0;-334.0;-787.0
698.0;424.0;928.0;-240.0;849.0;1131.0;-763.0;-374.0;-724.0
967.0;339.0;1128.0;-106.0;955.0;1058.0;-865.0;-238.0;-977.0
911.0;376.0;941.0;-204.0;840.0;1010.0;-949.0;-338.0;-939.0
959.0;370.0;1084.0;-105.0;1024.0;1046.0;-911.0;-303.0;-982.0
971.0;359.0;991.0;-92.0;1073.0;1038.0;-960.0;-369.0;-1009.0
997.0;379.0;921.0;-65.0;1086.0;1112.0;-1012.0;-395.0;-1047.0
910.0;388.0;955.0;-200.0;871.0;988.0;-952.0;-341.0;-942.0
904.0;403.0;965.0;-156.0;864.0;1005.0;-936.0;-316.0;-912.0
902.0;381.0;952.0;-187.0;883.0;1016.0;-939.0;-345.0;-917.0
885.0;415.0;928.0;-192.0;879.0;1026.0;-956.0;-347.0;-934.0
714.0;341.0;692.0;-27.0;695.0;1035.0;-942.0;-184.0;-791.0
747.0;367.0;959.0;-71.0;889.0;1222.0;-916.0;-186.0;-766.0
968.0;364.0;782.0;102.0;844.0;1048.0;-986.0;-282.0;-1020.0
962.0;347.0;839.0;-16.0;769.0;1028.0;-961.0;-318.0;-972.0
965.0;343.0;908.0;-114.0;747.0;992.0;-948.0;-252.0;-958.0
1054.0;397.0;723.0;-74.0;658.0;758.0;-852.0;-336.0;-688.0
994.0;288.0;1000.0;-98.0;748.0;932.0;-977.0;-253.0;-979.0
873.0;402.0;918.0;-172.0;859.0;1032.0;-966.0;-342.0;-940.0
747.0;399.0;838.0;-101.0;741.0;879.0;-824.0;-184.0;-782.0
699.0;417.0;820.0;-208.0;755.0;942.0;-766.0;-381.0;-730.0
883.0;387.0;919.0;-166.0;858.0;995.0;-977.0;-367.0;-947.0
999.0;411.0;1284.0;-281.0;1002.0;1055.0;-762.0;-314.0;-751.0
937.0;308.0;943.0;-74.0;877.0;1006.0;-984.0;-267.0;-986.0
935.0;403.0;975.0;-280.0;952.0;1100.0;-876.0;-378.0;-880.0
890.0;437.0;944.0;-283.0;901.0;1092.0;-886.0;-349.0;-893.0
902.0;376.0;929.0;-179.0;829.0;970.0;-951.0;-362.0;-926.0
859.0;379.0;914.0;-148.0;842.0;1007.0;-938.0;-307.0;-888.0
703.0;505.0;851.0;-84.0;813.0;1112.0;-1008.0;-279.0;-783.0
717.0;489.0;968.0;-121.0;921.0;1150.0;-995.0;-339.0;-754.0
863.0;456.0;889.0;-252.0;886.0;1051.0;-861.0;-266.0;-867.0
829.0;467.0;841.0;-181.0;870.0;1017.0;-876.0;-236.0;-871.0
834.0;466.0;803.0;-123.0;827.0;1035.0;-938.0;-265.0;-921.0
830.0;465.0;828.0;-147.0;760.0;1016.0;-949.0;-339.0;-915.0
932.0;379.0;981.0;-233.0;887.0;957.0;-961.0;-367.0;-949.0
869.0;455.0;823.0;-226.0;707.0;955.0;-907.0;-357.0;-886.0
855.0;435.0;856.0;-275.0;738.0;896.0;-963.0;-331.0;-950.0
923.0;392.0;982.0;-187.0;918.0;1018.0;-955.0;-357.0;-936.0
864.0;417.0;808.0;-243.0;758.0;874.0;-1109.0;-306.0;-1104.0
969.0;323.0;963.0;-172.0;941.0;1080.0;-991.0;-341.0;-994.0
953.0;301.0;1012.0;-149.0;891.0;991.0;-853.0;-371.0;-910.0
895.0;219.0;1091.0;-262.0;913.0;819.0;-1031.0;-296.0;-1031.0
926.0;425.0;988.0;-195.0;917.0;1067.0;-955.0;-366.0;-926.0
910.0;432.0;982.0;-241.0;913.0;1096.0;-940.0;-371.0;-917.0
917.0;244.0;1011.0;-62.0;919.0;1129.0;-914.0;-137.0;-755.0
