InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-131;?;-1434;-2353;1507;2892;-4906;376;4906;-1434
-187;-1115;474;2675;2232;-2292;-2193;964;2193;474
?;523;33;765;-272;105;-32;729;32;33
-162;117;403;714;59;192;-31;421;31;403
-170;-203;500;1132;435;-270;10;370;-10;500
-160;47;93;508;148;381;-39;381;39;93
-169;-199;104;983;416;-116;-198;345;198;104
-164;-14;25;722;173;181;-98;365;98;25
?;-86;-10;845;285;31;-127;386;127;-10
?;-105;-26;856;305;19;-200;385;200;-26
?;-63;-101;774;259;98;-215;385;215;-101
?;-87;-1;794;271;89;-176;375;176;-1
?;-103;8;780;313;79;-230;376;230;8
?;-86;22;835;245;62;-204;381;204;22
?;-85;60;785;284;81;-367;387;367;60
-165;-164;-36;702;424;116;-884;390;884;-36
-165;-235;139;878;261;83;-1518;317;1518;139
-166;-224;28;719;228;223;-3427;223;3427;28
-164;-267;-615;923;-3;183;-6296;391;6296;-615
-163;-54;-1541;740;-29;-40;-7738;709;7738;-1541
-135;-253;-979;626;441;-1116;-9038;2015;9038;-979
-77;-1146;823;1793;351;-1773;-7499;2855;7499;823
-51;-1573;605;1902;449;36;-943;1168;943;605
-46;-1811;42;1782;785;879;1219;388;-1219;42
-56;-1258;365;1517;312;602;945;601;-945;365
-78;-440;71;759;-76;953;3150;124;-3150;71
-92;?;168;804;136;649;4049;312;-4049;168
-123;?;905;678;369;259;5187;525;-5187;905
-143;?;1462;821;624;-213;5824;686;-5824;1462
-149;?;1731;997;497;-500;5486;1115;-5486;?
-158;96;2035;1463;674;-1151;6340;1350;-6340;?
-164;1175;1153;1401;563;-1330;6167;2308;-6167;?
-169;1469;1819;177;1027;61;5626;2484;-5626;?
-173;1267;3495;-1612;1510;2230;3345;2436;-3345;?
-179;2805;-110;-2439;-449;3164;-1815;2858;1815;?
-178;-1395;-3252;971;913;154;-1439;?;1439;?
-170;-2348;-3531;256;2382;604;-1652;-1436;1652;-3531
-169;2517;-3061;-1574;-1636;2424;-5009;1832;5009;-3061
-169;1010;-653;2033;-2739;-403;-2289;209;2289;-653
-167;-308;-94;1301;55;-277;-17;52;17;-94
-166;156;85;313;582;392;-187;699;187;85
-167;-244;418;1237;112;-249;-33;162;33;418
-167;52;-34;609;333;218;-236;503;236;-34
-167;-91;89;884;241;13;-73;346;73;89
-167;-39;?;822;215;67;-146;382;146;-14
-167;-19;?;742;248;132;-179;407;179;-92
-167;-70;?;839;221;?;-210;353;210;-146
-166;-61;?;735;260;?;-249;360;249;-46
-166;-47;?;812;229;?;-319;392;319;-93
-165;-69;?;829;285;?;-476;410;476;-375
-164;-47;?;729;311;?;-514;423;514;-284
-163;7;?;721;294;?;-627;491;627;-227
-163;-144;?;800;332;?;-959;374;959;?
-161;-34;?;709;313;?;-1546;?;1546;?
-161;-380;-152;771;457;?;-2672;?;2672;?
-160;-704;-417;866;418;?;-4668;?;4668;?
-157;-132;-1270;718;212;?;-7049;?;7049;?
-152;-198;-850;745;421;-867;-7496;?;7496;?
-118;?;-62;1129;356;-1216;-4544;?;4544;?
-84;?;1201;1867;425;-1632;-1374;?;1374;?
-83;?;1668;1315;173;-966;-92;?;92;1668
-85;242;-925;?;-440;72;-235;?;235;-925
-77;-328;-2254;?;218;22;-377;?;377;-2254
-78;-720;-480;?;675;206;939;?;-939;-480
-97;-296;338;?;349;448;1977;?;-1977;338
-123;-304;-205;?;184;776;2703;?;-2703;-205
-141;-146;125;?;389;1019;3458;?;-3458;125
-147;-299;516;?;295;893;3521;?;-3521;516
-148;-318;261;?;223;1098;3470;?;-3470;261
-149;348;653;?;278;935;3666;?;-3666;653
-152;576;1203;?;-495;958;4334;?;-4334;1203
-154;1720;12;-1417;1286;566;2619;?;-2619;12
-157;856;907;-542;-1205;1552;3425;?;-3425;907
-163;-1908;1821;2552;-5538;2308;5603;?;-5603;1821
-168;-814;-1064;2058;-765;-291;1545;?;-1545;-1064
?;213;-647;768;1037;-461;-97;?;?;-647
?;-209;599;865;-243;390;657;?;-657;599
?;22;-245;766;753;-171;-142;678;142;-245
?;-105;85;826;175;140;210;271;-210;85
?;-59;77;787;344;70;67;387;-67;77
?;-36;96;780;413;27;-9;445;9;96
?;-82;121;817;219;111;54;316;-54;121
?;-51;66;788;371;45;-32;415;32;66
-167;-85;165;794;294;102;106;337;-106;165
-168;-76;43;800;305;81;35;355;-35;43
-168;-57;75;809;274;77;25;364;-25;75
-168;-74;-2;817;283;78;16;341;-16;-2
-168;-82;-75;809;314;67;-141;354;141;-75
-168;-58;-54;812;268;92;-38;332;38;-54
-167;-90;-97;795;352;61;-322;371;322;-97
-166;-151;-229;742;?;119;-1037;?;?;-229
-166;-234;201;795;?;115;-1747;?;?;201
-167;-321;624;770;?;156;-3064;?;?;624
-168;-210;23;745;?;?;-4568;?;?;23
-171;60;-116;1089;?;?;-5595;?;?;-116
-169;352;-1781;651;?;?;-4493;?;?;-1781
-159;402;-2387;25;?;?;-1797;?;?;-2387
-149;180;-69;565;?;?;-1480;?;?;-69
-144;-162;-1094;844;?;?;-2604;?;?;-1094
-130;-778;?;875;?;-16;-1835;?;?;-1798
-117;-1005;?;1034;?;?;-685;?;?;-87
-114;-702;?;733;?;?;-32;260;?;-79
-115;-478;?;404;?;?;1035;-164;?;-88
-119;-403;?;324;?;?;1650;-289;?;489
-125;-461;?;451;?;1022;1983;-169;?;682
-129;-313;?;?;60;771;2825;131;-2825;850
-139;-325;?;?;167;882;3701;-62;-3701;822
-150;251;?;?;356;655;4151;463;-4151;1485
-157;744;?;?;229;653;3560;834;-3560;1830
-161;1197;?;?;92;974;2669;1044;-2669;1049
-161;2404;?;?;193;242;2207;2536;-2207;1403
-165;628;805;?;328;225;825;968;-825;805
-169;-697;-560;?;412;437;-37;-334;37;-560
-167;312;-266;?;379;-55;383;806;-383;-266
-168;-114;94;833;258;90;305;302;-305;94
-168;-98;95;824;256;101;84;307;-84;95
-168;81;64;761;300;37;46;515;-46;64
-168;-104;21;810;302;107;178;305;-178;21
?;-1;79;795;283;57;-12;?;12;79
?;-89;69;830;278;78;-97;?;97;69
?;-70;81;823;276;73;-149;?;149;81
?;-124;268;799;248;119;-1342;?;1342;268
?;?;?;762;267;141;-1926;?;1926;406
?;?;?;699;221;93;-1457;?;1457;304
?;?;?;640;108;94;-1219;?;1219;191
?;?;?;610;96;112;-788;?;788;104
?;?;?;611;117;121;-117;?;117;-136
?;?;-210;624;?;120;32;?;-32;?
?;?;-7;655;?;81;-241;?;241;?
?;?;-176;650;?;202;-479;?;479;?
?;?;332;729;?;53;-1684;?;1684;?
?;?;456;756;?;172;-3356;407;3356;?
?;?;287;771;?;-10;-5308;694;5308;?
114;?;410;697;?;-1067;-5322;1966;5322;?
200;246;-1344;421;?;-973;-929;1952;929;-1344
160;-163;-424;903;?;-1231;135;2040;-135;-424
166;-272;547;1010;?;-1232;-2029;2021;2029;547
177;-238;-1722;567;-101;-281;-1847;1181;1847;-1722
177;-690;-1511;?;211;-352;-1725;1212;1725;-1511
-100;-718;-720;?;229;168;-824;714;824;-720
-203;-579;-645;?;156;545;225;366;-225;-645
-123;-626;-755;?;?;598;665;277;-665;-755
-152;-510;-601;?;?;788;1812;73;-1812;-601
-139;-486;539;?;?;726;2722;82;-2722;539
-143;-292;721;?;?;710;3352;132;-3352;721
-151;-165;414;272;?;461;3687;370;-3687;414
-147;-225;807;30;?;880;3469;-61;-3469;807
-154;?;2002;-345;671;345;3440;1240;?;2002
-154;?;562;-190;-342;923;2741;379;?;562
-158;?;897;-957;554;684;1310;1921;?;897
-162;?;3886;-1740;5102;-1713;1475;?;?;3886
-168;?;1203;-244;2343;477;1993;?;-1993;1203
-169;?;?;429;?;1478;858;?;-858;180
-168;?;?;323;?;-138;-81;?;81;1173
-169;?;?;906;?;245;?;?;-62;-200
-169;?;?;783;?;60;?;?;-127;283
-170;?;?;786;?;26;?;?;1;264
-170;?;18;857;?;141;?;198;45;18
-170;157;198;776;?;18;?;532;-24;198
-164;-125;?;741;?;58;?;?;2554;262
-166;-110;?;602;?;334;-5552;?;5552;637
-168;-470;?;1228;?;?;-5544;?;5544;-837
-165;-82;?;1273;?;?;?;?;1835;-2613
-155;926;?;-328;?;?;?;2227;2851;-491
-147;475;?;76;?;?;?;1594;2660;-3
-128;-669;?;1241;?;?;?;1482;1471;-1768
-107;-1124;-1835;1219;?;?;?;777;1357;-1835
-104;-942;-1143;942;?;?;730;347;-730;-1143
-110;-655;-602;571;?;?;1645;-207;-1645;-602
-114;-686;-293;?;?;?;2036;-387;-2036;-293
-120;-455;379;?;?;?;3027;-99;-3027;379
-129;-599;894;?;?;?;3486;-446;-3486;894
-135;59;1024;?;601;?;4079;259;-4079;1024
-140;-134;1113;?;-702;999;4222;-106;-4222;1113
-149;1056;1900;?;-97;1141;3823;759;-3823;1900
-156;5113;3495;-5342;8411;-327;2656;5170;-2656;3495
-160;2725;2970;-1471;4278;-945;-191;3323;191;2970
-161;-483;506;1983;-1123;-172;?;54;528;506
-161;343;-353;68;1554;70;?;727;-554;?
-161;-171;204;1005;90;32;?;262;152;204
-161;-83;262;851;243;71;?;327;-11;262
-162;62;86;628;555;77;?;462;-40;86
-162;-133;50;953;97;59;?;292;313;50
-162;24;61;691;453;71;?;436;123;61
-162;-105;67;864;226;65;?;333;711;67
-162;-89;125;?;354;70;?;391;1343;125
-163;-38;336;?;250;135;?;444;?;336
-163;-13;334;?;187;145;?;469;?;334
-164;28;175;?;229;103;?;563;?;175
-165;23;?;648;187;100;?;600;?;40
-165;5;?;650;177;111;-391;576;?;8
-165;-13;?;636;213;121;-330;?;?;36
-165;-82;?;668;211;130;-597;?;?;-24
-164;-74;?;661;230;117;-551;?;?;-21
-166;-154;?;681;253;131;-2050;?;?;88
-168;-344;?;753;294;30;-4978;?;?;368
-173;?;?;949;291;-464;-5888;1169;?;324
-175;?;?;586;287;?;-4795;2181;?;679
-173;?;?;-173;-45;?;-3333;2662;?;1541
-166;?;?;176;-657;?;-2097;1985;?;740
-129;?;?;922;-320;?;-2071;1228;?;-798
-88;?;?;1093;259;?;-1662;926;1662;-1255
-78;?;?;872;299;?;-71;362;71;-720
?;?;-122;498;274;?;967;-32;-967;-122
?;?;-324;599;190;?;1806;?;-1806;-324
-114;?;-100;622;248;?;2791;?;-2791;-100
-125;?;523;-19;59;?;3417;?;-3417;523
-135;?;625;518;253;699;3625;?;-3625;625
-139;?;1019;-308;363;973;4201;207;-4201;1019
-145;?;1558;-463;285;891;3890;348;-3890;1558
?;587;1046;?;65;760;2820;480;-2820;1046
?;5541;911;?;-2096;3712;3034;3469;-3034;911
?;4215;2190;?;-2583;1930;1393;3395;-1393;2190
?;-487;1738;?;8;-1284;-312;699;312;1738
?;504;138;?;995;119;198;599;-198;138
?;76;123;?;385;54;-8;399;8;?
?;-159;179;?;251;-52;59;284;-59;?
?;185;35;?;370;218;144;397;-144;?
?;-118;195;980;350;-54;-204;297;204;?
?;73;33;728;291;121;-304;380;?;?
?;-36;-30;864;286;26;-836;356;?;?
-162;7;139;812;371;22;-1393;413;?;?
-162;4;210;757;329;76;-1534;424;?;?
-163;62;184;702;240;94;-1381;520;?;?
-163;114;84;645;237;102;-944;592;?;?
-163;90;-34;636;223;106;-489;591;?;?
-163;97;-6;625;249;110;-225;594;?;-6
-163;47;17;653;246;107;-114;561;?;17
-163;-14;-30;674;225;116;-218;522;218;-30
-162;-72;-68;694;314;139;-580;436;580;-68
-163;-50;2;590;290;178;-2016;492;2016;2
-163;-63;-218;489;240;335;-3763;417;3763;-218
-165;-224;-27;689;309;35;-4979;649;4979;-27
?;-250;-221;904;235;-918;-3882;1688;3882;-221
?;-228;-1145;976;105;-1549;-371;2378;371;-1145
?;-315;-199;984;12;-1466;-396;2294;396;-199
?;-294;-706;723;-32;-866;-2353;1784;2353;-706
?;-447;-1999;664;?;-447;-2180;1347;2180;-1999
?;-887;-875;972;?;-238;-1702;1138;1702;-875
?;-923;-384;947;?;297;-662;672;662;-384
?;-731;-415;850;?;557;728;352;-728;-415
?;-47;-78;716;?;78;-367;525;367;-78
?;-12;330;642;297;?;-1606;480;1606;330
?;-99;185;665;276;?;-2361;498;2361;185
?;?;184;890;388;?;-4049;309;4049;184
-217;?;1002;905;463;?;-6049;569;6049;1002
59;?;-1123;1344;204;?;-3171;2306;3171;-1123
201;?;-925;1655;-222;?;-1456;?;1456;-925
188;?;2225;931;?;?;-2122;?;2122;2225
153;?;624;634;?;?;-1764;?;1764;624
-122;?;-1891;1212;20;?;-2397;?;2397;-1891
-136;?;-1271;1205;360;?;-912;?;912;?
-70;?;-707;791;188;?;773;?;-773;?
2;?;1039;606;8;?;570;?;-570;?
-23;?;245;1125;-45;?;1929;?;-1929;?
-52;?;-620;694;-120;897;2610;?;-2610;?
-97;-822;-598;801;68;636;4400;?;-4400;?
-127;-817;-385;942;13;197;4937;?;-4937;?
-145;-499;-134;787;-17;103;5691;?;-5691;-134
-140;-267;633;814;35;-172;6008;?;-6008;633
-178;-276;744;1735;-263;-1140;6095;1256;-6095;744
-127;745;984;854;329;-567;6422;1881;-6422;984
-209;2435;2378;2210;559;-2307;6660;3209;-6660;2378
-140;3281;4482;-792;547;?;5897;3224;-5897;4482
165;2865;3643;-4056;690;?;2005;2728;-2005;3643
-67;1408;-2873;4536;242;?;-2830;2025;2830;?
-238;986;-6290;1763;1631;?;-4499;270;4499;?
-132;1210;-1871;-2489;-665;?;-3511;1294;3511;-1871
-185;152;-500;2500;-3857;?;-2742;2022;2742;-500
-164;-500;-2215;464;-1128;?;-1824;7;1824;-2215
-159;62;16;456;413;391;-285;322;285;16
-171;106;557;1243;217;?;16;598;-16;557
-159;-44;-132;436;390;?;-232;223;232;-132
-168;46;279;1039;169;?;-179;513;179;279
-164;-21;-134;711;259;?;-248;344;248;-134
-165;30;41;813;261;?;-217;432;217;41
-165;8;140;813;264;48;-337;415;337;140
-165;-22;53;748;276;134;-398;362;398;53
-165;56;97;782;?;48;-298;479;298;97
-165;-26;40;776;?;106;-283;409;283;40
-164;31;-17;754;241;78;-274;445;274;-17
-165;7;32;775;265;72;-372;443;372;32
-166;-135;259;767;319;161;-1317;318;1317;259
-164;-45;410;710;168;109;-2713;400;2713;410
-172;-561;479;?;360;353;-3739;68;3739;479
-165;-434;-380;?;74;269;-7195;234;7195;-380
-171;-573;-1040;?;76;-1319;-9671;2102;9671;-1040
-144;-1335;148;?;393;-1642;-8317;?;8317;148
-35;-657;936;?;-512;341;-5425;717;5425;936
-10;-1085;327;?;-299;907;284;414;-284;327
-41;-1402;194;?;169;858;3088;382;-3088;194
-72;-625;588;?;-111;961;3314;94;-3314;588
-90;-930;302;?;-80;540;?;482;-4517;302
-90;-874;351;?;-84;576;?;447;-4439;351
-143;-402;941;762;171;-6;?;810;-6008;941
-148;-178;1212;1205;151;-771;?;1249;-6867;1212
-181;379;1433;1269;456;-1000;?;1664;-6681;1433
-143;1663;707;2033;462;-2042;?;2769;-6985;707
-190;3107;1746;?;146;461;?;3379;-6483;1746
-189;3805;4714;?;1199;3842;3574;3421;-3574;4714
146;2504;-1321;?;570;1848;-2049;2538;2049;-1321
3;26;-10702;?;?;1410;-3975;498;3975;-10702
-237;?;?;?;764;497;-3358;489;3358;-4397
-130;?;?;?;2973;-1346;-3412;851;3412;1238
-169;?;?;?;1264;186;-1619;-12;1619;-2415
-165;?;?;?;352;35;64;478;-64;247
-150;118;?;?;364;-140;22;530;-22;844
-170;-75;?;?;231;184;-153;299;153;-460
-155;61;501;?;286;-67;-175;496;175;501
-164;-54;-230;740;212;162;-290;328;290;-230
-160;13;-65;806;309;49;-277;402;277;-65
-160;17;35;784;302;67;-361;410;361;35
-161;5;17;748;268;97;-403;409;403;17
-160;?;57;780;250;83;-283;439;283;57
-161;?;-32;740;245;92;-261;429;261;-32
-160;?;20;772;255;103;-273;421;273;20
-160;?;86;785;259;57;-345;444;345;86
-161;?;102;812;281;34;-992;405;992;102
-160;?;122;805;206;230;-2232;257;2232;122
-162;?;422;561;104;215;-3590;384;3590;422
-160;?;-493;862;25;281;-5966;373;5966;-493
-157;?;-2279;899;79;-559;-9396;1211;9396;-2279
-124;?;-997;1124;569;-1544;-9084;2364;9084;-997
-59;?;1375;2903;953;-542;-4022;1835;4022;1375
-41;?;499;2998;553;416;-399;1126;399;499
-57;?;?;1190;38;903;1294;379;-1294;33
-71;?;?;658;-64;1088;3010;-41;-3010;?
-93;?;?;813;3;625;4181;408;-4181;?
-115;?;?;643;111;457;5370;431;-5370;?
?;?;?;704;264;70;6186;642;-6186;?
?;?;?;724;456;-193;6266;918;-6266;882
?;?;?;986;244;-380;6344;851;-6344;1327
?;?;?;1180;681;-998;6315;1767;-6315;1334
?;?;?;1159;1272;-1231;6718;3239;-6718;?
?;?;?;-1742;803;2320;4474;3254;-4474;?
?;?;?;-3672;-317;4665;-821;2327;821;?
?;?;129;2220;-330;-1201;?;1292;2237;?
-167;458;-284;3780;2245;-3104;?;-192;2792;?
-163;168;-1706;820;-319;-15;?;1024;4359;?
-164;-701;-1101;1801;-3937;-421;?;2348;2121;?
-161;-324;150;1197;-453;-142;?;594;-273;?
-161;224;608;684;801;52;?;360;-61;?
-162;105;363;971;59;-132;?;627;197;?
-162;17;145;673;499;193;?;227;116;?
-163;35;?;867;147;5;?;478;234;?
-163;13;?;773;290;103;?;357;249;41
-163;10;-28;761;231;119;-310;383;310;-28
-163;59;110;768;225;77;-377;458;377;?
-163;33;83;746;289;112;-425;389;425;83
-163;50;56;789;211;43;-242;506;242;56
-163;18;107;791;237;60;-303;447;303;107
-163;-30;8;787;214;89;-304;410;304;8
-164;-38;52;790;206;86;-574;419;574;52
-162;-105;240;747;255;?;-2137;270;2137;240
-167;-54;250;787;270;?;-3080;541;3080;?
-161;-96;79;551;27;?;-5062;357;5062;?
-170;-486;-1451;895;-112;?;-8222;782;8222;?
-152;-527;-959;1230;270;?;-9796;2217;9796;?
-67;-1823;1457;1926;402;?;-8078;2568;8078;?
-31;-3871;61;3750;86;?;-2099;2084;2099;?
-41;-2113;-297;?;156;?;2163;?;-2163;?
-65;-420;1134;?;160;?;3133;?;-3133;?
-97;-957;772;?;0;?;4562;?;-4562;?
-126;-517;652;?;143;?;5849;?;-5849;?
-142;-380;897;?;194;81;6296;?;-6296;?
-137;-214;1561;?;?;-430;6447;?;-6447;?
-182;-81;1015;?;?;?;7099;?;-7099;?
-132;1128;1321;?;?;?;6632;?;-6632;?
-199;2731;2309;?;?;?;7089;?;-7089;2309
-165;3008;2546;?;?;?;5119;?;-5119;2546
157;1384;1648;?;?;?;-573;?;573;1648
-34;-1902;-2418;?;?;?;-922;?;922;-2418
-239;-262;-2509;?;?;?;-2630;?;2630;-2509
-131;1662;-1381;1131;?;?;-4766;?;4766;-1381
-177;-406;-2438;887;?;?;-1238;345;1238;-2438
-162;-145;-88;1180;?;?;56;530;-56;-88
-155;434;886;868;?;?;-208;834;208;886
-170;91;41;831;?;?;-37;401;37;41
-156;113;96;809;?;?;-280;430;280;96
-165;23;?;770;215;?;-266;343;266;-78
-161;88;?;800;318;53;-367;420;367;-201
-162;69;?;801;330;54;-406;392;406;-167
-162;84;?;753;312;86;-455;410;455;-26
-162;65;?;770;281;69;-510;453;510;-9
-161;63;?;746;265;92;-408;441;408;?
-162;5;?;795;250;57;-618;454;618;?
-161;1;?;731;302;132;-975;356;975;?
-161;60;?;714;417;107;-1597;380;1597;?
-162;-121;?;769;282;125;-3123;386;3123;?
-159;-299;?;578;82;515;-5424;55;5424;?
-160;-648;?;1197;30;-372;-9193;985;?;?
-132;-972;?;1579;294;-1710;-9992;2352;?;?
-74;-2239;?;2066;174;-1407;?;2603;?;?
-55;-3008;1072;2721;-346;-119;?;1793;?;?
-66;-1066;812;1134;-171;1207;?;?;?;?
-81;-496;780;623;-27;1068;?;?;?;?
-99;-944;494;931;15;642;?;?;?;?
-110;-436;?;696;241;454;5096;?;?;233
-120;-447;?;661;352;381;5135;?;?;711
-141;-133;?;703;642;-87;5702;?;?;1684
-156;139;?;1481;622;-1176;6575;?;?;1840
-157;71;?;1045;334;-640;5582;?;?;3064
-162;711;?;2133;598;-1915;7495;?;?;841
-170;3376;?;-1115;547;1659;5953;?;?;2843
-174;3611;?;-4098;1565;5153;634;?;?;?
-175;155;?;1322;2357;-542;-3;-1755;3;?
-170;293;?;324;574;453;-3317;-314;3317;?
-169;1486;?;-1077;1342;1867;-4991;843;4991;?
-168;865;?;1748;1559;-1276;-2350;509;2350;?
-165;749;?;909;-217;-324;?;1932;1347;?
-166;302;?;772;525;31;?;409;72;?
-166;131;109;877;454;?;?;246;-86;?
-166;147;134;741;126;?;?;586;276;?
-167;41;10;905;366;-15;?;212;?;?
-167;114;-35;754;180;127;?;477;?;?
-167;130;2;799;361;64;?;345;?;?
-167;130;-1;787;317;80;?;385;?;?
-167;110;48;768;?;98;?;438;?;?
-167;123;0;743;?;97;?;430;?;0
-166;51;?;797;?;109;?;386;?;82
-167;90;10;767;?;63;?;?;?;10
-166;12;13;824;?;98;-828;?;?;13
-167;8;167;762;322;150;-1519;?;?;167
-168;70;188;628;196;155;-3222;?;?;188
-166;-324;68;889;141;245;-5218;?;?;68
-173;-116;-1356;840;-1;-592;-8809;?;?;-1356
-146;-848;-717;1756;411;-1747;-9603;?;?;-717
-84;-1963;1488;2049;77;-1268;-7432;?;?;1488
-50;-1083;520;538;-885;375;-4568;?;?;520
-55;-632;-365;733;-90;1284;1656;?;-1656;-365
-93;-782;383;1124;276;857;4413;?;-4413;383
-94;-721;511;645;-91;764;3548;?;-3548;511
-119;-694;564;?;114;402;4862;?;-4862;564
-142;-373;1158;?;244;-154;5920;?;-5920;1158
-150;-191;1648;?;288;-466;6397;?;-6397;1648
-177;40;1827;?;90;-1260;6862;1633;-6862;1827
-133;1284;1703;?;521;-1182;6918;2595;-6918;1703
-233;3049;1080;?;426;-1026;7777;3833;-7777;1080
-64;2360;1042;?;209;3605;4343;2855;-4343;1042
165;536;1092;?;-775;3971;-1903;1780;1903;1092
-142;1890;-271;5554;219;-4442;-3915;2550;3915;-271
-211;2076;-1239;3801;2551;-3330;-4668;1193;4668;-1239
-130;-1530;-1276;397;-2465;1023;-3487;580;3487;-1276
-188;-721;-2251;1498;-1767;-221;-2032;843;2032;-2251
-151;1506;-1642;383;?;-162;-1606;119;1606;-1642
-164;-5;314;850;?;66;-38;439;?;314
-165;2;186;891;?;22;-21;474;?;186
-159;199;-1;708;?;98;-287;311;?;-1
-166;-114;126;908;?;58;-165;432;?;126
-161;180;-91;728;?;88;-397;383;?;-91
-163;24;34;813;?;77;-333;375;?;34
-163;78;-3;787;?;80;-361;377;?;-3
-163;60;36;770;?;98;-352;412;?;36
-163;41;21;763;?;81;-288;441;?;21
-162;34;0;806;?;89;-359;434;?;0
-163;51;97;737;?;70;-561;422;?;97
-162;8;61;821;331;88;-1521;370;?;61
-164;-116;294;759;147;145;-2894;369;2894;294
-165;-223;212;624;43;302;-4952;272;4952;212
-160;-416;-1296;928;26;127;-8620;554;8620;-1296
-158;-433;-1844;839;-109;-1197;-10126;1937;10126;-1844
-111;-1341;869;1974;626;-1178;-7041;2063;7041;869
-53;-2294;1941;3002;933;-29;-2009;1242;2009;1941
-52;-1483;18;1594;63;351;1760;945;-1760;18
-67;-683;8;840;-12;1014;2956;79;-2956;8
-155;-90;1273;900;348;-307;6276;924;-6276;1273
-162;191;1769;1241;429;-860;6724;1365;-6724;1769
-160;900;1743;1659;699;-1470;6973;2094;-6973;1743
-201;2146;394;1178;416;-749;7093;3128;-7093;394
-21;2813;4973;-2127;905;3312;4783;3502;-4783;4973
256;2712;4447;-5060;1003;?;-1152;3701;1152;4447
113;-694;-4482;-865;-1382;?;-2985;870;2985;-4482
-173;-3264;-3833;3496;-1778;?;-1175;-2721;1175;-3833
-183;1283;1118;1354;1995;?;-2368;5;2368;1118
-156;3506;139;1621;3530;-1714;-2417;2511;2417;139
-175;1101;-347;1882;1331;-1482;-543;1164;543;-347
-162;162;413;264;32;698;-179;427;179;413
-169;125;-76;989;259;-116;-120;416;120;-76
-168;161;134;877;304;9;-227;374;227;134
-167;163;71;716;228;188;-398;404;398;71
-169;126;-253;882;252;-7;-376;393;376;-253
-166;166;10;720;273;160;-538;?;538;10
-168;134;20;848;262;27;-566;?;566;20
-168;127;-42;767;231;95;-560;?;560;-42
-168;175;22;764;271;69;-468;?;468;22
-167;112;79;787;263;99;-334;415;334;79
-168;48;-49;769;247;66;-1001;388;1001;-49
-166;68;214;827;282;122;-1031;356;?;214
-168;123;-99;713;356;46;-2438;444;?;-99
-167;-49;-31;656;192;320;-3993;?;?;-31
-167;-55;-107;655;-55;80;-5726;?;?;-107
-163;168;-1610;627;295;-1443;-9598;?;?;-1610
-113;-987;265;2011;962;-1503;-7350;?;?;265
-78;-2359;2465;3600;1246;-1291;-4594;?;?;2465
-81;-1561;1481;2319;616;?;-2723;?;?;1481
-88;-499;709;563;-185;?;2652;?;-2652;709
-107;-660;378;757;-128;?;3762;?;-3762;378
-120;-557;326;624;-10;?;4169;?;-4169;326
-139;-398;-98;757;9;213;5927;?;-5927;-98
-145;-89;901;590;472;-5;6057;?;-6057;901
?;19;1116;1025;295;-479;6445;?;-6445;1116
?;297;1307;1357;361;-971;?;?;?;1307
?;1655;1824;1571;963;-1354;?;?;?;1824
?;2279;731;1576;663;-1003;?;?;?;731
?;2459;5193;-3964;1087;5175;?;3215;?;5193
?;1920;1785;?;660;2133;?;2886;?;1785
?;1897;-5735;?;1519;-4203;?;563;?;-5735
?;1138;-2009;?;1348;104;?;315;?;-2009
-181;-2189;-868;?;-3413;311;?;1658;?;-868
-159;-1978;-684;?;-2567;14;?;444;?;-684
-177;103;964;?;442;961;112;-69;?;964
-165;186;125;?;80;-303;-126;676;?;125
-172;207;165;?;361;225;-161;310;?;165
-170;97;47;?;199;111;-216;336;?;47
-169;132;-86;?;192;42;-225;411;?;-86
-171;189;-98;?;317;185;-244;333;?;-98
-169;115;-125;?;189;52;-326;410;326;-125
-170;193;-4;?;301;138;-370;384;370;-4
-170;201;-13;720;?;136;-314;437;314;-13
-170;126;-34;806;?;67;-276;431;276;-34
-169;138;-7;812;?;69;-363;407;363;-7
-170;148;-104;754;289;94;-670;394;670;-104
-168;-4;59;840;246;137;-1164;245;1164;59
-170;165;-67;723;340;73;-2309;?;2309;-67
-168;57;-160;660;239;243;-3510;?;3510;-160
-168;-464;-1043;991;-48;115;-7128;?;7128;-1043
-166;-478;-2618;1155;4;-691;-10473;?;10473;-2618
-128;-758;-1131;1270;205;-1113;-8076;?;8076;-1131
-117;-1074;211;1411;349;-1770;-8413;?;8413;211
-109;-885;-229;1266;201;-727;-5275;1647;5275;-229
-85;-621;301;905;-5;1269;3353;-256;-3353;301
-95;-425;345;673;61;1113;3085;-154;-3085;345
-98;-537;222;735;27;974;2172;-34;-2172;222
-126;-233;733;661;285;448;5111;399;-5111;733
-147;26;1772;588;557;-256;6005;866;-6005;1772
-161;87;1763;850;308;-322;5894;1079;-5894;1763
-160;92;1306;1233;360;-873;6002;1377;-6002;1306
-163;801;1428;1717;637;-1547;6274;2172;-6274;1428
-202;2094;2385;994;474;-733;6338;3403;-6338;2385
