InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
13;25;-257.0;28;-17;-220.0;648;724;-25;-17;13;16;-32
23;3;110.0;15;-5;-288.0;655;735;-3;-5;23;-7;-45
20;-26;68.0;18;17;-323.0;649;737;26;17;20;-6;-45
2;-7;101.0;20;-23;-261.0;652;732;7;-23;2;-7;-45
-6;-30;109.0;17;-36;-215.0;658;731;30;-36;-6;-6;-45
6;-58;136.0;15;-35;-238.0;648;742;58;-35;6;3;-45
-394;-123;207.0;20;-439;42.0;669;720;123;-439;-394;1;-47
154;47;-275.0;-5;-197;-450.0;708;713;-47;-197;154;-10;-41
27;-4;-206.0;17;-58;-331.0;660;727;4;-58;27;32;-40
-85;113;-106.0;-10;42;-155.0;727;713;-113;42;-85;12;-37
214;601;-38.0;135;-190;-54.0;804;660;-601;-190;214;-226;-23
-4;-30;72.0;23;-10;-439.0;655;724;30;-10;-4;32;-32
-4;25;109.0;17;-4;-344.0;656;733;-25;-4;-4;22;-45
2;-9;149.0;12;-11;-268.0;657;739;9;-11;2;24;-45
-3;9;147.0;16;-30;-208.0;659;730;-9;-30;-3;33;-45
-14;-33;-23.0;22;-5;63.0;662;719;33;-5;-14;16;-25
15;20;70.0;19;-11;69.0;657;727;-20;-11;15;18;-25
13;40;-87.0;17;-68;132.0;661;728;-40;-68;13;18;-25
-24;-10;192.0;9;-25;-164.0;676;726;10;-25;-24;8;-32
-41;-23;-220.0;9;-12;-39.0;659;740;23;-12;-41;26;-41
-76;-12;-178.0;-5;82;-100.0;681;739;12;82;-76;4;-41
-1091;-173;-8.0;18;-1271;-58.0;704;685;173;-1271;-1091;33;-46
20;-16;-170.0;17;-38;-295.0;663;724;16;-38;20;36;-40
-37;36;-140.0;25;-3;-333.0;661;724;-36;-3;-37;12;-38
-46;45;-249.0;21;-4;-21.0;668;726;-45;-4;-46;30;-38
-277;-596;-24.0;28;878;-104.0;609;759;596;878;-277;17;-37
-4;36;113.0;36;-72;45.0;621;736;-36;-72;-4;51;-41
-1416;432;2.0;-93;-1974;-32.0;956;635;-432;-1974;-1416;33;-38
-136;-4;-105.0;29;75;-258.0;643;726;4;75;-136;30;-40
31;-32;-102.0;19;-21;-339.0;665;721;32;-21;31;21;-40
44;-31;-131.0;14;-36;-413.0;673;722;31;-36;44;19;-40
24;-69;-108.0;11;-32;-498.0;679;719;69;-32;24;28;-40
-19;-11;195.0;18;6;-46.0;669;718;11;6;-19;27;-44
-46;105;69.0;18;-25;4.0;671;717;-105;-25;-46;21;-46
-74;171;81.0;20;-29;0.0;677;708;-171;-29;-74;20;-46
-223;562;-35.0;36;-33;32.0;658;707;-562;-33;-223;1;-43
-37;9;198.0;13;-27;-43.0;675;719;-9;-27;-37;25;-44
23;-31;19.0;21;13;73.0;679;702;31;13;23;58;-39
14;-71;147.0;14;5;-121.0;670;723;71;5;14;-17;-44
-51;9;27.0;24;92;51.0;684;696;-9;92;-51;65;-40
-35;-3;194.0;16;-6;-41.0;671;718;3;-6;-35;25;-44
32;-23;246.0;20;1;-103.0;658;727;23;1;32;-7;-39
-57;-1;67.0;22;77;21.0;673;711;1;77;-57;47;-40
-455;849;-352.0;5;719;-355.0;882;462;-849;719;-455;25;-62
23;47;74.0;17;-33;71.0;667;722;-47;-33;23;-5;-42
-5;-20;255.0;20;3;-79.0;661;724;20;3;-5;-12;-39
-128;34;35.0;27;77;-116.0;642;728;-34;77;-128;69;-41
-9;20;-28.0;11;55;32.0;666;731;-20;55;-9;-46;-43
-61;35;71.0;17;80;-89.0;660;729;-35;80;-61;-22;-43
-42;57;-14.0;27;-18;56.0;648;723;-57;-18;-42;66;-40
59;248;49.0;10;-30;51.0;675;726;-248;-30;59;26;-42
-36;-3;93.0;24;90;-108.0;665;713;3;90;-36;-45;-44
-20;-51;101.0;21;79;-115.0;672;711;51;79;-20;-9;-44
-95;14;-10.0;-492;-66;-82.0;1134;1076;-14;-66;-95;-1659;-39
-76;-35;97.0;12;62;49.0;668;727;35;62;-76;16;-42
219;36;-105.0;-4;-108;-91.0;692;737;-36;-108;219;-1;-37
29;31;177.0;19;20;-161.0;654;732;-31;20;29;-5;-41
3;117;59.0;91;7;29.0;604;697;-117;7;3;-23;-38
-19;3;-112.0;17;-21;-301.0;655;732;-3;-21;-19;-5;-41
-10;-12;-135.0;15;-13;-317.0;655;736;12;-13;-10;-9;-41
12;13;150.0;22;13;-232.0;652;729;-13;13;12;-1;-41
16;3;136.0;19;14;-218.0;655;730;-3;14;16;-7;-41
-1;-17;201.0;22;31;51.0;671;708;17;31;-1;63;-38
-1008;-498;60.0;49;-163;-27.0;534;805;498;-163;-1008;159;-40
-168;-108;131.0;29;92;1.0;613;749;108;92;-168;124;-44
-118;-26;57.0;6;45;24.0;662;742;26;45;-118;31;-39
1206;1826;-64.0;-542;-1101;28.0;1236;988;-1826;-1101;1206;-565;-33
1947;-1803;-506.0;-21;1611;-464.0;1111;424;1803;1611;1947;422;-45
14;-22;77.0;24;68;-21.0;674;703;22;68;14;61;-38
-41;80;2.0;-16;24;40.0;706;725;-80;24;-41;10;-43
10;-28;80.0;20;-43;-291.0;660;724;28;-43;10;31;-43
16;4;49.0;14;-10;64.0;657;732;-4;-10;16;73;-41
-13;-20;88.0;18;-45;-312.0;662;726;20;-45;-13;34;-43
3;13;80.0;21;-4;54.0;646;733;-13;-4;3;65;-41
-138;282;-252.0;12;-93;-208.0;707;690;-282;-93;-138;21;-36
14;-32;230.0;18;-49;-185.0;660;726;32;-49;14;37;-43
5;535;220.0;63;-226;114.0;620;733;-535;-226;5;12;-45
-40;13;-363.0;15;-1;-342.0;746;644;-13;-1;-40;26;-50
-14;12;-383.0;13;13;-354.0;753;637;-12;13;-14;24;-50
-12;10;261.0;69;-221;-500.0;628;684;-10;-221;-12;69;-37
9;16;-363.0;13;8;-328.0;743;648;-16;8;9;19;-50
-12;29;-363.0;13;-10;-348.0;743;648;-29;-10;-12;23;-50
26;-53;290.0;25;-28;-142.0;636;738;53;-28;26;-35;-40
-16;1;-359.0;17;8;-353.0;741;645;-1;8;-16;26;-50
-22;-28;-365.0;20;1;-362.0;739;644;28;1;-22;17;-50
-16;0;-347.0;18;-3;-365.0;742;643;0;-3;-16;20;-50
-14;13;-355.0;16;-23;-326.0;753;634;-13;-23;-14;7;-52
13;24;-359.0;14;12;-354.0;748;642;-24;12;13;25;-50
-22;-7;-367.0;16;12;-318.0;755;630;7;12;-22;11;-52
-16;16;-385.0;12;-19;-318.0;763;629;-16;-19;-16;4;-52
-30;5;477.0;21;44;-303.0;682;705;-5;44;-30;17;-13
-14;20;-360.0;14;-5;-346.0;745;644;-20;-5;-14;23;-50
28;11;-368.0;13;-24;-362.0;745;647;-11;-24;28;21;-50
20;-14;-352.0;14;-5;-354.0;742;649;14;-5;20;15;-50
-1522;239;75.0;1060;2971;291.0;1896;-1358;-239;2971;-1522;-433;-35
5;-32;330.0;5;-2;-8.0;709;697;32;-2;5;28;-46
-8;22;-353.0;15;-18;-363.0;748;639;-22;-18;-8;23;-50
-135;-33;-13.0;33;70;59.0;619;754;33;70;-135;-62;-40
-31;1;-352.0;14;17;-362.0;746;644;-1;17;-31;24;-50
16;-14;-354.0;18;16;-374.0;746;639;14;16;16;18;-50
-1297;-5034;-636.0;-542;1432;-358.0;1250;904;5034;1432;-1297;55;-53
9;17;-355.0;8;1;-318.0;759;638;-17;1;9;25;-50
-311;1651;-13.0;28;1;79.0;591;783;-1651;1;-311;-65;-37
-3;14;-353.0;15;-23;-336.0;740;650;-14;-23;-3;16;-50
18;15;-405.0;11;-3;-303.0;765;627;-15;-3;18;7;-52
-69;56;-61.0;25;84;-392.0;643;733;-56;84;-69;31;-41
-146;176;98.0;19;111;46.0;672;715;-176;111;-146;22;-42
-5;-28;-374.0;14;-19;-360.0;754;636;28;-19;-5;31;-50
-9;-1;-343.0;10;-8;-354.0;747;649;1;-8;-9;23;-50
4;-9;-372.0;16;-2;-355.0;746;641;9;-2;4;26;-50
28;28;810.0;8;-33;14.0;690;709;-28;-33;28;70;-38
23;1;-359.0;16;15;-350.0;746;641;-1;15;23;19;-50
8;12;-369.0;13;-13;-317.0;758;633;-12;-13;8;7;-52
76;-9;575.0;51;-82;588.0;710;702;9;-82;76;27;-62
-24;107;-370.0;38;11;-425.0;664;701;-107;11;-24;10;-36
-16;8;-364.0;13;-4;-374.0;750;641;-8;-4;-16;23;-50
-116;-15;174.0;44;11;-72.0;597;732;15;11;-116;180;-44
-21;10;-353.0;14;-17;-372.0;748;643;-10;-17;-21;23;-50
-2;7;224.0;7;-30;199.0;670;734;-7;-30;-2;-12;-38
957;6936;-378.0;-543;-2164;-427.0;1392;777;-6936;-2164;957;314;-72
17;-4;-353.0;15;-5;-354.0;750;637;4;-5;17;30;-50
-18;3;-362.0;11;-6;-354.0;747;649;-3;-6;-18;25;-50
-4;-15;-734.0;15;27;-448.0;682;708;15;27;-4;66;-38
-19;-3;-375.0;13;-8;-362.0;750;642;3;-8;-19;26;-50
