Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
-254.0;-570.0;490.0;693.0;-602.0;625.0;-293.0;89.0;216.0
-393.0;-794.0;476.0;796.0;-563.0;627.0;-282.0;119.0;188.0
-408.0;-1001.0;464.0;881.0;-471.0;625.0;-163.0;-3.0;?
-243.0;?;441.0;846.0;-480.0;620.0;-313.0;10.0;?
-24.0;?;389.0;774.0;-474.0;616.0;-312.0;-13.0;?
113.0;?;390.0;712.0;-463.0;612.0;-404.0;-53.0;?
132.0;?;380.0;?;?;613.0;-363.0;-268.0;?
95.0;?;357.0;?;?;611.0;-397.0;-449.0;450.0
52.0;-794.0;361.0;?;?;614.0;-286.0;-848.0;133.0
91.0;-676.0;496.0;?;?;619.0;-99.0;-592.0;-139.0
63.0;-478.0;780.0;?;?;632.0;96.0;-471.0;-278.0
109.0;-184.0;1038.0;?;?;650.0;-107.0;-615.0;-477.0
45.0;-149.0;901.0;?;-611.0;662.0;379.0;-677.0;-712.0
-209.0;-26.0;930.0;702.0;-430.0;680.0;?;-233.0;-545.0
-523.0;40.0;956.0;582.0;?;695.0;?;-335.0;-297.0
-750.0;212.0;940.0;260.0;?;715.0;?;-469.0;-361.0
-873.0;352.0;849.0;51.0;?;726.0;?;-581.0;-323.0
-825.0;242.0;758.0;204.0;?;733.0;-98.0;-451.0;-272.0
-656.0;275.0;894.0;318.0;?;745.0;-318.0;-475.0;-213.0
-656.0;177.0;882.0;366.0;?;752.0;-336.0;-643.0;-224.0
-677.0;50.0;837.0;383.0;?;759.0;-137.0;-753.0;-227.0
-423.0;?;980.0;546.0;?;763.0;-154.0;-579.0;-266.0
-370.0;?;1090.0;741.0;?;762.0;?;-536.0;-358.0
-296.0;-6.0;1073.0;829.0;?;761.0;?;-590.0;-324.0
-386.0;-16.0;1049.0;650.0;?;762.0;?;-543.0;-259.0
-302.0;-98.0;1125.0;415.0;?;763.0;?;-501.0;-314.0
-284.0;-161.0;1113.0;656.0;?;763.0;?;-479.0;-344.0
-148.0;-172.0;1110.0;1008.0;?;766.0;?;?;-177.0
-71.0;-243.0;1079.0;817.0;?;767.0;?;?;?
-68.0;-217.0;1050.0;549.0;-220.0;770.0;?;?;?
-418.0;-145.0;1085.0;118.0;-226.0;762.0;?;?;?
-475.0;-49.0;1012.0;405.0;-320.0;761.0;?;?;?
-538.0;-4.0;947.0;939.0;-380.0;765.0;?;?;?
-447.0;-16.0;903.0;721.0;-394.0;760.0;?;?;?
-457.0;-96.0;867.0;553.0;-476.0;761.0;?;?;?
-432.0;-144.0;841.0;590.0;-505.0;752.0;?;-273.0;?
-234.0;-156.0;843.0;502.0;-505.0;750.0;-22.0;-258.0;?
-679.0;-162.0;831.0;640.0;-550.0;747.0;-13.0;-259.0;?
-629.0;-187.0;825.0;734.0;-581.0;742.0;-62.0;-248.0;230.0
-422.0;-196.0;846.0;516.0;-604.0;740.0;-161.0;-210.0;204.0
-357.0;-205.0;?;541.0;-571.0;739.0;67.0;-241.0;223.0
-404.0;-190.0;?;591.0;-661.0;738.0;52.0;-159.0;123.0
-339.0;-186.0;?;657.0;-615.0;740.0;72.0;-32.0;50.0
-502.0;-277.0;855.0;578.0;-636.0;742.0;47.0;-119.0;86.0
-420.0;-147.0;838.0;?;-656.0;743.0;?;-54.0;69.0
-441.0;-121.0;757.0;?;-564.0;749.0;?;-3.0;100.0
-496.0;-136.0;741.0;?;-484.0;752.0;?;43.0;284.0
-418.0;-226.0;719.0;?;-511.0;756.0;?;75.0;410.0
-535.0;-226.0;691.0;?;-474.0;757.0;?;73.0;526.0
-483.0;-352.0;608.0;?;-522.0;757.0;?;212.0;763.0
-572.0;-442.0;485.0;?;-591.0;754.0;?;257.0;920.0
-382.0;-422.0;494.0;?;-703.0;743.0;?;179.0;1005.0
-178.0;-470.0;384.0;782.0;-853.0;728.0;?;108.0;871.0
-247.0;-383.0;350.0;790.0;-1039.0;706.0;?;159.0;786.0
-29.0;-293.0;297.0;544.0;-1199.0;683.0;?;260.0;791.0
73.0;-159.0;224.0;?;?;652.0;?;222.0;846.0
107.0;-130.0;106.0;?;?;625.0;?;105.0;?
334.0;-61.0;56.0;?;?;596.0;736.0;51.0;?
357.0;1.0;32.0;?;?;566.0;799.0;-89.0;?
425.0;15.0;57.0;?;?;536.0;756.0;-79.0;?
442.0;51.0;?;?;?;506.0;770.0;-143.0;?
479.0;170.0;?;?;?;477.0;852.0;-247.0;?
426.0;263.0;?;?;-1012.0;450.0;891.0;-249.0;?
426.0;360.0;?;?;-898.0;428.0;943.0;-115.0;?
436.0;272.0;?;?;-928.0;406.0;903.0;-96.0;?
611.0;302.0;52.0;?;-913.0;384.0;875.0;-114.0;?
636.0;462.0;-16.0;-246.0;-881.0;361.0;926.0;-147.0;735.0
503.0;552.0;-15.0;-451.0;-921.0;339.0;942.0;-194.0;739.0
525.0;524.0;29.0;-488.0;?;320.0;906.0;-253.0;859.0
473.0;543.0;-7.0;-451.0;?;304.0;903.0;-239.0;846.0
553.0;501.0;-14.0;-306.0;?;286.0;882.0;-179.0;806.0
570.0;432.0;12.0;-242.0;?;263.0;898.0;-170.0;747.0
591.0;472.0;12.0;-395.0;?;245.0;891.0;-220.0;723.0
?;526.0;-18.0;-488.0;?;217.0;929.0;-273.0;695.0
?;549.0;14.0;-609.0;?;192.0;901.0;-294.0;738.0
?;-125.0;190.0;534.0;?;505.0;470.0;381.0;447.0
?;-42.0;212.0;663.0;-1153.0;524.0;514.0;456.0;348.0
?;-215.0;168.0;617.0;-1157.0;553.0;145.0;521.0;310.0
?;-309.0;48.0;630.0;-881.0;584.0;207.0;372.0;218.0
?;-275.0;223.0;573.0;-754.0;607.0;319.0;286.0;302.0
?;-288.0;312.0;636.0;-726.0;633.0;277.0;?;124.0
?;-279.0;334.0;804.0;-761.0;656.0;213.0;?;193.0
?;-368.0;370.0;763.0;-662.0;675.0;247.0;?;118.0
?;-438.0;415.0;744.0;-750.0;690.0;162.0;?;93.0
?;-357.0;525.0;807.0;?;698.0;63.0;?;?
?;-366.0;586.0;787.0;?;708.0;171.0;?;?
?;-433.0;623.0;734.0;?;716.0;175.0;?;?
?;-322.0;678.0;866.0;?;728.0;101.0;?;?
-639.0;-292.0;675.0;727.0;?;736.0;145.0;?;?
-384.0;-194.0;720.0;752.0;?;739.0;13.0;?;?
-599.0;-226.0;707.0;616.0;?;747.0;-41.0;?;?
-435.0;-150.0;767.0;685.0;?;753.0;-158.0;?;?
-609.0;-188.0;702.0;675.0;?;764.0;-18.0;?;?
-374.0;-209.0;783.0;674.0;?;770.0;-14.0;?;-115.0
-572.0;-139.0;803.0;698.0;?;773.0;-117.0;?;-310.0
-311.0;-179.0;812.0;?;?;781.0;-274.0;-341.0;-202.0
-526.0;-181.0;808.0;826.0;-549.0;789.0;-153.0;-312.0;-448.0
-525.0;-163.0;968.0;628.0;-668.0;794.0;-419.0;?;-454.0
-587.0;-235.0;975.0;587.0;-429.0;792.0;-253.0;?;-502.0
-498.0;-126.0;1006.0;726.0;-437.0;790.0;-389.0;-422.0;-525.0
-415.0;-147.0;1044.0;785.0;-275.0;782.0;-325.0;-515.0;-516.0
-607.0;-194.0;1014.0;686.0;-143.0;771.0;-378.0;-490.0;-437.0
-536.0;-253.0;1027.0;686.0;?;754.0;-441.0;-435.0;-438.0
-564.0;-265.0;1005.0;629.0;?;737.0;-356.0;-468.0;-456.0
-519.0;?;973.0;305.0;?;724.0;-375.0;-530.0;-392.0
-604.0;?;974.0;697.0;?;715.0;-386.0;-505.0;-404.0
-116.0;?;1065.0;957.0;?;704.0;-408.0;-486.0;-375.0
-336.0;?;1070.0;865.0;?;693.0;-377.0;-531.0;-329.0
-873.0;?;1066.0;648.0;?;689.0;-313.0;-451.0;-318.0
-650.0;?;1097.0;600.0;?;687.0;-388.0;-449.0;-277.0
-446.0;?;1079.0;610.0;12.0;687.0;-276.0;-548.0;-197.0
-504.0;?;1061.0;660.0;-42.0;689.0;-137.0;-473.0;-110.0
-435.0;?;1073.0;660.0;-50.0;690.0;-256.0;-384.0;-31.0
-454.0;?;1013.0;593.0;-98.0;696.0;?;-332.0;78.0
-435.0;?;993.0;546.0;-186.0;?;?;-370.0;165.0
-378.0;?;922.0;542.0;-258.0;?;?;-477.0;154.0
-355.0;?;877.0;?;-329.0;?;?;-539.0;247.0
-318.0;?;789.0;?;-390.0;?;?;-483.0;375.0
?;?;722.0;341.0;-440.0;?;153.0;-486.0;345.0
?;?;625.0;?;-421.0;?;104.0;-387.0;471.0
?;?;580.0;?;-422.0;?;192.0;-451.0;615.0
?;?;552.0;?;-500.0;?;192.0;-470.0;650.0
?;?;489.0;-29.0;-510.0;?;226.0;-441.0;641.0
?;?;465.0;-17.0;-571.0;?;188.0;-341.0;654.0
?;248.0;458.0;2.0;-678.0;?;152.0;-343.0;629.0
77.0;197.0;405.0;36.0;-727.0;?;194.0;-384.0;686.0
86.0;239.0;397.0;60.0;-703.0;580.0;294.0;-364.0;773.0
133.0;291.0;402.0;63.0;-730.0;559.0;325.0;-363.0;821.0
109.0;251.0;419.0;36.0;-721.0;538.0;394.0;-393.0;880.0
73.0;217.0;332.0;7.0;-763.0;517.0;371.0;-302.0;816.0
169.0;245.0;362.0;17.0;-812.0;492.0;492.0;-287.0;?
240.0;341.0;405.0;47.0;-914.0;460.0;93.0;-122.0;?
197.0;324.0;385.0;100.0;-942.0;425.0;?;-336.0;?
181.0;263.0;370.0;137.0;-969.0;390.0;?;-174.0;?
171.0;154.0;438.0;197.0;-1077.0;359.0;?;-88.0;?
81.0;-310.0;724.0;324.0;-977.0;326.0;?;-452.0;?
76.0;-631.0;613.0;365.0;-896.0;293.0;?;-453.0;451.0
141.0;-706.0;691.0;524.0;-744.0;254.0;?;-243.0;537.0
197.0;-737.0;844.0;749.0;-868.0;224.0;?;-27.0;593.0
?;-459.0;671.0;760.0;-767.0;198.0;-150.0;-134.0;596.0
?;-372.0;624.0;700.0;-697.0;178.0;-125.0;-201.0;625.0
?;-259.0;604.0;638.0;-661.0;165.0;-68.0;-115.0;669.0
?;-206.0;534.0;?;-712.0;158.0;-143.0;-43.0;749.0
?;-192.0;496.0;?;-727.0;151.0;-44.0;-113.0;779.0
?;-211.0;457.0;513.0;-743.0;139.0;45.0;-157.0;861.0
?;-201.0;445.0;462.0;-761.0;137.0;60.0;-144.0;885.0
?;-210.0;412.0;425.0;-826.0;134.0;4.0;-103.0;865.0
?;?;381.0;429.0;-865.0;?;46.0;-63.0;870.0
?;?;329.0;438.0;-905.0;?;84.0;-30.0;803.0
101.0;?;298.0;430.0;-958.0;?;168.0;-21.0;706.0
140.0;?;273.0;426.0;?;?;170.0;73.0;582.0
109.0;?;?;408.0;?;?;81.0;77.0;?
92.0;?;?;401.0;?;?;59.0;?;789.0
62.0;?;?;362.0;?;?;-7.0;?;1265.0
53.0;?;?;290.0;?;?;-105.0;?;?
106.0;?;?;187.0;?;?;254.0;?;?
151.0;?;?;102.0;?;96.0;283.0;-400.0;?
219.0;-134.0;?;1.0;?;115.0;276.0;-210.0;?
277.0;301.0;?;23.0;?;129.0;158.0;-139.0;?
280.0;172.0;?;122.0;-1167.0;130.0;237.0;-174.0;?
225.0;10.0;?;184.0;-1098.0;133.0;183.0;-121.0;?
-90.0;55.0;?;286.0;-1029.0;134.0;277.0;-116.0;?
-225.0;144.0;?;231.0;-949.0;128.0;238.0;-143.0;?
-38.0;93.0;?;125.0;-837.0;124.0;271.0;-137.0;?
33.0;109.0;?;69.0;-841.0;119.0;296.0;-109.0;?
83.0;228.0;?;-19.0;-916.0;111.0;343.0;-61.0;?
115.0;237.0;?;-114.0;-975.0;105.0;320.0;-2.0;?
148.0;201.0;?;-138.0;-1006.0;103.0;336.0;72.0;?
207.0;193.0;?;-71.0;-967.0;97.0;394.0;116.0;882.0
244.0;?;?;-4.0;-910.0;95.0;375.0;118.0;990.0
172.0;?;?;-13.0;-889.0;91.0;350.0;122.0;1022.0
152.0;?;?;-24.0;-902.0;91.0;376.0;168.0;1032.0
163.0;?;?;-18.0;-935.0;91.0;495.0;223.0;1144.0
252.0;121.0;205.0;-6.0;-1029.0;91.0;275.0;71.0;946.0
328.0;96.0;238.0;50.0;-1106.0;92.0;138.0;-564.0;619.0
401.0;132.0;290.0;141.0;-1118.0;96.0;128.0;-643.0;720.0
396.0;-37.0;418.0;241.0;-1200.0;97.0;?;-303.0;585.0
396.0;-358.0;602.0;362.0;-1242.0;97.0;?;-235.0;736.0
296.0;-231.0;582.0;548.0;-859.0;103.0;?;-148.0;710.0
377.0;34.0;603.0;424.0;-886.0;105.0;?;-97.0;732.0
246.0;-78.0;442.0;290.0;-825.0;113.0;?;-128.0;730.0
29.0;-168.0;413.0;351.0;-803.0;124.0;?;-37.0;789.0
51.0;-129.0;377.0;345.0;-836.0;142.0;?;-23.0;843.0
-49.0;-96.0;341.0;286.0;-820.0;157.0;?;-2.0;832.0
24.0;?;309.0;230.0;-828.0;166.0;?;8.0;810.0
230.0;?;287.0;229.0;-849.0;174.0;?;78.0;?
211.0;?;285.0;236.0;-894.0;178.0;?;149.0;?
190.0;?;254.0;275.0;-916.0;180.0;?;187.0;?
272.0;?;242.0;280.0;-896.0;181.0;?;179.0;?
269.0;?;211.0;297.0;-897.0;185.0;208.0;62.0;1000.0
231.0;?;182.0;286.0;-847.0;194.0;220.0;-14.0;1039.0
203.0;?;194.0;274.0;-828.0;206.0;245.0;81.0;1124.0
236.0;?;235.0;240.0;-910.0;219.0;346.0;70.0;1121.0
231.0;?;274.0;238.0;-1032.0;231.0;281.0;-258.0;914.0
298.0;?;246.0;289.0;-1103.0;236.0;63.0;-314.0;706.0
292.0;?;328.0;279.0;-1175.0;243.0;97.0;-345.0;631.0
277.0;-27.0;523.0;245.0;-1359.0;256.0;353.0;-488.0;685.0
307.0;46.0;580.0;298.0;?;263.0;373.0;-323.0;683.0
385.0;-107.0;449.0;355.0;?;273.0;339.0;-237.0;790.0
248.0;-152.0;507.0;276.0;-765.0;292.0;212.0;-108.0;803.0
113.0;-67.0;444.0;187.0;-845.0;305.0;195.0;-64.0;782.0
162.0;28.0;443.0;112.0;-847.0;314.0;291.0;-145.0;823.0
172.0;103.0;357.0;?;-891.0;321.0;334.0;-117.0;877.0
127.0;81.0;305.0;?;-907.0;328.0;326.0;-108.0;874.0
103.0;47.0;298.0;?;-879.0;340.0;371.0;-78.0;861.0
111.0;32.0;280.0;?;-896.0;347.0;413.0;22.0;842.0
114.0;60.0;260.0;192.0;-941.0;354.0;437.0;97.0;760.0
82.0;84.0;242.0;145.0;-938.0;360.0;457.0;115.0;752.0
85.0;80.0;201.0;129.0;-939.0;364.0;457.0;128.0;880.0
194.0;71.0;206.0;123.0;-904.0;367.0;330.0;?;1078.0
191.0;88.0;204.0;117.0;-870.0;373.0;336.0;?;1305.0
228.0;115.0;179.0;113.0;-824.0;379.0;355.0;?;1232.0
264.0;51.0;145.0;71.0;-923.0;388.0;248.0;?;872.0
244.0;-95.0;259.0;113.0;-1068.0;398.0;491.0;?;726.0
306.0;-117.0;342.0;144.0;-1313.0;407.0;383.0;?;615.0
325.0;-290.0;475.0;?;-1398.0;406.0;167.0;?;618.0
?;-240.0;380.0;?;-1103.0;402.0;-102.0;?;698.0
?;-7.0;356.0;?;-925.0;402.0;-221.0;?;727.0
?;-107.0;387.0;?;-759.0;408.0;173.0;?;717.0
?;-281.0;470.0;?;-734.0;408.0;325.0;?;633.0
?;-363.0;466.0;?;-837.0;410.0;121.0;17.0;606.0
?;-373.0;461.0;?;-870.0;408.0;43.0;-31.0;625.0
?;-303.0;454.0;?;-875.0;410.0;129.0;-9.0;658.0
?;-294.0;415.0;?;-820.0;411.0;176.0;-35.0;694.0
?;-299.0;384.0;?;-774.0;408.0;154.0;-50.0;677.0
?;-344.0;365.0;?;-780.0;410.0;170.0;-87.0;?
?;-386.0;345.0;266.0;-801.0;412.0;137.0;-67.0;?
235.0;-388.0;361.0;273.0;-819.0;415.0;95.0;-55.0;?
300.0;-405.0;398.0;275.0;-841.0;421.0;106.0;-86.0;?
314.0;-358.0;383.0;277.0;-829.0;429.0;200.0;-130.0;?
297.0;?;355.0;317.0;-885.0;434.0;221.0;-101.0;?
352.0;?;382.0;?;-885.0;438.0;225.0;-41.0;?
320.0;?;378.0;?;-899.0;445.0;204.0;22.0;?
305.0;-265.0;400.0;?;-910.0;448.0;230.0;49.0;?
305.0;-190.0;390.0;?;-943.0;455.0;224.0;59.0;?
290.0;-177.0;361.0;?;-936.0;456.0;215.0;77.0;792.0
224.0;-162.0;352.0;?;?;?;263.0;26.0;831.0
210.0;?;351.0;?;?;?;255.0;21.0;834.0
218.0;?;342.0;393.0;?;?;290.0;4.0;866.0
165.0;?;318.0;387.0;?;468.0;309.0;-9.0;885.0
159.0;?;311.0;375.0;?;471.0;322.0;5.0;?
180.0;?;292.0;357.0;?;471.0;272.0;12.0;?
181.0;?;292.0;319.0;?;470.0;280.0;25.0;?
194.0;?;290.0;284.0;?;472.0;312.0;-2.0;?
219.0;?;294.0;268.0;?;474.0;284.0;-21.0;?
231.0;?;294.0;?;?;471.0;269.0;12.0;?
?;?;289.0;?;?;470.0;283.0;28.0;?
?;?;306.0;?;?;467.0;262.0;16.0;858.0
?;?;322.0;?;?;464.0;233.0;6.0;811.0
?;?;299.0;?;?;455.0;242.0;38.0;813.0
?;?;313.0;?;?;448.0;252.0;2.0;746.0
?;?;318.0;?;-964.0;437.0;273.0;-10.0;743.0
?;?;331.0;?;-920.0;426.0;?;14.0;713.0
?;?;362.0;?;-944.0;417.0;?;51.0;671.0
194.0;?;348.0;?;-897.0;408.0;?;49.0;653.0
?;?;369.0;?;-875.0;399.0;?;44.0;695.0
?;?;354.0;?;-863.0;388.0;?;11.0;686.0
?;-290.0;374.0;?;-854.0;378.0;?;-7.0;?
?;-302.0;390.0;?;-834.0;372.0;?;-22.0;?
?;-319.0;387.0;?;-856.0;369.0;?;16.0;?
?;-330.0;381.0;?;-858.0;366.0;?;91.0;?
?;-285.0;422.0;?;-864.0;367.0;?;129.0;?
?;-224.0;374.0;?;-885.0;370.0;?;80.0;?
?;-208.0;365.0;?;-908.0;373.0;?;67.0;?
129.0;-349.0;331.0;?;-928.0;377.0;141.0;55.0;?
203.0;-429.0;314.0;471.0;-897.0;381.0;102.0;46.0;?
150.0;-457.0;326.0;?;-853.0;385.0;101.0;78.0;?
136.0;-389.0;310.0;?;-841.0;392.0;91.0;59.0;733.0
194.0;-349.0;324.0;?;-866.0;395.0;101.0;39.0;745.0
235.0;-331.0;313.0;?;-887.0;394.0;?;55.0;733.0
221.0;-329.0;319.0;?;-898.0;400.0;?;103.0;747.0
206.0;-330.0;319.0;449.0;-882.0;405.0;?;125.0;765.0
188.0;-318.0;315.0;452.0;-870.0;408.0;?;167.0;919.0
152.0;-284.0;296.0;467.0;-870.0;413.0;?;126.0;883.0
159.0;-271.0;279.0;431.0;-867.0;422.0;?;-23.0;818.0
154.0;-284.0;269.0;387.0;-868.0;427.0;?;-61.0;820.0
125.0;-265.0;300.0;345.0;-958.0;434.0;?;-108.0;1007.0
184.0;-175.0;350.0;271.0;-1066.0;443.0;?;-385.0;962.0
208.0;-69.0;339.0;252.0;-979.0;445.0;?;-405.0;933.0
226.0;-88.0;380.0;231.0;-985.0;450.0;?;-233.0;788.0
185.0;-52.0;419.0;182.0;?;458.0;?;-132.0;713.0
183.0;-118.0;504.0;125.0;?;462.0;294.0;-132.0;706.0
165.0;-97.0;382.0;130.0;?;462.0;256.0;-71.0;804.0
232.0;-67.0;290.0;174.0;?;464.0;272.0;?;824.0
279.0;-10.0;234.0;188.0;?;466.0;295.0;?;883.0
259.0;12.0;226.0;133.0;?;467.0;353.0;?;858.0
177.0;1.0;249.0;50.0;?;469.0;373.0;?;876.0
216.0;31.0;268.0;30.0;?;465.0;330.0;?;863.0
222.0;89.0;270.0;52.0;?;462.0;377.0;?;852.0
208.0;89.0;?;87.0;-959.0;465.0;333.0;?;875.0
223.0;50.0;?;114.0;-955.0;466.0;335.0;?;950.0
176.0;29.0;?;148.0;-956.0;466.0;228.0;?;926.0
194.0;51.0;?;198.0;-921.0;469.0;380.0;?;1110.0
206.0;65.0;?;187.0;-941.0;468.0;548.0;?;1023.0
223.0;22.0;?;196.0;-1001.0;469.0;429.0;?;1110.0
265.0;-76.0;282.0;217.0;-1053.0;472.0;212.0;?;719.0
272.0;-53.0;269.0;214.0;-1063.0;469.0;155.0;?;524.0
295.0;-111.0;357.0;177.0;-1142.0;466.0;257.0;?;583.0
312.0;-175.0;486.0;184.0;-1344.0;466.0;?;?;657.0
?;-295.0;523.0;317.0;-990.0;?;?;?;704.0
?;-193.0;526.0;?;-717.0;?;?;?;735.0
?;-134.0;494.0;?;-774.0;?;?;?;741.0
?;-165.0;437.0;?;-789.0;?;?;?;759.0
?;-217.0;392.0;?;-820.0;?;?;?;788.0
?;-163.0;367.0;?;-828.0;?;?;-28.0;782.0
?;-150.0;339.0;331.0;-845.0;?;?;-19.0;832.0
?;-212.0;293.0;263.0;-845.0;?;?;-3.0;794.0
?;-238.0;282.0;221.0;?;?;?;32.0;804.0
?;-244.0;301.0;224.0;?;?;289.0;98.0;748.0
?;-252.0;275.0;225.0;?;?;250.0;108.0;820.0
?;-228.0;219.0;257.0;?;500.0;274.0;68.0;988.0
?;-182.0;199.0;244.0;?;501.0;251.0;-81.0;1076.0
?;-198.0;187.0;263.0;?;503.0;294.0;72.0;997.0
254.0;-242.0;226.0;252.0;?;508.0;309.0;65.0;1050.0
277.0;-192.0;248.0;?;?;508.0;372.0;-112.0;887.0
330.0;-120.0;337.0;?;?;509.0;180.0;-335.0;733.0
315.0;-120.0;298.0;?;?;511.0;81.0;-324.0;?
291.0;-152.0;511.0;?;-1203.0;506.0;331.0;-351.0;?
277.0;17.0;559.0;?;-1098.0;505.0;350.0;-252.0;?
?;10.0;416.0;?;-914.0;504.0;355.0;-203.0;802.0
?;-150.0;517.0;262.0;-820.0;497.0;286.0;-133.0;762.0
?;-71.0;486.0;80.0;-872.0;491.0;?;-76.0;815.0
?;6.0;445.0;69.0;-903.0;479.0;?;-152.0;810.0
?;40.0;362.0;172.0;-976.0;469.0;?;-154.0;816.0
?;21.0;325.0;236.0;-887.0;463.0;?;-86.0;820.0
?;-15.0;281.0;249.0;-872.0;453.0;?;-64.0;810.0
?;7.0;264.0;263.0;-878.0;443.0;?;14.0;790.0
?;49.0;254.0;180.0;-885.0;430.0;?;98.0;733.0
?;64.0;252.0;155.0;-891.0;423.0;?;114.0;785.0
?;62.0;244.0;117.0;-891.0;413.0;?;111.0;996.0
?;40.0;248.0;114.0;-880.0;406.0;?;-11.0;?
?;54.0;251.0;126.0;-840.0;402.0;?;-79.0;?
?;?;186.0;137.0;-857.0;393.0;?;93.0;?
201.0;?;206.0;136.0;-1018.0;388.0;?;161.0;?
242.0;?;290.0;239.0;-1109.0;383.0;243.0;-230.0;?
305.0;?;304.0;298.0;-1143.0;372.0;378.0;-220.0;?
331.0;?;425.0;326.0;-1295.0;360.0;203.0;-148.0;?
367.0;?;470.0;447.0;-1181.0;?;-82.0;-11.0;?
425.0;?;482.0;620.0;-956.0;332.0;-89.0;-144.0;?
507.0;?;476.0;553.0;-882.0;325.0;209.0;-198.0;?
?;?;495.0;439.0;-775.0;321.0;170.0;-226.0;?
?;?;516.0;476.0;-740.0;317.0;69.0;-134.0;?
?;?;559.0;515.0;-797.0;316.0;20.0;-108.0;?
?;?;524.0;?;-771.0;315.0;39.0;-85.0;?
?;?;472.0;?;-726.0;308.0;73.0;-116.0;?
?;?;?;?;-745.0;305.0;74.0;-118.0;414.0
?;?;?;?;-727.0;301.0;-10.0;-109.0;437.0
?;?;?;?;-695.0;298.0;13.0;-116.0;472.0
?;?;?;?;-702.0;298.0;60.0;-118.0;488.0
?;?;?;?;-688.0;295.0;71.0;-138.0;566.0
?;?;?;?;-702.0;290.0;69.0;-197.0;560.0
129.0;?;?;?;-719.0;290.0;64.0;-156.0;530.0
57.0;?;?;?;-757.0;286.0;109.0;-104.0;501.0
39.0;?;?;?;-801.0;281.0;98.0;-96.0;483.0
87.0;?;?;?;-848.0;276.0;54.0;-86.0;461.0
152.0;?;?;369.0;-830.0;272.0;72.0;-113.0;508.0
?;?;?;416.0;-797.0;267.0;96.0;-146.0;601.0
?;?;?;445.0;-758.0;264.0;46.0;-140.0;751.0
?;-434.0;?;441.0;-724.0;264.0;33.0;-151.0;694.0
?;-450.0;?;406.0;-717.0;260.0;141.0;-230.0;678.0
?;-408.0;?;334.0;-793.0;260.0;209.0;-250.0;655.0
?;-363.0;?;273.0;-934.0;262.0;243.0;-158.0;664.0
?;-284.0;?;257.0;-916.0;259.0;240.0;-168.0;682.0
?;-266.0;?;248.0;-908.0;259.0;278.0;-195.0;662.0
?;-159.0;?;197.0;-888.0;260.0;320.0;-232.0;626.0
111.0;-90.0;?;114.0;-885.0;259.0;415.0;-285.0;644.0
120.0;?;?;72.0;-901.0;?;413.0;-221.0;618.0
?;?;?;51.0;-912.0;?;380.0;-154.0;677.0
?;?;?;54.0;-887.0;?;373.0;-150.0;692.0
92.0;?;?;59.0;-886.0;?;430.0;-173.0;705.0
108.0;?;?;61.0;-864.0;?;406.0;-188.0;719.0
127.0;?;?;70.0;-871.0;?;392.0;-186.0;714.0
118.0;?;?;94.0;-904.0;?;427.0;-205.0;725.0
125.0;?;?;118.0;-899.0;?;434.0;-197.0;735.0
141.0;?;?;131.0;-925.0;?;432.0;-216.0;773.0
168.0;?;?;150.0;-919.0;?;434.0;-234.0;783.0
174.0;?;371.0;86.0;-925.0;?;532.0;-186.0;845.0
193.0;?;379.0;97.0;-937.0;?;461.0;-217.0;829.0
179.0;?;378.0;192.0;-952.0;?;360.0;-169.0;745.0
185.0;?;375.0;124.0;-970.0;?;378.0;-4.0;706.0
177.0;-33.0;411.0;210.0;-992.0;?;336.0;20.0;689.0
125.0;-84.0;375.0;371.0;-1027.0;282.0;353.0;48.0;738.0
164.0;-50.0;348.0;364.0;-921.0;278.0;362.0;39.0;697.0
43.0;-67.0;335.0;335.0;-896.0;273.0;312.0;62.0;710.0
137.0;-86.0;346.0;281.0;-863.0;272.0;300.0;67.0;813.0
259.0;-107.0;364.0;252.0;-881.0;272.0;254.0;73.0;824.0
274.0;-155.0;345.0;297.0;-890.0;267.0;265.0;36.0;784.0
191.0;-206.0;325.0;338.0;-908.0;262.0;320.0;-47.0;742.0
207.0;-283.0;345.0;384.0;-940.0;?;332.0;-63.0;689.0
220.0;-304.0;349.0;415.0;-985.0;?;316.0;-69.0;698.0
206.0;-298.0;344.0;492.0;-986.0;?;289.0;-81.0;746.0
247.0;-243.0;348.0;462.0;-945.0;?;288.0;-114.0;752.0
254.0;-193.0;?;414.0;-892.0;?;295.0;-115.0;751.0
275.0;-160.0;?;353.0;-873.0;?;300.0;-81.0;727.0
243.0;-175.0;?;345.0;-900.0;?;306.0;-50.0;733.0
272.0;-162.0;?;386.0;-928.0;?;302.0;-57.0;739.0
340.0;-159.0;?;417.0;-943.0;?;331.0;-77.0;741.0
?;-172.0;?;425.0;-939.0;?;344.0;-80.0;753.0
?;-209.0;?;442.0;-926.0;?;324.0;-49.0;766.0
?;-174.0;?;455.0;-915.0;264.0;314.0;-51.0;789.0
?;-123.0;338.0;434.0;-925.0;266.0;327.0;-72.0;769.0
?;-110.0;336.0;462.0;-928.0;269.0;360.0;-76.0;776.0
?;-107.0;335.0;437.0;-935.0;272.0;356.0;-40.0;746.0
