InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
?;354;-324.0;-86;?;-107.0;?;619;?;1869;1692;-302;-46
?;107;-324.0;-22;?;-157.0;?;746;?;2397;2057;-92;-46
?;-54;-341.0;59;?;-151.0;?;727;?;?;794;306;-45
?;-152;-393.0;2;?;-119.0;?;675;?;?;122;15;-45
?;?;-323.0;21;?;-118.0;?;726;?;?;172;39;-45
?;?;-240.0;18;?;-107.0;?;727;?;?;24;30;-45
?;?;-196.0;10;?;-46.0;?;701;?;?;-34;14;-45
21;-51;-160.0;23;?;-2.0;666;711;?;?;21;74;-45
-13;29;-142.0;19;?;-45.0;675;711;?;-41;-13;40;-45
3;73;-108.0;23;?;-35.0;669;709;?;-2;3;65;-45
44;23;-107.0;16;?;-18.0;681;709;?;3;44;58;-45
65;22;-85.0;13;?;-33.0;691;704;?;-27;65;52;-45
28;17;-69.0;19;-9;-35.0;680;706;?;-9;28;48;-45
-20;12;-28.0;19;-20;-44.0;676;710;?;-20;-20;42;-45
-14;8;12.0;19;-41;-58.0;685;700;?;-41;-14;42;-45
-20;4;14.0;21;-20;-9.0;685;698;?;-20;-20;43;-45
-17;12;16.0;18;4;-5.0;681;707;-12;4;-17;44;-45
3;0;1.0;18;1;-14.0;681;706;0;1;3;45;-45
-13;28;-32.0;17;-45;-58.0;684;704;-28;-45;-13;48;-45
-6;16;8.0;15;-46;-41.0;682;710;?;-46;-6;35;-45
18;-9;-9.0;19;-4;-9.0;684;703;?;-4;18;41;-45
12;27;-10.0;17;-9;-8.0;688;700;?;-9;12;59;-45
4;3;4.0;16;-26;6.0;685;705;-3;-26;4;51;-45
-15;-24;70.0;27;-28;-29.0;680;695;24;-28;-15;53;-45
-8;4;103.0;23;-24;2.0;683;696;-4;-24;-8;54;-45
9;7;96.0;12;-33;29.0;689;707;-7;-33;9;47;-45
-2;-15;99.0;17;-33;24.0;686;702;15;-33;-2;46;-45
-7;-7;129.0;21;-14;21.0;685;699;7;-14;-7;47;-45
-7;-8;125.0;21;-15;41.0;685;699;8;-15;-7;?;-45
5;-32;102.0;27;-32;5.0;677;698;32;?;5;?;-45
32;-12;136.0;21;-42;53.0;681;702;12;?;32;?;-45
22;6;134.0;16;-20;108.0;682;708;-6;?;22;?;-45
0;0;265.0;19;11;181.0;674;712;?;?;0;?;-45
4;1;402.0;18;2;135.0;678;711;?;?;4;?;-45
3;-8;339.0;17;-7;17.0;686;704;?;?;3;?;-45
4;-11;178.0;16;-1;-108.0;688;701;11;?;4;?;-45
-2;-9;119.0;20;-31;-153.0;675;709;9;-31;-2;?;-45
-8;-10;105.0;23;-51;-162.0;667;713;10;-51;-8;?;-45
-7;-10;-35.0;22;-46;-35.0;669;713;10;-46;-7;?;-45
-7;-9;293.0;22;-47;-56.0;669;713;9;-47;-7;36;-45
-7;-9;309.0;22;-46;-280.0;669;713;9;-46;?;36;-45
-9;-12;205.0;22;-51;-107.0;667;714;12;-51;?;36;-45
8;-2;235.0;21;-28;105.0;676;707;2;-28;?;38;-45
30;0;252.0;22;-15;-3.0;684;698;?;-15;?;45;-45
18;5;234.0;21;-14;-59.0;681;703;?;-14;18;39;?
4;24;233.0;20;-6;?;681;705;?;-6;4;30;?
4;24;230.0;21;-8;?;681;?;?;-8;4;30;?
-11;18;232.0;15;13;?;678;715;?;13;-11;24;?
?;-5;177.0;19;-5;?;674;?;?;-5;-20;?;?
?;-25;174.0;26;-33;?;672;?;?;-33;-16;?;?
?;-19;261.0;23;-24;?;673;707;?;-24;-18;?;?
?;-21;275.0;24;-27;?;673;707;?;-27;-17;?;?
?;-22;243.0;24;-27;?;672;707;?;-27;-17;?;?
?;-18;242.0;23;-27;?;673;707;?;-27;-17;?;?
?;-24;242.0;24;-24;?;671;707;?;-24;-18;?;?
?;-16;227.0;23;-31;?;674;706;?;-31;-16;?;?
-19;-27;217.0;24;-19;?;671;708;27;-19;-19;?;-45
-27;-53;240.0;21;14;?;669;715;53;14;-27;26;-45
-12;-36;203.0;14;-23;?;686;708;36;-23;-12;32;-45
-1;-28;223.0;16;-54;?;689;701;28;-54;-1;35;-45
-17;-30;231.0;9;-2;?;688;712;30;-2;-17;33;-45
9;-14;237.0;17;-11;?;682;707;14;-11;9;34;-45
18;-9;246.0;23;-19;?;?;710;9;-19;18;34;-45
-26;1;258.0;25;34;?;?;717;-1;34;-26;34;-45
-22;-2;223.0;50;5;?;?;694;?;5;-22;37;-45
-4;-38;196.0;25;-18;?;670;707;38;-18;-4;39;-45
14;-29;173.0;7;-17;?;682;721;29;-17;14;34;-45
3;-3;180.0;25;-11;?;672;707;3;-11;3;32;-45
-16;16;172.0;21;-10;?;673;710;-16;-10;-16;34;-45
-7;?;161.0;20;-26;-100.0;675;711;-14;-26;-7;34;-45
-41;?;143.0;12;1;-100.0;680;715;36;1;-41;34;-45
-46;?;182.0;11;-3;-90.0;680;718;38;-3;-46;?;-45
-71;?;167.0;10;42;-96.0;681;718;69;42;-71;?;-45
-114;?;160.0;23;82;-121.0;656;722;90;82;-114;?;-44
-57;?;168.0;41;5;-127.0;635;718;11;5;-57;?;-44
1;?;169.0;26;-8;-90.0;668;708;-23;-8;1;?;-44
4;?;96.0;22;4;-81.0;676;705;-22;4;4;?;-44
7;?;?;27;-38;-90.0;663;710;-25;-38;7;?;-44
22;?;?;18;-41;-125.0;676;711;-20;-41;?;?;-44
38;?;?;?;-41;-87.0;669;715;-7;-41;?;?;-44
31;?;?;?;-56;-107.0;658;719;-2;-56;?;?;-44
5;3;90.0;?;-39;-120.0;673;712;-3;-39;?;?;-44
-4;-26;106.0;?;-30;-112.0;674;714;26;-30;?;?;-44
-23;-35;29.0;?;-8;-113.0;672;718;35;-8;?;?;-44
-41;-55;46.0;26;3;-91.0;670;706;55;3;?;24;-44
-19;-42;1.0;32;-6;-91.0;661;707;42;-6;?;26;-44
-7;-10;-59.0;27;16;?;657;717;10;16;?;42;-44
-17;-4;-28.0;32;25;?;647;719;4;25;-17;53;-44
19;72;-22.0;25;0;?;649;727;-72;0;19;35;-44
87;66;-46.0;12;-54;?;670;726;-66;-54;87;38;-44
88;6;-21.0;13;-83;?;677;716;-6;-83;88;48;-44
104;32;?;10;-75;-80.0;677;721;-32;-75;104;47;-44
?;21;?;12;-77;-40.0;677;719;-21;-77;?;45;-44
?;0;?;22;-62;-95.0;670;713;0;-62;?;22;-44
?;25;?;18;-21;-105.0;672;716;-25;-21;?;21;-44
?;42;?;?;14;-129.0;675;716;-42;14;?;28;-44
?;48;?;21;28;-85.0;669;715;-48;28;?;21;-44
?;42;?;18;20;-110.0;673;715;-42;20;?;25;-44
?;23;?;17;-17;-88.0;677;713;-23;-17;?;25;-44
-53;23;?;17;-23;-37.0;676;713;-23;-23;-53;?;-44
-19;16;?;16;15;-44.0;680;711;-16;15;-19;?;-44
-31;15;?;18;-10;-55.0;676;712;-15;-10;-31;?;-44
-50;27;?;25;-20;-64.0;671;707;-27;-20;-50;?;-44
-30;20;?;23;5;-74.0;683;698;-20;5;-30;?;-44
13;-9;?;13;-26;-82.0;691;705;9;?;13;?;-44
22;-24;?;12;-31;-69.0;684;713;24;?;22;?;-44
-22;6;-61.0;13;11;-99.0;681;713;-6;11;-22;?;-44
-30;9;-67.0;17;17;-121.0;681;708;-9;17;-30;?;-44
4;18;-109.0;21;?;-79.0;671;711;-18;?;4;?;-44
-24;6;-110.0;14;?;-71.0;682;712;-6;?;-24;40;-44
1;-10;-108.0;10;?;-81.0;685;715;10;?;1;31;-44
14;16;-96.0;13;?;-61.0;673;721;-16;?;14;13;-44
-69;-23;-107.0;13;?;-39.0;692;702;23;?;-69;78;-44
87;-8;-79.0;18;?;-54.0;673;714;8;?;87;-35;-44
-104;-137;-11.0;?;?;-61.0;714;699;137;?;-104;113;-44
114;-742;-16.0;?;?;-72.0;755;772;742;?;114;-236;-43
-399;-861;-92.0;?;?;-81.0;797;686;861;?;-399;-1008;-42
-3577;-444;17.0;?;?;-99.0;1089;152;444;-5177;-3577;-600;-40
-5034;-511;-51.0;?;?;-175.0;1241;-37;511;-6903;-5034;-348;-40
-3824;93;-50.0;?;?;-161.0;1086;180;-93;-5007;-3824;-163;-40
-2493;748;-84.0;?;?;-65.0;910;497;-748;-3743;-2493;196;-40
-1635;503;-71.0;?;-3062;-59.0;830;680;-503;-3062;-1635;180;-41
-1674;472;-130.0;?;-2934;4.0;758;655;-472;-2934;-1674;201;-41
-1798;121;-129.0;?;-3020;7.0;700;709;-121;-3020;-1798;-20;-40
-1855;-247;?;?;-3615;-64.0;809;542;247;-3615;-1855;216;-38
-1675;-261;?;?;-4270;-164.0;635;601;261;-4270;-1675;-108;-37
-1635;15;?;?;-3770;-231.0;868;313;-15;-3770;-1635;541;-36
-2526;626;?;792;-1076;-195.0;546;17;-626;-1076;-2526;420;-34
-2509;940;?;-51;1878;-134.0;398;886;-940;1878;-2509;-1145;?
-1027;939;?;?;1699;-79.0;2224;1143;-939;1699;-1027;922;?
-209;439;?;?;415;-122.0;1671;718;-439;415;-209;1267;?
-173;58;?;?;149;-221.0;320;704;-58;149;-173;-270;?
-89;137;?;?;66;-84.0;821;711;-137;66;-89;190;?
-128;82;?;?;77;-80.0;651;708;-82;77;-128;-12;?
-48;32;?;?;37;-91.0;643;721;-32;37;-48;-2;?
30;50;?;?;1;-102.0;725;725;-50;1;30;66;?
-11;28;?;?;32;-105.0;620;721;-28;32;-11;-43;?
26;-1;?;?;-2;-51.0;703;721;1;-2;26;?;?
10;-20;?;?;3;-33.0;654;722;20;3;10;?;?
-36;14;?;21;13;-57.0;668;717;-14;13;?;14;?
-18;36;?;21;0;-87.0;667;718;-36;0;?;14;?
40;24;?;14;0;-25.0;672;721;-24;0;40;26;?
-3;23;?;16;-42;162.0;670;720;-23;-42;-3;25;?
20;24;?;16;-48;13.0;667;?;-24;-48;20;20;-40
43;34;?;15;-68;139.0;665;?;-34;-68;43;25;-40
-132;34;?;17;-221;286.0;661;?;-34;-221;-132;14;-40
-49;35;?;34;-124;76.0;651;?;-35;-124;-49;13;-40
-458;23;-1.0;-3;-546;-9.0;673;?;-23;-546;-458;-8;-40
?;-34;117.0;1;-1216;-64.0;673;?;34;-1216;?;-66;-41
?;-115;-14.0;65;-1270;-28.0;615;?;115;-1270;?;-31;-41
?;-95;?;19;-1323;19.0;652;?;95;-1323;?;?;-41
?;-42;?;-21;-1482;-55.0;716;?;42;-1482;?;?;-42
-1458;-184;?;21;-1795;-60.0;652;?;184;-1795;?;?;-42
-1702;-339;?;-35;?;38.0;763;708;339;-1807;?;?;-41
-2322;-482;?;-110;?;-122.0;955;644;482;-1598;?;?;-41
-2454;-480;?;-26;?;-97.0;890;591;480;-1311;?;?;-41
-1121;-52;?;?;?;-109.0;745;515;52;-883;?;?;-40
-164;313;?;?;?;-40.0;685;521;-313;-976;?;?;-40
-199;344;?;?;?;-4.0;769;617;-344;-894;?;?;-41
-298;312;?;?;?;1.0;786;664;-312;-804;?;?;-42
-227;355;?;30;?;42.0;740;642;-355;-1029;?;?;-43
-271;335;89.0;19;?;70.0;743;654;-335;-988;-271;?;-43
-552;264;105.0;-40;?;57.0;735;732;-264;-1082;-552;?;-44
-604;335;50.0;-89;-1227;36.0;766;768;-335;-1227;-604;?;-45
-714;304;60.0;17;-1377;-29.0;648;747;-304;-1377;-714;-24;-45
-823;197;23.0;37;-1601;-56.0;585;779;-197;-1601;-823;-2;-45
-813;211;-22.0;-12;-1623;-64.0;632;811;-211;-1623;-813;-6;-45
-987;93;-35.0;52;-1505;-81.0;527;832;-93;-1505;-987;47;-45
-1004;-5;-50.0;47;-1420;-116.0;512;853;5;-1420;-1004;58;-45
-935;82;-50.0;40;-1423;-152.0;567;827;-82;-1423;?;94;-45
-1189;-260;-3.0;8;-1431;-168.0;515;877;260;-1431;?;-19;-44
-1611;-605;3.0;-65;-1573;-155.0;824;716;605;?;?;33;-43
-1796;-1026;-9.0;77;?;-166.0;680;642;1026;?;?;74;-41
-1964;-1159;52.0;175;?;-175.0;918;350;1159;?;?;156;-38
-2305;-986;56.0;275;?;-211.0;1331;-50;986;?;?;229;-36
-1483;-841;44.0;17;?;-178.0;?;1033;841;?;?;-193;-34
561;1655;85.0;-1428;?;-150.0;?;1786;-1655;?;?;477;-36
?;2131;76.0;-1492;?;-194.0;?;1089;?;-538;?;784;-39
?;-107;78.0;-114;?;-201.0;?;745;?;132;?;-126;-40
?;109;91.0;21;?;-243.0;?;742;?;61;-34;-52;-40
-65;237;?;-39;?;-280.0;765;723;?;134;-65;72;-40
-181;-42;?;50;206;-249.0;586;739;?;206;-181;-42;-40
-124;79;?;?;112;-299.0;745;725;?;112;-124;52;-40
-156;-89;?;?;106;-228.0;611;726;?;106;-156;28;-40
31;70;?;20;-42;-218.0;655;731;?;-42;31;56;-40
77;71;?;25;-40;-258.0;656;722;?;-40;77;46;-41
44;82;?;28;-43;?;641;730;?;?;44;31;-41
54;78;?;9;-72;?;671;730;?;?;54;38;-41
88;-30;113.0;15;-71;?;678;715;30;?;88;24;-41
76;-39;109.0;14;-106;?;667;725;39;?;76;15;-41
-2;-20;118.0;16;-67;-129.0;656;734;20;-67;?;?;-41
10;8;183.0;22;-17;-153.0;653;728;-8;-17;?;?;-41
20;63;191.0;22;-45;-144.0;662;720;-63;-45;?;?;-41
-44;89;185.0;17;-19;-162.0;663;726;-89;-19;?;?;-41
-70;115;153.0;30;5;-269.0;655;715;-115;5;?;?;-41
-45;139;142.0;8;-43;-264.0;675;727;-139;-43;?;?;-41
9;172;132.0;19;-78;-226.0;666;720;-172;-78;?;?;-42
-13;279;160.0;14;-70;-237.0;662;729;-279;-70;?;?;-42
-218;627;128.0;-24;-35;-311.0;634;817;-627;-35;?;?;-43
-365;1417;146.0;96;17;-233.0;501;771;-1417;17;?;?;-46
-355;2445;95.0;-17;103;-315.0;649;826;-2445;103;?;?;-49
-330;3588;28.0;122;-189;-300.0;527;755;-3588;-189;?;?;-55
-205;5163;-24.0;-41;-751;-302.0;793;775;-5163;-751;?;?;-65
-130;6173;-6.0;-1006;-586;-282.0;1882;826;-6173;-586;?;142;-77
-649;5833;-31.0;-1062;-121;-161.0;2010;358;-5833;-121;?;276;-86
-1377;4634;45.0;-600;-399;-136.0;1694;756;-4634;-399;-1377;427;-86
-1048;1446;89.0;278;-628;-14.0;884;1091;-1446;-628;-1048;?;-81
?;-1568;130.0;1087;-627;-72.0;30;629;1568;-627;-83;?;-81
257;-1737;116.0;734;-880;80.0;385;769;1737;-880;257;?;-82
385;-1870;160.0;639;-883;157.0;480;790;1870;-883;385;?;-82
777;-3079;227.0;635;-430;438.0;417;566;3079;-430;777;?;-83
326;-4190;1032.0;296;646;-476.0;673;506;4190;646;326;?;-77
-416;-4157;525.0;180;1375;358.0;679;453;4157;1375;-416;?;-67
-1037;-3510;34.0;-154;1612;-96.0;1010;628;3510;1612;-1037;?;-61
-225;-3423;-100.0;-695;?;-379.0;1349;1002;3423;1676;-225;?;-55
328;-3497;13.0;-731;1500;-213.0;1351;1009;3497;1500;328;?;-49
-863;-3751;-176.0;-988;1803;-33.0;1948;987;3751;1803;-863;?;-41
1246;-4109;-31.0;-1185;1758;60.0;2319;940;4109;1758;1246;?;-32
-908;-4013;205.0;1641;2313;256.0;1864;-1348;4013;2313;-908;?;-23
-2328;-1627;224.0;1956;1194;213.0;1793;-1345;1627;1194;-2328;?;-18
3744;2006;68.0;-127;-1373;64.0;841;862;-2006;-1373;3744;?;-19
2716;3832;13.0;1235;-615;31.0;-181;-133;-3832;-615;2716;-345;-23
36;4212;-59.0;-222;-305;-5.0;1271;716;-4212;-305;36;-313;-31
505;2200;-49.0;-1243;-634;24.0;1578;1516;-2200;-634;505;591;-38
-65;143;-115.0;?;-34;-110.0;555;305;-143;-34;-65;202;-40
236;289;-50.0;?;-200;-114.0;783;736;-289;-200;236;146;-41
33;168;?;?;-10;-66.0;680;759;-168;-10;33;?;-41
-97;74;?;90;85;-87.0;632;665;-74;85;-97;?;-42
-3;124;?;-66;1;-154.0;713;779;-124;1;-3;?;-42
-97;45;?;78;86;-59.0;627;680;?;86;-97;?;-42
-67;95;?;-30;81;-5.0;704;746;?;81;-67;?;-42
-52;17;?;26;67;30.0;663;712;?;67;-52;?;-42
-27;61;?;28;-2;5.0;667;706;?;-2;-27;?;-42
-53;69;?;28;22;-90.0;666;707;?;22;-53;?;-42
-16;40;?;20;37;-135.0;675;705;?;37;-16;57;-42
-29;93;?;18;-9;-90.0;681;706;?;-9;-29;71;-43
-56;42;?;17;-32;-360.0;676;710;?;?;-56;50;-43
-25;127;?;24;-61;-280.0;654;724;?;?;-25;44;-43
1;301;?;13;-95;116.0;674;720;?;?;1;52;-43
-66;493;?;-5;-106;-51.0;693;734;?;?;-66;-11;-44
-320;1236;?;47;-135;-424.0;568;779;?;?;-320;-27;-46
-254;1886;?;?;-146;-464.0;667;839;?;?;-254;80;-49
-217;3426;?;?;-184;-251.0;421;836;?;?;-217;172;-53
469;5651;?;?;-1354;-301.0;697;?;-5651;?;469;414;-63
2320;6627;?;?;-3171;-363.0;2202;?;-6627;?;2320;443;-76
2896;6042;?;?;-3237;-440.0;2843;832;-6042;-3237;2896;169;-81
1751;2320;?;?;-1889;-481.0;2478;1670;-2320;-1889;?;474;-75
551;-1292;?;?;-779;-494.0;1220;1326;1292;-779;?;523;-71
657;-2019;?;?;-240;-441.0;226;395;2019;-240;?;508;-72
1966;-2809;-542.0;?;196;-451.0;564;513;2809;196;?;796;-73
2181;-3995;-520.0;?;1009;-225.0;517;304;3995;1009;?;329;-74
1026;-4360;-102.0;370;1598;-326.0;576;341;4360;1598;?;161;-74
39;-4327;-82.0;85;1813;117.0;984;441;4327;1813;?;291;-68
587;-4829;624.0;174;1501;-434.0;741;300;4829;1501;?;385;-66
-289;-4183;713.0;217;1680;275.0;?;451;4183;1680;-289;171;-61
-427;-3452;-205.0;-442;1659;480.0;?;958;3452;1659;-427;521;-49
145;-3970;408.0;-918;1738;333.0;?;1149;3970;1738;145;945;-43
-2087;-3258;438.0;-783;3312;-1403.0;?;660;3258;3312;-2087;?;-37
1045;-3339;-643.0;-632;1776;-155.0;?;296;3339;1776;1045;?;-27
443;-2567;-466.0;2279;-285;?;?;-2478;2567;-285;443;?;-22
-2817;-757;-193.0;1798;-1346;?;?;-1033;757;-1346;-2817;?;-19
1540;-45;-100.0;-2013;-1877;?;-1725;4006;45;-1877;1540;-539;-20
1106;3020;-134.0;-948;1011;?;814;2087;-3020;1011;1106;-2981;-27
-89;4542;-46.0;-1585;722;?;3024;1031;-4542;722;-89;1208;-33
936;1942;-5.0;-1643;-816;?;1481;1608;-1942;-816;936;?;-37
72;196;-8.0;?;-69;?;618;506;-196;-69;72;-915;-39
179;223;49.0;?;-194;?;709;901;-223;-194;179;120;-40
-38;191;47.0;?;36;?;676;726;-191;36;-38;125;-40
-100;122;123.0;?;118;?;673;661;-122;118;-100;-56;-40
-4;146;78.0;?;0;?;687;791;-146;0;-4;208;-40
-86;62;29.0;?;70;?;650;662;-62;70;-86;-53;-41
-30;68;44.0;?;3;-9.0;662;750;-68;3;-30;151;-41
-12;61;-58.0;?;3;50.0;660;711;-61;3;-12;77;-41
41;45;-60.0;?;-53;-32.0;677;719;-45;-53;41;66;-41
77;40;3.0;?;-113;-233.0;677;716;-40;-113;77;80;-41
99;9;-22.0;?;-160;-105.0;667;712;-9;-160;99;60;-41
116;53;197.0;?;-142;-135.0;678;725;-53;-142;116;18;-41
28;63;417.0;?;-13;?;670;723;-63;-13;28;-6;-41
36;130;723.0;19;-30;?;669;716;-130;-30;36;42;-41
25;?;-168.0;20;-26;?;669;713;-219;-26;25;63;-42
-123;421;-835.0;26;42;?;644;739;-421;42;-123;29;-42
-101;1084;-841.0;?;-180;?;598;796;-1084;-180;-101;88;-44
-345;1594;-765.0;?;-23;?;462;837;-1594;-23;-345;84;-44
193;3181;-795.0;?;-582;?;552;881;-3181;-582;193;58;-51
1007;5586;-889.0;168;-1744;?;449;874;-5586;-1744;1007;427;-59
1445;6346;-805.0;-37;-2539;-373.0;?;834;-6346;-2539;1445;600;-65
?;6156;-663.0;-1325;-3694;-528.0;?;940;-6156;-3694;2965;203;-73
?;4384;-640.0;-718;-2729;-536.0;?;953;-4384;-2729;2659;205;-75
?;454;-652.0;?;-542;-338.0;?;?;-454;-542;673;431;-71
?;-1860;-704.0;?;16;-423.0;?;?;1860;16;410;447;-71
?;-2437;-706.0;?;472;-518.0;?;?;2437;472;816;499;-71
?;-3071;-662.0;?;863;-404.0;?;?;3071;863;772;454;-71
?;-2970;-94.0;?;689;-123.0;?;?;2970;689;752;420;-72
?;-3904;-69.0;?;1723;-122.0;?;?;3904;1723;217;313;-71
?;-4508;808.0;?;2836;-300.0;?;?;4508;2836;-1703;-205;-67
?;-3822;325.0;?;2238;723.0;?;?;3822;2238;-1045;298;-60
?;-4359;527.0;?;?;552.0;?;?;4359;1280;-912;242;-51
-2199;-3552;1088.0;?;?;-601.0;?;?;3552;1469;-2199;?;-43
-75;-2600;-159.0;?;2366;-1259.0;2607;?;2600;?;-75;?;-37
-2602;-4422;-733.0;?;2320;467.0;2766;?;4422;?;-2602;?;-31
?;-1238;-391.0;2604;1592;-303.0;950;?;1238;?;-1395;?;-25
?;3337;?;1256;384;-293.0;-538;?;-3337;?;3542;?;-28
?;3470;?;103;-1083;-209.0;-100;?;-3470;?;1081;?;-36
?;4080;?;-347;-979;-50.0;903;?;-4080;?;876;?;-38
?;1749;?;-279;-199;-228.0;942;?;-1749;?;823;?;-44
?;-302;?;-48;-73;8.0;771;?;302;?;-327;?;-48
?;448;?;-80;-76;3.0;785;?;?;?;336;?;-47
-80;7;?;25;32;-99.0;675;?;?;?;-80;?;-47
-26;132;?;14;55;11.0;687;711;-132;55;-26;?;-47
21;69;?;11;11;73.0;692;703;-69;11;21;?;-47
-33;-53;?;25;-1;16.0;675;712;53;-1;-33;?;-48
26;122;?;1;16;-157.0;704;708;-122;16;26;24;-47
-61;19;?;5;44;-169.0;?;712;-19;44;-61;25;-48
-54;29;?;14;68;12.0;?;703;-29;68;-54;41;-48
-57;24;?;15;66;39.0;?;703;-24;66;-57;40;-48
-75;15;25.0;24;52;-79.0;?;697;-15;52;-75;26;-48
-73;-21;117.0;21;?;-26.0;?;703;?;68;-73;31;-48
-28;-55;296.0;17;?;0.0;?;708;?;9;-28;67;-48
11;-26;411.0;19;?;-322.0;?;707;?;-37;11;66;-48
13;16;512.0;14;?;180.0;?;706;?;9;13;38;-48
4;24;-193.0;16;?;437.0;693;699;-24;-4;4;38;-48
-13;14;-728.0;20;?;-345.0;683;703;?;-29;-13;37;-48
-23;2;-839.0;17;?;-747.0;685;705;?;?;-23;35;-48
-34;-25;-890.0;18;?;-585.0;684;706;?;?;-34;?;-48
-33;-23;-681.0;18;?;-282.0;680;?;23;?;-33;?;-48
-3;27;-736.0;19;?;-362.0;678;?;-27;?;-3;?;?
14;7;-685.0;20;?;-427.0;675;?;-7;?;14;?;?
-1;-49;-634.0;19;?;-500.0;680;707;49;?;-1;?;?
-21;?;?;24;?;-571.0;677;701;-9;?;-21;?;?
-32;?;-547.0;20;?;-539.0;678;706;-22;-19;-32;?;?
-37;?;-682.0;16;?;-592.0;682;708;31;-5;-37;?;?
-14;?;-444.0;22;-17;-491.0;679;703;18;-17;-14;?;-48
-5;?;211.0;18;-17;-80.0;684;704;0;-17;-5;?;-48
-36;?;251.0;17;-8;-337.0;680;708;-6;-8;-36;?;-48
-9;?;677.0;17;3;-9.0;678;709;16;3;-9;?;-48
38;?;526.0;12;21;573.0;685;712;15;21;38;?;-48
12;?;366.0;16;7;515.0;680;710;31;7;12;?;-48
-6;?;668.0;19;-5;-142.0;677;710;38;-5;-6;48;-48
12;?;159.0;16;21;-428.0;675;715;-29;21;12;40;-48
7;?;-88.0;18;22;-387.0;673;713;0;22;7;43;-48
5;-27;-451.0;10;10;-171.0;684;714;27;10;5;37;-48
20;-1;-212.0;15;42;-178.0;677;713;1;42;20;47;-48
21;-14;-5.0;25;33;-307.0;664;711;14;33;21;66;-48
2;-21;-95.0;17;?;?;?;715;21;-39;2;47;-48
-9;-22;?;18;?;?;?;713;22;-52;-9;36;-48
16;-4;?;19;?;?;?;713;4;-14;16;?;-48
26;-5;?;17;?;?;?;710;5;-11;26;?;-48
23;-27;?;20;?;?;675;709;27;-34;23;?;-48
23;-16;?;19;?;?;677;709;16;-21;23;?;-48
24;2;?;20;?;?;671;714;-2;-17;24;?;-48
50;18;130.0;20;-61;?;658;?;-18;-61;50;?;-48
47;60;197.0;16;-60;?;669;?;-60;-60;47;?;-48
24;90;266.0;15;-36;?;681;?;-90;-36;24;?;-48
45;68;106.0;?;-57;?;674;?;-68;-57;45;?;-48
22;87;-51.0;?;-35;?;678;?;-87;-35;22;?;?
-46;111;-134.0;?;24;-52.0;673;?;-111;24;-46;?;?
-28;111;-124.0;?;28;-42.0;672;?;-111;28;-28;13;?
15;190;-92.0;?;17;-56.0;697;?;-190;17;15;54;?
2;189;12.0;?;15;47.0;681;?;-189;?;2;9;?
-44;165;26.0;?;40;62.0;670;?;-165;?;-44;-7;?
-103;270;-4.0;?;79;40.0;699;?;-270;?;-103;50;?
-107;268;-52.0;?;67;-9.0;694;?;-268;67;-107;33;?
-63;177;-62.0;?;73;-12.0;704;?;-177;73;-63;34;?
-68;150;-19.0;?;120;2.0;728;?;-150;120;-68;38;?
-117;103;13.0;?;67;15.0;712;?;-103;67;-117;47;?
-49;100;7.0;?;49;12.0;718;687;-100;49;-49;57;?
-147;118;-8.0;?;3;18.0;718;671;-118;3;-147;32;?
-207;70;-3.0;?;-1;21.0;714;671;-70;-1;-207;50;-50
-153;34;-9.0;?;1;-3.0;740;696;-34;1;-153;64;-50
-761;-322;22.0;21;-487;19.0;721;673;322;-487;-761;-21;-49
-1354;-1018;41.0;-191;-943;?;855;845;1018;-943;-1354;-188;-48
-2533;-1382;30.0;-8;-1752;?;1016;474;1382;-1752;-2533;-407;-46
-3058;-1076;40.0;222;-3150;0.0;1195;14;1076;-3150;-3058;-213;-43
-1894;-770;11.0;28;-3417;-25.0;1275;191;770;-3417;-1894;-48;-42
-1737;-494;0.0;247;-2827;-45.0;1002;150;494;-2827;-1737;-176;-41
-1284;272;0.0;-189;-2487;-48.0;1065;628;-272;-2487;-1284;429;-41
-625;400;14.0;-413;-1870;-60.0;998;973;-400;-1870;-625;?;-42
-626;306;46.0;19;-1456;-53.0;713;688;-306;-1456;-626;?;-42
-306;576;60.0;-93;-1712;-94.0;802;747;-576;-1712;-306;?;-43
-574;260;85.0;-138;-1433;-99.0;808;804;-260;-1433;-574;?;-44
-792;148;112.0;-123;-1121;-129.0;763;833;?;-1121;-792;?;-44
-694;148;99.0;29;-1681;-95.0;711;676;-148;-1681;-694;?;-44
-440;-260;129.0;-106;-1317;-89.0;739;853;260;-1317;-440;?;-44
-812;-361;145.0;-248;-2108;-78.0;871;910;361;?;-812;?;-42
-1162;-415;123.0;1;-3377;-91.0;654;733;415;?;-1162;?;?
-1090;-320;110.0;-215;-3901;-92.0;825;852;320;?;-1090;?;?
