Accelerometer RKN_ accY;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE Nav_Ay;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Ax
973.0;995.0;-5;202.0;40.0;-520.0;8
966.0;986.0;1;185.0;29.0;-492.0;0
982.0;976.0;5;176.0;45.0;-483.0;0
970.0;950.0;-9;176.0;85.0;-482.0;5
980.0;937.0;-3;193.0;96.0;-497.0;6
979.0;950.0;-3;212.0;107.0;-493.0;5
969.0;957.0;-3;188.0;103.0;-514.0;-1
972.0;952.0;-2;194.0;92.0;-504.0;2
995.0;929.0;-8;199.0;92.0;-516.0;2
966.0;925.0;-3;201.0;97.0;-493.0;0
986.0;936.0;-1;202.0;99.0;-511.0;1
983.0;955.0;6;181.0;89.0;-501.0;0
985.0;950.0;4;202.0;99.0;-505.0;2
973.0;938.0;0;209.0;88.0;-505.0;-5
966.0;937.0;3;189.0;89.0;-521.0;-2
984.0;928.0;6;192.0;93.0;-510.0;0
977.0;927.0;17;191.0;108.0;-510.0;-14
966.0;947.0;13;189.0;79.0;-500.0;-11
987.0;935.0;-12;178.0;88.0;-511.0;-1
989.0;941.0;-13;184.0;98.0;-494.0;2
989.0;954.0;-12;176.0;79.0;-496.0;10
989.0;928.0;-15;197.0;87.0;-490.0;0
975.0;920.0;-6;187.0;87.0;-488.0;-8
954.0;948.0;-7;192.0;98.0;-488.0;5
982.0;954.0;-9;212.0;90.0;-469.0;1
974.0;963.0;-3;201.0;98.0;-488.0;-4
971.0;958.0;-7;201.0;90.0;-496.0;5
984.0;963.0;-11;181.0;109.0;-499.0;-2
987.0;952.0;-7;193.0;108.0;-515.0;0
987.0;951.0;-3;208.0;101.0;-529.0;10
1008.0;918.0;8;311.0;181.0;-511.0;-5
980.0;946.0;5;247.0;184.0;-545.0;-5
989.0;937.0;3;244.0;132.0;-524.0;-11
998.0;937.0;3;211.0;139.0;-505.0;-7
983.0;925.0;2;181.0;136.0;-505.0;-2
992.0;922.0;113;201.0;142.0;-522.0;-57
985.0;979.0;103;-81.0;-97.0;-575.0;-70
1103.0;945.0;23;174.0;142.0;-630.0;15
939.0;929.0;4;204.0;89.0;-489.0;2
939.0;920.0;6;192.0;68.0;-509.0;6
982.0;912.0;4;216.0;-30.0;-499.0;1
962.0;923.0;2;183.0;-19.0;-510.0;-5
994.0;1000.0;-205;294.0;36.0;-684.0;-66
1002.0;906.0;-2;246.0;-32.0;-500.0;-4
1007.0;922.0;3;266.0;-13.0;-499.0;2
988.0;931.0;0;249.0;-14.0;-476.0;3
1001.0;931.0;-1;252.0;-20.0;-473.0;3
1011.0;792.0;-63;-39.0;-118.0;-532.0;31
970.0;1024.0;41;274.0;350.0;-802.0;29
996.0;1006.0;43;229.0;229.0;-812.0;53
984.0;1095.0;53;203.0;80.0;-897.0;235
990.0;964.0;25;186.0;186.0;-824.0;63
870.0;993.0;336;215.0;137.0;-749.0;600
1010.0;1085.0;-49;127.0;156.0;-631.0;5
995.0;907.0;0;273.0;-21.0;-473.0;3
862.0;1011.0;14;340.0;314.0;-655.0;21
1032.0;1000.0;18;349.0;281.0;-624.0;25
989.0;937.0;-1;242.0;-16.0;-500.0;6
522.0;1597.0;210;252.0;17.0;-642.0;-240
999.0;942.0;-1;213.0;-19.0;-519.0;3
989.0;948.0;0;215.0;-28.0;-500.0;7
989.0;946.0;2;239.0;-31.0;-504.0;8
988.0;956.0;7;233.0;-29.0;-534.0;1
978.0;917.0;1;271.0;-20.0;-460.0;3
991.0;929.0;5;260.0;-32.0;-459.0;-3
992.0;920.0;4;251.0;-30.0;-471.0;9
1002.0;917.0;-4;251.0;-30.0;-459.0;5
1004.0;924.0;3;250.0;-32.0;-474.0;5
977.0;940.0;2;264.0;-43.0;-472.0;8
999.0;1014.0;8;142.0;-51.0;-472.0;13
972.0;961.0;7;213.0;-28.0;-518.0;13
968.0;959.0;6;225.0;-4.0;-576.0;12
1002.0;1001.0;4;190.0;2.0;-580.0;11
966.0;1037.0;9;176.0;19.0;-570.0;15
1064.0;1009.0;-5;174.0;32.0;-598.0;4
844.0;983.0;-11;182.0;-5.0;-637.0;3
989.0;918.0;1;252.0;-32.0;-454.0;7
988.0;973.0;-15;202.0;163.0;-476.0;26
978.0;936.0;2;252.0;-29.0;-451.0;4
997.0;939.0;-19;325.0;211.0;-520.0;27
994.0;940.0;-1;248.0;-21.0;-449.0;-3
985.0;1164.0;-22;314.0;151.0;-598.0;22
995.0;968.0;-5;253.0;92.0;-464.0;-1
997.0;909.0;-12;262.0;109.0;-644.0;14
970.0;927.0;-33;312.0;94.0;-677.0;41
971.0;1052.0;-18;322.0;12.0;-482.0;36
963.0;924.0;2;247.0;91.0;-516.0;21
801.0;952.0;8;277.0;69.0;-555.0;19
974.0;860.0;79;211.0;10.0;-571.0;-91
983.0;871.0;137;270.0;20.0;-428.0;-339
1031.0;676.0;100;69.0;-209.0;-467.0;-144
990.0;952.0;143;175.0;51.0;-517.0;-120
941.0;811.0;161;276.0;119.0;-779.0;-389
970.0;941.0;89;154.0;85.0;-557.0;2
995.0;867.0;61;144.0;110.0;-573.0;90
989.0;1134.0;-57;12.0;149.0;-638.0;665
989.0;830.0;-1;90.0;80.0;-653.0;2
973.0;908.0;83;201.0;182.0;-619.0;104
995.0;1024.0;108;195.0;321.0;-573.0;161
977.0;1024.0;277;122.0;357.0;-687.0;162
529.0;814.0;227;351.0;113.0;-382.0;-315
811.0;1255.0;520;454.0;129.0;-540.0;1614
971.0;971.0;-11;68.0;514.0;-488.0;22
988.0;1017.0;-616;261.0;-99.0;-496.0;-479
984.0;967.0;-107;299.0;175.0;-555.0;-40
1007.0;1062.0;-22;391.0;168.0;-511.0;62
997.0;1016.0;50;82.0;319.0;-658.0;120
999.0;1008.0;52;58.0;275.0;-590.0;71
989.0;1008.0;42;181.0;276.0;-578.0;53
988.0;1004.0;62;243.0;217.0;-564.0;78
990.0;920.0;-24;47.0;708.0;-589.0;41
947.0;991.0;-59;142.0;416.0;-609.0;-4
957.0;914.0;81;137.0;421.0;-562.0;29
979.0;995.0;50;164.0;123.0;-536.0;65
977.0;1000.0;34;163.0;50.0;-559.0;63
970.0;1027.0;42;245.0;66.0;-547.0;70
981.0;1019.0;42;266.0;72.0;-494.0;70
877.0;1024.0;-1;271.0;139.0;-746.0;2
916.0;1002.0;3;176.0;145.0;-767.0;-1
869.0;973.0;1;184.0;109.0;-729.0;6
862.0;984.0;-3;267.0;121.0;-715.0;12
911.0;1032.0;3;270.0;132.0;-747.0;-2
1229.0;1024.0;-6;261.0;119.0;-712.0;-3
989.0;876.0;-26;242.0;136.0;-721.0;-92
996.0;808.0;-265;281.0;-4.0;-879.0;-183
992.0;867.0;-40;247.0;125.0;-787.0;-73
990.0;877.0;4;216.0;169.0;-799.0;-101
877.0;947.0;28;71.0;256.0;-441.0;-8
911.0;922.0;25;48.0;220.0;-457.0;-6
939.0;952.0;26;63.0;235.0;-405.0;-6
937.0;995.0;19;99.0;207.0;-417.0;-3
931.0;948.0;1;91.0;146.0;-501.0;-1
778.0;1024.0;-6;272.0;130.0;-745.0;-3
727.0;995.0;-32;365.0;215.0;-890.0;20
909.0;1024.0;-6;231.0;119.0;-694.0;-3
1424.0;1110.0;9;239.0;2.0;-820.0;-39
885.0;1010.0;-5;246.0;155.0;-725.0;-1
1007.0;908.0;7;208.0;369.0;-405.0;2
997.0;910.0;-4;177.0;286.0;-419.0;-6
996.0;879.0;-181;278.0;-21.0;-742.0;283
972.0;1013.0;4;281.0;59.0;-780.0;24
988.0;1016.0;1;246.0;113.0;-709.0;7
987.0;1032.0;-2;272.0;59.0;-672.0;4
990.0;1027.0;4;305.0;111.0;-692.0;-2
970.0;1039.0;-1;297.0;70.0;-679.0;4
989.0;1007.0;-7;310.0;102.0;-681.0;5
997.0;1045.0;2;322.0;100.0;-707.0;-6
981.0;1081.0;-1;264.0;64.0;-688.0;2
980.0;1080.0;5;242.0;-1.0;-779.0;2
979.0;1009.0;6;272.0;37.0;-423.0;-4
995.0;816.0;115;59.0;42.0;-451.0;21
1035.0;946.0;-3;231.0;372.0;-851.0;17
961.0;981.0;15;230.0;179.0;-740.0;6
985.0;1024.0;13;222.0;188.0;-720.0;5
964.0;849.0;17;139.0;68.0;-480.0;-10
971.0;947.0;6;243.0;439.0;-758.0;-3
987.0;977.0;5;247.0;418.0;-745.0;-1
1007.0;997.0;9;248.0;399.0;-751.0;7
988.0;971.0;12;264.0;394.0;-716.0;6
980.0;911.0;4;248.0;371.0;-702.0;0
945.0;899.0;38;347.0;205.0;-634.0;61
978.0;910.0;19;289.0;215.0;-628.0;2
1024.0;924.0;0;341.0;189.0;-625.0;10
975.0;914.0;13;373.0;186.0;-665.0;-3
971.0;987.0;8;427.0;202.0;-683.0;-8
965.0;983.0;-7;237.0;-20.0;-511.0;-10
951.0;1002.0;4;69.0;127.0;-588.0;-1
986.0;982.0;-25;61.0;-10.0;-630.0;9
1029.0;997.0;0;110.0;96.0;-569.0;3
1070.0;886.0;2;214.0;102.0;-591.0;3
1459.0;921.0;-1;274.0;1.0;-569.0;4
1320.0;919.0;102;395.0;214.0;-614.0;-7
884.0;994.0;18;-77.0;163.0;-490.0;-10
978.0;987.0;3;13.0;183.0;-539.0;-16
990.0;965.0;3;-73.0;269.0;-571.0;-10
1279.0;922.0;-1128;372.0;1323.0;-751.0;822
974.0;1045.0;-182;81.0;62.0;-562.0;83
989.0;974.0;1;121.0;131.0;-623.0;3
991.0;968.0;3;110.0;100.0;-618.0;5
987.0;958.0;1;120.0;100.0;-635.0;3
990.0;961.0;1;98.0;97.0;-626.0;3
979.0;975.0;1;89.0;91.0;-625.0;4
993.0;1034.0;3;73.0;130.0;-670.0;-3
1017.0;1010.0;-2;18.0;62.0;-750.0;-1
992.0;762.0;-5;-123.0;-187.0;-813.0;7
991.0;965.0;-5;202.0;26.0;-715.0;3
1073.0;948.0;-1;213.0;-30.0;-728.0;5
977.0;964.0;-3;178.0;20.0;-724.0;-2
940.0;982.0;0;206.0;-1.0;-647.0;-6
919.0;985.0;6;236.0;45.0;-627.0;-5
546.0;1060.0;-19;708.0;-274.0;-670.0;26
1013.0;944.0;3;234.0;25.0;-590.0;0
1001.0;960.0;9;271.0;54.0;-573.0;-6
367.0;528.0;-97;201.0;-15.0;-426.0;106
873.0;991.0;-14;150.0;0.0;-500.0;12
973.0;974.0;1;228.0;-1.0;-558.0;0
991.0;964.0;-4;186.0;104.0;-557.0;4
997.0;950.0;61;153.0;261.0;-532.0;14
969.0;966.0;-16;189.0;354.0;-420.0;11
1003.0;914.0;6;154.0;362.0;-439.0;32
814.0;1026.0;-3;171.0;516.0;-764.0;-15
981.0;954.0;1;176.0;108.0;-591.0;-11
980.0;1070.0;1699;307.0;85.0;-514.0;288
1016.0;1023.0;46;299.0;200.0;-602.0;34
970.0;1039.0;-48;285.0;203.0;-473.0;42
980.0;998.0;19;329.0;216.0;-386.0;10
966.0;1020.0;-20;333.0;284.0;-455.0;30
991.0;1043.0;-8;357.0;244.0;-548.0;37
981.0;1023.0;-8;294.0;174.0;-600.0;14
963.0;1014.0;-9;299.0;123.0;-713.0;14
1049.0;1028.0;-14;159.0;151.0;-731.0;5
892.0;1042.0;-13;239.0;162.0;-777.0;8
975.0;939.0;-2;346.0;171.0;-1015.0;-3
1001.0;1056.0;-157;315.0;-28.0;-354.0;-99
978.0;923.0;11;197.0;127.0;-586.0;-4
991.0;891.0;-3;201.0;157.0;-589.0;-9
969.0;908.0;18;195.0;144.0;-571.0;2
975.0;939.0;-2;171.0;112.0;-600.0;-10
978.0;943.0;-17;190.0;108.0;-589.0;-19
984.0;889.0;20;181.0;109.0;-568.0;3
767.0;831.0;-235;116.0;-75.0;-497.0;-254
989.0;824.0;68;152.0;122.0;-530.0;22
958.0;1089.0;-90;217.0;244.0;-508.0;220
991.0;937.0;-40;185.0;156.0;-483.0;12
980.0;1067.0;4;178.0;135.0;-450.0;-21
965.0;1110.0;7;201.0;118.0;-453.0;2
978.0;1050.0;23;181.0;139.0;-414.0;31
965.0;1004.0;-34;201.0;149.0;-400.0;79
970.0;975.0;-24;190.0;157.0;-379.0;-27
987.0;994.0;-27;189.0;161.0;-349.0;-12
996.0;1005.0;-61;171.0;163.0;-367.0;62
999.0;946.0;-17;12.0;853.0;-500.0;23
983.0;973.0;-22;217.0;155.0;-400.0;6
969.0;1009.0;-221;312.0;491.0;-673.0;-46
975.0;989.0;-38;402.0;467.0;-671.0;-80
998.0;968.0;-2;402.0;400.0;-729.0;-19
977.0;984.0;-30;250.0;221.0;-389.0;19
970.0;1237.0;-87;-149.0;659.0;-658.0;-287
594.0;1056.0;-2;83.0;314.0;-785.0;-4
754.0;899.0;18;239.0;215.0;-539.0;-42
986.0;977.0;12;330.0;218.0;-507.0;-30
995.0;1025.0;2;268.0;218.0;-509.0;-9
978.0;926.0;2;231.0;81.0;-444.0;3
988.0;927.0;-5;200.0;22.0;-436.0;1
970.0;937.0;-1;171.0;-8.0;-436.0;-5
1004.0;934.0;-7;239.0;140.0;-411.0;-2
962.0;948.0;-7;152.0;187.0;-401.0;0
969.0;909.0;-4;149.0;184.0;-420.0;-5
979.0;928.0;0;139.0;168.0;-412.0;-8
1007.0;937.0;-4;147.0;175.0;-400.0;4
974.0;935.0;-2;163.0;154.0;-419.0;0
963.0;914.0;0;141.0;184.0;-400.0;-5
969.0;908.0;-6;176.0;172.0;-390.0;-2
973.0;923.0;0;149.0;157.0;-391.0;-2
976.0;919.0;70;201.0;210.0;-458.0;3
959.0;928.0;24;240.0;112.0;-457.0;46
955.0;938.0;13;251.0;21.0;-443.0;43
999.0;906.0;12;303.0;122.0;-446.0;33
1012.0;908.0;17;300.0;138.0;-447.0;38
1133.0;824.0;127;226.0;76.0;-379.0;44
1015.0;855.0;-14;211.0;29.0;-491.0;62
1127.0;816.0;-43;267.0;47.0;-442.0;74
973.0;932.0;2;149.0;188.0;-409.0;-2
976.0;904.0;12;151.0;206.0;-408.0;5
1026.0;912.0;-8;228.0;270.0;-361.0;-7
988.0;900.0;5;159.0;183.0;-377.0;-3
967.0;916.0;-2;162.0;186.0;-398.0;-2
1106.0;1070.0;4;310.0;125.0;-673.0;0
1020.0;1046.0;-3;320.0;154.0;-634.0;1
969.0;1003.0;-9;265.0;405.0;-678.0;-7
966.0;1021.0;-10;249.0;348.0;-675.0;-8
991.0;982.0;-6;216.0;303.0;-694.0;-1
992.0;982.0;-8;192.0;266.0;-712.0;2
979.0;970.0;-2;193.0;265.0;-664.0;-1
979.0;932.0;6;153.0;197.0;-416.0;-14
992.0;914.0;7;151.0;208.0;-381.0;3
981.0;909.0;1;161.0;198.0;-423.0;0
972.0;920.0;-3;171.0;178.0;-407.0;12
979.0;910.0;-2;154.0;185.0;-397.0;4
984.0;915.0;1;142.0;188.0;-398.0;-1
977.0;924.0;-4;163.0;200.0;-410.0;1
987.0;949.0;3;160.0;194.0;-392.0;1
988.0;930.0;5;162.0;180.0;-389.0;0
997.0;918.0;-1;160.0;185.0;-400.0;-2
989.0;926.0;2;163.0;181.0;-401.0;0
989.0;918.0;4;152.0;183.0;-409.0;1
968.0;910.0;1;151.0;196.0;-398.0;-4
975.0;937.0;5;150.0;207.0;-401.0;-1
997.0;925.0;8;170.0;208.0;-398.0;-2
990.0;895.0;-104;231.0;-36.0;-445.0;348
949.0;927.0;-2;152.0;430.0;-421.0;-2
1012.0;1008.0;32;-308.0;293.0;-559.0;-18
1360.0;953.0;0;538.0;756.0;-690.0;3
1002.0;955.0;-3;197.0;-10.0;-425.0;1
945.0;970.0;-2;186.0;-2.0;-411.0;5
1017.0;980.0;-5;179.0;8.0;-408.0;4
989.0;845.0;133;206.0;37.0;-534.0;187
998.0;962.0;4;130.0;-73.0;-410.0;0
1017.0;857.0;626;168.0;11.0;-549.0;-559
973.0;878.0;-85;260.0;7.0;-521.0;-344
944.0;840.0;-23;-3.0;364.0;-740.0;-28
955.0;1119.0;92;477.0;251.0;-402.0;58
936.0;790.0;-220;138.0;-106.0;-527.0;896
941.0;1020.0;-17;12.0;466.0;-708.0;-2
485.0;990.0;-1;188.0;91.0;-533.0;14
1019.0;995.0;-78;73.0;-113.0;-717.0;-4
983.0;657.0;111;47.0;-364.0;-426.0;-9
1046.0;967.0;-127;-208.0;1240.0;-965.0;27
951.0;1004.0;282;-315.0;12.0;-828.0;277
631.0;832.0;-45;435.0;100.0;-396.0;-7
924.0;936.0;4;323.0;29.0;-772.0;5
854.0;997.0;-27;333.0;45.0;-897.0;6
998.0;1041.0;3;342.0;-88.0;-591.0;-11
993.0;992.0;-9;233.0;-44.0;-577.0;-79
878.0;1013.0;-1;234.0;26.0;-760.0;4
988.0;984.0;1;409.0;366.0;-767.0;-12
962.0;1002.0;-73;382.0;327.0;-430.0;42
933.0;1033.0;-16;59.0;50.0;-496.0;-16
1162.0;1013.0;6;160.0;30.0;-463.0;13
1524.0;958.0;6;347.0;270.0;-554.0;-21
1032.0;868.0;98;646.0;5.0;-388.0;26
966.0;950.0;-1;225.0;-21.0;-420.0;-3
997.0;937.0;2;291.0;-51.0;-411.0;-2
839.0;1495.0;104;375.0;89.0;-918.0;-561
849.0;880.0;-5;444.0;887.0;-684.0;-2
948.0;860.0;0;313.0;338.0;-829.0;7
1097.0;763.0;4;301.0;360.0;-770.0;9
1437.0;1132.0;-337;89.0;19.0;-720.0;21
969.0;938.0;-3;224.0;452.0;-910.0;-8
972.0;978.0;7;281.0;375.0;-939.0;-1
944.0;802.0;-3;282.0;346.0;-801.0;-8
425.0;1054.0;1;19.0;-258.0;-594.0;-49
987.0;711.0;0;583.0;246.0;-713.0;-5
970.0;773.0;15;290.0;393.0;-735.0;36
950.0;762.0;-17;267.0;401.0;-724.0;7
1170.0;1202.0;241;20.0;401.0;-614.0;-56
942.0;923.0;-2;133.0;390.0;-405.0;0
944.0;924.0;0;166.0;430.0;-418.0;-4
941.0;908.0;4;137.0;414.0;-430.0;-1
1090.0;1096.0;-4;168.0;-93.0;-596.0;14
1128.0;899.0;-26;1110.0;767.0;-419.0;-5
1011.0;834.0;15;372.0;716.0;-792.0;-4
1006.0;861.0;-98;481.0;600.0;-530.0;51
850.0;1090.0;65;258.0;-117.0;-670.0;55
947.0;847.0;6;321.0;345.0;-822.0;6
827.0;910.0;7;270.0;-39.0;-583.0;5
987.0;927.0;-4;194.0;-12.0;-410.0;-3
944.0;935.0;-3;249.0;-18.0;-420.0;-2
999.0;964.0;-1;254.0;-10.0;-422.0;-6
1018.0;961.0;10;266.0;-7.0;-423.0;1
976.0;1086.0;-157;185.0;-180.0;-429.0;-120
797.0;763.0;1;314.0;248.0;-761.0;7
891.0;891.0;42;282.0;321.0;-840.0;15
581.0;959.0;-4;528.0;836.0;-646.0;2
1004.0;972.0;-77;235.0;148.0;-344.0;-13
423.0;899.0;-50;228.0;92.0;-227.0;20
978.0;913.0;430;224.0;252.0;-504.0;-193
1163.0;957.0;325;-54.0;1415.0;-569.0;78
979.0;956.0;2;249.0;-54.0;-430.0;5
806.0;920.0;487;404.0;147.0;-360.0;249
925.0;937.0;4;243.0;565.0;-846.0;-26
533.0;1022.0;49;101.0;209.0;-639.0;-9
986.0;943.0;1;251.0;-36.0;-452.0;14
889.0;994.0;0;321.0;7.0;-447.0;-29
992.0;928.0;57;219.0;-7.0;-449.0;-87
984.0;945.0;7;255.0;-47.0;-467.0;9
979.0;935.0;6;253.0;-46.0;-462.0;3
978.0;909.0;6;238.0;-36.0;-454.0;-2
984.0;926.0;-1;230.0;-36.0;-435.0;4
989.0;914.0;0;233.0;-34.0;-446.0;3
981.0;917.0;-2;230.0;-20.0;-419.0;1
1007.0;927.0;0;232.0;-32.0;-440.0;3
996.0;908.0;2;240.0;-30.0;-439.0;5
987.0;929.0;1;241.0;-30.0;-442.0;5
998.0;966.0;4;230.0;-66.0;-435.0;-2
1002.0;946.0;2;245.0;-32.0;-443.0;3
977.0;916.0;1;238.0;-37.0;-446.0;-5
991.0;926.0;1;237.0;-28.0;-436.0;-2
999.0;930.0;-32;191.0;-145.0;-598.0;-6
990.0;1107.0;-524;295.0;17.0;-550.0;195
1120.0;1005.0;186;106.0;130.0;-462.0;210
963.0;973.0;-4;39.0;533.0;-737.0;-1
1016.0;783.0;9;135.0;716.0;-787.0;12
979.0;892.0;-274;204.0;99.0;-748.0;40
547.0;719.0;97;-168.0;264.0;-547.0;-617
959.0;930.0;-2;158.0;420.0;-418.0;-1
1032.0;849.0;2;-240.0;-127.0;-447.0;12
1005.0;1184.0;69;82.0;227.0;-638.0;146
961.0;1292.0;257;322.0;-397.0;-719.0;-269
1036.0;956.0;-8;690.0;-304.0;-587.0;-1
988.0;774.0;67;210.0;58.0;-755.0;-58
967.0;923.0;1;150.0;456.0;-410.0;-3
987.0;757.0;5;337.0;363.0;-768.0;9
970.0;917.0;6;341.0;151.0;-956.0;-9
999.0;923.0;1;271.0;-86.0;-469.0;0
986.0;1014.0;-5;190.0;-541.0;-902.0;10
994.0;868.0;6;208.0;150.0;-842.0;-81
991.0;920.0;10;135.0;420.0;-420.0;2
994.0;1002.0;296;658.0;-308.0;-623.0;578
971.0;884.0;-2;361.0;15.0;-876.0;8
979.0;773.0;-11;460.0;365.0;-765.0;3
964.0;1219.0;8;367.0;245.0;-582.0;9
886.0;925.0;8;126.0;463.0;-316.0;11
987.0;776.0;4;372.0;330.0;-767.0;9
1004.0;976.0;-5;264.0;116.0;-333.0;-11
974.0;1033.0;-2;-83.0;353.0;-830.0;-8
1031.0;1352.0;24;485.0;362.0;-616.0;149
977.0;1151.0;346;241.0;62.0;-736.0;-180
911.0;1054.0;116;829.0;39.0;-767.0;-213
961.0;957.0;-6;146.0;433.0;-396.0;-3
976.0;958.0;1;252.0;403.0;-987.0;-2
911.0;820.0;9;377.0;292.0;-853.0;2
989.0;906.0;-17;238.0;-69.0;-310.0;-15
967.0;947.0;5;291.0;2.0;-383.0;4
941.0;915.0;4;144.0;423.0;-411.0;-2
998.0;966.0;-2;310.0;-119.0;-719.0;-6
986.0;787.0;-81;341.0;384.0;-478.0;-5
972.0;980.0;8;422.0;414.0;-758.0;-8
919.0;941.0;-64;-287.0;-440.0;-586.0;46
964.0;923.0;-1;133.0;433.0;-419.0;-3
998.0;894.0;-1;261.0;-59.0;-458.0;3
969.0;934.0;-7;144.0;439.0;-403.0;-2
1056.0;984.0;-13;90.0;490.0;-759.0;9
997.0;979.0;154;440.0;281.0;-456.0;366
977.0;948.0;-1;161.0;10.0;-362.0;-4
954.0;845.0;-4;441.0;-153.0;-551.0;2
985.0;816.0;-125;234.0;269.0;-389.0;32
997.0;924.0;5;251.0;-60.0;-453.0;-3
576.0;1024.0;99;289.0;201.0;-836.0;2
1008.0;929.0;-152;335.0;52.0;-331.0;-401
982.0;922.0;0;257.0;-76.0;-467.0;2
908.0;980.0;215;137.0;-110.0;-456.0;-666
984.0;738.0;2;276.0;483.0;-753.0;0
1092.0;1118.0;-21;334.0;-69.0;-1030.0;86
998.0;853.0;-14;320.0;484.0;-856.0;-2
955.0;906.0;-19;67.0;474.0;-464.0;-42
728.0;815.0;-4;394.0;445.0;-845.0;5
981.0;807.0;-4;29.0;-321.0;-503.0;-58
933.0;835.0;-67;93.0;552.0;-456.0;106
983.0;679.0;-3;378.0;487.0;-797.0;-1
943.0;950.0;2;150.0;462.0;-410.0;-2
978.0;896.0;4;182.0;399.0;-380.0;4
989.0;811.0;4;675.0;727.0;-850.0;-6
986.0;942.0;-1;290.0;-88.0;-410.0;-4
989.0;1014.0;7;241.0;-48.0;-427.0;-4
979.0;833.0;8;172.0;141.0;-820.0;-65
979.0;932.0;0;222.0;-50.0;-418.0;-2
976.0;919.0;-8;140.0;464.0;-410.0;-3
1009.0;1014.0;-29;197.0;-347.0;-567.0;-1
902.0;921.0;-1134;419.0;93.0;-818.0;-1213
970.0;802.0;-84;231.0;-11.0;-702.0;-493
991.0;937.0;1;226.0;-16.0;-204.0;-4
998.0;899.0;63;-243.0;2.0;-355.0;61
997.0;1005.0;3;242.0;-42.0;-406.0;1
956.0;1078.0;-18;289.0;400.0;-430.0;-27
991.0;881.0;64;-68.0;-300.0;-421.0;-24
1006.0;930.0;10;2.0;442.0;-392.0;-17
980.0;921.0;-127;14.0;-407.0;-357.0;102
957.0;930.0;-2;143.0;431.0;-390.0;1
320.0;917.0;9;311.0;30.0;-610.0;0
971.0;909.0;1342;219.0;137.0;-642.0;1036
1005.0;765.0;0;448.0;448.0;-763.0;-2
978.0;989.0;6;171.0;-1.0;-319.0;3
1145.0;981.0;16;-45.0;-125.0;-490.0;-1
683.0;904.0;-735;329.0;103.0;-591.0;2539
971.0;944.0;3;165.0;467.0;-397.0;-4
936.0;1008.0;-55;-286.0;-228.0;-501.0;43
987.0;932.0;-4;242.0;-34.0;-390.0;-3
892.0;681.0;5;48.0;507.0;-856.0;-2
998.0;1034.0;-7;-119.0;273.0;-840.0;-26
945.0;933.0;-6;161.0;451.0;-410.0;2
869.0;847.0;1744;376.0;129.0;-522.0;-1637
824.0;995.0;33;253.0;4.0;-438.0;42
974.0;1011.0;11;244.0;-18.0;-407.0;7
967.0;853.0;1;413.0;438.0;-804.0;-24
951.0;1038.0;14;-64.0;-251.0;-719.0;77
