InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-357.0;-355.0;281.0;-358.0;-838.0;258.0;-438.0;-148.0;-312.0;38.0
-464.0;-829.0;622.0;-687.0;-783.0;-278.0;43.0;569.0;395.0;620.0
-461.0;-820.0;617.0;-684.0;-785.0;-260.0;23.0;564.0;403.0;610.0
-457.0;-812.0;611.0;-677.0;-787.0;-242.0;3.0;558.0;410.0;599.0
-453.0;-804.0;605.0;-665.0;-793.0;-225.0;-15.0;551.0;411.0;589.0
-449.0;-796.0;599.0;-650.0;-802.0;-208.0;-33.0;540.0;410.0;579.0
-444.0;-788.0;591.0;-629.0;-811.0;-193.0;-49.0;525.0;409.0;571.0
-573.0;-781.0;787.0;-759.0;-842.0;-308.0;230.0;509.0;315.0;298.0
-637.0;-653.0;787.0;-690.0;-739.0;-168.0;254.0;639.0;507.0;277.0
-644.0;-622.0;774.0;-694.0;-748.0;-137.0;253.0;624.0;500.0;285.0
-655.0;-600.0;765.0;-696.0;-753.0;-113.0;252.0;615.0;496.0;297.0
-530.0;-754.0;829.0;-603.0;-814.0;-102.0;155.0;606.0;325.0;123.0
-529.0;-754.0;829.0;-605.0;-817.0;-103.0;155.0;603.0;320.0;124.0
-527.0;-754.0;828.0;-609.0;-817.0;-103.0;154.0;597.0;320.0;124.0
-525.0;-755.0;827.0;-612.0;-818.0;-104.0;154.0;595.0;321.0;124.0
-524.0;-755.0;827.0;-614.0;-819.0;-103.0;154.0;595.0;321.0;125.0
-527.0;-758.0;828.0;-639.0;-854.0;-130.0;169.0;544.0;269.0;143.0
-528.0;-759.0;829.0;-639.0;-859.0;-133.0;171.0;544.0;264.0;148.0
-619.0;-704.0;844.0;-612.0;-785.0;-83.0;222.0;632.0;424.0;298.0
-619.0;-694.0;822.0;-613.0;-786.0;-82.0;221.0;631.0;423.0;302.0
-619.0;-688.0;800.0;-613.0;-787.0;-80.0;220.0;630.0;422.0;303.0
-620.0;-682.0;789.0;-612.0;-788.0;-79.0;219.0;629.0;422.0;301.0
-621.0;-676.0;781.0;-612.0;-789.0;-78.0;217.0;628.0;421.0;301.0
-621.0;-673.0;775.0;-612.0;-791.0;-78.0;216.0;627.0;419.0;301.0
-625.0;-670.0;768.0;-612.0;-792.0;-78.0;214.0;626.0;418.0;300.0
-554.0;-595.0;574.0;-690.0;-940.0;-73.0;-33.0;51.0;-136.0;-240.0
-557.0;-594.0;576.0;-689.0;-938.0;-73.0;-31.0;51.0;-138.0;-235.0
-558.0;-595.0;579.0;-689.0;-935.0;-73.0;-32.0;51.0;-139.0;-230.0
-558.0;-597.0;583.0;-687.0;-933.0;-72.0;-33.0;51.0;-140.0;-227.0
-562.0;-602.0;591.0;-661.0;-921.0;-70.0;-42.0;53.0;-155.0;-219.0
-562.0;-605.0;594.0;-651.0;-915.0;-69.0;-44.0;53.0;-155.0;-216.0
-441.0;-781.0;584.0;-606.0;-819.0;-180.0;-64.0;504.0;405.0;564.0
-586.0;-585.0;619.0;-527.0;-828.0;-46.0;-71.0;-9.0;-160.0;-288.0
-594.0;-570.0;619.0;-533.0;-836.0;-45.0;-73.0;-11.0;-156.0;-310.0
-602.0;-553.0;616.0;-538.0;-842.0;-42.0;-75.0;-13.0;-153.0;-333.0
-610.0;-534.0;610.0;-543.0;-851.0;-41.0;-77.0;-18.0;-153.0;-358.0
-617.0;-512.0;605.0;-547.0;-865.0;-39.0;-79.0;-21.0;-157.0;-383.0
-623.0;-489.0;598.0;-552.0;-881.0;-37.0;-83.0;-27.0;-162.0;-407.0
-663.0;-401.0;667.0;-682.0;-860.0;4.0;-108.0;138.0;-122.0;-345.0
-666.0;-409.0;681.0;-744.0;-851.0;-31.0;-65.0;190.0;-121.0;-339.0
-668.0;-409.0;684.0;-743.0;-850.0;-30.0;-61.0;191.0;-112.0;-339.0
-550.0;-55.0;496.0;-553.0;-880.0;42.0;-218.0;89.0;-184.0;-378.0
-550.0;-54.0;491.0;-552.0;-879.0;41.0;-217.0;92.0;-182.0;-381.0
-669.0;-374.0;623.0;-685.0;-835.0;-6.0;-68.0;153.0;-84.0;-387.0
-668.0;-374.0;621.0;-686.0;-835.0;-7.0;-69.0;153.0;-84.0;-387.0
-666.0;-373.0;618.0;-686.0;-835.0;-8.0;-69.0;154.0;-83.0;-387.0
-665.0;-372.0;617.0;-685.0;-834.0;-9.0;-69.0;154.0;-83.0;-387.0
-664.0;-373.0;618.0;-686.0;-834.0;-10.0;-69.0;155.0;-81.0;-385.0
-664.0;-374.0;618.0;-686.0;-833.0;-10.0;-70.0;157.0;-80.0;-385.0
-647.0;-377.0;592.0;-673.0;-822.0;-25.0;-88.0;173.0;-108.0;-387.0
-644.0;-370.0;582.0;-695.0;-825.0;-23.0;-84.0;165.0;-105.0;-387.0
-644.0;-370.0;581.0;-694.0;-826.0;-23.0;-84.0;164.0;-108.0;-387.0
-643.0;-370.0;581.0;-693.0;-826.0;-23.0;-84.0;164.0;-109.0;-387.0
-643.0;-370.0;581.0;-693.0;-826.0;-23.0;-84.0;163.0;-109.0;-386.0
-643.0;-370.0;583.0;-693.0;-825.0;-23.0;-83.0;163.0;-108.0;-385.0
-643.0;-371.0;583.0;-693.0;-825.0;-24.0;-83.0;163.0;-108.0;-385.0
-643.0;-371.0;582.0;-693.0;-826.0;-24.0;-83.0;163.0;-108.0;-386.0
-643.0;-371.0;582.0;-691.0;-826.0;-24.0;-83.0;162.0;-109.0;-386.0
-642.0;-370.0;581.0;-688.0;-827.0;-24.0;-84.0;157.0;-113.0;-386.0
-640.0;-320.0;597.0;-613.0;-777.0;-19.0;-32.0;256.0;-106.0;-444.0
-260.0;-765.0;321.0;-546.0;-885.0;127.0;153.0;420.0;352.0;572.0
-253.0;-775.0;327.0;-545.0;-883.0;146.0;165.0;414.0;351.0;581.0
-250.0;-793.0;341.0;-540.0;-874.0;166.0;175.0;411.0;352.0;593.0
-257.0;-811.0;350.0;-534.0;-861.0;192.0;182.0;413.0;359.0;607.0
-641.0;-314.0;645.0;-622.0;-797.0;-21.0;-35.0;257.0;-128.0;-413.0
-640.0;-314.0;613.0;-621.0;-797.0;-21.0;-34.0;257.0;-129.0;-427.0
-641.0;-370.0;580.0;-686.0;-828.0;-24.0;-83.0;151.0;-114.0;-386.0
-640.0;-313.0;581.0;-620.0;-797.0;-22.0;-34.0;256.0;-131.0;-437.0
-640.0;-312.0;559.0;-620.0;-797.0;-23.0;-33.0;257.0;-132.0;-444.0
-638.0;-311.0;544.0;-620.0;-797.0;-23.0;-33.0;257.0;-132.0;-451.0
-656.0;-315.0;658.0;-617.0;-794.0;-22.0;-34.0;256.0;-133.0;-429.0
-624.0;-300.0;549.0;-622.0;-791.0;-27.0;-25.0;262.0;-126.0;-457.0
-625.0;-300.0;550.0;-622.0;-792.0;-27.0;-25.0;262.0;-126.0;-457.0
-624.0;-300.0;550.0;-622.0;-792.0;-27.0;-24.0;262.0;-125.0;-456.0
-624.0;-300.0;550.0;-622.0;-792.0;-27.0;-24.0;262.0;-125.0;-455.0
-624.0;-300.0;550.0;-621.0;-792.0;-27.0;-24.0;262.0;-125.0;-455.0
-624.0;-300.0;550.0;-622.0;-792.0;-27.0;-24.0;262.0;-125.0;-455.0
-624.0;-301.0;550.0;-622.0;-792.0;-27.0;-25.0;262.0;-124.0;-454.0
-624.0;-301.0;550.0;-622.0;-792.0;-27.0;-24.0;262.0;-124.0;-454.0
-624.0;-300.0;551.0;-621.0;-792.0;-27.0;-25.0;262.0;-123.0;-453.0
-645.0;-299.0;746.0;-625.0;-804.0;-11.0;-32.0;257.0;-114.0;-333.0
-646.0;-299.0;735.0;-627.0;-804.0;-10.0;-31.0;257.0;-113.0;-345.0
-645.0;-299.0;719.0;-626.0;-803.0;-11.0;-31.0;256.0;-112.0;-360.0
-645.0;-298.0;699.0;-626.0;-803.0;-10.0;-30.0;255.0;-112.0;-377.0
-643.0;-299.0;585.0;-629.0;-799.0;-9.0;-30.0;260.0;-106.0;-469.0
-643.0;-299.0;588.0;-628.0;-798.0;-9.0;-29.0;260.0;-105.0;-466.0
-640.0;-368.0;581.0;-685.0;-829.0;-24.0;-82.0;143.0;-114.0;-384.0
-638.0;-365.0;582.0;-687.0;-831.0;-25.0;-80.0;139.0;-115.0;-384.0
-645.0;-299.0;592.0;-628.0;-797.0;-9.0;-29.0;260.0;-104.0;-463.0
-646.0;-300.0;595.0;-627.0;-796.0;-9.0;-30.0;260.0;-102.0;-461.0
-647.0;-300.0;600.0;-627.0;-795.0;-10.0;-30.0;260.0;-101.0;-458.0
-648.0;-300.0;608.0;-626.0;-794.0;-10.0;-29.0;259.0;-99.0;-453.0
-649.0;-301.0;613.0;-625.0;-793.0;-10.0;-29.0;259.0;-96.0;-450.0
-650.0;-301.0;618.0;-625.0;-791.0;-10.0;-28.0;260.0;-94.0;-447.0
-650.0;-301.0;640.0;-623.0;-786.0;-9.0;-30.0;261.0;-85.0;-435.0
-654.0;-304.0;646.0;-622.0;-785.0;-11.0;-30.0;260.0;-87.0;-434.0
-644.0;-298.0;549.0;-628.0;-802.0;-14.0;-29.0;259.0;-124.0;-481.0
-645.0;-299.0;575.0;-599.0;-786.0;-15.0;-37.0;252.0;-141.0;-435.0
-650.0;-302.0;589.0;-600.0;-785.0;-15.0;-37.0;252.0;-139.0;-426.0
-259.0;-822.0;351.0;-529.0;-848.0;217.0;186.0;421.0;373.0;619.0
-634.0;-372.0;579.0;-703.0;-833.0;-45.0;-53.0;127.0;-77.0;-388.0
-631.0;-372.0;581.0;-700.0;-832.0;-45.0;-52.0;122.0;-82.0;-385.0
-630.0;-387.0;568.0;-713.0;-829.0;-54.0;-46.0;122.0;-52.0;-398.0
-628.0;-387.0;570.0;-710.0;-827.0;-54.0;-46.0;124.0;-56.0;-396.0
-635.0;-382.0;586.0;-714.0;-834.0;-38.0;-48.0;115.0;-53.0;-389.0
-642.0;-305.0;696.0;-610.0;-775.0;-14.0;-50.0;260.0;-113.0;-395.0
-642.0;-289.0;709.0;-610.0;-776.0;-9.0;-53.0;259.0;-109.0;-420.0
-652.0;-272.0;720.0;-610.0;-778.0;-6.0;-55.0;259.0;-106.0;-449.0
-634.0;-380.0;586.0;-712.0;-830.0;-38.0;-48.0;114.0;-62.0;-388.0
-633.0;-379.0;578.0;-721.0;-833.0;-39.0;-48.0;126.0;-62.0;-393.0
-633.0;-379.0;581.0;-726.0;-836.0;-40.0;-46.0;138.0;-63.0;-390.0
-634.0;-378.0;584.0;-729.0;-837.0;-40.0;-45.0;150.0;-61.0;-388.0
-635.0;-378.0;582.0;-736.0;-840.0;-42.0;-44.0;157.0;-56.0;-389.0
-636.0;-378.0;585.0;-744.0;-844.0;-42.0;-44.0;163.0;-51.0;-386.0
-637.0;-378.0;586.0;-747.0;-846.0;-42.0;-43.0;165.0;-46.0;-385.0
-638.0;-378.0;583.0;-752.0;-848.0;-41.0;-44.0;162.0;-39.0;-390.0
-638.0;-377.0;576.0;-758.0;-849.0;-39.0;-45.0;158.0;-36.0;-395.0
-640.0;-380.0;581.0;-757.0;-849.0;-38.0;-45.0;150.0;-35.0;-392.0
-642.0;-380.0;586.0;-754.0;-848.0;-38.0;-44.0;136.0;-34.0;-392.0
-637.0;-378.0;595.0;-737.0;-843.0;-32.0;-47.0;119.0;-46.0;-391.0
-643.0;-372.0;609.0;-772.0;-853.0;-30.0;-50.0;162.0;-21.0;-381.0
-644.0;-373.0;607.0;-772.0;-856.0;-30.0;-50.0;161.0;-14.0;-384.0
-643.0;-343.0;608.0;-554.0;-872.0;-26.0;-71.0;55.0;-227.0;-419.0
-644.0;-342.0;607.0;-553.0;-872.0;-30.0;-66.0;53.0;-228.0;-421.0
-644.0;-342.0;607.0;-553.0;-872.0;-30.0;-65.0;53.0;-228.0;-421.0
-665.0;-244.0;786.0;-616.0;-801.0;8.0;-68.0;247.0;-133.0;-373.0
-668.0;-244.0;789.0;-616.0;-802.0;7.0;-68.0;247.0;-135.0;-374.0
-649.0;-258.0;577.0;-604.0;-809.0;-6.0;-55.0;238.0;-178.0;-398.0
-649.0;-256.0;573.0;-605.0;-811.0;-5.0;-55.0;239.0;-179.0;-399.0
-644.0;-342.0;607.0;-553.0;-872.0;-30.0;-65.0;53.0;-228.0;-420.0
-644.0;-342.0;607.0;-553.0;-873.0;-30.0;-65.0;54.0;-227.0;-420.0
-644.0;-342.0;607.0;-553.0;-872.0;-29.0;-65.0;54.0;-227.0;-420.0
-648.0;-342.0;678.0;-551.0;-872.0;-34.0;-62.0;55.0;-228.0;-386.0
-649.0;-343.0;684.0;-551.0;-872.0;-34.0;-62.0;55.0;-228.0;-382.0
-650.0;-343.0;688.0;-551.0;-872.0;-35.0;-62.0;55.0;-228.0;-380.0
-650.0;-343.0;688.0;-551.0;-872.0;-35.0;-61.0;56.0;-228.0;-380.0
-649.0;-342.0;688.0;-551.0;-872.0;-35.0;-61.0;56.0;-228.0;-379.0
-649.0;-342.0;688.0;-551.0;-872.0;-35.0;-61.0;55.0;-228.0;-380.0
-649.0;-342.0;690.0;-551.0;-872.0;-35.0;-61.0;55.0;-228.0;-379.0
-648.0;-342.0;694.0;-551.0;-873.0;-36.0;-61.0;55.0;-229.0;-376.0
-648.0;-342.0;697.0;-551.0;-873.0;-36.0;-61.0;55.0;-229.0;-373.0
-650.0;-342.0;682.0;-552.0;-873.0;-37.0;-61.0;55.0;-229.0;-380.0
-650.0;-342.0;647.0;-552.0;-872.0;-38.0;-58.0;56.0;-229.0;-394.0
-650.0;-342.0;649.0;-552.0;-872.0;-38.0;-58.0;56.0;-229.0;-393.0
-650.0;-343.0;651.0;-552.0;-872.0;-38.0;-58.0;56.0;-230.0;-391.0
-631.0;-328.0;604.0;-621.0;-898.0;-29.0;-75.0;37.0;-224.0;-354.0
-632.0;-328.0;604.0;-621.0;-898.0;-30.0;-74.0;37.0;-225.0;-356.0
-631.0;-328.0;603.0;-620.0;-898.0;-29.0;-74.0;37.0;-225.0;-357.0
-631.0;-328.0;603.0;-620.0;-898.0;-28.0;-75.0;37.0;-226.0;-358.0
-631.0;-328.0;602.0;-620.0;-898.0;-29.0;-75.0;36.0;-226.0;-360.0
-632.0;-328.0;602.0;-620.0;-898.0;-28.0;-76.0;37.0;-227.0;-362.0
-631.0;-329.0;602.0;-620.0;-898.0;-27.0;-76.0;36.0;-226.0;-364.0
-631.0;-329.0;602.0;-620.0;-898.0;-27.0;-77.0;36.0;-227.0;-366.0
-628.0;-331.0;620.0;-618.0;-899.0;-27.0;-75.0;37.0;-226.0;-374.0
-625.0;-331.0;651.0;-618.0;-899.0;-27.0;-75.0;37.0;-225.0;-358.0
-625.0;-331.0;693.0;-619.0;-899.0;-26.0;-76.0;37.0;-226.0;-330.0
-624.0;-330.0;726.0;-619.0;-900.0;-27.0;-75.0;37.0;-226.0;-308.0
-625.0;-332.0;734.0;-619.0;-899.0;-27.0;-76.0;37.0;-227.0;-305.0
-627.0;-333.0;740.0;-619.0;-899.0;-27.0;-75.0;37.0;-227.0;-302.0
-596.0;-717.0;686.0;-686.0;-830.0;-218.0;143.0;559.0;551.0;491.0
-595.0;-797.0;683.0;-736.0;-662.0;-369.0;278.0;600.0;377.0;684.0
-687.0;-238.0;606.0;-873.0;-977.0;-23.0;21.0;37.0;97.0;-384.0
-687.0;-238.0;607.0;-870.0;-977.0;-23.0;19.0;36.0;92.0;-383.0
-687.0;-238.0;607.0;-868.0;-976.0;-23.0;18.0;34.0;88.0;-383.0
-687.0;-238.0;608.0;-866.0;-975.0;-22.0;17.0;32.0;81.0;-383.0
-687.0;-239.0;608.0;-863.0;-974.0;-21.0;15.0;28.0;72.0;-383.0
-687.0;-239.0;608.0;-860.0;-973.0;-20.0;13.0;23.0;62.0;-382.0
-686.0;-240.0;608.0;-857.0;-972.0;-19.0;12.0;19.0;50.0;-382.0
-686.0;-240.0;609.0;-855.0;-969.0;-18.0;10.0;12.0;38.0;-382.0
-686.0;-241.0;609.0;-852.0;-966.0;-17.0;8.0;5.0;25.0;-382.0
-685.0;-242.0;609.0;-849.0;-962.0;-16.0;6.0;-2.0;11.0;-381.0
-685.0;-243.0;609.0;-846.0;-956.0;-14.0;3.0;-9.0;-5.0;-381.0
-674.0;-252.0;606.0;-798.0;-762.0;5.0;-41.0;-48.0;-142.0;-377.0
-676.0;-251.0;601.0;-802.0;-682.0;3.0;-36.0;-90.0;-196.0;-378.0
-677.0;-252.0;602.0;-802.0;-681.0;3.0;-36.0;-93.0;-198.0;-378.0
-97.0;-320.0;198.0;-541.0;-218.0;-601.0;780.0;416.0;213.0;521.0
-675.0;-415.0;683.0;-659.0;-871.0;-33.0;-64.0;39.0;-178.0;-368.0
-677.0;-415.0;688.0;-661.0;-870.0;-33.0;-64.0;37.0;-179.0;-371.0
-675.0;-412.0;691.0;-662.0;-870.0;-34.0;-63.0;36.0;-178.0;-371.0
-672.0;-407.0;693.0;-664.0;-870.0;-35.0;-62.0;37.0;-178.0;-368.0
-691.0;-366.0;700.0;-710.0;-892.0;-32.0;-42.0;15.0;-189.0;-413.0
-82.0;-310.0;179.0;-525.0;-187.0;-593.0;782.0;398.0;196.0;523.0
-260.0;-43.0;99.0;-227.0;96.0;-190.0;894.0;176.0;320.0;296.0
-714.0;-267.0;697.0;-836.0;-840.0;-7.0;47.0;107.0;-12.0;-401.0
-714.0;-268.0;694.0;-836.0;-840.0;-6.0;47.0;109.0;-14.0;-404.0
-712.0;-267.0;649.0;-639.0;-879.0;-3.0;-4.0;25.0;-218.0;-398.0
-708.0;-272.0;649.0;-625.0;-883.0;-5.0;-10.0;11.0;-238.0;-397.0
-703.0;-276.0;651.0;-614.0;-888.0;-7.0;-16.0;4.0;-254.0;-395.0
-688.0;-262.0;611.0;-776.0;-653.0;4.0;-29.0;-192.0;-335.0;-376.0
-688.0;-262.0;611.0;-776.0;-652.0;4.0;-29.0;-193.0;-336.0;-376.0
-688.0;-262.0;611.0;-775.0;-652.0;4.0;-28.0;-194.0;-337.0;-376.0
-688.0;-262.0;611.0;-775.0;-652.0;5.0;-28.0;-195.0;-338.0;-376.0
-688.0;-262.0;611.0;-775.0;-651.0;5.0;-28.0;-196.0;-339.0;-375.0
-687.0;-263.0;616.0;-797.0;-912.0;19.0;-42.0;-97.0;-123.0;-372.0
-689.0;-273.0;618.0;-857.0;-971.0;-20.0;-8.0;-1.0;59.0;-371.0
-689.0;-274.0;619.0;-858.0;-971.0;-22.0;-8.0;1.0;61.0;-371.0
-689.0;-276.0;620.0;-857.0;-972.0;-23.0;-7.0;3.0;62.0;-371.0
-688.0;-277.0;620.0;-858.0;-972.0;-23.0;-7.0;6.0;65.0;-370.0
-688.0;-280.0;620.0;-859.0;-974.0;-26.0;-7.0;19.0;81.0;-370.0
-688.0;-280.0;620.0;-859.0;-974.0;-26.0;-7.0;19.0;80.0;-370.0
-688.0;-279.0;620.0;-860.0;-975.0;-25.0;-7.0;19.0;79.0;-370.0
-687.0;-279.0;620.0;-861.0;-976.0;-25.0;-7.0;18.0;77.0;-370.0
-60.0;-79.0;85.0;-135.0;314.0;-94.0;876.0;180.0;194.0;501.0
-306.0;-694.0;325.0;-748.0;-804.0;385.0;-265.0;45.0;-395.0;225.0
-682.0;-215.0;704.0;-617.0;-782.0;2.0;-36.0;255.0;-90.0;-554.0
-685.0;-216.0;706.0;-617.0;-782.0;1.0;-34.0;255.0;-89.0;-555.0
-689.0;-217.0;711.0;-618.0;-781.0;-1.0;-31.0;255.0;-89.0;-559.0
-692.0;-366.0;693.0;-616.0;-925.0;-10.0;-77.0;10.0;-249.0;-323.0
-691.0;-380.0;693.0;-601.0;-926.0;-19.0;-81.0;20.0;-248.0;-316.0
-447.0;20.0;373.0;-508.0;-882.0;40.0;-334.0;50.0;-273.0;-429.0
-690.0;-217.0;713.0;-617.0;-780.0;-3.0;-30.0;254.0;-90.0;-560.0
-691.0;-218.0;714.0;-617.0;-779.0;-4.0;-29.0;253.0;-91.0;-562.0
-110.0;-327.0;213.0;-556.0;-245.0;-606.0;780.0;432.0;226.0;512.0
-720.0;-192.0;612.0;-621.0;-793.0;-62.0;-41.0;274.0;-137.0;-682.0
-702.0;-217.0;718.0;-617.0;-777.0;-8.0;-26.0;253.0;-88.0;-574.0
-703.0;-217.0;720.0;-617.0;-777.0;-8.0;-26.0;254.0;-88.0;-573.0
-704.0;-217.0;721.0;-617.0;-776.0;-8.0;-25.0;254.0;-88.0;-571.0
-704.0;-217.0;722.0;-617.0;-776.0;-8.0;-25.0;254.0;-89.0;-570.0
-705.0;-217.0;723.0;-617.0;-776.0;-8.0;-26.0;254.0;-89.0;-570.0
-706.0;-218.0;724.0;-616.0;-775.0;-8.0;-26.0;254.0;-90.0;-571.0
-690.0;-226.0;750.0;-610.0;-777.0;8.0;-53.0;255.0;-98.0;-531.0
-689.0;-232.0;745.0;-611.0;-778.0;7.0;-55.0;256.0;-100.0;-529.0
-685.0;-239.0;739.0;-611.0;-778.0;6.0;-56.0;256.0;-101.0;-519.0
-676.0;-247.0;733.0;-611.0;-779.0;2.0;-57.0;257.0;-102.0;-502.0
-664.0;-259.0;729.0;-611.0;-779.0;-1.0;-56.0;258.0;-103.0;-477.0
-560.0;-801.0;631.0;-721.0;-845.0;-223.0;158.0;544.0;496.0;670.0
-270.0;-830.0;349.0;-562.0;-838.0;271.0;180.0;471.0;479.0;651.0
-263.0;-829.0;338.0;-549.0;-840.0;263.0;185.0;454.0;454.0;636.0
-259.0;-828.0;338.0;-537.0;-840.0;253.0;187.0;441.0;423.0;628.0
-257.0;-827.0;344.0;-529.0;-841.0;238.0;187.0;430.0;395.0;624.0
-557.0;-809.0;632.0;-732.0;-848.0;-228.0;166.0;542.0;482.0;690.0
-551.0;-821.0;691.0;-708.0;-835.0;-249.0;261.0;569.0;437.0;618.0
-549.0;-824.0;694.0;-708.0;-834.0;-256.0;269.0;572.0;437.0;621.0
-548.0;-826.0;697.0;-708.0;-832.0;-260.0;275.0;576.0;441.0;624.0
-285.0;-410.0;264.0;-706.0;-440.0;-613.0;786.0;498.0;287.0;289.0
-285.0;-409.0;271.0;-702.0;-433.0;-616.0;786.0;498.0;278.0;288.0
-212.0;-367.0;282.0;-541.0;-126.0;-504.0;840.0;350.0;166.0;286.0
-207.0;-357.0;280.0;-524.0;-103.0;-484.0;848.0;331.0;153.0;294.0
-205.0;-345.0;276.0;-507.0;-81.0;-462.0;855.0;312.0;141.0;299.0
-548.0;-827.0;699.0;-707.0;-831.0;-263.0;280.0;580.0;443.0;626.0
-555.0;-816.0;633.0;-742.0;-849.0;-233.0;174.0;536.0;467.0;706.0
-639.0;-752.0;683.0;-770.0;-828.0;-416.0;374.0;388.0;143.0;681.0
-559.0;-786.0;653.0;-801.0;-723.0;-487.0;491.0;465.0;143.0;751.0
-649.0;-740.0;682.0;-752.0;-805.0;-404.0;375.0;404.0;138.0;664.0
20.0;-15.0;132.0;-252.0;142.0;-518.0;711.0;282.0;6.0;216.0
0.0;-60.0;156.0;-275.0;110.0;-526.0;719.0;300.0;22.0;256.0
-12.0;-99.0;166.0;-300.0;74.0;-532.0;726.0;320.0;41.0;286.0
-649.0;-739.0;689.0;-741.0;-800.0;-397.0;375.0;397.0;126.0;650.0
-648.0;-739.0;699.0;-734.0;-792.0;-388.0;371.0;395.0;118.0;633.0
-673.0;-367.0;670.0;-650.0;-876.0;-9.0;-80.0;-1.0;-186.0;-387.0
-671.0;-374.0;671.0;-646.0;-877.0;-11.0;-77.0;-3.0;-184.0;-391.0
-707.0;-469.0;832.0;-663.0;-850.0;-20.0;-31.0;112.0;-108.0;-304.0
-707.0;-470.0;835.0;-665.0;-845.0;-20.0;-32.0;119.0;-105.0;-303.0
-709.0;-466.0;837.0;-665.0;-838.0;-20.0;-31.0;129.0;-101.0;-304.0
-712.0;-461.0;839.0;-661.0;-826.0;-21.0;-28.0;141.0;-94.0;-305.0
-598.0;-211.0;595.0;-659.0;-814.0;-6.0;-188.0;13.0;-225.0;-437.0
-130.0;-483.0;418.0;-623.0;-761.0;-310.0;243.0;578.0;535.0;702.0
-127.0;-487.0;415.0;-630.0;-761.0;-313.0;242.0;583.0;541.0;702.0
-647.0;-740.0;710.0;-734.0;-784.0;-377.0;365.0;396.0;112.0;617.0
-410.0;-687.0;595.0;-765.0;-857.0;-266.0;218.0;615.0;471.0;742.0
-427.0;-690.0;607.0;-763.0;-857.0;-268.0;226.0;615.0;480.0;742.0
-445.0;-692.0;621.0;-762.0;-856.0;-268.0;227.0;616.0;490.0;738.0
-466.0;-699.0;634.0;-761.0;-854.0;-263.0;224.0;613.0;497.0;733.0
-630.0;-741.0;703.0;-675.0;-826.0;-171.0;74.0;568.0;553.0;592.0
-625.0;-748.0;704.0;-666.0;-822.0;-166.0;60.0;567.0;560.0;601.0
-647.0;-740.0;718.0;-737.0;-779.0;-363.0;360.0;392.0;107.0;605.0
-650.0;-739.0;721.0;-746.0;-782.0;-348.0;353.0;381.0;106.0;600.0
-653.0;-737.0;720.0;-759.0;-783.0;-337.0;341.0;366.0;113.0;602.0
-610.0;-788.0;663.0;-817.0;-599.0;-379.0;331.0;457.0;85.0;693.0
-525.0;-803.0;652.0;-899.0;-636.0;-465.0;477.0;340.0;-8.0;737.0
-171.0;-306.0;311.0;-448.0;-21.0;-628.0;745.0;424.0;183.0;460.0
-172.0;-298.0;312.0;-445.0;-19.0;-623.0;746.0;417.0;168.0;463.0
-629.0;-758.0;665.0;-696.0;-850.0;-221.0;163.0;564.0;513.0;672.0
-627.0;-751.0;673.0;-683.0;-848.0;-210.0;148.0;555.0;515.0;638.0
-624.0;-746.0;690.0;-672.0;-846.0;-196.0;131.0;545.0;515.0;600.0
-622.0;-740.0;712.0;-662.0;-843.0;-181.0;115.0;536.0;516.0;560.0
-169.0;-281.0;301.0;-442.0;-25.0;-618.0;747.0;411.0;156.0;462.0
-621.0;-743.0;693.0;-697.0;-838.0;-274.0;219.0;575.0;541.0;619.0
-620.0;-745.0;690.0;-694.0;-835.0;-280.0;216.0;579.0;546.0;628.0
-618.0;-746.0;686.0;-689.0;-833.0;-278.0;207.0;580.0;550.0;641.0
-617.0;-750.0;679.0;-683.0;-830.0;-281.0;201.0;580.0;553.0;660.0
-610.0;-758.0;665.0;-679.0;-829.0;-289.0;197.0;583.0;555.0;684.0
-159.0;-268.0;287.0;-440.0;-31.0;-614.0;747.0;405.0;144.0;456.0
-148.0;-257.0;273.0;-439.0;-35.0;-609.0;747.0;399.0;130.0;456.0
-139.0;-256.0;259.0;-438.0;-39.0;-605.0;748.0;393.0;117.0;459.0
-128.0;-259.0;250.0;-438.0;-44.0;-600.0;749.0;387.0;107.0;466.0
-117.0;-263.0;245.0;-437.0;-49.0;-595.0;749.0;383.0;99.0;473.0
-563.0;-51.0;601.0;-556.0;-915.0;39.0;-221.0;67.0;-210.0;-313.0
-564.0;-51.0;600.0;-557.0;-922.0;38.0;-220.0;66.0;-211.0;-315.0
-564.0;-52.0;596.0;-560.0;-927.0;37.0;-219.0;65.0;-214.0;-319.0
-563.0;-53.0;592.0;-562.0;-930.0;37.0;-219.0;63.0;-216.0;-321.0
-555.0;-63.0;562.0;-600.0;-944.0;28.0;-216.0;63.0;-207.0;-354.0
-556.0;-59.0;572.0;-599.0;-943.0;29.0;-217.0;62.0;-207.0;-343.0
-617.0;-385.0;635.0;-616.0;-937.0;-5.0;-124.0;-15.0;-220.0;-410.0
