InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticY;Accelerometer RWR accZ;InertialMeasurementUnit RUA magneticY
160.0;275.0;665.0;-240.0;392.0;788.0;-506.0
4.0;-129.0;825.0;-370.0;180.0;1192.0;-1047.0
-25.0;259.0;265.0;4.0;273.0;518.0;-551.0
316.0;457.0;979.0;-329.0;492.0;727.0;-630.0
542.0;408.0;180.0;211.0;617.0;774.0;-585.0
167.0;313.0;257.0;6.0;512.0;572.0;-562.0
343.0;393.0;422.0;168.0;509.0;736.0;-559.0
207.0;-90.0;1125.0;277.0;212.0;650.0;-108.0
172.0;310.0;252.0;16.0;516.0;591.0;-563.0
-167.0;-563.0;97.0;790.0;-104.0;483.0;421.0
170.0;311.0;267.0;15.0;514.0;569.0;-564.0
-266.0;-624.0;368.0;976.0;-374.0;675.0;397.0
-77.0;-443.0;468.0;476.0;-200.0;710.0;237.0
-353.0;-658.0;154.0;859.0;-469.0;516.0;554.0
174.0;301.0;267.0;2.0;515.0;587.0;-571.0
-88.0;-427.0;116.0;866.0;-114.0;465.0;82.0
43.0;-255.0;232.0;443.0;-110.0;594.0;74.0
200.0;-165.0;8.0;380.0;52.0;432.0;-50.0
91.0;249.0;220.0;-25.0;434.0;528.0;-542.0
167.0;310.0;252.0;9.0;512.0;596.0;-561.0
652.0;445.0;108.0;184.0;753.0;447.0;-624.0
459.0;-71.0;812.0;148.0;365.0;944.0;-491.0
516.0;269.0;295.0;419.0;234.0;805.0;-347.0
274.0;258.0;448.0;-218.0;628.0;471.0;-522.0
159.0;275.0;700.0;-242.0;389.0;787.0;-506.0
314.0;424.0;898.0;-573.0;547.0;920.0;-765.0
315.0;398.0;609.0;-194.0;525.0;795.0;-532.0
184.0;326.0;470.0;-108.0;514.0;644.0;-598.0
186.0;327.0;496.0;-118.0;515.0;672.0;-601.0
160.0;273.0;690.0;-222.0;393.0;825.0;-503.0
193.0;329.0;500.0;-143.0;514.0;722.0;-613.0
548.0;507.0;946.0;-561.0;194.0;800.0;-983.0
492.0;202.0;918.0;-396.0;512.0;969.0;-518.0
255.0;281.0;113.0;214.0;527.0;499.0;-533.0
188.0;319.0;235.0;7.0;529.0;569.0;-572.0
-309.0;-367.0;273.0;358.0;-81.0;728.0;-194.0
-144.0;252.0;657.0;15.0;94.0;820.0;-577.0
566.0;158.0;118.0;549.0;492.0;509.0;-240.0
