InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK gyroY;Accelerometer LWR accX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;Accelerometer BACK accX
-12.0;29.0;-12.0;-526.0;-13.0;-73.0;-278.0;495.0;253.0;-174.0;67.0
-12.0;39.0;-25.0;-463.0;-32.0;-57.0;-255.0;466.0;244.0;-149.0;66.0
-18.0;28.0;-17.0;-484.0;-6.0;-40.0;-177.0;496.0;103.0;-94.0;57.0
-27.0;31.0;20.0;-484.0;42.0;-28.0;-233.0;469.0;-16.0;-74.0;58.0
-5.0;25.0;-17.0;-449.0;28.0;-24.0;-297.0;460.0;-24.0;-25.0;43.0
12.0;22.0;-14.0;-502.0;-2.0;-8.0;-277.0;479.0;9.0;78.0;41.0
23.0;29.0;-11.0;-484.0;2.0;-15.0;-244.0;484.0;-43.0;58.0;47.0
-6.0;33.0;-26.0;-520.0;16.0;11.0;-283.0;473.0;-87.0;25.0;34.0
34.0;34.0;-29.0;-676.0;12.0;-20.0;-172.0;464.0;63.0;-43.0;3.0
14.0;-79.0;-27.0;-289.0;14.0;4.0;-323.0;553.0;-94.0;79.0;37.0
-8.0;-85.0;-42.0;-249.0;41.0;16.0;-265.0;547.0;-145.0;10.0;67.0
-33.0;-72.0;-18.0;-325.0;18.0;7.0;-195.0;504.0;-244.0;58.0;72.0
-2.0;-61.0;-29.0;-401.0;33.0;6.0;-211.0;479.0;-381.0;114.0;131.0
-56.0;-278.0;66.0;-638.0;11.0;-18.0;-360.0;422.0;67.0;32.0;407.0
46.0;81.0;16.0;-277.0;-16.0;-30.0;355.0;482.0;-35.0;50.0;36.0
10.0;34.0;-21.0;-324.0;30.0;11.0;194.0;535.0;-16.0;100.0;85.0
247.0;-29.0;-8.0;-390.0;-112.0;22.0;-86.0;366.0;110.0;150.0;182.0
179.0;-77.0;-10.0;-350.0;-156.0;-33.0;-12.0;377.0;87.0;-65.0;169.0
23.0;44.0;-11.0;-322.0;18.0;-11.0;197.0;534.0;16.0;52.0;87.0
10.0;50.0;7.0;-326.0;16.0;-14.0;197.0;549.0;38.0;38.0;62.0
15.0;41.0;-3.0;-333.0;10.0;-18.0;198.0;564.0;35.0;10.0;86.0
-6.0;40.0;-6.0;-319.0;5.0;6.0;202.0;558.0;25.0;80.0;79.0
-33.0;-43.0;6.0;-69.0;73.0;3.0;-17.0;494.0;-141.0;200.0;64.0
27.0;0.0;-10.0;-497.0;23.0;19.0;50.0;515.0;-16.0;115.0;57.0
7.0;10.0;6.0;-493.0;-11.0;-11.0;35.0;532.0;64.0;44.0;52.0
2.0;1.0;6.0;-475.0;12.0;-63.0;48.0;523.0;57.0;62.0;51.0
-13.0;-2.0;42.0;-504.0;60.0;16.0;69.0;445.0;13.0;67.0;41.0
28.0;40.0;142.0;-543.0;7.0;17.0;76.0;518.0;-40.0;63.0;139.0
39.0;31.0;155.0;-536.0;23.0;-63.0;62.0;517.0;34.0;18.0;134.0
60.0;28.0;67.0;-496.0;21.0;-224.0;53.0;513.0;18.0;31.0;135.0
64.0;39.0;6.0;-488.0;23.0;-286.0;38.0;514.0;8.0;9.0;144.0
56.0;9.0;51.0;-471.0;45.0;-203.0;57.0;531.0;-32.0;89.0;144.0
21.0;3.0;190.0;-492.0;71.0;48.0;65.0;533.0;-120.0;120.0;146.0
8.0;19.0;-11.0;-492.0;26.0;-10.0;92.0;533.0;-8.0;23.0;72.0
305.0;111.0;-39.0;-564.0;60.0;-172.0;77.0;486.0;40.0;49.0;63.0
48.0;0.0;48.0;-475.0;47.0;7.0;72.0;456.0;-13.0;68.0;26.0
14.0;10.0;48.0;-483.0;-4.0;-1.0;74.0;456.0;19.0;64.0;31.0
73.0;6.0;67.0;-497.0;3.0;-168.0;77.0;437.0;0.0;58.0;16.0
-8.0;20.0;-19.0;-490.0;-3.0;-36.0;94.0;524.0;17.0;38.0;72.0
67.0;-24.0;88.0;-486.0;-6.0;-212.0;68.0;431.0;15.0;72.0;13.0
34.0;-11.0;135.0;-506.0;52.0;-296.0;72.0;418.0;32.0;40.0;19.0
15.0;-38.0;121.0;-491.0;49.0;-341.0;66.0;430.0;46.0;25.0;10.0
21.0;-9.0;76.0;-510.0;55.0;-172.0;72.0;412.0;43.0;40.0;-13.0
80.0;-48.0;-19.0;-520.0;-36.0;-66.0;51.0;410.0;20.0;-3.0;13.0
27.0;26.0;-2.0;-477.0;-14.0;-45.0;96.0;545.0;33.0;34.0;65.0
35.0;24.0;-18.0;-506.0;10.0;-44.0;98.0;549.0;30.0;74.0;66.0
29.0;36.0;-15.0;-514.0;18.0;-61.0;95.0;560.0;27.0;25.0;86.0
33.0;10.0;-17.0;-485.0;-6.0;-48.0;98.0;562.0;22.0;54.0;117.0
75.0;-18.0;-43.0;-519.0;-14.0;59.0;39.0;417.0;16.0;-9.0;0.0
6.0;15.0;26.0;-472.0;-11.0;-33.0;101.0;537.0;40.0;13.0;125.0
13.0;-39.0;-139.0;-508.0;2.0;342.0;50.0;404.0;-60.0;19.0;32.0
-4.0;-51.0;-143.0;-534.0;18.0;295.0;54.0;405.0;-22.0;46.0;13.0
27.0;-43.0;-157.0;-513.0;30.0;295.0;58.0;416.0;-25.0;23.0;29.0
53.0;-2.0;-76.0;-522.0;53.0;-17.0;42.0;406.0;94.0;-12.0;17.0
37.0;-31.0;-99.0;-515.0;12.0;124.0;51.0;389.0;79.0;-18.0;11.0
-10.0;-36.0;-163.0;-515.0;-8.0;218.0;58.0;404.0;7.0;58.0;21.0
6.0;-49.0;-145.0;-506.0;22.0;146.0;54.0;389.0;13.0;28.0;3.0
19.0;-21.0;-133.0;-518.0;22.0;46.0;58.0;414.0;32.0;-4.0;-1.0
-52.0;145.0;84.0;-269.0;4.0;-124.0;145.0;564.0;-93.0;224.0;445.0
9.0;-412.0;131.0;-897.0;104.0;-142.0;-348.0;304.0;325.0;-166.0;135.0
104.0;314.0;-115.0;-206.0;-501.0;76.0;-89.0;238.0;-322.0;-22.0;227.0
-355.0;-80.0;206.0;-272.0;216.0;-208.0;-19.0;361.0;-309.0;520.0;65.0
158.0;-38.0;249.0;-373.0;176.0;-81.0;81.0;392.0;-585.0;404.0;162.0
81.0;9.0;-264.0;-286.0;-154.0;57.0;6.0;305.0;521.0;-427.0;307.0
118.0;-33.0;-199.0;-345.0;-197.0;60.0;6.0;299.0;396.0;-270.0;269.0
116.0;34.0;-75.0;-234.0;96.0;138.0;109.0;447.0;562.0;-460.0;236.0
-42.0;-268.0;-12.0;-779.0;14.0;92.0;-586.0;608.0;-130.0;-184.0;441.0
589.0;98.0;-43.0;-214.0;-134.0;355.0;76.0;376.0;211.0;-17.0;46.0
14.0;-258.0;-16.0;-794.0;88.0;92.0;-580.0;608.0;-100.0;-123.0;421.0
15.0;-269.0;-5.0;-790.0;181.0;108.0;-615.0;597.0;-133.0;-144.0;398.0
160.0;22.0;-193.0;-283.0;-17.0;-167.0;-2.0;298.0;494.0;-186.0;39.0
-12.0;-65.0;41.0;-376.0;-39.0;-218.0;-146.0;621.0;25.0;62.0;621.0
-220.0;-90.0;-105.0;-437.0;164.0;-6.0;-108.0;581.0;58.0;190.0;550.0
116.0;19.0;-152.0;-272.0;-44.0;-112.0;6.0;289.0;482.0;-208.0;36.0
-17.0;-17.0;-62.0;-671.0;49.0;85.0;-82.0;655.0;-136.0;58.0;577.0
-10.0;0.0;-70.0;-510.0;5.0;110.0;-78.0;635.0;-123.0;91.0;586.0
-55.0;51.0;-63.0;-530.0;-55.0;215.0;-77.0;623.0;-110.0;92.0;558.0
-136.0;142.0;-52.0;-151.0;6.0;230.0;5.0;552.0;155.0;-142.0;472.0
602.0;325.0;68.0;-513.0;85.0;-88.0;33.0;576.0;241.0;41.0;69.0
111.0;15.0;-138.0;-273.0;-93.0;-55.0;16.0;287.0;409.0;-175.0;43.0
59.0;10.0;-154.0;-181.0;-141.0;-180.0;91.0;559.0;716.0;-642.0;247.0
513.0;263.0;-117.0;-634.0;247.0;-257.0;47.0;434.0;85.0;335.0;189.0
184.0;71.0;-223.0;-223.0;-12.0;73.0;145.0;463.0;510.0;-412.0;210.0
45.0;86.0;-55.0;-257.0;-134.0;99.0;170.0;380.0;444.0;-446.0;206.0
36.0;44.0;56.0;-266.0;-231.0;31.0;129.0;419.0;270.0;-422.0;178.0
136.0;74.0;243.0;-654.0;279.0;-140.0;63.0;373.0;150.0;385.0;171.0
263.0;-64.0;207.0;-402.0;-76.0;-188.0;82.0;439.0;49.0;-53.0;-72.0
-13.0;23.0;-17.0;-738.0;62.0;-49.0;-211.0;518.0;218.0;407.0;58.0
7.0;44.0;-5.0;-817.0;7.0;8.0;-258.0;524.0;193.0;458.0;48.0
-165.0;5.0;-97.0;-386.0;408.0;-124.0;-13.0;338.0;-143.0;585.0;147.0
213.0;221.0;69.0;-323.0;162.0;-134.0;112.0;411.0;-22.0;381.0;154.0
261.0;197.0;299.0;-215.0;6.0;24.0;121.0;483.0;106.0;214.0;106.0
255.0;112.0;378.0;-196.0;16.0;36.0;108.0;495.0;216.0;21.0;219.0
267.0;118.0;450.0;-199.0;46.0;-117.0;87.0;436.0;283.0;-46.0;137.0
416.0;-19.0;482.0;-223.0;64.0;-274.0;67.0;472.0;303.0;7.0;294.0
-105.0;32.0;-142.0;-390.0;383.0;-167.0;-10.0;311.0;-123.0;569.0;129.0
-77.0;25.0;-99.0;-395.0;324.0;-174.0;-10.0;317.0;-1.0;528.0;115.0
201.0;35.0;-203.0;-318.0;-56.0;-168.0;-7.0;307.0;393.0;-197.0;65.0
-47.0;-40.0;-163.0;-345.0;-15.0;-62.0;-33.0;420.0;436.0;143.0;477.0
15.0;-15.0;-286.0;-313.0;82.0;86.0;-38.0;427.0;575.0;27.0;449.0
179.0;40.0;-141.0;-307.0;-124.0;-154.0;-2.0;309.0;407.0;-231.0;47.0
164.0;31.0;-127.0;-287.0;-203.0;-194.0;3.0;323.0;404.0;-282.0;23.0
152.0;19.0;-73.0;-283.0;-227.0;-111.0;1.0;322.0;412.0;-337.0;13.0
35.0;2.0;-1.0;-802.0;36.0;-19.0;-130.0;527.0;235.0;334.0;78.0
-102.0;25.0;102.0;-453.0;-323.0;289.0;-21.0;164.0;-13.0;-89.0;353.0
175.0;10.0;-35.0;-300.0;-295.0;-80.0;2.0;315.0;335.0;-396.0;18.0
157.0;-28.0;-67.0;-284.0;-288.0;-81.0;-2.0;286.0;293.0;-424.0;44.0
145.0;-1.0;-84.0;-256.0;-262.0;-39.0;-3.0;313.0;263.0;-433.0;33.0
27.0;100.0;7.0;-399.0;-62.0;80.0;15.0;491.0;399.0;-308.0;238.0
85.0;94.0;12.0;-392.0;-49.0;95.0;20.0;500.0;415.0;-297.0;247.0
39.0;37.0;-38.0;-765.0;9.0;-46.0;-98.0;529.0;377.0;187.0;62.0
23.0;-6.0;-52.0;-782.0;-10.0;-24.0;-115.0;528.0;568.0;85.0;51.0
-100.0;39.0;-211.0;-329.0;175.0;115.0;-83.0;336.0;-102.0;617.0;245.0
378.0;184.0;75.0;-354.0;252.0;352.0;-35.0;516.0;-16.0;623.0;288.0
-206.0;-139.0;-130.0;-402.0;189.0;58.0;-96.0;579.0;94.0;212.0;550.0
-16.0;248.0;-341.0;-368.0;-233.0;-65.0;-56.0;264.0;273.0;-275.0;499.0
-85.0;-247.0;170.0;-766.0;-33.0;115.0;-679.0;419.0;-125.0;-21.0;237.0
-57.0;-395.0;-42.0;-816.0;81.0;30.0;-373.0;342.0;-88.0;14.0;235.0
-38.0;-333.0;-61.0;-804.0;6.0;130.0;-373.0;371.0;-15.0;12.0;249.0
-31.0;-328.0;-68.0;-772.0;25.0;104.0;-383.0;379.0;-19.0;53.0;259.0
-241.0;-135.0;-175.0;-413.0;176.0;-13.0;-117.0;574.0;65.0;193.0;566.0
-139.0;171.0;-16.0;-217.0;87.0;-169.0;149.0;767.0;-30.0;218.0;520.0
-207.0;-249.0;147.0;-643.0;112.0;76.0;-195.0;428.0;-299.0;-241.0;340.0
-279.0;34.0;242.0;-523.0;-308.0;-366.0;41.0;388.0;4.0;-186.0;61.0
-140.0;145.0;473.0;-443.0;-256.0;-488.0;-35.0;305.0;-11.0;-151.0;125.0
118.0;175.0;-88.0;-143.0;299.0;179.0;-46.0;478.0;30.0;489.0;322.0
139.0;269.0;-158.0;-208.0;87.0;117.0;-25.0;494.0;344.0;-238.0;300.0
-138.0;159.0;-51.0;-228.0;92.0;-86.0;175.0;751.0;-28.0;279.0;554.0
23.0;113.0;-61.0;-479.0;433.0;-5.0;325.0;436.0;15.0;497.0;482.0
179.0;116.0;30.0;-435.0;457.0;99.0;316.0;407.0;327.0;290.0;419.0
145.0;135.0;9.0;-345.0;416.0;127.0;253.0;426.0;594.0;5.0;327.0
47.0;238.0;183.0;-109.0;-248.0;147.0;45.0;515.0;202.0;-153.0;306.0
-274.0;-378.0;162.0;-612.0;48.0;79.0;-435.0;403.0;-24.0;-303.0;241.0
407.0;-75.0;8.0;-528.0;-30.0;153.0;-62.0;347.0;219.0;388.0;183.0
49.0;-293.0;10.0;-879.0;-48.0;164.0;-562.0;466.0;-12.0;62.0;195.0
51.0;159.0;299.0;-47.0;-101.0;445.0;23.0;504.0;-82.0;208.0;335.0
-158.0;159.0;-51.0;-168.0;126.0;91.0;169.0;763.0;-47.0;274.0;587.0
-209.0;167.0;-116.0;-230.0;182.0;119.0;170.0;775.0;-14.0;294.0;618.0
-283.0;158.0;-171.0;-233.0;170.0;80.0;147.0;790.0;24.0;293.0;619.0
-245.0;98.0;-241.0;-253.0;225.0;56.0;137.0;748.0;-74.0;92.0;578.0
92.0;-292.0;195.0;-681.0;-31.0;-475.0;-486.0;468.0;45.0;-122.0;389.0
-120.0;-275.0;-30.0;-585.0;23.0;318.0;-433.0;470.0;-139.0;56.0;436.0
-204.0;113.0;-261.0;-262.0;260.0;29.0;140.0;734.0;-71.0;58.0;585.0
-239.0;88.0;-310.0;-282.0;282.0;22.0;144.0;764.0;-69.0;88.0;574.0
499.0;-457.0;26.0;-781.0;646.0;178.0;-567.0;233.0;-228.0;-76.0;19.0
-159.0;-134.0;11.0;-795.0;-256.0;20.0;-249.0;487.0;-161.0;158.0;170.0
29.0;48.0;66.0;-111.0;18.0;-468.0;179.0;474.0;183.0;-283.0;200.0
115.0;62.0;60.0;-145.0;-71.0;-509.0;165.0;474.0;290.0;-394.0;170.0
23.0;-349.0;39.0;-475.0;-290.0;437.0;-402.0;265.0;101.0;64.0;351.0
10.0;117.0;-11.0;-203.0;10.0;-12.0;340.0;497.0;-32.0;-15.0;21.0
56.0;80.0;37.0;-198.0;2.0;-23.0;341.0;503.0;-25.0;15.0;26.0
85.0;-321.0;157.0;-503.0;-225.0;448.0;-399.0;273.0;263.0;85.0;334.0
35.0;111.0;2.0;-140.0;4.0;-32.0;329.0;515.0;5.0;3.0;33.0
-172.0;171.0;21.0;17.0;-131.0;412.0;-110.0;555.0;-120.0;-64.0;259.0
-66.0;-310.0;-472.0;-430.0;186.0;-55.0;-382.0;326.0;-246.0;128.0;466.0
96.0;-34.0;-79.0;-273.0;-230.0;-23.0;-7.0;321.0;263.0;-459.0;2.0
-197.0;27.0;44.0;-340.0;28.0;125.0;8.0;305.0;-437.0;342.0;85.0
-235.0;196.0;-122.0;-313.0;331.0;115.0;-120.0;379.0;-601.0;379.0;136.0
378.0;88.0;79.0;-248.0;343.0;-190.0;165.0;443.0;-41.0;28.0;162.0
358.0;89.0;125.0;-258.0;343.0;26.0;168.0;464.0;-41.0;34.0;78.0
359.0;149.0;142.0;-229.0;378.0;-53.0;159.0;489.0;-28.0;37.0;35.0
190.0;214.0;138.0;-82.0;-20.0;-64.0;174.0;582.0;172.0;-161.0;422.0
-280.0;-108.0;-92.0;-574.0;309.0;-87.0;136.0;522.0;-414.0;463.0;77.0
-237.0;36.0;76.0;-361.0;60.0;124.0;-1.0;316.0;-417.0;302.0;63.0
-284.0;-42.0;45.0;-344.0;74.0;122.0;3.0;326.0;-367.0;260.0;124.0
31.0;149.0;22.0;-120.0;8.0;-26.0;346.0;496.0;-28.0;-5.0;51.0
20.0;140.0;8.0;-190.0;4.0;-80.0;330.0;512.0;-38.0;5.0;48.0
-297.0;61.0;44.0;-339.0;78.0;140.0;2.0;337.0;-365.0;195.0;130.0
-282.0;328.0;-15.0;-357.0;3.0;141.0;1.0;363.0;-281.0;163.0;332.0
99.0;-201.0;-44.0;-724.0;-133.0;-299.0;37.0;431.0;-21.0;197.0;163.0
4.0;-181.0;-61.0;-675.0;-71.0;-231.0;-299.0;414.0;-13.0;313.0;183.0
-112.0;-255.0;-12.0;-395.0;56.0;460.0;-14.0;271.0;-4.0;60.0;133.0
22.0;-277.0;-26.0;-399.0;-19.0;505.0;4.0;221.0;22.0;96.0;107.0
-326.0;-281.0;379.0;-653.0;145.0;-184.0;-383.0;309.0;199.0;-103.0;97.0
-238.0;-271.0;267.0;-661.0;89.0;-30.0;-385.0;352.0;147.0;-39.0;159.0
266.0;88.0;61.0;-261.0;117.0;-213.0;69.0;372.0;490.0;-184.0;-5.0
-68.0;-239.0;33.0;-730.0;20.0;-84.0;-383.0;368.0;147.0;171.0;298.0
16.0;110.0;15.0;-254.0;-4.0;5.0;357.0;498.0;32.0;84.0;26.0
-64.0;-275.0;26.0;-757.0;3.0;-17.0;-404.0;384.0;134.0;94.0;289.0
24.0;118.0;5.0;-204.0;8.0;-11.0;356.0;541.0;97.0;91.0;46.0
-125.0;-163.0;166.0;-348.0;403.0;-37.0;116.0;175.0;15.0;503.0;107.0
282.0;31.0;34.0;-242.0;-324.0;97.0;16.0;416.0;212.0;-301.0;247.0
36.0;107.0;-15.0;-153.0;25.0;13.0;361.0;532.0;114.0;92.0;57.0
18.0;-294.0;29.0;-736.0;23.0;118.0;-415.0;344.0;116.0;36.0;288.0
12.0;-322.0;19.0;-777.0;-2.0;151.0;-402.0;340.0;127.0;-67.0;267.0
3.0;112.0;-33.0;-209.0;9.0;-39.0;338.0;534.0;48.0;74.0;38.0
-40.0;58.0;-219.0;-362.0;389.0;68.0;-19.0;313.0;-173.0;690.0;55.0
100.0;35.0;-184.0;-300.0;-175.0;-167.0;60.0;409.0;-214.0;481.0;242.0
-1120.0;321.0;-322.0;-105.0;570.0;-610.0;155.0;987.0;-467.0;-122.0;587.0
-48.0;13.0;-20.0;-532.0;67.0;5.0;-295.0;408.0;-415.0;142.0;126.0
-401.0;192.0;-134.0;-239.0;221.0;-87.0;73.0;459.0;-222.0;92.0;92.0
337.0;-29.0;112.0;-398.0;55.0;414.0;156.0;382.0;337.0;-143.0;364.0
171.0;-25.0;24.0;-379.0;-82.0;-187.0;-25.0;405.0;346.0;-178.0;-28.0
-161.0;5.0;-52.0;-510.0;287.0;-193.0;75.0;460.0;460.0;209.0;186.0
332.0;139.0;-123.0;-387.0;142.0;-175.0;67.0;581.0;463.0;186.0;111.0
53.0;-350.0;-13.0;-693.0;-51.0;182.0;-356.0;329.0;169.0;-65.0;252.0
84.0;-320.0;-60.0;-698.0;-67.0;299.0;-385.0;318.0;278.0;-94.0;267.0
-148.0;-327.0;-78.0;-777.0;219.0;252.0;-538.0;353.0;-152.0;17.0;272.0
430.0;1.0;184.0;-391.0;88.0;260.0;133.0;373.0;344.0;-168.0;299.0
403.0;45.0;145.0;-316.0;167.0;122.0;96.0;340.0;315.0;-195.0;144.0
739.0;64.0;-492.0;-757.0;-298.0;403.0;-82.0;605.0;-403.0;19.0;500.0
-474.0;89.0;-522.0;-448.0;148.0;110.0;-78.0;633.0;-364.0;300.0;439.0
-50.0;-153.0;-7.0;-346.0;-9.0;512.0;215.0;337.0;-11.0;188.0;67.0
-268.0;132.0;-339.0;-493.0;53.0;513.0;-24.0;614.0;-231.0;185.0;347.0
-207.0;107.0;-243.0;-502.0;-37.0;396.0;15.0;614.0;-155.0;117.0;335.0
-149.0;107.0;-174.0;-574.0;-10.0;187.0;19.0;625.0;-137.0;-113.0;327.0
-252.0;-132.0;-210.0;-497.0;528.0;-280.0;94.0;496.0;152.0;310.0;82.0
-44.0;-243.0;16.0;-604.0;-97.0;560.0;142.0;401.0;-30.0;145.0;37.0
-28.0;66.0;-259.0;-314.0;-182.0;-89.0;-109.0;532.0;-173.0;-379.0;142.0
-19.0;-35.0;31.0;-251.0;33.0;584.0;278.0;346.0;-183.0;165.0;62.0
9.0;-180.0;39.0;-141.0;1.0;466.0;71.0;411.0;-114.0;16.0;53.0
36.0;-236.0;102.0;-608.0;49.0;331.0;150.0;400.0;10.0;18.0;51.0
-13.0;-199.0;31.0;-401.0;-135.0;464.0;62.0;424.0;148.0;179.0;61.0
436.0;-490.0;-45.0;-603.0;839.0;-422.0;216.0;779.0;-167.0;-913.0;-17.0
-213.0;-233.0;-363.0;-360.0;-267.0;121.0;-184.0;419.0;-119.0;-493.0;257.0
11.0;-148.0;67.0;-577.0;103.0;-635.0;90.0;354.0;-237.0;67.0;117.0
317.0;-10.0;-247.0;-588.0;3.0;267.0;-136.0;224.0;127.0;-245.0;94.0
145.0;139.0;46.0;9.0;124.0;160.0;-85.0;286.0;104.0;210.0;106.0
160.0;-7.0;-218.0;-84.0;91.0;196.0;-129.0;324.0;-46.0;-230.0;78.0
-153.0;-158.0;-184.0;-518.0;354.0;200.0;-39.0;137.0;-250.0;542.0;96.0
-334.0;124.0;-229.0;-358.0;472.0;470.0;71.0;408.0;-278.0;200.0;316.0
188.0;228.0;166.0;-175.0;-246.0;178.0;-96.0;228.0;117.0;-243.0;200.0
-274.0;117.0;-219.0;-398.0;348.0;379.0;67.0;395.0;-162.0;-64.0;317.0
-200.0;67.0;-185.0;-376.0;124.0;407.0;60.0;350.0;-34.0;-339.0;298.0
43.0;-403.0;71.0;-650.0;-202.0;-254.0;-563.0;333.0;107.0;113.0;381.0
537.0;302.0;53.0;-261.0;148.0;-79.0;1.0;464.0;87.0;93.0;145.0
-115.0;241.0;-75.0;-89.0;32.0;-163.0;176.0;581.0;-190.0;31.0;523.0
-132.0;219.0;-94.0;-93.0;22.0;145.0;205.0;588.0;-192.0;95.0;537.0
-146.0;220.0;-140.0;-124.0;43.0;312.0;226.0;577.0;-163.0;100.0;553.0
-183.0;192.0;-189.0;-141.0;107.0;319.0;242.0;570.0;-110.0;85.0;531.0
-265.0;202.0;-237.0;-126.0;186.0;315.0;249.0;568.0;3.0;-7.0;542.0
-78.0;257.0;-166.0;-92.0;-179.0;272.0;-105.0;585.0;-345.0;321.0;316.0
455.0;-94.0;-91.0;-468.0;166.0;-143.0;-38.0;294.0;668.0;185.0;-1.0
-114.0;-132.0;49.0;-441.0;-24.0;1239.0;-3.0;420.0;-34.0;21.0;129.0
476.0;-166.0;-175.0;-441.0;-77.0;145.0;80.0;317.0;349.0;59.0;-24.0
-308.0;65.0;-212.0;-261.0;274.0;436.0;50.0;410.0;-146.0;394.0;462.0
223.0;-19.0;-351.0;-343.0;73.0;-216.0;-14.0;260.0;501.0;-203.0;170.0
207.0;-18.0;-351.0;-318.0;-20.0;-394.0;-25.0;284.0;543.0;-322.0;169.0
77.0;-43.0;104.0;-303.0;372.0;-976.0;117.0;560.0;-258.0;424.0;216.0
-1.0;-110.0;-19.0;-531.0;-164.0;-65.0;-302.0;235.0;108.0;48.0;-331.0
1.0;53.0;-112.0;-274.0;407.0;390.0;-32.0;401.0;-80.0;522.0;372.0
-120.0;53.0;-81.0;-254.0;355.0;321.0;-52.0;348.0;-249.0;392.0;371.0
-474.0;99.0;-43.0;-227.0;397.0;379.0;31.0;434.0;-455.0;535.0;343.0
0.0;56.0;112.0;-379.0;-10.0;-474.0;-40.0;341.0;195.0;248.0;28.0
299.0;-237.0;99.0;-128.0;84.0;447.0;68.0;375.0;49.0;-185.0;38.0
-116.0;-168.0;77.0;-106.0;220.0;190.0;21.0;377.0;38.0;418.0;62.0
212.0;74.0;31.0;-387.0;446.0;-260.0;15.0;283.0;561.0;311.0;108.0
262.0;61.0;73.0;-284.0;120.0;-9.0;107.0;389.0;469.0;-185.0;231.0
340.0;83.0;93.0;-266.0;124.0;10.0;99.0;398.0;483.0;-244.0;221.0
326.0;66.0;83.0;-243.0;112.0;-1.0;73.0;400.0;524.0;-268.0;230.0
323.0;84.0;91.0;-253.0;85.0;-16.0;33.0;380.0;520.0;-328.0;211.0
214.0;-170.0;-212.0;-454.0;4.0;219.0;140.0;306.0;72.0;60.0;-27.0
-157.0;149.0;-58.0;-353.0;173.0;375.0;93.0;245.0;251.0;118.0;104.0
-67.0;77.0;-114.0;-311.0;193.0;268.0;59.0;262.0;559.0;-151.0;255.0
124.0;-173.0;-194.0;-474.0;19.0;342.0;166.0;283.0;-131.0;265.0;-34.0
144.0;-297.0;-80.0;-672.0;47.0;371.0;-202.0;427.0;335.0;167.0;190.0
138.0;-322.0;-53.0;-679.0;95.0;350.0;-215.0;421.0;328.0;115.0;213.0
-136.0;40.0;-221.0;-307.0;37.0;415.0;72.0;434.0;-55.0;154.0;183.0
17.0;21.0;-107.0;-301.0;89.0;542.0;91.0;416.0;-132.0;451.0;170.0
106.0;-291.0;-48.0;-585.0;146.0;314.0;-290.0;434.0;297.0;128.0;196.0
140.0;12.0;-82.0;-284.0;206.0;30.0;65.0;328.0;-149.0;827.0;201.0
154.0;-336.0;-26.0;-653.0;285.0;289.0;-199.0;453.0;109.0;148.0;194.0
63.0;110.0;-117.0;-330.0;267.0;-115.0;71.0;299.0;112.0;830.0;95.0
13.0;155.0;-110.0;-310.0;322.0;-283.0;68.0;312.0;282.0;633.0;149.0
317.0;348.0;-137.0;22.0;301.0;-1189.0;-5.0;560.0;321.0;493.0;370.0
220.0;-320.0;-19.0;-654.0;288.0;278.0;-202.0;467.0;323.0;326.0;193.0
-35.0;64.0;-133.0;-257.0;194.0;-372.0;25.0;379.0;555.0;-139.0;167.0
119.0;27.0;-80.0;-229.0;54.0;-292.0;28.0;353.0;469.0;-228.0;154.0
-12.0;-11.0;-278.0;-258.0;-33.0;-304.0;-139.0;265.0;-194.0;-11.0;102.0
87.0;-109.0;-344.0;-253.0;28.0;-452.0;-93.0;365.0;-66.0;-50.0;106.0
38.0;-85.0;-323.0;-252.0;50.0;-497.0;-46.0;331.0;54.0;-195.0;130.0
-49.0;-36.0;-286.0;-256.0;81.0;-653.0;-1.0;259.0;206.0;-271.0;143.0
-2.0;-419.0;-21.0;-809.0;235.0;-289.0;-351.0;442.0;21.0;92.0;225.0
40.0;-289.0;-19.0;-834.0;41.0;-108.0;-241.0;474.0;117.0;9.0;223.0
16.0;-239.0;14.0;-807.0;67.0;-117.0;-271.0;447.0;60.0;-12.0;232.0
216.0;-21.0;-55.0;-234.0;-92.0;-352.0;23.0;370.0;382.0;-317.0;172.0
289.0;-30.0;-26.0;-234.0;-189.0;-258.0;17.0;334.0;324.0;-356.0;190.0
228.0;-24.0;25.0;-252.0;-229.0;-265.0;12.0;325.0;327.0;-370.0;242.0
160.0;0.0;69.0;-274.0;-219.0;-194.0;20.0;361.0;316.0;-417.0;241.0
92.0;-253.0;22.0;-779.0;108.0;-150.0;-262.0;428.0;22.0;-16.0;231.0
78.0;-286.0;34.0;-802.0;90.0;-135.0;-229.0;438.0;23.0;86.0;225.0
92.0;-225.0;88.0;-853.0;27.0;19.0;-130.0;445.0;-5.0;222.0;211.0
112.0;49.0;63.0;-279.0;-228.0;-252.0;24.0;447.0;328.0;-411.0;230.0
229.0;-165.0;33.0;-680.0;98.0;312.0;-151.0;506.0;162.0;102.0;278.0
240.0;-135.0;52.0;-683.0;92.0;267.0;-138.0;531.0;137.0;137.0;278.0
