InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK Quaternion3;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ
277.0;347.0;283.0;-402.0;-283.0;95;210.0;520.0;219.0
123.0;117.0;255.0;-235.0;212.0;177;177.0;298.0;-47.0
257.0;274.0;270.0;-282.0;-75.0;142;82.0;590.0;245.0
108.0;165.0;184.0;-369.0;59.0;-177;290.0;577.0;80.0
98.0;113.0;186.0;-396.0;8.0;-178;293.0;605.0;91.0
81.0;49.0;186.0;-367.0;-46.0;-178;396.0;748.0;35.0
79.0;132.0;188.0;-329.0;-51.0;-179;415.0;645.0;25.0
86.0;129.0;189.0;-263.0;58.0;-177;451.0;486.0;71.0
91.0;120.0;193.0;-184.0;111.0;-180;363.0;495.0;69.0
99.0;98.0;199.0;-169.0;126.0;-176;255.0;490.0;59.0
108.0;44.0;204.0;-197.0;125.0;-178;204.0;436.0;6.0
134.0;266.0;185.0;-519.0;-21.0;-163;157.0;462.0;230.0
121.0;184.0;172.0;-474.0;-33.0;-166;210.0;461.0;112.0
118.0;161.0;177.0;-346.0;154.0;-171;266.0;529.0;109.0
130.0;52.0;258.0;-262.0;136.0;177;245.0;387.0;69.0
177.0;213.0;200.0;-401.0;-75.0;-74;164.0;394.0;29.0
168.0;141.0;195.0;-434.0;-132.0;-221;309.0;395.0;54.0
-668.0;344.0;-257.0;-98.0;203.0;-165;276.0;1041.0;247.0
113.0;236.0;177.0;-360.0;94.0;-177;232.0;617.0;42.0
117.0;137.0;186.0;-402.0;72.0;-178;257.0;609.0;27.0
109.0;40.0;194.0;-399.0;-124.0;-178;424.0;730.0;7.0
120.0;26.0;206.0;-299.0;-158.0;-178;461.0;701.0;-57.0
135.0;34.0;214.0;-193.0;-29.0;-177;477.0;520.0;79.0
151.0;83.0;224.0;-167.0;89.0;-179;362.0;475.0;153.0
82.0;303.0;273.0;357.0;83.0;-177;158.0;692.0;369.0
84.0;156.0;261.0;2.0;186.0;-177;79.0;653.0;-16.0
178.0;141.0;241.0;-158.0;200.0;-175;125.0;438.0;37.0
191.0;-7.0;246.0;-171.0;182.0;-170;247.0;344.0;-86.0
132.0;-6.0;258.0;-230.0;1.0;177;344.0;430.0;60.0
435.0;240.0;412.0;-546.0;-126.0;55;215.0;334.0;34.0
131.0;-31.0;254.0;-217.0;-20.0;177;408.0;434.0;26.0
124.0;-23.0;246.0;-235.0;-75.0;177;308.0;383.0;-66.0
120.0;85.0;239.0;-279.0;61.0;176;238.0;374.0;-102.0
467.0;129.0;436.0;-135.0;27.0;-211;333.0;463.0;10.0
479.0;91.0;444.0;-185.0;179.0;-177;277.0;425.0;-10.0
488.0;30.0;453.0;-154.0;164.0;-171;273.0;383.0;-25.0
496.0;-29.0;461.0;-136.0;148.0;-194;258.0;353.0;-67.0
505.0;-81.0;470.0;-327.0;28.0;-196;218.0;248.0;-77.0
245.0;112.0;368.0;-310.0;161.0;-176;819.0;605.0;31.0
296.0;271.0;374.0;-185.0;139.0;-176;680.0;656.0;25.0
238.0;165.0;370.0;23.0;240.0;-177;815.0;559.0;-146.0
451.0;197.0;414.0;-491.0;-74.0;-171;219.0;502.0;159.0
446.0;193.0;411.0;-436.0;16.0;-179;220.0;540.0;154.0
439.0;149.0;411.0;-300.0;322.0;-173;261.0;595.0;129.0
427.0;113.0;411.0;-229.0;0.0;-180;277.0;634.0;134.0
418.0;72.0;413.0;-402.0;-119.0;-177;333.0;611.0;21.0
424.0;57.0;418.0;-318.0;-197.0;-177;427.0;707.0;-85.0
433.0;56.0;421.0;-228.0;-46.0;-177;407.0;542.0;48.0
440.0;49.0;426.0;-187.0;45.0;-176;467.0;500.0;142.0
448.0;116.0;433.0;-144.0;67.0;-179;255.0;515.0;113.0
458.0;161.0;440.0;-201.0;138.0;-174;149.0;450.0;19.0
465.0;113.0;446.0;-232.0;170.0;-179;194.0;408.0;-2.0
471.0;42.0;452.0;-188.0;211.0;-179;250.0;388.0;-48.0
477.0;-12.0;456.0;-208.0;119.0;-170;275.0;351.0;-47.0
479.0;-37.0;459.0;-263.0;102.0;-192;235.0;298.0;-62.0
88.0;-64.0;231.0;-269.0;206.0;177;160.0;293.0;-23.0
192.0;-15.0;297.0;-190.0;114.0;178;277.0;315.0;30.0
191.0;-27.0;298.0;-206.0;22.0;171;262.0;295.0;3.0
726.0;149.0;510.0;-276.0;162.0;-178;529.0;711.0;-73.0
567.0;50.0;406.0;-440.0;-182.0;169;240.0;363.0;45.0
671.0;98.0;489.0;-290.0;109.0;-177;305.0;571.0;-27.0
671.0;53.0;498.0;-215.0;21.0;-177;289.0;476.0;-51.0
412.0;227.0;441.0;-499.0;-10.0;-168;153.0;478.0;172.0
415.0;242.0;444.0;-422.0;21.0;-172;132.0;464.0;155.0
470.0;164.0;437.0;-123.0;254.0;-176;141.0;444.0;14.0
430.0;32.0;422.0;-246.0;109.0;-174;209.0;332.0;-65.0
425.0;-8.0;421.0;-186.0;19.0;-178;224.0;281.0;-81.0
421.0;-32.0;418.0;-206.0;29.0;-186;222.0;242.0;-52.0
506.0;-54.0;470.0;-453.0;-37.0;-178;202.0;249.0;-34.0
668.0;114.0;497.0;-250.0;87.0;-177;204.0;453.0;-52.0
405.0;58.0;406.0;-347.0;20.0;-59;152.0;215.0;-41.0
77.0;-223.0;-179.0;232.0;501.0;173;749.0;-113.0;-222.0
398.0;119.0;406.0;-342.0;34.0;-166;266.0;422.0;140.0
392.0;127.0;398.0;-402.0;87.0;-166;200.0;425.0;149.0
387.0;164.0;391.0;-404.0;112.0;-163;169.0;428.0;103.0
384.0;171.0;386.0;-421.0;-23.0;-163;184.0;435.0;71.0
379.0;131.0;382.0;-374.0;45.0;-188;222.0;465.0;62.0
373.0;92.0;378.0;-253.0;232.0;-168;252.0;511.0;43.0
362.0;93.0;375.0;-201.0;48.0;-168;274.0;503.0;54.0
354.0;125.0;375.0;-394.0;85.0;-242;299.0;496.0;5.0
349.0;78.0;377.0;-367.0;-102.0;77;354.0;545.0;22.0
356.0;37.0;382.0;-303.0;-59.0;83;491.0;703.0;-4.0
-22.0;184.0;120.0;55.0;49.0;171;724.0;324.0;2.0
489.0;252.0;458.0;-430.0;-216.0;104;201.0;475.0;210.0
305.0;28.0;348.0;-365.0;67.0;156;184.0;271.0;14.0
498.0;271.0;455.0;-267.0;-98.0;128;61.0;472.0;209.0
438.0;192.0;396.0;-433.0;-68.0;-158;227.0;457.0;158.0
432.0;199.0;392.0;-513.0;-167.0;-179;245.0;504.0;140.0
423.0;175.0;389.0;-372.0;134.0;-173;237.0;553.0;120.0
413.0;129.0;386.0;-267.0;202.0;-177;251.0;602.0;193.0
397.0;148.0;382.0;-304.0;15.0;-178;274.0;637.0;153.0
218.0;101.0;276.0;-121.0;90.0;-176;236.0;459.0;93.0
-141.0;241.0;-27.0;-201.0;9.0;-175;521.0;441.0;-100.0
282.0;359.0;297.0;-377.0;-230.0;96;212.0;457.0;117.0
268.0;193.0;288.0;-474.0;-106.0;-174;181.0;460.0;84.0
265.0;169.0;289.0;-378.0;21.0;-171;206.0;496.0;66.0
259.0;137.0;289.0;-189.0;193.0;-176;275.0;569.0;136.0
247.0;144.0;288.0;-279.0;120.0;-175;298.0;603.0;112.0
241.0;195.0;290.0;-388.0;124.0;-177;262.0;574.0;32.0
237.0;28.0;300.0;-349.0;-93.0;-177;413.0;700.0;-59.0
62.0;53.0;-61.0;63.0;234.0;-177;859.0;481.0;-87.0
175.0;142.0;238.0;-184.0;251.0;-175;295.0;592.0;171.0
216.0;219.0;265.0;-371.0;-32.0;-167;195.0;463.0;127.0
213.0;186.0;268.0;-386.0;35.0;-175;212.0;502.0;118.0
206.0;138.0;272.0;-439.0;324.0;-175;243.0;538.0;146.0
199.0;120.0;277.0;-371.0;157.0;-177;245.0;547.0;135.0
195.0;152.0;281.0;-359.0;-92.0;-180;238.0;546.0;-9.0
195.0;127.0;287.0;-397.0;-84.0;-178;255.0;522.0;-59.0
204.0;42.0;301.0;-358.0;-174.0;-182;398.0;616.0;17.0
197.0;-18.0;305.0;-215.0;-143.0;-177;514.0;767.0;12.0
213.0;111.0;312.0;-170.0;-17.0;-180;356.0;559.0;19.0
235.0;155.0;320.0;-112.0;69.0;-185;284.0;401.0;81.0
257.0;154.0;332.0;-146.0;135.0;-166;223.0;412.0;37.0
275.0;172.0;343.0;-185.0;159.0;-202;167.0;403.0;3.0
295.0;93.0;355.0;-182.0;128.0;-152;182.0;333.0;-78.0
311.0;3.0;364.0;-230.0;50.0;-204;196.0;257.0;-121.0
304.0;66.0;348.0;-266.0;44.0;202;197.0;258.0;-31.0
61.0;17.0;241.0;-134.0;93.0;177;482.0;336.0;37.0
309.0;132.0;350.0;-283.0;152.0;123;160.0;251.0;-12.0
315.0;185.0;353.0;-214.0;144.0;-190;157.0;247.0;-30.0
338.0;95.0;367.0;-137.0;79.0;-128;173.0;222.0;38.0
699.0;210.0;514.0;-318.0;63.0;110;55.0;534.0;135.0
-641.0;394.0;-480.0;-558.0;-140.0;164;259.0;568.0;432.0
298.0;2.0;319.0;-353.0;-75.0;-170;140.0;236.0;-17.0
