Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RUA accY
184.0;-1207.0;947.0;1088.0;-1135.0;635.0;62.0
75.0;-1059.0;996.0;1361.0;-930.0;718.0;238.0
244.0;-975.0;1069.0;971.0;-840.0;770.0;228.0
257.0;-801.0;869.0;808.0;-712.0;582.0;56.0
253.0;-977.0;1074.0;971.0;-847.0;759.0;229.0
179.0;-982.0;838.0;870.0;-937.0;630.0;118.0
402.0;-964.0;883.0;899.0;-874.0;390.0;85.0
250.0;-863.0;930.0;781.0;-865.0;639.0;136.0
182.0;-903.0;1016.0;1258.0;-822.0;666.0;15.0
269.0;-963.0;1070.0;985.0;-830.0;754.0;251.0
166.0;-826.0;921.0;793.0;-751.0;717.0;208.0
178.0;-1084.0;1006.0;762.0;-870.0;683.0;201.0
250.0;-973.0;1077.0;987.0;-841.0;763.0;217.0
306.0;-930.0;1140.0;970.0;-762.0;837.0;209.0
349.0;-513.0;721.0;525.0;-422.0;387.0;139.0
270.0;-971.0;1069.0;998.0;-837.0;758.0;210.0
274.0;-968.0;1076.0;1007.0;-839.0;742.0;209.0
268.0;-960.0;1081.0;969.0;-823.0;766.0;251.0
296.0;-975.0;1070.0;971.0;-835.0;746.0;248.0
187.0;-971.0;1010.0;898.0;-977.0;697.0;-114.0
313.0;-995.0;1099.0;1008.0;-833.0;757.0;194.0
32.0;-1128.0;1267.0;1219.0;-1124.0;907.0;-206.0
113.0;-716.0;1108.0;1041.0;-556.0;806.0;341.0
297.0;-960.0;1059.0;978.0;-819.0;751.0;256.0
10.0;-927.0;970.0;589.0;-714.0;634.0;156.0
399.0;-947.0;1040.0;976.0;-781.0;680.0;259.0
135.0;-753.0;998.0;784.0;-702.0;849.0;130.0
290.0;-974.0;1073.0;980.0;-829.0;750.0;268.0
437.0;-731.0;1029.0;794.0;-624.0;832.0;246.0
290.0;-971.0;1060.0;984.0;-835.0;734.0;260.0
347.0;-913.0;985.0;820.0;-872.0;707.0;-58.0
286.0;-972.0;1080.0;990.0;-841.0;763.0;201.0
281.0;-968.0;1061.0;985.0;-840.0;769.0;200.0
-65.0;-994.0;1131.0;1057.0;-929.0;842.0;-163.0
344.0;-870.0;1225.0;808.0;-792.0;850.0;89.0
286.0;-972.0;1066.0;981.0;-833.0;754.0;245.0
107.0;-1080.0;904.0;1183.0;-946.0;657.0;144.0
175.0;-1013.0;882.0;850.0;-954.0;650.0;32.0
283.0;-1029.0;889.0;918.0;-997.0;565.0;-225.0
297.0;-1021.0;1111.0;1014.0;-644.0;575.0;303.0
58.0;-1311.0;1178.0;1254.0;-1204.0;793.0;187.0
129.0;-1133.0;1312.0;1296.0;-1012.0;1114.0;285.0
82.0;-848.0;1135.0;886.0;-728.0;675.0;-318.0
282.0;-970.0;1061.0;990.0;-827.0;730.0;271.0
231.0;-954.0;1314.0;1148.0;-813.0;977.0;275.0
365.0;-979.0;1049.0;991.0;-840.0;707.0;233.0
157.0;-811.0;931.0;821.0;-758.0;724.0;113.0
269.0;-1073.0;1389.0;1245.0;-935.0;823.0;308.0
86.0;-826.0;1182.0;1274.0;-658.0;925.0;291.0
754.0;-629.0;710.0;294.0;106.0;-247.0;629.0
258.0;-975.0;1068.0;977.0;-845.0;760.0;232.0
271.0;-979.0;1077.0;990.0;-847.0;764.0;220.0
178.0;-969.0;1147.0;1011.0;-628.0;678.0;45.0
298.0;-671.0;942.0;738.0;-551.0;712.0;239.0
166.0;-1063.0;911.0;973.0;-999.0;614.0;-9.0
258.0;-1003.0;1061.0;997.0;-855.0;765.0;209.0
333.0;-877.0;960.0;764.0;-893.0;511.0;9.0
138.0;-1184.0;1099.0;1315.0;-1078.0;1026.0;226.0
-9.0;-1294.0;1301.0;921.0;-1153.0;839.0;212.0
