InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
433.0;551.0;-374.0;259.0;632.0;92.0;-273.0;-176.0;-250.0;-345.0
430.0;519.0;-364.0;254.0;620.0;93.0;-260.0;-182.0;-255.0;-314.0
423.0;479.0;-348.0;257.0;612.0;96.0;-250.0;-185.0;-262.0;-275.0
414.0;440.0;-332.0;258.0;605.0;118.0;-269.0;-180.0;-269.0;-229.0
405.0;404.0;-324.0;246.0;?;141.0;-292.0;-163.0;-270.0;-181.0
398.0;373.0;-324.0;227.0;?;162.0;-316.0;-140.0;-260.0;?
391.0;349.0;-333.0;206.0;?;184.0;-339.0;-119.0;-243.0;?
383.0;324.0;-346.0;183.0;?;204.0;-361.0;-96.0;-224.0;?
375.0;299.0;-354.0;160.0;?;223.0;-382.0;-75.0;-208.0;1.0
366.0;272.0;-359.0;138.0;489.0;239.0;-401.0;-58.0;-193.0;50.0
356.0;241.0;-362.0;117.0;472.0;253.0;-418.0;-45.0;-181.0;94.0
344.0;211.0;?;97.0;457.0;263.0;-434.0;?;-171.0;126.0
334.0;183.0;?;79.0;443.0;271.0;-448.0;?;-164.0;145.0
323.0;161.0;?;60.0;430.0;278.0;-461.0;?;-160.0;150.0
310.0;146.0;?;41.0;411.0;287.0;-475.0;?;-160.0;140.0
298.0;145.0;?;22.0;385.0;295.0;-489.0;?;-163.0;115.0
294.0;163.0;?;1.0;356.0;298.0;-504.0;?;-163.0;78.0
292.0;?;?;-15.0;329.0;287.0;-502.0;?;-162.0;31.0
290.0;?;?;-24.0;314.0;265.0;-494.0;?;-164.0;-17.0
?;?;?;-29.0;310.0;243.0;-482.0;?;-165.0;-57.0
?;?;?;-25.0;312.0;224.0;-467.0;?;-165.0;-88.0
?;?;?;-10.0;322.0;208.0;-451.0;?;-165.0;-114.0
?;?;?;?;332.0;194.0;-436.0;?;-165.0;-143.0
?;420.0;?;?;338.0;184.0;-425.0;?;-164.0;-175.0
?;444.0;-307.0;?;340.0;170.0;-408.0;?;-156.0;-204.0
?;463.0;-314.0;?;340.0;156.0;-393.0;?;-143.0;-228.0
?;476.0;-313.0;?;341.0;145.0;-379.0;?;-128.0;-247.0
?;481.0;-309.0;?;351.0;133.0;-364.0;?;-116.0;-266.0
?;484.0;-302.0;?;368.0;124.0;-354.0;?;-110.0;-281.0
?;485.0;-293.0;?;387.0;119.0;-348.0;?;-108.0;-291.0
?;485.0;-283.0;?;408.0;116.0;-343.0;?;-105.0;-292.0
?;482.0;-273.0;?;428.0;113.0;-337.0;?;-99.0;-284.0
?;473.0;-263.0;?;445.0;112.0;-330.0;-11.0;-90.0;-269.0
366.0;463.0;-255.0;?;455.0;111.0;-322.0;-17.0;-79.0;-252.0
364.0;452.0;-253.0;?;457.0;112.0;-313.0;-21.0;-71.0;-233.0
360.0;435.0;-249.0;160.0;456.0;114.0;-304.0;-23.0;-69.0;-214.0
349.0;409.0;-235.0;155.0;450.0;120.0;-301.0;-35.0;-74.0;-186.0
333.0;372.0;-214.0;145.0;450.0;116.0;-284.0;-44.0;-85.0;-143.0
310.0;319.0;-181.0;149.0;451.0;119.0;-276.0;-55.0;-101.0;-87.0
283.0;259.0;-145.0;152.0;453.0;139.0;-294.0;-65.0;-119.0;-22.0
259.0;204.0;-116.0;134.0;451.0;154.0;-307.0;-56.0;-137.0;43.0
256.0;174.0;-100.0;104.0;416.0;166.0;-321.0;-39.0;-135.0;100.0
261.0;155.0;-106.0;73.0;378.0;179.0;-336.0;?;-128.0;143.0
264.0;137.0;-124.0;43.0;345.0;193.0;-357.0;?;-119.0;177.0
264.0;119.0;-144.0;15.0;317.0;208.0;-379.0;?;-112.0;206.0
257.0;95.0;-164.0;-11.0;292.0;222.0;-399.0;23.0;-105.0;?
247.0;70.0;-178.0;-38.0;266.0;232.0;-418.0;37.0;-95.0;?
231.0;43.0;?;-65.0;240.0;242.0;-438.0;52.0;-81.0;?
216.0;?;?;-90.0;216.0;251.0;-457.0;65.0;-67.0;?
199.0;?;?;?;196.0;261.0;-476.0;75.0;-55.0;?
181.0;?;?;?;175.0;?;-494.0;87.0;-47.0;?
162.0;?;?;?;152.0;?;-511.0;99.0;-41.0;?
160.0;?;?;-173.0;131.0;?;-529.0;111.0;-32.0;?
161.0;?;?;-190.0;114.0;?;-538.0;123.0;-23.0;?
151.0;?;-130.0;-193.0;107.0;?;-538.0;127.0;-18.0;?
139.0;?;-87.0;-186.0;114.0;?;-531.0;127.0;-17.0;?
134.0;?;-48.0;?;124.0;?;-520.0;130.0;-10.0;?
138.0;?;-22.0;?;136.0;232.0;-508.0;135.0;0.0;?
152.0;?;?;?;147.0;218.0;-493.0;?;8.0;82.0
80.0;?;?;?;-52.0;124.0;?;?;85.0;402.0
70.0;?;?;?;-71.0;130.0;?;?;102.0;424.0
59.0;?;?;?;?;132.0;?;?;118.0;440.0
45.0;?;?;?;-94.0;135.0;-294.0;?;130.0;447.0
35.0;-168.0;?;?;-104.0;140.0;-298.0;?;138.0;444.0
24.0;-178.0;?;?;-123.0;150.0;-311.0;186.0;149.0;434.0
20.0;-176.0;?;?;-147.0;156.0;-320.0;203.0;?;423.0
19.0;-159.0;?;?;-166.0;146.0;-308.0;?;?;412.0
15.0;-143.0;?;?;-169.0;?;-296.0;?;?;396.0
6.0;-130.0;?;?;-158.0;111.0;-280.0;?;?;381.0
6.0;-113.0;?;-288.0;-148.0;92.0;-262.0;?;?;368.0
15.0;-90.0;190.0;-273.0;-143.0;74.0;?;?;?;356.0
-105.0;-348.0;417.0;-454.0;-616.0;-256.0;?;?;?;618.0
-119.0;-350.0;438.0;-463.0;-623.0;-258.0;?;?;?;591.0
-131.0;-361.0;459.0;?;-624.0;-249.0;?;?;?;598.0
-130.0;-358.0;471.0;?;-618.0;-251.0;?;?;470.0;625.0
?;-334.0;467.0;?;-608.0;-257.0;?;?;471.0;632.0
?;-303.0;450.0;?;-598.0;-263.0;120.0;?;473.0;616.0
?;-267.0;419.0;?;?;-271.0;136.0;?;477.0;592.0
?;-234.0;375.0;?;?;-277.0;152.0;?;479.0;?
?;-210.0;326.0;?;?;-283.0;169.0;?;478.0;?
?;-189.0;282.0;?;?;-290.0;184.0;?;475.0;?
?;-173.0;250.0;?;?;-301.0;202.0;460.0;472.0;?
?;?;245.0;?;?;-313.0;218.0;461.0;469.0;?
10.0;?;267.0;?;?;-322.0;234.0;464.0;466.0;?
-13.0;?;304.0;?;?;-330.0;248.0;468.0;465.0;?
-32.0;?;340.0;?;?;-338.0;262.0;473.0;466.0;?
-45.0;?;367.0;?;?;-345.0;273.0;476.0;467.0;?
-58.0;?;389.0;?;?;-355.0;288.0;474.0;470.0;?
-71.0;?;405.0;?;?;-360.0;300.0;469.0;474.0;?
-85.0;?;420.0;?;?;-358.0;304.0;464.0;478.0;?
-109.0;?;438.0;?;?;-351.0;302.0;461.0;481.0;?
-139.0;?;458.0;-473.0;?;-345.0;302.0;460.0;486.0;?
-170.0;?;?;-475.0;?;-339.0;293.0;457.0;489.0;492.0
-196.0;?;?;-484.0;?;-331.0;282.0;461.0;489.0;526.0
-213.0;?;?;-502.0;?;-324.0;273.0;473.0;492.0;556.0
-224.0;-339.0;?;-524.0;-705.0;-319.0;264.0;492.0;501.0;585.0
-230.0;-377.0;?;-543.0;-723.0;-312.0;253.0;511.0;509.0;619.0
-230.0;-410.0;?;-558.0;-735.0;-304.0;243.0;526.0;513.0;641.0
-219.0;-436.0;?;-569.0;-742.0;-296.0;235.0;539.0;515.0;662.0
-199.0;-452.0;?;-578.0;-747.0;-292.0;230.0;550.0;517.0;675.0
-176.0;-463.0;?;-587.0;-752.0;-293.0;230.0;559.0;520.0;684.0
-155.0;-471.0;?;-598.0;-755.0;-300.0;237.0;565.0;524.0;691.0
-140.0;-479.0;?;-611.0;-758.0;-305.0;239.0;572.0;529.0;698.0
-130.0;-483.0;418.0;-623.0;-761.0;-310.0;243.0;578.0;535.0;702.0
-127.0;-487.0;415.0;-630.0;-761.0;-313.0;242.0;583.0;541.0;702.0
-132.0;-488.0;420.0;-634.0;?;-315.0;239.0;591.0;546.0;697.0
-143.0;-487.0;433.0;-640.0;?;-319.0;235.0;?;550.0;689.0
-162.0;-486.0;453.0;-648.0;?;-321.0;226.0;?;556.0;682.0
-186.0;-481.0;479.0;-652.0;?;-320.0;219.0;?;559.0;673.0
-203.0;-471.0;504.0;-654.0;?;-317.0;215.0;?;554.0;668.0
-213.0;-461.0;525.0;-653.0;?;-314.0;218.0;?;550.0;666.0
-216.0;-444.0;540.0;-652.0;-747.0;-320.0;229.0;?;545.0;669.0
-211.0;-423.0;548.0;-650.0;-739.0;-326.0;241.0;?;538.0;665.0
-206.0;-403.0;550.0;-647.0;-730.0;-332.0;254.0;?;529.0;655.0
-202.0;-387.0;543.0;-646.0;-723.0;-339.0;268.0;?;519.0;?
-195.0;-373.0;532.0;?;-718.0;-348.0;282.0;?;510.0;?
-187.0;-361.0;520.0;?;-715.0;-356.0;294.0;605.0;501.0;?
?;-354.0;509.0;?;-717.0;-362.0;306.0;604.0;493.0;?
?;-353.0;502.0;?;-721.0;-367.0;317.0;605.0;486.0;?
?;-355.0;497.0;?;-727.0;-372.0;327.0;607.0;481.0;?
?;-359.0;495.0;?;-735.0;-374.0;336.0;610.0;478.0;?
?;-365.0;496.0;-669.0;-743.0;-375.0;342.0;614.0;477.0;?
?;-373.0;495.0;-677.0;-751.0;-379.0;349.0;616.0;480.0;?
?;-382.0;495.0;-690.0;-756.0;-383.0;359.0;615.0;486.0;614.0
?;-388.0;496.0;-701.0;-762.0;-381.0;361.0;615.0;494.0;612.0
-226.0;-400.0;?;-709.0;-764.0;-376.0;356.0;616.0;503.0;611.0
-244.0;-421.0;?;-718.0;-767.0;-368.0;352.0;615.0;509.0;619.0
-268.0;-454.0;?;-724.0;-774.0;-362.0;343.0;617.0;512.0;633.0
-301.0;-497.0;?;-730.0;-780.0;-352.0;329.0;621.0;512.0;653.0
-327.0;-531.0;?;-738.0;-790.0;-343.0;316.0;626.0;513.0;678.0
-344.0;-558.0;?;?;-801.0;-336.0;304.0;632.0;518.0;699.0
-356.0;-581.0;?;?;-810.0;-328.0;290.0;637.0;521.0;710.0
-362.0;-601.0;?;?;-816.0;-319.0;276.0;640.0;520.0;715.0
-364.0;-620.0;563.0;?;-820.0;-307.0;261.0;642.0;520.0;714.0
-364.0;-637.0;566.0;?;-825.0;-297.0;247.0;645.0;521.0;710.0
-363.0;-653.0;570.0;?;-828.0;-285.0;235.0;648.0;523.0;706.0
-361.0;-667.0;573.0;?;-831.0;-271.0;219.0;650.0;524.0;704.0
-362.0;-679.0;576.0;?;-834.0;-255.0;202.0;649.0;526.0;704.0
-363.0;-687.0;582.0;?;-835.0;-242.0;188.0;648.0;530.0;706.0
-367.0;-693.0;590.0;?;-833.0;?;180.0;649.0;536.0;709.0
-379.0;-697.0;599.0;?;-831.0;?;175.0;652.0;544.0;714.0
-397.0;-701.0;609.0;?;-827.0;?;161.0;655.0;552.0;718.0
-423.0;-700.0;622.0;?;-823.0;-233.0;149.0;658.0;561.0;719.0
-441.0;-695.0;634.0;-740.0;-818.0;-247.0;151.0;663.0;570.0;719.0
-449.0;-686.0;644.0;-736.0;-815.0;-252.0;?;666.0;572.0;718.0
-455.0;-686.0;651.0;-736.0;-815.0;-243.0;?;667.0;570.0;719.0
?;-684.0;648.0;-738.0;-812.0;-245.0;?;665.0;566.0;728.0
?;-679.0;644.0;-741.0;-811.0;-250.0;?;662.0;560.0;737.0
?;-676.0;638.0;-743.0;-812.0;-256.0;?;660.0;551.0;740.0
?;-674.0;629.0;-746.0;-814.0;-262.0;?;656.0;541.0;746.0
?;-674.0;620.0;-750.0;-818.0;-267.0;?;652.0;529.0;750.0
-406.0;?;608.0;-753.0;-823.0;-270.0;?;646.0;515.0;753.0
-394.0;-663.0;595.0;-757.0;-828.0;-271.0;?;640.0;502.0;754.0
-387.0;-659.0;582.0;-759.0;-833.0;-272.0;?;634.0;491.0;754.0
-385.0;-661.0;573.0;-761.0;-839.0;-274.0;?;629.0;481.0;751.0
-384.0;-665.0;570.0;-763.0;-845.0;-275.0;?;624.0;472.0;748.0
-385.0;-671.0;578.0;-764.0;-850.0;-274.0;?;620.0;466.0;747.0
-392.0;-678.0;588.0;-765.0;-855.0;-268.0;?;617.0;465.0;745.0
-410.0;-687.0;595.0;-765.0;-857.0;-266.0;218.0;615.0;471.0;742.0
-427.0;-690.0;607.0;-763.0;-857.0;-268.0;226.0;615.0;480.0;742.0
-445.0;-692.0;621.0;-762.0;-856.0;-268.0;227.0;616.0;490.0;738.0
-466.0;-699.0;634.0;-761.0;-854.0;-263.0;224.0;613.0;497.0;733.0
-490.0;-713.0;648.0;-759.0;-853.0;-255.0;222.0;611.0;?;730.0
-516.0;-728.0;662.0;-756.0;-851.0;-250.0;216.0;612.0;?;728.0
-539.0;-737.0;671.0;-752.0;-851.0;-242.0;204.0;611.0;?;724.0
-556.0;-743.0;679.0;-748.0;-853.0;?;191.0;605.0;?;716.0
-568.0;-747.0;686.0;-742.0;-855.0;?;174.0;597.0;?;703.0
-575.0;-752.0;694.0;-735.0;-856.0;?;157.0;589.0;504.0;685.0
-579.0;-758.0;701.0;-730.0;-856.0;?;?;585.0;501.0;665.0
-581.0;-761.0;706.0;-725.0;?;?;?;581.0;500.0;644.0
-580.0;-764.0;707.0;-719.0;?;?;117.0;574.0;501.0;628.0
-580.0;-766.0;703.0;?;?;?;105.0;567.0;503.0;617.0
-581.0;-768.0;697.0;?;?;?;96.0;560.0;503.0;612.0
-582.0;-769.0;689.0;?;?;?;90.0;?;505.0;612.0
-585.0;-769.0;680.0;?;?;?;85.0;?;510.0;618.0
-588.0;-770.0;672.0;?;-841.0;?;82.0;?;518.0;629.0
-589.0;-773.0;667.0;-696.0;-837.0;?;74.0;?;526.0;?
-588.0;-780.0;663.0;-687.0;-831.0;?;63.0;?;534.0;?
-591.0;-783.0;660.0;-681.0;-823.0;?;65.0;?;545.0;?
-584.0;-792.0;662.0;-679.0;-819.0;-176.0;71.0;560.0;555.0;?
-580.0;-796.0;666.0;-683.0;-821.0;-181.0;73.0;572.0;559.0;?
-577.0;-801.0;665.0;-691.0;-824.0;-186.0;81.0;581.0;562.0;?
-571.0;-806.0;657.0;-699.0;-827.0;-194.0;93.0;588.0;561.0;?
-563.0;-810.0;650.0;-706.0;-830.0;-204.0;108.0;592.0;555.0;?
-553.0;-813.0;647.0;-712.0;-833.0;-217.0;124.0;596.0;544.0;?
-543.0;-815.0;643.0;?;-837.0;-230.0;142.0;598.0;530.0;?
-528.0;-813.0;636.0;?;-841.0;-241.0;157.0;596.0;515.0;?
-512.0;-810.0;628.0;?;-844.0;-251.0;169.0;592.0;500.0;?
-499.0;-807.0;618.0;?;-847.0;-258.0;180.0;588.0;487.0;?
-488.0;-805.0;610.0;?;-849.0;-266.0;192.0;586.0;477.0;787.0
-478.0;-803.0;?;?;-853.0;-273.0;203.0;584.0;470.0;791.0
-472.0;-798.0;?;?;-856.0;-278.0;213.0;584.0;466.0;793.0
-471.0;-791.0;?;?;-858.0;-278.0;219.0;585.0;?;793.0
-477.0;-788.0;?;-753.0;-858.0;-286.0;234.0;583.0;?;792.0
-487.0;-782.0;?;-751.0;-856.0;-292.0;246.0;583.0;?;786.0
-499.0;-778.0;?;-747.0;-853.0;-290.0;246.0;588.0;?;777.0
-514.0;-777.0;?;-742.0;-851.0;-285.0;244.0;590.0;?;769.0
-530.0;-780.0;?;?;-850.0;-282.0;240.0;591.0;?;760.0
-552.0;-784.0;?;?;?;-272.0;226.0;591.0;?;751.0
-574.0;?;?;?;?;-258.0;210.0;586.0;?;741.0
-593.0;?;?;?;?;-251.0;200.0;579.0;?;730.0
-605.0;?;?;?;?;-241.0;187.0;571.0;?;715.0
-612.0;?;?;?;?;-229.0;170.0;564.0;507.0;695.0
-615.0;?;694.0;?;?;-214.0;151.0;564.0;508.0;670.0
-618.0;?;702.0;?;-848.0;-203.0;138.0;564.0;511.0;645.0
-621.0;-764.0;707.0;?;?;-191.0;123.0;566.0;515.0;622.0
-625.0;-757.0;709.0;?;?;-175.0;103.0;566.0;520.0;605.0
-628.0;-749.0;708.0;?;?;-163.0;86.0;556.0;526.0;592.0
-632.0;-742.0;707.0;?;?;-160.0;79.0;560.0;533.0;585.0
-635.0;-737.0;704.0;?;-830.0;-165.0;77.0;565.0;543.0;586.0
-630.0;-741.0;703.0;-675.0;-826.0;-171.0;74.0;568.0;553.0;592.0
-625.0;-748.0;704.0;-666.0;-822.0;-166.0;60.0;567.0;560.0;601.0
-621.0;-756.0;703.0;-661.0;-817.0;?;57.0;570.0;567.0;618.0
-606.0;-773.0;696.0;-659.0;-815.0;?;54.0;575.0;570.0;637.0
-594.0;-786.0;683.0;-666.0;-816.0;?;52.0;?;570.0;655.0
-580.0;-796.0;664.0;-674.0;-817.0;?;59.0;?;572.0;674.0
-572.0;-806.0;647.0;-683.0;-818.0;?;72.0;?;571.0;694.0
-562.0;-818.0;641.0;-691.0;-818.0;-197.0;88.0;?;566.0;714.0
-555.0;?;637.0;-701.0;-819.0;-212.0;106.0;?;558.0;738.0
-546.0;?;630.0;-712.0;-819.0;-226.0;125.0;?;549.0;757.0
-535.0;?;624.0;-723.0;-818.0;-239.0;143.0;?;539.0;772.0
-524.0;?;619.0;-733.0;-820.0;-250.0;161.0;?;528.0;782.0
-513.0;?;615.0;-741.0;-823.0;-259.0;178.0;?;517.0;788.0
-505.0;-849.0;613.0;-747.0;-827.0;-269.0;195.0;?;507.0;?
-498.0;-848.0;614.0;-750.0;-832.0;-276.0;209.0;?;499.0;789.0
-496.0;-845.0;617.0;-750.0;-837.0;-282.0;223.0;?;493.0;785.0
-498.0;-839.0;623.0;-749.0;-842.0;-285.0;233.0;?;490.0;779.0
-506.0;-831.0;628.0;-748.0;-846.0;-295.0;250.0;?;490.0;773.0
-519.0;-821.0;636.0;-747.0;-846.0;-301.0;263.0;?;495.0;764.0
-536.0;-808.0;646.0;-747.0;-844.0;-298.0;263.0;593.0;502.0;754.0
-555.0;-798.0;656.0;-743.0;-840.0;-292.0;264.0;594.0;511.0;744.0
-575.0;-791.0;665.0;-738.0;-838.0;-290.0;263.0;597.0;517.0;736.0
-596.0;-786.0;673.0;-733.0;-836.0;-285.0;254.0;601.0;522.0;728.0
-614.0;-779.0;680.0;-726.0;-837.0;-275.0;242.0;597.0;523.0;719.0
-627.0;-770.0;686.0;-719.0;-840.0;-268.0;233.0;589.0;524.0;705.0
-632.0;-764.0;?;-709.0;-842.0;-261.0;222.0;582.0;525.0;685.0
-633.0;-760.0;?;-703.0;-844.0;-251.0;207.0;577.0;524.0;659.0
-631.0;-757.0;?;-701.0;-845.0;-236.0;190.0;575.0;523.0;630.0
-630.0;-752.0;?;-701.0;-844.0;-222.0;174.0;575.0;524.0;602.0
-631.0;-746.0;?;-700.0;-844.0;-205.0;156.0;576.0;527.0;?
-632.0;-740.0;?;-695.0;-842.0;-190.0;139.0;573.0;530.0;?
-633.0;-734.0;?;-688.0;-839.0;-179.0;126.0;566.0;534.0;?
-636.0;-729.0;?;-687.0;-835.0;-174.0;117.0;567.0;540.0;550.0
-639.0;-725.0;?;-688.0;-830.0;-179.0;115.0;572.0;549.0;560.0
-639.0;-726.0;?;-686.0;-825.0;-189.0;115.0;576.0;558.0;578.0
-634.0;-734.0;?;-679.0;-821.0;-188.0;103.0;577.0;566.0;599.0
-627.0;-745.0;?;-672.0;-816.0;-184.0;89.0;578.0;573.0;623.0
-613.0;-760.0;?;-669.0;-811.0;-192.0;86.0;583.0;581.0;648.0
-592.0;-780.0;?;-669.0;-811.0;?;81.0;590.0;582.0;667.0
-573.0;-797.0;?;-674.0;-814.0;-194.0;76.0;597.0;?;677.0
-555.0;-809.0;?;-681.0;-817.0;-193.0;80.0;599.0;?;685.0
-542.0;-820.0;?;-686.0;-819.0;-198.0;90.0;598.0;?;694.0
-537.0;-828.0;?;-690.0;-823.0;-205.0;102.0;596.0;?;706.0
-536.0;-834.0;?;-695.0;-828.0;-216.0;120.0;597.0;?;722.0
-537.0;-839.0;?;-706.0;-830.0;-229.0;138.0;599.0;?;742.0
-537.0;-842.0;631.0;-717.0;-833.0;-241.0;153.0;598.0;?;758.0
-535.0;-844.0;628.0;-726.0;-837.0;-251.0;167.0;595.0;?;770.0
-532.0;-843.0;624.0;-735.0;-841.0;-259.0;180.0;591.0;?;777.0
-528.0;-844.0;624.0;?;-846.0;-264.0;190.0;586.0;?;780.0
-524.0;-845.0;627.0;?;-850.0;-267.0;199.0;581.0;?;777.0
-521.0;-845.0;634.0;?;-854.0;-269.0;206.0;578.0;?;771.0
-523.0;-842.0;641.0;?;?;-270.0;211.0;576.0;?;765.0
-532.0;-838.0;648.0;?;?;-273.0;220.0;573.0;?;759.0
-544.0;-830.0;659.0;?;?;-271.0;222.0;574.0;482.0;750.0
-560.0;-820.0;666.0;?;?;-264.0;216.0;578.0;490.0;743.0
-579.0;-809.0;671.0;?;?;-255.0;211.0;578.0;496.0;738.0
-599.0;-798.0;674.0;?;?;-248.0;201.0;578.0;502.0;732.0
-616.0;-785.0;674.0;-717.0;?;-239.0;188.0;578.0;506.0;720.0
-626.0;-770.0;670.0;-708.0;-851.0;-231.0;176.0;572.0;510.0;699.0
-629.0;-758.0;665.0;-696.0;-850.0;-221.0;163.0;564.0;513.0;672.0
-627.0;-751.0;673.0;-683.0;-848.0;-210.0;148.0;555.0;515.0;638.0
-624.0;-746.0;690.0;-672.0;-846.0;-196.0;131.0;545.0;515.0;600.0
-622.0;-740.0;712.0;-662.0;-843.0;-181.0;115.0;536.0;516.0;560.0
-622.0;-732.0;728.0;-652.0;-838.0;-168.0;?;525.0;519.0;521.0
-624.0;-720.0;734.0;-641.0;-833.0;-156.0;?;515.0;523.0;490.0
-626.0;-707.0;731.0;-630.0;-826.0;-146.0;?;504.0;528.0;468.0
-628.0;-697.0;724.0;-621.0;-820.0;-141.0;?;493.0;534.0;456.0
-629.0;-687.0;718.0;-619.0;?;-137.0;?;492.0;543.0;453.0
-628.0;-683.0;712.0;-617.0;?;-139.0;?;494.0;554.0;461.0
-621.0;-686.0;704.0;-614.0;?;-141.0;?;495.0;562.0;478.0
-612.0;-693.0;694.0;-604.0;?;-135.0;?;492.0;565.0;502.0
-604.0;-699.0;680.0;-593.0;?;-139.0;?;486.0;563.0;532.0
-589.0;-716.0;664.0;-589.0;?;-145.0;?;484.0;556.0;559.0
-574.0;-809.0;663.0;-699.0;?;-296.0;?;610.0;557.0;709.0
-567.0;-819.0;659.0;-709.0;?;-310.0;?;615.0;543.0;725.0
-559.0;-827.0;652.0;-719.0;?;-322.0;?;614.0;529.0;741.0
-549.0;-833.0;645.0;-729.0;?;-333.0;?;611.0;514.0;754.0
-539.0;-836.0;637.0;-738.0;-823.0;-343.0;?;607.0;500.0;764.0
-531.0;-836.0;628.0;-747.0;-826.0;-352.0;?;602.0;487.0;772.0
-522.0;-836.0;?;-753.0;-829.0;-361.0;317.0;599.0;477.0;780.0
?;-837.0;?;-758.0;-832.0;-367.0;330.0;596.0;469.0;784.0
?;-835.0;?;-761.0;-834.0;-372.0;342.0;594.0;465.0;784.0
?;-830.0;?;-763.0;-837.0;-376.0;353.0;593.0;465.0;784.0
-510.0;-824.0;?;-764.0;-838.0;-386.0;370.0;591.0;470.0;783.0
-518.0;-814.0;606.0;-764.0;-837.0;-390.0;379.0;592.0;480.0;779.0
?;-804.0;612.0;-760.0;-836.0;-387.0;378.0;599.0;492.0;770.0
?;-799.0;619.0;-754.0;-833.0;-377.0;374.0;602.0;503.0;763.0
?;-796.0;630.0;-746.0;-832.0;-371.0;368.0;605.0;513.0;757.0
?;-794.0;645.0;-739.0;-830.0;-365.0;356.0;609.0;523.0;751.0
?;-792.0;657.0;-730.0;-831.0;-358.0;345.0;607.0;528.0;?
?;-788.0;667.0;-720.0;-832.0;-353.0;335.0;603.0;534.0;?
?;-785.0;676.0;-711.0;?;-349.0;326.0;598.0;538.0;?
?;-783.0;686.0;-707.0;?;-341.0;314.0;597.0;540.0;?
?;-782.0;695.0;-706.0;?;-333.0;303.0;596.0;540.0;?
?;-779.0;701.0;-706.0;?;-328.0;296.0;595.0;542.0;?
?;-773.0;703.0;-707.0;?;-327.0;293.0;596.0;544.0;?
?;-767.0;703.0;-708.0;?;-327.0;292.0;596.0;547.0;?
?;?;700.0;-707.0;?;-324.0;287.0;?;549.0;?
?;?;697.0;-706.0;?;-321.0;282.0;?;552.0;?
-625.0;?;692.0;-707.0;?;-325.0;282.0;?;556.0;?
-621.0;?;689.0;?;?;-329.0;277.0;?;560.0;?
-614.0;?;687.0;?;?;-324.0;264.0;?;564.0;?
-608.0;?;?;?;?;-324.0;255.0;?;569.0;653.0
-599.0;?;?;-693.0;?;-326.0;247.0;?;571.0;668.0
-590.0;?;?;-695.0;?;-318.0;240.0;607.0;567.0;678.0
-583.0;-793.0;?;-701.0;-822.0;-312.0;239.0;611.0;565.0;688.0
-577.0;?;?;-707.0;-822.0;-317.0;245.0;615.0;560.0;700.0
-573.0;-808.0;?;-711.0;-824.0;-324.0;253.0;618.0;?;710.0
-569.0;-816.0;?;-715.0;-827.0;-332.0;262.0;620.0;?;720.0
-564.0;-822.0;?;-722.0;-829.0;-340.0;271.0;619.0;?;732.0
-560.0;-827.0;654.0;-729.0;-831.0;-349.0;281.0;616.0;?;742.0
?;-830.0;651.0;-736.0;-834.0;-354.0;?;611.0;499.0;751.0
?;-831.0;646.0;-742.0;-837.0;?;?;606.0;486.0;757.0
-545.0;-831.0;641.0;-747.0;?;?;?;601.0;476.0;763.0
-541.0;-831.0;637.0;-751.0;?;?;?;597.0;469.0;767.0
-536.0;-831.0;636.0;-753.0;-845.0;?;?;595.0;465.0;768.0
-534.0;-829.0;635.0;-753.0;-846.0;?;?;596.0;466.0;768.0
-537.0;-825.0;634.0;-753.0;-847.0;?;?;596.0;470.0;767.0
-544.0;-820.0;634.0;-751.0;-846.0;?;?;597.0;478.0;767.0
-552.0;-813.0;637.0;-747.0;-844.0;?;?;602.0;489.0;763.0
-561.0;-808.0;642.0;-741.0;-841.0;?;?;607.0;503.0;758.0
-570.0;-805.0;647.0;-732.0;-839.0;?;336.0;608.0;512.0;754.0
-580.0;-802.0;653.0;?;-838.0;?;328.0;610.0;519.0;749.0
-592.0;-799.0;660.0;?;-837.0;?;317.0;610.0;524.0;743.0
?;-793.0;664.0;?;-839.0;-338.0;308.0;604.0;525.0;737.0
?;-787.0;669.0;?;-841.0;-332.0;296.0;597.0;527.0;726.0
-613.0;?;678.0;?;-842.0;-325.0;284.0;592.0;527.0;709.0
-612.0;?;687.0;?;-844.0;-314.0;270.0;586.0;526.0;688.0
-612.0;?;694.0;?;-845.0;-303.0;257.0;581.0;525.0;667.0
-612.0;?;699.0;?;-846.0;-290.0;246.0;578.0;525.0;647.0
-613.0;?;701.0;?;-846.0;-280.0;235.0;575.0;527.0;631.0
-615.0;-759.0;701.0;?;-844.0;-277.0;231.0;574.0;530.0;621.0
-617.0;?;699.0;?;-843.0;-275.0;226.0;573.0;533.0;615.0
-620.0;-747.0;696.0;?;-841.0;-273.0;222.0;573.0;536.0;615.0
-621.0;-743.0;693.0;-697.0;-838.0;-274.0;219.0;575.0;541.0;619.0
-620.0;-745.0;690.0;-694.0;-835.0;-280.0;216.0;579.0;546.0;628.0
