InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
-371.0;440.0;-268;-115.0;354.0;151;14;253.0;4
-359.0;426.0;-272;-133.0;379.0;151;14;261.0;1
-347.0;413.0;-97;-149.0;401.0;151;14;269.0;-3
163.0;538.0;54;-237.0;139.0;6;44;554.0;-25
134.0;546.0;50;-214.0;109.0;6;43;570.0;-26
108.0;539.0;68;-197.0;80.0;6;43;581.0;-26
69.0;531.0;60;-180.0;53.0;6;42;591.0;-27
41.0;513.0;65;-163.0;32.0;6;42;602.0;-27
-68.0;496.0;308;-143.0;20.0;6;37;601.0;-29
-197.0;577.0;38;-36.0;-266.0;8;8;790.0;-55
-211.0;593.0;16;-28.0;-291.0;9;8;814.0;-55
-76.0;128.0;37;-326.0;374.0;143;79;234.0;0
-114.0;202.0;-49;-376.0;435.0;38;56;352.0;11
-193.0;733.0;-181;393.0;-551.0;-26;137;651.0;-23
-365.0;826.0;-206;370.0;-656.0;-156;-22;798.0;-148
-164.0;742.0;-151;375.0;-559.0;-25;137;733.0;-23
-145.0;748.0;-51;368.0;-563.0;-23;136;765.0;-22
-124.0;750.0;-102;358.0;-569.0;-19;135;789.0;-22
-5.0;975.0;-238;292.0;-760.0;-14;154;790.0;-5
-304.0;67.0;-750;-203.0;490.0;39;69;136.0;-11
-225.0;603.0;15;-15.0;-314.0;10;8;838.0;-55
-100.0;141.0;35;-328.0;373.0;142;79;241.0;0
-124.0;146.0;37;-327.0;373.0;142;79;243.0;0
-139.0;155.0;35;-330.0;371.0;141;79;244.0;0
-281.0;281.0;-586;-45.0;316.0;114;118;324.0;-18
-237.0;614.0;4;4.0;-341.0;9;8;854.0;-55
-256.0;624.0;32;21.0;-362.0;6;8;867.0;-55
-254.0;260.0;-634;26.0;299.0;90;152;141.0;-12
-281.0;637.0;7;40.0;-383.0;5;8;880.0;-55
-306.0;650.0;3;68.0;-408.0;2;8;892.0;-55
-378.0;675.0;11;140.0;-461.0;-3;8;926.0;-54
362.0;294.0;4;-574.0;250.0;31;61;714.0;-9
-401.0;682.0;16;162.0;-478.0;-3;8;937.0;-54
-433.0;716.0;29;230.0;-540.0;-3;8;967.0;-53
188.0;283.0;-111;-494.0;290.0;15;38;659.0;-6
168.0;281.0;57;-484.0;306.0;12;38;693.0;-5
156.0;282.0;-173;-481.0;328.0;11;39;694.0;-5
537.0;-382.0;1;-69.0;212.0;135;82;-287.0;19
-364.0;379.0;-599;95.0;91.0;-135;119;403.0;-83
-421.0;624.0;-1644;-69.0;203.0;111;101;399.0;-4
-357.0;375.0;-604;96.0;76.0;-59;119;425.0;-82
-352.0;381.0;-610;95.0;72.0;-55;119;438.0;-80
-362.0;388.0;-590;97.0;68.0;-46;119;450.0;-79
-185.0;910.0;2558;292.0;-532.0;-75;-17;940.0;7
-344.0;569.0;171;126.0;-408.0;-37;-3;698.0;-26
-336.0;566.0;184;122.0;-415.0;-37;-4;700.0;-27
-233.0;545.0;-590;149.0;-160.0;-154;85;815.0;-87
-196.0;175.0;37;-332.0;375.0;141;79;242.0;0
-690.0;407.0;-250;133.0;151.0;185;-148;39.0;-63
-590.0;435.0;-110;117.0;172.0;168;-149;162.0;-64
-490.0;518.0;-297;40.0;130.0;141;-151;452.0;-63
-474.0;509.0;194;33.0;135.0;173;-151;449.0;-63
-151.0;545.0;201;-156.0;194.0;130;-159;338.0;-6
-166.0;558.0;237;-164.0;186.0;131;-156;352.0;-4
20.0;556.0;233;-366.0;513.0;-121;49;772.0;-18
-114.0;560.0;-691;-218.0;145.0;131;163;445.0;11
-211.0;178.0;37;-329.0;375.0;141;79;238.0;0
532.0;394.0;-27;-283.0;16.0;120;97;418.0;-5
532.0;389.0;79;-271.0;12.0;103;99;418.0;-5
534.0;385.0;47;-263.0;14.0;81;100;417.0;-5
531.0;387.0;54;-251.0;11.0;68;101;418.0;-4
-225.0;182.0;40;-331.0;379.0;142;79;232.0;0
330.0;329.0;-87;57.0;22.0;130;58;871.0;-42
471.0;433.0;70;-193.0;-27.0;44;102;439.0;-4
417.0;446.0;72;-179.0;-37.0;42;102;451.0;-4
-250.0;588.0;73;-100.0;-96.0;32;101;473.0;-4
-308.0;609.0;51;-96.0;-94.0;23;101;463.0;-4
-345.0;627.0;146;-89.0;-92.0;13;102;451.0;-3
-377.0;652.0;17;-83.0;-84.0;8;101;437.0;-3
-394.0;679.0;126;-76.0;-75.0;7;102;423.0;-3
-324.0;858.0;-7;151.0;-363.0;6;52;558.0;-14
-332.0;857.0;-19;149.0;-363.0;6;52;547.0;-14
-339.0;859.0;-18;147.0;-357.0;6;52;535.0;-14
-345.0;856.0;-19;143.0;-354.0;6;52;524.0;-14
-346.0;853.0;-27;134.0;-352.0;6;52;511.0;-14
-347.0;852.0;-18;130.0;-350.0;6;53;498.0;-14
-340.0;846.0;-8;122.0;-351.0;6;53;489.0;-14
279.0;541.0;-37;-96.0;-253.0;5;35;754.0;-21
255.0;544.0;-49;-90.0;-250.0;5;35;751.0;-21
236.0;548.0;-54;-85.0;-249.0;4;35;746.0;-22
209.0;554.0;-54;-78.0;-249.0;2;35;741.0;-22
189.0;553.0;-69;-71.0;-251.0;1;35;742.0;-23
-563.0;593.0;-81;414.0;-293.0;145;140;565.0;8
236.0;433.0;197;285.0;-486.0;-50;135;839.0;-97
211.0;433.0;-75;286.0;-490.0;-51;139;813.0;-103
358.0;462.0;405;289.0;-545.0;-51;80;780.0;-70
405.0;451.0;96;19.0;-461.0;-9;75;1036.0;-17
168.0;551.0;-75;-59.0;-257.0;-1;35;744.0;-24
149.0;547.0;-74;-49.0;-257.0;-2;35;746.0;-24
141.0;541.0;-93;-38.0;-266.0;-3;35;751.0;-24
327.0;312.0;-18;58.0;26.0;131;49;869.0;-30
325.0;297.0;-148;58.0;30.0;131;45;867.0;-20
-230.0;183.0;40;-331.0;383.0;143;79;223.0;0
146.0;541.0;-69;-29.0;-272.0;-5;35;755.0;-24
160.0;545.0;-92;-23.0;-278.0;-5;35;758.0;-25
184.0;544.0;-88;-19.0;-288.0;-6;35;762.0;-25
217.0;542.0;-84;-9.0;-298.0;-6;35;771.0;-26
-38.0;506.0;-186;176.0;-532.0;-21;5;711.0;-53
-72.0;521.0;-246;188.0;-541.0;-28;5;710.0;-53
-104.0;530.0;-266;203.0;-550.0;-30;5;710.0;-53
-134.0;536.0;-309;224.0;-558.0;-47;5;708.0;-53
-156.0;540.0;-240;244.0;-568.0;-66;5;704.0;-53
-231.0;183.0;34;-333.0;387.0;143;79;216.0;0
-227.0;179.0;32;-332.0;392.0;144;79;207.0;0
-59.0;172.0;3;13.0;204.0;-164;163;-292.0;-9
-226.0;179.0;34;-335.0;398.0;144;79;198.0;0
-56.0;845.0;12;254.0;-536.0;4;-101;907.0;-112
-503.0;898.0;-301;-143.0;-95.0;85;-14;901.0;-11
-680.0;360.0;-138;189.0;136.0;13;-147;270.0;-8
-679.0;364.0;-125;201.0;133.0;12;-147;241.0;-7
-681.0;369.0;-94;202.0;134.0;12;-147;187.0;-7
-139.0;925.0;202;-165.0;-18.0;153;-22;766.0;-5
-503.0;884.0;549;303.0;-310.0;147;-164;797.0;4
-138.0;253.0;78;-254.0;456.0;82;129;-242.0;-4
-147.0;128.0;-2;-354.0;424.0;136;72;192.0;-2
-143.0;129.0;0;-355.0;428.0;135;71;179.0;-2
-142.0;130.0;6;-355.0;431.0;136;71;171.0;-2
-137.0;130.0;6;-353.0;433.0;135;71;162.0;-2
247.0;41.0;-125;-279.0;378.0;73;66;320.0;-8
-360.0;868.0;-119;183.0;-409.0;124;-7;723.0;-20
-695.0;865.0;-470;447.0;-613.0;-142;-66;939.0;-145
-105.0;646.0;-65;130.0;-511.0;-156;-4;709.0;-146
-105.0;629.0;-40;113.0;-500.0;-156;-1;679.0;-145
-97.0;615.0;-51;95.0;-488.0;-156;0;644.0;-146
232.0;34.0;-106;-274.0;374.0;73;69;318.0;-8
-91.0;157.0;-170;-221.0;394.0;10;95;88.0;-138
-98.0;178.0;-162;-188.0;373.0;4;95;94.0;-138
-115.0;205.0;-162;-160.0;349.0;3;95;106.0;-138
-139.0;232.0;-158;-126.0;324.0;27;95;119.0;-138
-179.0;264.0;-153;-96.0;297.0;35;95;135.0;-137
-484.0;381.0;-261;73.0;237.0;1;165;444.0;-15
-478.0;390.0;-294;64.0;230.0;4;165;487.0;-14
-464.0;390.0;-395;55.0;226.0;30;165;503.0;-14
-462.0;387.0;-348;52.0;220.0;62;165;510.0;-14
300.0;636.0;1;-164.0;46.0;-26;21;586.0;-16
210.0;536.0;-5;-210.0;75.0;-26;21;568.0;-16
-29.0;477.0;-3;-289.0;190.0;-26;21;503.0;-16
-35.0;473.0;-2;-291.0;189.0;-26;21;497.0;-16
-43.0;473.0;-1;-292.0;187.0;-26;21;497.0;-16
-47.0;769.0;7;34.0;-217.0;-26;21;662.0;-17
-724.0;859.0;0;584.0;-691.0;-163;-81;578.0;-162
-429.0;652.0;-164;674.0;-711.0;-176;-51;405.0;-49
-223.0;757.0;-243;452.0;-635.0;-175;-66;448.0;1
-331.0;746.0;7;444.0;-615.0;-136;-23;726.0;-165
-144.0;819.0;29;119.0;-280.0;-26;21;684.0;-21
-96.0;767.0;33;50.0;-195.0;-29;21;632.0;-21
-66.0;664.0;23;-5.0;-155.0;-40;21;607.0;-21
224.0;25.0;-78;-268.0;369.0;72;74;314.0;-7
-93.0;602.0;109;301.0;-368.0;-51;78;590.0;-19
-65.0;596.0;-137;300.0;-373.0;-42;81;620.0;-18
-391.0;912.0;-40;575.0;-673.0;79;-30;561.0;-97
6.0;564.0;25;-44.0;-121.0;-47;21;590.0;-21
58.0;530.0;30;-63.0;-106.0;-53;21;584.0;-21
129.0;494.0;27;-71.0;-97.0;-59;21;582.0;-21
236.0;469.0;27;-73.0;-88.0;-60;21;585.0;-21
330.0;460.0;32;-71.0;-90.0;-62;21;589.0;-21
436.0;464.0;19;-58.0;-93.0;-64;21;595.0;-21
533.0;477.0;47;-47.0;-95.0;-65;21;599.0;-21
596.0;491.0;60;-36.0;-95.0;-65;21;604.0;-21
621.0;518.0;35;-24.0;-103.0;-65;21;613.0;-21
216.0;10.0;-187;-266.0;362.0;73;79;287.0;-7
205.0;-3.0;-107;-258.0;346.0;72;83;252.0;-6
-150.0;908.0;-38;-170.0;-34.0;124;-35;761.0;-2
-166.0;895.0;-80;-174.0;-50.0;94;-34;755.0;-2
-147.0;982.0;-132;-137.0;-361.0;20;-19;989.0;-5
-186.0;876.0;-75;-182.0;-67.0;79;-34;738.0;-2
473.0;653.0;-156;95.0;-305.0;-29;20;727.0;-26
-15.0;649.0;-97;325.0;-620.0;-39;19;824.0;-115
435.0;651.0;-13;96.0;-313.0;-29;20;725.0;-28
310.0;640.0;-295;114.0;-356.0;-27;13;729.0;-34
245.0;409.0;-704;-111.0;-246.0;86;47;720.0;-40
329.0;664.0;-194;145.0;-388.0;-27;11;747.0;-34
-9.0;645.0;-87;316.0;-608.0;-39;19;850.0;-115
-13.0;645.0;-80;302.0;-596.0;-39;19;883.0;-116
-18.0;643.0;-100;293.0;-586.0;-40;19;903.0;-116
-135.0;127.0;2;-350.0;437.0;136;71;155.0;-2
459.0;430.0;619;-84.0;-138.0;-10;67;761.0;-12
-167.0;794.0;33;109.0;-453.0;137;4;589.0;-20
-128.0;122.0;12;-348.0;437.0;137;71;148.0;-2
-115.0;114.0;11;-346.0;438.0;136;71;142.0;-2
-101.0;108.0;6;-343.0;440.0;145;71;134.0;-2
-418.0;717.0;55;265.0;-560.0;-155;-25;809.0;-143
-386.0;647.0;272;169.0;-501.0;-155;-14;785.0;-124
-536.0;636.0;487;593.0;-662.0;-162;3;886.0;-76
-402.0;595.0;395;318.0;-582.0;-39;-21;985.0;-118
-380.0;628.0;-14;153.0;-495.0;-155;-4;779.0;-110
-371.0;606.0;-119;139.0;-491.0;-154;8;775.0;-91
-364.0;590.0;2;123.0;-485.0;-155;15;768.0;-80
418.0;265.0;135;-388.0;141.0;11;115;555.0;-10
393.0;264.0;134;-395.0;163.0;12;115;548.0;-10
-139.0;779.0;-206;93.0;-460.0;167;4;565.0;-20
-104.0;764.0;-40;75.0;-468.0;134;4;534.0;-19
-64.0;755.0;-174;59.0;-475.0;180;3;503.0;-19
-24.0;742.0;-110;47.0;-480.0;167;3;474.0;-19
19.0;724.0;-99;32.0;-479.0;-130;4;456.0;-19
66.0;700.0;-122;15.0;-470.0;-178;4;434.0;-19
-121.0;179.0;-22;-572.0;390.0;23;30;463.0;-13
-203.0;250.0;-524;-560.0;344.0;23;32;497.0;-12
347.0;363.0;-156;-422.0;16.0;-1;-36;588.0;-30
396.0;382.0;-226;-384.0;-48.0;-9;-35;611.0;-30
415.0;393.0;-146;-347.0;-104.0;-23;-36;626.0;-30
428.0;398.0;-162;-304.0;-152.0;-31;-36;631.0;-30
448.0;404.0;-160;-254.0;-199.0;-32;-36;634.0;-30
470.0;406.0;-127;-207.0;-244.0;-25;-36;633.0;-30
-269.0;204.0;-27;-124.0;336.0;40;171;-197.0;5
227.0;676.0;15;129.0;-556.0;-66;-12;811.0;-81
226.0;682.0;10;132.0;-554.0;-62;-12;816.0;-81
221.0;688.0;5;128.0;-549.0;-65;-12;820.0;-80
205.0;697.0;12;128.0;-546.0;-69;-12;828.0;-80
185.0;707.0;15;138.0;-543.0;-63;-12;835.0;-80
160.0;720.0;7;144.0;-543.0;-37;-12;843.0;-80
127.0;732.0;6;158.0;-543.0;-3;-12;853.0;-82
88.0;744.0;7;179.0;-541.0;2;-12;859.0;-82
55.0;764.0;5;394.0;-550.0;15;-12;816.0;-82
77.0;782.0;59;351.0;-603.0;-13;60;875.0;-3
76.0;746.0;11;379.0;-541.0;15;-13;820.0;-82
107.0;730.0;12;365.0;-535.0;16;-13;821.0;-82
122.0;723.0;7;360.0;-536.0;17;-13;824.0;-82
142.0;717.0;-17;352.0;-537.0;16;-13;826.0;-82
-258.0;754.0;-4;354.0;-469.0;23;-14;841.0;-84
-283.0;720.0;-18;340.0;-462.0;22;-14;838.0;-84
-272.0;691.0;-9;320.0;-457.0;23;-14;832.0;-84
-194.0;658.0;4;313.0;-458.0;22;-14;832.0;-84
-106.0;658.0;-15;315.0;-460.0;23;-14;828.0;-84
-54.0;663.0;-61;322.0;-461.0;23;-13;827.0;-83
-10.0;673.0;-60;323.0;-462.0;27;-13;831.0;-83
-405.0;938.0;33;-140.0;-110.0;84;-17;919.0;-11
19.0;678.0;-68;328.0;-464.0;28;-13;829.0;-83
-221.0;856.0;-32;-26.0;93.0;114;-139;593.0;-8
-222.0;851.0;-81;-22.0;92.0;121;-143;560.0;-7
-226.0;873.0;-124;-15.0;85.0;105;-146;557.0;-5
-224.0;870.0;-396;-10.0;82.0;94;-126;542.0;-2
34.0;681.0;-10;331.0;-469.0;28;-13;833.0;-82
42.0;683.0;59;335.0;-471.0;29;-13;834.0;-82
-75.0;-31.0;34;-409.0;562.0;120;145;169.0;1
-162.0;878.0;-61;393.0;-478.0;25;-13;854.0;-88
-412.0;306.0;-145;112.0;197.0;8;163;-119.0;-5
-456.0;324.0;-32;120.0;191.0;8;161;-124.0;-4
-684.0;226.0;1;304.0;77.0;167;150;-221.0;-15
-554.0;285.0;-15;77.0;231.0;8;-143;-40.0;-2
-191.0;871.0;-52;-169.0;-73.0;77;-33;726.0;-2
-208.0;1321.0;21;498.0;-687.0;172;124;1229.0;-14
-166.0;881.0;-42;-141.0;-71.0;86;-33;698.0;-2
-167.0;881.0;-184;381.0;-480.0;26;-13;858.0;-88
-151.0;883.0;-15;-124.0;-78.0;92;-33;695.0;-2
-380.0;933.0;67;235.0;-126.0;-176;-156;329.0;8
-45.0;269.0;2;-169.0;514.0;134;119;-162.0;-11
-152.0;885.0;-84;-108.0;-90.0;108;-34;689.0;-2
-162.0;881.0;-71;-92.0;-103.0;113;-34;687.0;-2
-564.0;288.0;-37;63.0;244.0;8;-205;-35.0;-3
-556.0;294.0;17;50.0;256.0;8;-150;-25.0;-3
-543.0;293.0;36;37.0;262.0;8;-185;-10.0;-4
-71.0;151.0;23;-173.0;358.0;36;172;-249.0;5
26.0;169.0;2;-214.0;386.0;0;104;-431.0;3
-173.0;879.0;-42;-74.0;-119.0;118;-34;681.0;-2
-737.0;474.0;148;345.0;-131.0;170;-87;-36.0;-149
-187.0;872.0;-46;-60.0;-132.0;126;-34;678.0;-2
138.0;511.0;-93;155.0;-485.0;-79;-56;322.0;-80
-533.0;288.0;-16;31.0;273.0;8;-164;9.0;-5
-522.0;283.0;-36;18.0;282.0;8;-170;30.0;-6
-510.0;276.0;0;6.0;300.0;8;-170;53.0;-6
-305.0;477.0;1162;-83.0;255.0;150;182;135.0;-82
154.0;508.0;-75;153.0;-454.0;-91;-57;346.0;-80
171.0;504.0;-117;150.0;-425.0;-117;-55;372.0;-80
190.0;498.0;-125;147.0;-402.0;-111;-57;413.0;-80
-426.0;781.0;135;-29.0;9.0;142;51;815.0;-94
-453.0;774.0;211;-24.0;15.0;127;50;794.0;-108
-756.0;496.0;-155;37.0;-24.0;128;-12;868.0;1
207.0;488.0;-148;137.0;-383.0;-113;-57;454.0;-79
-91.0;113.0;3;-186.0;62.0;129;91;148.0;-6
-124.0;115.0;3;-186.0;62.0;129;91;155.0;-6
-74.0;127.0;35;-286.0;453.0;114;92;188.0;-5
225.0;478.0;-226;132.0;-376.0;-116;-52;490.0;-79
369.0;456.0;76;182.0;-481.0;-108;-76;424.0;-153
-218.0;1012.0;-73;-84.0;23.0;130;128;957.0;0
-224.0;1010.0;75;-56.0;29.0;79;126;758.0;2
-211.0;1009.0;132;-51.0;32.0;91;129;699.0;4
-200.0;1013.0;147;-39.0;34.0;77;127;653.0;6
-185.0;1010.0;-243;-30.0;39.0;68;127;622.0;8
-495.0;265.0;-1;-1.0;322.0;7;-165;76.0;-6
-470.0;258.0;22;-14.0;342.0;10;-170;101.0;-6
-436.0;255.0;44;-24.0;361.0;6;-166;132.0;-6
-137.0;1001.0;284;35.0;-3.0;53;44;732.0;18
225.0;-70.0;-76;-546.0;277.0;27;-16;507.0;-16
-1218.0;547.0;-156;530.0;23.0;161;97;-140.0;12
-106.0;978.0;131;27.0;-19.0;53;93;805.0;2
-16.0;1200.0;151;-221.0;78.0;30;65;1272.0;-4
-27.0;999.0;-157;-39.0;-280.0;39;-19;965.0;-5
451.0;37.0;2;-403.0;498.0;113;62;224.0;-7
-382.0;252.0;47;-47.0;375.0;23;-167;180.0;-6
-368.0;254.0;33;-55.0;374.0;23;-167;198.0;-6
-87.0;945.0;679;-6.0;57.0;49;42;845.0;-15
716.0;-296.0;-7;-651.0;466.0;53;44;389.0;-11
289.0;-67.0;-26;-327.0;413.0;113;62;307.0;-8
-351.0;257.0;38;-61.0;372.0;24;-167;218.0;-5
-347.0;366.0;562;-74.0;327.0;118;-183;-41.0;-6
30.0;77.0;-12;6.0;344.0;-1;71;90.0;-13
281.0;-70.0;-33;-325.0;413.0;113;62;305.0;-8
272.0;-66.0;-34;-322.0;415.0;113;62;299.0;-8
-370.0;343.0;-12;-47.0;327.0;121;-167;195.0;-5
273.0;-68.0;-30;-322.0;414.0;113;62;292.0;-8
-420.0;75.0;-79;-27.0;309.0;-2;55;53.0;-7
-431.0;73.0;-72;-32.0;310.0;-2;50;64.0;-7
264.0;-71.0;-33;-319.0;417.0;113;62;283.0;-8
100.0;310.0;-278;-359.0;487.0;1;71;264.0;-8
86.0;323.0;-154;-354.0;504.0;0;66;218.0;-7
127.0;355.0;186;-403.0;517.0;17;-3;131.0;6
248.0;-74.0;-29;-316.0;419.0;113;62;274.0;-8
-444.0;73.0;-95;-30.0;309.0;-2;48;72.0;-7
-122.0;239.0;1092;-123.0;360.0;-167;-168;280.0;-17
425.0;365.0;353;-515.0;208.0;19;20;560.0;-14
475.0;337.0;-82;-356.0;132.0;-14;53;654.0;-7
486.0;341.0;-51;-343.0;112.0;-21;52;654.0;-7
744.0;-386.0;22;-518.0;615.0;67;120;187.0;-5
-164.0;208.0;0;15.0;296.0;141;88;-98.0;-6
-172.0;208.0;-4;17.0;294.0;141;88;-93.0;-6
-587.0;547.0;-122;247.0;-46.0;-148;-121;227.0;-16
-614.0;703.0;169;253.0;-118.0;-205;-159;-48.0;27
-600.0;552.0;-244;247.0;-50.0;-148;-109;215.0;-9
-177.0;211.0;2;20.0;292.0;140;88;-93.0;-6
-486.0;564.0;217;181.0;-339.0;-107;15;737.0;-58
-183.0;212.0;1;18.0;290.0;141;88;-92.0;-6
-516.0;570.0;206;182.0;-332.0;-113;20;725.0;-67
-612.0;592.0;76;216.0;-344.0;-86;22;672.0;-75
-670.0;612.0;-56;451.0;-602.0;-120;4;688.0;-69
-1105.0;1006.0;3;695.0;-742.0;-177;-46;819.0;-166
-188.0;214.0;-6;24.0;286.0;141;88;-89.0;-6
-192.0;213.0;4;25.0;285.0;141;88;-87.0;-6
-194.0;214.0;-1;25.0;282.0;140;88;-87.0;-6
-293.0;47.0;-85;-184.0;482.0;39;59;151.0;-10
-282.0;43.0;-191;-178.0;480.0;40;56;163.0;-10
-286.0;39.0;-84;-177.0;481.0;39;56;171.0;-10
-292.0;33.0;12;-178.0;481.0;44;50;184.0;-10
-199.0;216.0;0;27.0;279.0;140;88;-86.0;-6
-200.0;217.0;6;29.0;280.0;140;88;-83.0;-6
-203.0;216.0;-2;30.0;280.0;140;88;-85.0;-6
-204.0;217.0;1;32.0;276.0;141;88;-82.0;-6
-207.0;218.0;5;32.0;277.0;141;88;-82.0;-6
-206.0;218.0;0;33.0;275.0;141;88;-83.0;-6
-219.0;224.0;-1;37.0;267.0;141;88;-79.0;-6
-220.0;224.0;6;37.0;266.0;140;88;-77.0;-6
-220.0;225.0;3;39.0;265.0;140;88;-75.0;-6
-216.0;225.0;-3;35.0;264.0;141;88;-75.0;-6
-217.0;226.0;-1;39.0;263.0;141;88;-72.0;-6
13.0;100.0;290;-381.0;489.0;26;20;230.0;-100
-216.0;225.0;3;35.0;264.0;141;88;-71.0;-6
-215.0;226.0;2;37.0;266.0;141;88;-72.0;-6
-323.0;206.0;-4;-311.0;560.0;75;45;69.0;-11
-312.0;203.0;-8;-320.0;565.0;75;45;83.0;-11
-297.0;195.0;-4;-335.0;566.0;75;45;96.0;-11
-217.0;228.0;3;40.0;264.0;141;88;-72.0;-6
-212.0;226.0;1;37.0;262.0;141;88;-71.0;-6
-215.0;227.0;2;37.0;263.0;141;88;-71.0;-6
38.0;545.0;-174;49.0;-171.0;62;38;848.0;-8
-5.0;611.0;-254;132.0;-490.0;28;37;880.0;-8
24.0;612.0;-189;136.0;-513.0;30;37;903.0;-8
21.0;613.0;-198;125.0;-491.0;33;38;911.0;-8
19.0;614.0;-162;115.0;-453.0;36;36;918.0;-8
45.0;602.0;-144;67.0;-334.0;29;36;902.0;-7
93.0;588.0;-16;1.0;-212.0;16;41;868.0;-6
120.0;577.0;-2;-35.0;-146.0;15;35;834.0;-6
146.0;561.0;44;-78.0;-70.0;16;51;794.0;-4
165.0;547.0;214;-116.0;-3.0;16;34;755.0;-2
188.0;534.0;45;-151.0;53.0;18;64;720.0;0
163.0;88.0;291;-407.0;477.0;27;20;263.0;-100
-223.0;231.0;11;15.0;281.0;141;88;-84.0;-6
343.0;249.0;-50;-354.0;269.0;37;37;453.0;-14
-144.0;290.0;64;-287.0;495.0;116;147;143.0;-3
-138.0;279.0;59;-295.0;504.0;115;147;144.0;-3
-136.0;262.0;53;-299.0;512.0;119;147;144.0;-3
-145.0;247.0;47;-307.0;517.0;117;147;140.0;-3
-211.0;228.0;15;3.0;285.0;141;88;-90.0;-6
-193.0;227.0;16;-3.0;292.0;141;88;-94.0;-5
-722.0;504.0;453;243.0;-37.0;165;38;28.0;72
-67.0;396.0;132;-144.0;113.0;128;-11;877.0;-12
-49.0;393.0;70;-148.0;111.0;128;-12;880.0;-12
291.0;251.0;-75;-347.0;271.0;39;37;447.0;-14
239.0;248.0;-214;-342.0;270.0;39;36;443.0;-14
-50.0;394.0;-25;-151.0;101.0;128;-14;894.0;-12
-31.0;402.0;37;-152.0;90.0;128;-15;908.0;-12
-50.0;396.0;-255;-144.0;60.0;128;-17;953.0;-12
-333.0;176.0;-72;-369.0;502.0;117;105;308.0;-1
-43.0;400.0;-113;-138.0;42.0;128;-18;967.0;-14
194.0;245.0;-35;-334.0;270.0;39;37;436.0;-14
-219.0;854.0;1156;504.0;-680.0;-77;39;788.0;-61
-531.0;440.0;296;268.0;30.0;171;148;191.0;6
-56.0;415.0;-106;-84.0;-268.0;-76;-3;1455.0;-106
-53.0;824.0;-72;226.0;-545.0;32;-26;891.0;-99
-33.0;818.0;-71;215.0;-538.0;35;-26;895.0;-99
-20.0;812.0;-74;213.0;-534.0;40;-26;898.0;-99
101.0;794.0;-7;156.0;-509.0;54;-26;834.0;-84
107.0;797.0;-4;160.0;-502.0;48;-26;854.0;-82
102.0;801.0;5;165.0;-500.0;53;-26;864.0;-82
105.0;803.0;-13;167.0;-502.0;46;-26;867.0;-82
104.0;803.0;-12;167.0;-502.0;44;-26;866.0;-82
188.0;993.0;33;208.0;-492.0;-32;52;944.0;-45
106.0;815.0;-3;165.0;-504.0;11;-26;854.0;-81
110.0;819.0;-8;162.0;-505.0;8;-26;844.0;-81
240.0;326.0;-104;-550.0;204.0;-2;53;548.0;-10
-424.0;789.0;-5;131.0;-466.0;15;-15;922.0;-84
-26.0;305.0;-121;-149.0;-31.0;126;-5;1016.0;-10
-23.0;306.0;47;-145.0;-33.0;125;-4;996.0;-9
6.0;310.0;-207;-149.0;-35.0;125;-3;982.0;-9
150.0;160.0;50;-106.0;-70.0;127;75;1007.0;1
90.0;554.0;-6;-225.0;114.0;130;-1;842.0;-6
65.0;569.0;-3;-222.0;126.0;130;-1;833.0;-6
34.0;587.0;8;-218.0;140.0;130;-1;823.0;-6
6.0;603.0;-2;-218.0;154.0;131;-1;815.0;-6
-24.0;616.0;-2;-213.0;166.0;131;-1;807.0;-6
-44.0;618.0;-6;-208.0;178.0;132;-1;801.0;-6
-45.0;621.0;-11;-202.0;186.0;132;-1;797.0;-6
-143.0;547.0;26;-182.0;177.0;121;0;772.0;-6
-196.0;554.0;105;-188.0;173.0;122;1;772.0;-6
-264.0;562.0;-157;-196.0;171.0;122;6;775.0;-4
-320.0;574.0;-194;-198.0;172.0;123;13;784.0;-2
289.0;340.0;97;-500.0;86.0;6;20;601.0;-13
-179.0;266.0;191;-253.0;475.0;82;140;-252.0;-2
33.0;379.0;9;-233.0;393.0;106;114;-423.0;0
-11.0;371.0;-14;-209.0;291.0;106;115;662.0;0
-120.0;263.0;-20;-96.0;144.0;80;69;483.0;-1
244.0;334.0;18;-545.0;211.0;-23;54;542.0;-10
-130.0;260.0;-43;-92.0;138.0;80;74;485.0;0
-135.0;261.0;-17;-88.0;132.0;80;78;490.0;1
-139.0;262.0;60;-82.0;130.0;80;79;496.0;1
-136.0;262.0;134;-82.0;128.0;80;79;498.0;1
-133.0;262.0;188;-81.0;126.0;79;80;501.0;1
-146.0;261.0;212;-76.0;125.0;79;80;500.0;1
-148.0;105.0;-54;-107.0;202.0;76;100;473.0;3
-148.0;101.0;-57;-121.0;220.0;76;103;442.0;3
-339.0;601.0;-125;-200.0;175.0;123;14;793.0;-1
-535.0;427.0;402;246.0;55.0;174;147;221.0;5
-140.0;148.0;0;-136.0;298.0;76;138;186.0;5
-161.0;170.0;152;-132.0;300.0;77;143;151.0;5
