InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
20.0;10;57.0;-27.0;136.0;-16.0;118.0;14.0;-123.0;-62.0;10
40.0;-4;148.0;-12.0;102.0;-2.0;61.0;43.0;-161.0;-45.0;-4
101.0;7;-208.0;-37.0;122.0;-265.0;-192.0;-232.0;-200.0;9.0;7
196.0;2;-269.0;-45.0;118.0;-324.0;-257.0;-288.0;-259.0;33.0;2
28.0;6;-92.0;-11.0;151.0;-7.0;2.0;30.0;-191.0;-54.0;6
-94.0;0;51.0;21.0;144.0;-3.0;-5.0;117.0;-82.0;-78.0;0
72.0;23;-72.0;-15.0;-27.0;-13.0;-23.0;-39.0;6.0;45.0;23
-1.0;-7;-52.0;-13.0;59.0;-4.0;-41.0;19.0;-62.0;23.0;-7
47.0;0;-137.0;6.0;-37.0;-3.0;-52.0;57.0;-15.0;4.0;0
17.0;-29;-4.0;-17.0;14.0;6.0;-23.0;65.0;-38.0;-11.0;-29
120.0;194;-151.0;-281.0;-69.0;-120.0;-26.0;30.0;-104.0;216.0;194
-95.0;-26;32.0;8.0;-65.0;1.0;-32.0;186.0;-19.0;-14.0;-26
43.0;-11;73.0;-133.0;-63.0;110.0;245.0;-17.0;-31.0;23.0;-11
157.0;-157;71.0;-13.0;-22.0;-240.0;250.0;-200.0;-156.0;9.0;-157
131.0;-51;-343.0;-259.0;-10.0;-198.0;-273.0;-34.0;224.0;-46.0;-51
-56.0;31;338.0;15.0;160.0;215.0;422.0;161.0;227.0;-153.0;31
511.0;16;96.0;196.0;-192.0;-117.0;-284.0;-78.0;-144.0;179.0;16
592.0;-11;41.0;154.0;-2.0;-89.0;-158.0;-327.0;-516.0;156.0;-11
-153.0;219;-95.0;-11.0;-143.0;-58.0;-245.0;-188.0;-745.0;158.0;219
1.0;280;-174.0;-202.0;-35.0;20.0;-240.0;-411.0;-458.0;181.0;280
-1.0;2;483.0;14.0;7.0;-30.0;62.0;25.0;29.0;-28.0;2
444.0;-25;18.0;-347.0;-174.0;163.0;-34.0;-201.0;41.0;-22.0;-25
-338.0;-13;326.0;258.0;-22.0;221.0;268.0;150.0;-328.0;-13.0;-13
-317.0;23;172.0;54.0;-57.0;200.0;252.0;282.0;-127.0;-80.0;23
-233.0;3;83.0;-118.0;-43.0;145.0;133.0;306.0;185.0;-91.0;3
-194.0;-2;83.0;-240.0;-66.0;48.0;-20.0;310.0;238.0;-80.0;-2
-167.0;113;-217.0;253.0;674.0;151.0;99.0;-190.0;-173.0;104.0;113
9.0;133;-136.0;199.0;430.0;46.0;46.0;-370.0;-347.0;103.0;133
123.0;67;-6.0;157.0;274.0;-13.0;55.0;-459.0;-500.0;52.0;67
209.0;-13;41.0;68.0;69.0;-78.0;108.0;-315.0;-547.0;16.0;-13
328.0;-25;20.0;-91.0;-348.0;-128.0;60.0;-162.0;-395.0;-32.0;-25
419.0;13;-99.0;-119.0;-576.0;-79.0;-16.0;-284.0;-396.0;-62.0;13
-19.0;-29;-420.0;84.0;192.0;-163.0;-506.0;127.0;121.0;-50.0;-29
301.0;22;-181.0;184.0;-185.0;-144.0;-279.0;-218.0;-402.0;164.0;22
357.0;38;-252.0;207.0;-86.0;-240.0;-307.0;-275.0;-609.0;214.0;38
-283.0;15;328.0;106.0;395.0;240.0;57.0;172.0;165.0;-21.0;15
-238.0;17;240.0;97.0;357.0;242.0;5.0;202.0;212.0;-10.0;17
23.0;-28;-504.0;85.0;248.0;-197.0;-532.0;51.0;40.0;-34.0;-28
100.0;-30;-527.0;121.0;234.0;-268.0;-539.0;-77.0;-89.0;-26.0;-30
69.0;3;-333.0;76.0;206.0;-249.0;-451.0;-116.0;-81.0;-79.0;3
113.0;-82;-413.0;124.0;210.0;-319.0;-480.0;-131.0;-155.0;-64.0;-82
99.0;-73;-487.0;128.0;197.0;-331.0;-509.0;-174.0;-142.0;-78.0;-73
-35.0;-70;-498.0;109.0;327.0;-341.0;-544.0;-116.0;-148.0;-54.0;-70
-145.0;-243;-84.0;212.0;272.0;220.0;61.0;-75.0;116.0;-171.0;-243
-39.0;-26;-403.0;133.0;381.0;-321.0;-559.0;40.0;15.0;5.0;-26
-65.0;16;447.0;28.0;88.0;16.0;195.0;-65.0;-170.0;-24.0;16
10.0;14;489.0;24.0;134.0;-30.0;113.0;-122.0;-185.0;0.0;14
250.0;-31;208.0;47.0;-108.0;-88.0;-49.0;-270.0;-520.0;144.0;-31
13.0;27;444.0;16.0;272.0;9.0;85.0;-98.0;-213.0;4.0;27
-262.0;63;-110.0;-375.0;-155.0;116.0;0.0;179.0;594.0;53.0;63
-202.0;82;-138.0;-389.0;-46.0;228.0;31.0;534.0;317.0;31.0;82
-276.0;404;-78.0;136.0;187.0;-33.0;-253.0;-27.0;-113.0;208.0;404
-182.0;-12;248.0;152.0;60.0;62.0;355.0;-6.0;155.0;-29.0;-12
184.0;18;81.0;-360.0;-202.0;160.0;201.0;60.0;229.0;3.0;18
123.0;-16;-33.0;351.0;431.0;-152.0;-64.0;-197.0;-677.0;-46.0;-16
248.0;-3;-90.0;226.0;227.0;-139.0;-90.0;-289.0;-611.0;-44.0;-3
-38.0;-13;287.0;99.0;276.0;26.0;324.0;-333.0;-110.0;45.0;-13
97.0;1;141.0;92.0;443.0;-19.0;189.0;-413.0;-359.0;78.0;1
149.0;11;-5.0;-485.0;-219.0;124.0;169.0;242.0;285.0;4.0;11
54.0;-15;-54.0;56.0;457.0;-23.0;28.0;-198.0;-416.0;66.0;-15
19.0;21;-270.0;147.0;458.0;-158.0;-444.0;29.0;142.0;-204.0;21
1.0;74;-172.0;169.0;476.0;-173.0;-441.0;-130.0;21.0;-156.0;74
-90.0;-3;-191.0;121.0;647.0;-223.0;-409.0;-14.0;-37.0;-116.0;-3
-182.0;-35;-122.0;106.0;200.0;-312.0;-517.0;-71.0;4.0;-2.0;-35
-128.0;384;-331.0;255.0;59.0;147.0;-348.0;-264.0;-209.0;227.0;384
15.0;171;-316.0;93.0;-40.0;100.0;-231.0;-249.0;-293.0;159.0;171
102.0;-40;-158.0;436.0;251.0;-40.0;-208.0;-369.0;-111.0;-146.0;-40
-76.0;31;60.0;293.0;50.0;-50.0;160.0;-269.0;-226.0;-206.0;31
-63.0;0;-381.0;17.0;48.0;-100.0;-469.0;77.0;47.0;-111.0;0
68.0;34;602.0;36.0;47.0;-103.0;-313.0;-35.0;-30.0;-9.0;34
95.0;144;41.0;363.0;333.0;81.0;-634.0;-91.0;-159.0;58.0;144
54.0;-18;82.0;-84.0;-509.0;66.0;142.0;447.0;215.0;-123.0;-18
61.0;121;325.0;158.0;-179.0;368.0;141.0;-75.0;-273.0;271.0;121
75.0;-4;1.0;18.0;630.0;104.0;12.0;105.0;248.0;-42.0;-4
152.0;26;116.0;-4.0;172.0;21.0;134.0;-194.0;-500.0;-35.0;26
-65.0;-19;102.0;-33.0;-268.0;149.0;116.0;252.0;243.0;-17.0;-19
248.0;12;-412.0;-169.0;-82.0;-331.0;-306.0;-171.0;-148.0;16.0;12
-423.0;-17;-35.0;35.0;-377.0;66.0;-10.0;383.0;180.0;-53.0;-17
239.0;-21;-515.0;-205.0;-78.0;-370.0;-402.0;-251.0;-254.0;51.0;-21
174.0;36;-497.0;-95.0;-44.0;-392.0;-471.0;-374.0;-445.0;75.0;36
51.0;13;-433.0;8.0;13.0;-329.0;-351.0;-277.0;-295.0;98.0;13
-32.0;9;-609.0;46.0;43.0;19.0;-167.0;48.0;-37.0;-22.0;9
-141.0;-16;225.0;209.0;33.0;-239.0;-159.0;16.0;-157.0;186.0;-16
208.0;21;-417.0;425.0;455.0;-284.0;-431.0;-50.0;-148.0;118.0;21
46.0;-24;484.0;-78.0;59.0;-103.0;-11.0;-2.0;-1.0;17.0;-24
40.0;-25;640.0;-62.0;46.0;-65.0;110.0;-15.0;12.0;-13.0;-25
36.0;-26;-770.0;0.0;-87.0;78.0;-435.0;-12.0;-44.0;-13.0;-26
-152.0;-21;-108.0;-180.0;305.0;8.0;-22.0;166.0;337.0;-13.0;-21
-218.0;12;-113.0;-293.0;575.0;50.0;2.0;283.0;336.0;-51.0;12
-50.0;15;-52.0;148.0;576.0;100.0;-27.0;201.0;-267.0;-47.0;15
-24.0;7;-65.0;173.0;525.0;28.0;-3.0;184.0;-325.0;-39.0;7
-35.0;-10;-59.0;183.0;526.0;29.0;-27.0;154.0;-270.0;-28.0;-10
257.0;4;-74.0;-68.0;-407.0;-129.0;-34.0;-112.0;-278.0;35.0;4
-139.0;-70;219.0;-97.0;-44.0;5.0;299.0;-75.0;220.0;4.0;-70
-318.0;-65;-156.0;-15.0;-44.0;79.0;-188.0;310.0;306.0;-152.0;-65
250.0;-12;-413.0;0.0;166.0;-471.0;-399.0;-422.0;-371.0;12.0;-12
140.0;9;-237.0;136.0;301.0;-123.0;343.0;341.0;-335.0;75.0;9
102.0;428;-27.0;158.0;320.0;17.0;30.0;-161.0;-517.0;39.0;428
167.0;407;-48.0;99.0;284.0;28.0;58.0;-93.0;-428.0;71.0;407
210.0;-15;-336.0;-24.0;153.0;-406.0;-307.0;-351.0;-320.0;49.0;-15
104.0;549;-83.0;-2.0;162.0;-19.0;21.0;-25.0;-115.0;47.0;549
38.0;517;-61.0;-178.0;148.0;-57.0;-14.0;-138.0;-62.0;52.0;517
73.0;31;-34.0;-142.0;-485.0;123.0;-27.0;247.0;75.0;-15.0;31
56.0;-409;44.0;242.0;-159.0;94.0;146.0;-131.0;-274.0;135.0;-409
-244.0;171;-371.0;119.0;-240.0;-344.0;-368.0;-328.0;229.0;43.0;171
143.0;-368;23.0;215.0;-195.0;38.0;146.0;-166.0;-427.0;122.0;-368
83.0;41;-26.0;-99.0;-476.0;114.0;-7.0;268.0;83.0;-41.0;41
-219.0;19;370.0;-43.0;-357.0;291.0;286.0;302.0;213.0;44.0;19
66.0;-18;137.0;-190.0;238.0;40.0;29.0;-160.0;413.0;-85.0;-18
-212.0;57;524.0;-113.0;-256.0;160.0;88.0;259.0;301.0;42.0;57
205.0;-138;-453.0;59.0;186.0;-281.0;-57.0;-582.0;-319.0;87.0;-138
434.0;3;516.0;-41.0;122.0;4.0;125.0;-408.0;-89.0;-9.0;3
313.0;-13;-45.0;221.0;356.0;-21.0;449.0;-400.0;-177.0;-49.0;-13
73.0;-86;26.0;54.0;107.0;-377.0;-593.0;-240.0;-193.0;137.0;-86
301.0;42;45.0;-276.0;-22.0;174.0;-19.0;384.0;577.0;58.0;42
203.0;-157;-432.0;-27.0;153.0;-234.0;23.0;-557.0;-439.0;48.0;-157
259.0;-49;-125.0;-144.0;-48.0;137.0;-244.0;397.0;87.0;79.0;-49
116.0;368;-301.0;-73.0;-170.0;159.0;-188.0;-56.0;-140.0;201.0;368
225.0;12;-199.0;364.0;237.0;124.0;190.0;-66.0;-603.0;-120.0;12
111.0;-29;-545.0;-42.0;-89.0;-13.0;-305.0;60.0;167.0;-17.0;-29
63.0;-28;-223.0;261.0;394.0;-234.0;22.0;-310.0;-372.0;-66.0;-28
-1.0;-39;-205.0;344.0;333.0;-251.0;113.0;-432.0;-357.0;-43.0;-39
-29.0;-11;111.0;283.0;440.0;9.0;156.0;54.0;-32.0;-14.0;-11
291.0;-173;-205.0;-100.0;125.0;-249.0;115.0;-515.0;-335.0;40.0;-173
-100.0;-32;82.0;349.0;371.0;36.0;102.0;165.0;60.0;-54.0;-32
-171.0;5;74.0;401.0;368.0;-4.0;73.0;197.0;92.0;-78.0;5
-260.0;-4;36.0;483.0;417.0;-2.0;39.0;206.0;105.0;-65.0;-4
-115.0;31;-131.0;211.0;466.0;-79.0;-147.0;291.0;-199.0;39.0;31
-63.0;9;-94.0;25.0;-104.0;-35.0;-34.0;110.0;598.0;7.0;9
187.0;84;34.0;-448.0;-52.0;257.0;65.0;269.0;-129.0;-19.0;84
-426.0;20;63.0;-248.0;-39.0;111.0;113.0;450.0;279.0;24.0;20
57.0;-6;117.0;-44.0;-247.0;207.0;254.0;262.0;448.0;-109.0;-6
39.0;-30;224.0;-86.0;-229.0;176.0;291.0;253.0;239.0;-69.0;-30
-295.0;31;-146.0;199.0;330.0;-3.0;13.0;-221.0;-249.0;61.0;31
176.0;10;-76.0;84.0;352.0;-56.0;-18.0;-276.0;-399.0;-5.0;10
-51.0;25;-216.0;227.0;750.0;-36.0;-146.0;-217.0;-181.0;150.0;25
-114.0;-18;129.0;-38.0;-135.0;276.0;194.0;296.0;168.0;-112.0;-18
-160.0;29;70.0;-55.0;-225.0;323.0;226.0;312.0;198.0;-134.0;29
435.0;-139;-135.0;-181.0;138.0;-211.0;131.0;-441.0;-232.0;33.0;-139
-346.0;37;30.0;524.0;155.0;147.0;142.0;-166.0;-189.0;-128.0;37
-182.0;60;-112.0;512.0;274.0;119.0;61.0;-45.0;-488.0;-122.0;60
-123.0;403;-195.0;195.0;-15.0;-18.0;-231.0;159.0;-285.0;-122.0;403
-226.0;-8;34.0;13.0;92.0;181.0;60.0;443.0;496.0;-51.0;-8
-128.0;12;142.0;-284.0;141.0;135.0;155.0;346.0;63.0;-1.0;12
-216.0;-32;151.0;-373.0;44.0;159.0;166.0;205.0;283.0;-11.0;-32
-462.0;25;-185.0;379.0;271.0;-334.0;-105.0;-6.0;-232.0;30.0;25
-337.0;32;-296.0;196.0;45.0;-483.0;-221.0;116.0;-43.0;70.0;32
-288.0;-4;-252.0;190.0;-30.0;-411.0;-271.0;98.0;-104.0;169.0;-4
9.0;-7;197.0;60.0;105.0;-47.0;-614.0;12.0;-4.0;45.0;-7
-332.0;19;-74.0;-430.0;75.0;117.0;-56.0;93.0;161.0;51.0;19
111.0;-4;271.0;-95.0;243.0;-70.0;83.0;-171.0;395.0;-82.0;-4
350.0;11;-46.0;0.0;-399.0;54.0;-59.0;-41.0;543.0;97.0;11
32.0;-1;-716.0;-20.0;5.0;-104.0;-177.0;15.0;-6.0;31.0;-1
102.0;-64;397.0;-136.0;141.0;287.0;367.0;263.0;162.0;-13.0;-64
477.0;-68;-362.0;-213.0;102.0;-240.0;95.0;-553.0;-317.0;-25.0;-68
-220.0;208;-395.0;433.0;-116.0;-219.0;-418.0;-15.0;230.0;1.0;208
-145.0;-60;-105.0;113.0;-127.0;-342.0;125.0;-484.0;-249.0;-320.0;-60
100.0;-224;-205.0;-267.0;-107.0;108.0;-101.0;424.0;250.0;241.0;-224
348.0;-84;-80.0;-94.0;-175.0;-71.0;-97.0;-343.0;221.0;-61.0;-84
34.0;2;-856.0;-49.0;-28.0;-41.0;-156.0;6.0;-10.0;-10.0;2
-22.0;50;-392.0;51.0;514.0;-386.0;-349.0;-255.0;41.0;-17.0;50
404.0;48;-471.0;-47.0;530.0;-261.0;-161.0;-107.0;-129.0;-100.0;48
300.0;52;-293.0;-8.0;401.0;-234.0;-298.0;-125.0;499.0;-143.0;52
297.0;-29;-275.0;186.0;478.0;-239.0;-354.0;-61.0;144.0;-133.0;-29
210.0;-41;-282.0;28.0;563.0;-262.0;-290.0;-281.0;124.0;-141.0;-41
2.0;-50;443.0;-55.0;-57.0;67.0;94.0;104.0;141.0;-4.0;-50
160.0;-18;-226.0;77.0;516.0;-218.0;-258.0;-233.0;-34.0;-183.0;-18
64.0;-32;-137.0;102.0;459.0;-269.0;-185.0;-42.0;194.0;-179.0;-32
-8.0;-24;-78.0;128.0;378.0;-277.0;-154.0;36.0;348.0;-216.0;-24
-123.0;-252;-312.0;-13.0;502.0;-129.0;81.0;-23.0;187.0;-308.0;-252
-76.0;23;-122.0;179.0;471.0;104.0;215.0;156.0;92.0;-289.0;23
29.0;28;-549.0;-50.0;-87.0;-77.0;-405.0;2.0;4.0;15.0;28
-285.0;-27;-365.0;-79.0;-87.0;52.0;-66.0;279.0;77.0;-75.0;-27
-361.0;12;-468.0;-56.0;-168.0;-272.0;-225.0;335.0;187.0;85.0;12
-175.0;32;-82.0;10.0;-20.0;-172.0;-442.0;212.0;355.0;122.0;32
144.0;-121;-137.0;-449.0;-232.0;19.0;259.0;-54.0;79.0;-59.0;-121
242.0;-22;-170.0;209.0;158.0;-98.0;-13.0;-219.0;-647.0;-118.0;-22
-218.0;-3;-506.0;-78.0;-117.0;81.0;44.0;226.0;162.0;-116.0;-3
244.0;-27;-157.0;248.0;31.0;-306.0;14.0;-238.0;-660.0;-71.0;-27
226.0;-71;-98.0;226.0;-40.0;-285.0;25.0;-130.0;-498.0;-49.0;-71
286.0;-71;-98.0;229.0;51.0;-394.0;19.0;-287.0;-628.0;-99.0;-71
112.0;33;-120.0;207.0;2.0;-313.0;-13.0;-16.0;-556.0;-114.0;33
179.0;-15;-127.0;159.0;95.0;-308.0;42.0;-249.0;-660.0;-95.0;-15
-132.0;44;-36.0;-287.0;273.0;42.0;21.0;-62.0;-558.0;-141.0;44
242.0;-20;-76.0;255.0;-34.0;-10.0;-19.0;-394.0;-265.0;-58.0;-20
327.0;30;-94.0;168.0;-18.0;-20.0;-74.0;-486.0;24.0;-64.0;30
-264.0;-16;94.0;50.0;-235.0;51.0;403.0;170.0;263.0;-225.0;-16
144.0;5;11.0;-136.0;687.0;86.0;123.0;-129.0;5.0;-308.0;5
0.0;-13;-407.0;-139.0;264.0;-524.0;-255.0;-166.0;-138.0;178.0;-13
75.0;-2;-89.0;-8.0;223.0;-43.0;-78.0;-130.0;-730.0;94.0;-2
164.0;-13;23.0;-73.0;269.0;-40.0;62.0;-298.0;374.0;-87.0;-13
238.0;-5;170.0;-100.0;289.0;-30.0;25.0;-296.0;501.0;-71.0;-5
-109.0;3;-794.0;158.0;-71.0;-7.0;-203.0;-39.0;-392.0;148.0;3
-12.0;15;304.0;-110.0;106.0;248.0;429.0;309.0;326.0;-184.0;15
216.0;-13;-181.0;173.0;125.0;-266.0;-3.0;-224.0;-805.0;-61.0;-13
38.0;504;-796.0;83.0;-233.0;-276.0;-676.0;-4.0;42.0;-185.0;504
388.0;631;-734.0;-19.0;616.0;-411.0;-962.0;-743.0;-513.0;112.0;631
-12.0;-61;1161.0;-212.0;271.0;158.0;504.0;-204.0;-832.0;28.0;-61
413.0;5;471.0;202.0;-52.0;-89.0;145.0;-251.0;-780.0;33.0;5
-202.0;46;-451.0;-126.0;465.0;514.0;208.0;453.0;527.0;-70.0;46
-53.0;0;607.0;23.0;143.0;209.0;466.0;178.0;244.0;-160.0;0
-292.0;-24;206.0;-823.0;178.0;290.0;20.0;458.0;-623.0;-110.0;-24
-276.0;39;-82.0;-231.0;-135.0;-14.0;1.0;599.0;565.0;60.0;39
-291.0;13;-80.0;-451.0;-68.0;-67.0;32.0;445.0;634.0;34.0;13
-370.0;-16;-1041.0;128.0;-205.0;9.0;-266.0;194.0;-234.0;132.0;-16
580.0;-43;-17.0;570.0;840.0;-51.0;3.0;55.0;120.0;36.0;-43
670.0;-48;-91.0;599.0;830.0;-56.0;-27.0;38.0;213.0;61.0;-48
695.0;-5;-29.0;519.0;871.0;-75.0;11.0;-74.0;305.0;41.0;-5
106.0;-20;-591.0;-149.0;389.0;-571.0;-490.0;-407.0;-457.0;158.0;-20
687.0;-19;28.0;529.0;901.0;-46.0;43.0;-103.0;372.0;66.0;-19
-118.0;-121;215.0;-291.0;84.0;106.0;200.0;207.0;605.0;-274.0;-121
-282.0;-49;163.0;-393.0;118.0;158.0;139.0;334.0;669.0;-300.0;-49
16.0;-7;966.0;-15.0;-1.0;2.0;32.0;10.0;21.0;-23.0;-7
-357.0;87;-135.0;247.0;-156.0;-163.0;-229.0;-345.0;-766.0;155.0;87
-247.0;259;-86.0;139.0;-50.0;-137.0;-233.0;-327.0;-916.0;148.0;259
-71.0;-14;-952.0;99.0;92.0;549.0;619.0;91.0;41.0;-211.0;-14
-135.0;182;-151.0;-46.0;26.0;3.0;-261.0;-400.0;-774.0;138.0;182
-355.0;-40;47.0;-746.0;-376.0;300.0;32.0;317.0;-376.0;-85.0;-40
550.0;-137;-132.0;-220.0;-973.0;-218.0;180.0;118.0;51.0;-108.0;-137
270.0;-358;201.0;-416.0;-249.0;144.0;323.0;356.0;380.0;-152.0;-358
-82.0;143;-94.0;-24.0;229.0;-97.0;-41.0;260.0;922.0;-68.0;143
509.0;8;157.0;369.0;-842.0;156.0;215.0;-57.0;-220.0;19.0;8
230.0;-415;-93.0;-385.0;-537.0;-99.0;-145.0;583.0;64.0;-123.0;-415
-41.0;7;-62.0;127.0;549.0;143.0;30.0;-110.0;-916.0;60.0;7
-73.0;-122;-432.0;-154.0;682.0;375.0;-126.0;186.0;413.0;-394.0;-122
-305.0;48;-109.0;-409.0;-176.0;29.0;65.0;283.0;637.0;-73.0;48
-315.0;-15;-58.0;180.0;-521.0;-21.0;365.0;278.0;306.0;-179.0;-15
-334.0;-9;36.0;3.0;-497.0;-114.0;-19.0;568.0;493.0;-131.0;-9
-469.0;-51;97.0;243.0;-549.0;-78.0;36.0;476.0;655.0;-135.0;-51
490.0;-2;-224.0;613.0;889.0;54.0;-230.0;-238.0;228.0;238.0;-2
60.0;-273;-694.0;42.0;332.0;-132.0;-625.0;-461.0;-459.0;197.0;-273
232.0;46;-85.0;149.0;-728.0;-249.0;-53.0;-400.0;-142.0;34.0;46
352.0;19;-333.0;-431.0;-843.0;-82.0;-39.0;-230.0;-511.0;92.0;19
196.0;-11;49.0;-102.0;-359.0;41.0;375.0;-360.0;-652.0;132.0;-11
-198.0;14;407.0;-288.0;-111.0;707.0;46.0;608.0;368.0;107.0;14
392.0;-21;-136.0;-142.0;-677.0;-3.0;23.0;-265.0;-399.0;-85.0;-21
-323.0;-8;-563.0;107.0;204.0;43.0;8.0;577.0;11.0;-43.0;-8
-551.0;-33;175.0;-265.0;481.0;-90.0;56.0;272.0;745.0;393.0;-33
-138.0;-39;105.0;-362.0;-295.0;39.0;664.0;7.0;-515.0;-735.0;-39
-252.0;-21;75.0;-391.0;-199.0;21.0;686.0;246.0;204.0;-691.0;-21
152.0;-446;-76.0;-83.0;-249.0;161.0;178.0;427.0;497.0;-327.0;-446
492.0;261;-76.0;-433.0;-434.0;260.0;196.0;358.0;252.0;-418.0;261
616.0;287;-319.0;-307.0;-111.0;95.0;-366.0;184.0;142.0;-431.0;287
718.0;322;-362.0;17.0;139.0;-9.0;-487.0;-682.0;-427.0;-403.0;322
72.0;134;-281.0;485.0;-117.0;177.0;-51.0;-607.0;-310.0;5.0;134
18.0;23;869.0;2.0;-1.0;-18.0;-94.0;20.0;-23.0;-7.0;23
-529.0;5;508.0;357.0;155.0;312.0;379.0;280.0;525.0;-144.0;5
-650.0;-17;21.0;10.0;-68.0;-63.0;21.0;728.0;153.0;-13.0;-17
1385.0;123;318.0;-359.0;714.0;230.0;433.0;-423.0;-355.0;-271.0;123
-371.0;-21;210.0;323.0;19.0;194.0;478.0;145.0;308.0;-48.0;-21
622.0;77;218.0;-163.0;534.0;-92.0;92.0;-383.0;-122.0;-142.0;77
570.0;55;-75.0;-161.0;649.0;-158.0;105.0;-269.0;24.0;-144.0;55
471.0;41;-339.0;-158.0;640.0;-162.0;43.0;-259.0;314.0;-114.0;41
-672.0;496;-783.0;611.0;684.0;167.0;-587.0;-80.0;-31.0;257.0;496
-444.0;111;-142.0;-586.0;-96.0;267.0;-29.0;618.0;597.0;63.0;111
399.0;117;-517.0;-182.0;708.0;-149.0;-66.0;-303.0;553.0;-180.0;117
296.0;163;-362.0;-211.0;751.0;-187.0;-166.0;-264.0;590.0;-149.0;163
273.0;205;178.0;-229.0;784.0;-144.0;-83.0;-166.0;390.0;-155.0;205
213.0;419;413.0;-149.0;592.0;-92.0;315.0;-173.0;271.0;-163.0;419
-86.0;514;-541.0;57.0;-220.0;85.0;172.0;-89.0;660.0;-406.0;514
-415.0;91;-170.0;-559.0;-36.0;218.0;-63.0;571.0;449.0;31.0;91
570.0;-24;238.0;109.0;427.0;-21.0;147.0;-375.0;-742.0;-50.0;-24
-332.0;75;-207.0;-573.0;36.0;200.0;-65.0;418.0;514.0;50.0;75
255.0;293;142.0;-871.0;-260.0;-226.0;-177.0;186.0;456.0;343.0;293
559.0;-206;-104.0;-844.0;-655.0;208.0;7.0;-117.0;193.0;207.0;-206
112.0;-149;-235.0;219.0;458.0;-598.0;-207.0;-820.0;-748.0;214.0;-149
-44.0;3;43.0;96.0;337.0;-251.0;-942.0;-529.0;-320.0;218.0;3
-6.0;-352;-514.0;-136.0;29.0;62.0;-566.0;275.0;202.0;-421.0;-352
-18.0;-724;-278.0;-8.0;188.0;-40.0;-589.0;63.0;-56.0;-381.0;-724
619.0;2;264.0;168.0;155.0;-43.0;163.0;-191.0;-747.0;-60.0;2
643.0;32;220.0;173.0;-17.0;-78.0;96.0;-267.0;-600.0;-45.0;32
-87.0;-23;-71.0;31.0;275.0;-291.0;-1180.0;-290.0;-31.0;165.0;-23
-173.0;-13;-995.0;30.0;210.0;-307.0;-940.0;-110.0;122.0;62.0;-13
61.0;315;160.0;275.0;222.0;138.0;-670.0;-33.0;-263.0;69.0;315
209.0;355;-17.0;-529.0;-294.0;184.0;85.0;43.0;129.0;281.0;355
-14.0;21;-33.0;-101.0;-287.0;583.0;796.0;415.0;334.0;-30.0;21
7.0;-4;69.0;-117.0;-315.0;583.0;444.0;486.0;352.0;-27.0;-4
335.0;-183;217.0;-507.0;-581.0;486.0;615.0;-166.0;15.0;115.0;-183
105.0;4;-251.0;-217.0;-216.0;223.0;873.0;444.0;348.0;-136.0;4
283.0;-365;-205.0;-9.0;-382.0;-568.0;-270.0;84.0;-32.0;-272.0;-365
19.0;-12;508.0;-139.0;-331.0;343.0;-251.0;532.0;382.0;-19.0;-12
18.0;-14;40.0;-202.0;-296.0;107.0;-732.0;449.0;365.0;-17.0;-14
104.0;-21;-886.0;-297.0;-282.0;-148.0;-745.0;239.0;152.0;3.0;-21
151.0;1281;-71.0;-1.0;59.0;-203.0;-39.0;-164.0;155.0;299.0;1281
210.0;-181;170.0;-658.0;-366.0;-370.0;268.0;145.0;219.0;329.0;-181
309.0;-10;-869.0;-187.0;-366.0;-427.0;-436.0;-372.0;-429.0;23.0;-10
173.0;-13;251.0;-202.0;-356.0;208.0;522.0;344.0;289.0;-124.0;-13
329.0;-17;-102.0;-75.0;-341.0;-403.0;-359.0;-413.0;-593.0;14.0;-17
-84.0;36;-60.0;378.0;1004.0;183.0;-39.0;62.0;-218.0;4.0;36
-230.0;558;-426.0;223.0;-183.0;-131.0;-456.0;-22.0;-166.0;338.0;558
-173.0;15;58.0;473.0;807.0;255.0;145.0;-198.0;-120.0;-5.0;15
86.0;-744;65.0;-222.0;-201.0;-394.0;-369.0;134.0;24.0;-74.0;-744
-127.0;1;256.0;443.0;746.0;278.0;283.0;96.0;324.0;-64.0;1
266.0;-96;924.0;-261.0;-84.0;-137.0;388.0;474.0;347.0;-204.0;-96
-99.0;-15;316.0;343.0;819.0;231.0;361.0;330.0;386.0;-26.0;-15
233.0;-3;431.0;119.0;-511.0;595.0;99.0;159.0;-66.0;277.0;-3
221.0;254;383.0;-256.0;-59.0;-83.0;295.0;575.0;801.0;-238.0;254
232.0;15;-612.0;16.0;230.0;-677.0;-572.0;-621.0;-575.0;10.0;15
-93.0;-7;216.0;294.0;882.0;172.0;238.0;206.0;274.0;-24.0;-7
-9.0;10;99.0;142.0;795.0;118.0;161.0;172.0;231.0;-54.0;10
-26.0;-294;-334.0;-570.0;256.0;-416.0;-296.0;148.0;450.0;353.0;-294
