Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
264.0;-10.0;123.0;103.0;-978.0;516.0;277.0;-88.0;672.0
245.0;-142.0;103.0;170.0;-983.0;505.0;420.0;-62.0;894.0
266.0;37.0;159.0;70.0;-1006.0;530.0;304.0;134.0;731.0
179.0;-2.0;143.0;91.0;-920.0;223.0;589.0;104.0;1054.0
242.0;-118.0;106.0;169.0;-993.0;506.0;432.0;-58.0;877.0
81.0;-444.0;463.0;464.0;-744.0;444.0;169.0;-107.0;606.0
94.0;-359.0;285.0;355.0;-889.0;496.0;393.0;-10.0;737.0
264.0;-134.0;116.0;186.0;-985.0;517.0;457.0;-3.0;895.0
257.0;-133.0;120.0;180.0;-985.0;516.0;458.0;-19.0;905.0
264.0;-145.0;124.0;171.0;-984.0;518.0;463.0;-57.0;889.0
387.0;-277.0;150.0;351.0;-945.0;520.0;439.0;15.0;826.0
294.0;-138.0;125.0;179.0;-985.0;517.0;465.0;-50.0;890.0
270.0;-137.0;119.0;171.0;-981.0;518.0;475.0;-59.0;905.0
243.0;-143.0;117.0;192.0;-972.0;534.0;458.0;-58.0;905.0
314.0;-61.0;106.0;117.0;-959.0;430.0;683.0;148.0;598.0
274.0;-161.0;66.0;183.0;-980.0;513.0;408.0;-31.0;905.0
275.0;-93.0;22.0;153.0;-1008.0;448.0;415.0;84.0;963.0
267.0;-155.0;78.0;191.0;-990.0;513.0;428.0;-23.0;923.0
287.0;-152.0;76.0;193.0;-989.0;515.0;424.0;-40.0;914.0
270.0;-158.0;76.0;184.0;-982.0;514.0;415.0;-39.0;913.0
274.0;-143.0;78.0;186.0;-994.0;513.0;417.0;-27.0;900.0
235.0;-157.0;75.0;188.0;-982.0;516.0;455.0;-12.0;897.0
260.0;-149.0;72.0;186.0;-988.0;515.0;434.0;-17.0;919.0
287.0;-149.0;79.0;184.0;-986.0;516.0;433.0;-19.0;901.0
262.0;-151.0;79.0;188.0;-984.0;514.0;444.0;-47.0;904.0
274.0;-150.0;77.0;193.0;-987.0;512.0;461.0;-10.0;909.0
267.0;-157.0;79.0;201.0;-986.0;513.0;425.0;-11.0;908.0
264.0;-154.0;76.0;191.0;-987.0;512.0;425.0;-17.0;909.0
284.0;-151.0;80.0;186.0;-1002.0;513.0;424.0;-30.0;916.0
254.0;-152.0;78.0;184.0;-981.0;514.0;422.0;-45.0;904.0
256.0;-153.0;78.0;195.0;-978.0;513.0;451.0;-22.0;904.0
267.0;-164.0;-18.0;228.0;-992.0;481.0;448.0;35.0;931.0
-27.0;-547.0;504.0;627.0;-652.0;600.0;146.0;-71.0;820.0
155.0;-369.0;269.0;404.0;-924.0;468.0;334.0;-67.0;677.0
181.0;-301.0;246.0;422.0;-935.0;466.0;386.0;-39.0;677.0
206.0;-297.0;192.0;512.0;-923.0;327.0;326.0;37.0;623.0
281.0;-153.0;75.0;191.0;-982.0;511.0;468.0;-33.0;905.0
255.0;-146.0;81.0;180.0;-988.0;505.0;425.0;-19.0;893.0
243.0;-257.0;365.0;670.0;-839.0;368.0;306.0;53.0;779.0
277.0;-143.0;83.0;175.0;-982.0;509.0;420.0;-21.0;890.0
262.0;-135.0;82.0;185.0;-980.0;509.0;446.0;-14.0;904.0
291.0;-145.0;82.0;190.0;-984.0;508.0;408.0;-7.0;879.0
254.0;-126.0;90.0;181.0;-994.0;507.0;414.0;-68.0;893.0
289.0;-154.0;81.0;182.0;-990.0;509.0;415.0;-49.0;885.0
301.0;-138.0;91.0;175.0;-986.0;509.0;425.0;-47.0;901.0
241.0;-140.0;92.0;198.0;-981.0;511.0;414.0;-21.0;908.0
242.0;-142.0;76.0;183.0;-988.0;511.0;413.0;-40.0;916.0
284.0;-143.0;93.0;176.0;-991.0;511.0;404.0;-28.0;900.0
302.0;-150.0;84.0;190.0;-985.0;511.0;426.0;-54.0;901.0
256.0;-150.0;73.0;193.0;-989.0;513.0;426.0;-54.0;904.0
309.0;-141.0;82.0;208.0;-968.0;512.0;415.0;-55.0;914.0
264.0;-136.0;95.0;178.0;-984.0;506.0;446.0;-20.0;896.0
261.0;-121.0;94.0;176.0;-994.0;508.0;405.0;-49.0;917.0
560.0;-174.0;112.0;70.0;-967.0;533.0;405.0;-79.0;937.0
298.0;-154.0;102.0;162.0;-991.0;512.0;420.0;-42.0;897.0
324.0;-161.0;93.0;215.0;-965.0;511.0;402.0;-59.0;917.0
278.0;-126.0;98.0;173.0;-994.0;508.0;415.0;-69.0;908.0
211.0;-213.0;152.0;266.0;-1110.0;488.0;299.0;-9.0;838.0
158.0;-80.0;52.0;418.0;-982.0;390.0;439.0;-9.0;875.0
271.0;-153.0;113.0;182.0;-977.0;516.0;463.0;-55.0;895.0
256.0;-132.0;121.0;185.0;-995.0;515.0;455.0;-80.0;903.0
245.0;-140.0;109.0;187.0;-987.0;514.0;436.0;-64.0;899.0
245.0;-151.0;110.0;187.0;-978.0;508.0;425.0;-57.0;910.0
232.0;-124.0;105.0;185.0;-983.0;507.0;413.0;-71.0;903.0
252.0;-115.0;92.0;177.0;-993.0;509.0;436.0;-39.0;885.0
681.0;-188.0;169.0;313.0;-975.0;482.0;364.0;109.0;814.0
177.0;-180.0;132.0;510.0;-939.0;428.0;504.0;18.0;890.0
69.0;-27.0;298.0;274.0;-1024.0;509.0;272.0;-69.0;837.0
397.0;-279.0;144.0;370.0;-948.0;523.0;416.0;33.0;841.0
103.0;-220.0;21.0;318.0;-923.0;156.0;353.0;-331.0;709.0
-39.0;-298.0;287.0;434.0;-884.0;600.0;236.0;126.0;788.0
525.0;-269.0;188.0;442.0;-900.0;451.0;577.0;-261.0;724.0
440.0;-37.0;430.0;174.0;-868.0;364.0;495.0;-137.0;684.0
247.0;-199.0;73.0;253.0;-985.0;460.0;364.0;72.0;923.0
328.0;-275.0;31.0;259.0;-995.0;407.0;399.0;77.0;945.0
305.0;-163.0;31.0;204.0;-994.0;350.0;431.0;20.0;917.0
262.0;-203.0;59.0;224.0;-977.0;401.0;441.0;14.0;884.0
179.0;-250.0;99.0;277.0;-1043.0;473.0;544.0;-181.0;882.0
234.0;-228.0;280.0;396.0;-889.0;261.0;276.0;88.0;1102.0
79.0;-165.0;87.0;270.0;-1138.0;585.0;287.0;-78.0;701.0
691.0;-204.0;276.0;253.0;-933.0;512.0;361.0;131.0;687.0
177.0;-30.0;448.0;261.0;-1185.0;829.0;243.0;-60.0;789.0
218.0;-385.0;533.0;505.0;-829.0;476.0;336.0;32.0;983.0
426.0;-287.0;148.0;372.0;-948.0;523.0;423.0;24.0;824.0
52.0;-40.0;97.0;13.0;-957.0;206.0;-69.0;-335.0;130.0
306.0;-142.0;194.0;100.0;-951.0;511.0;450.0;-234.0;814.0
181.0;-41.0;487.0;352.0;-881.0;512.0;304.0;-27.0;882.0
353.0;-337.0;91.0;229.0;-848.0;519.0;445.0;-20.0;805.0
254.0;-52.0;422.0;43.0;-928.0;330.0;408.0;-210.0;571.0
554.0;-160.0;179.0;516.0;-979.0;525.0;359.0;39.0;785.0
329.0;-277.0;92.0;172.0;-921.0;519.0;265.0;-51.0;924.0
412.0;-286.0;145.0;363.0;-953.0;522.0;433.0;28.0;823.0
92.0;-281.0;204.0;237.0;-1053.0;533.0;399.0;-68.0;903.0
90.0;-54.0;251.0;216.0;-936.0;452.0;471.0;-204.0;745.0
134.0;-255.0;232.0;332.0;-862.0;536.0;266.0;-200.0;915.0
143.0;-165.0;167.0;319.0;-984.0;521.0;371.0;167.0;856.0
70.0;-26.0;88.0;-164.0;-1071.0;356.0;533.0;-36.0;968.0
211.0;-81.0;328.0;264.0;-1047.0;511.0;431.0;-17.0;1135.0
361.0;-247.0;129.0;344.0;-963.0;533.0;475.0;41.0;865.0
4.0;-209.0;393.0;264.0;-892.0;486.0;235.0;-37.0;652.0
241.0;-407.0;257.0;161.0;-1011.0;474.0;363.0;130.0;871.0
188.0;-288.0;255.0;309.0;-787.0;1031.0;261.0;80.0;756.0
284.0;-182.0;72.0;239.0;-957.0;459.0;363.0;79.0;942.0
162.0;-115.0;203.0;-49.0;-1070.0;468.0;29.0;-241.0;559.0
145.0;-263.0;494.0;507.0;-894.0;591.0;104.0;-131.0;660.0
335.0;-319.0;143.0;287.0;-795.0;535.0;81.0;-208.0;862.0
160.0;-439.0;342.0;352.0;-861.0;535.0;376.0;-176.0;949.0
269.0;-21.0;397.0;430.0;-960.0;333.0;368.0;-52.0;1000.0
335.0;-146.0;53.0;135.0;-952.0;523.0;415.0;82.0;1148.0
291.0;-368.0;192.0;310.0;-867.0;494.0;327.0;-108.0;914.0
369.0;-299.0;135.0;380.0;-945.0;561.0;231.0;-59.0;817.0
193.0;-52.0;314.0;239.0;-866.0;317.0;560.0;-20.0;917.0
278.0;-206.0;75.0;241.0;-985.0;407.0;466.0;14.0;892.0
142.0;-197.0;28.0;226.0;-994.0;448.0;421.0;-7.0;817.0
68.0;-128.0;166.0;205.0;-816.0;498.0;512.0;-33.0;795.0
157.0;-200.0;27.0;183.0;-995.0;449.0;415.0;18.0;795.0
226.0;-183.0;75.0;257.0;-978.0;835.0;353.0;68.0;900.0
260.0;-209.0;72.0;248.0;-976.0;405.0;472.0;27.0;893.0
-92.0;-145.0;222.0;263.0;-952.0;475.0;207.0;-279.0;516.0
295.0;-289.0;96.0;239.0;-823.0;563.0;487.0;77.0;677.0
103.0;-110.0;295.0;291.0;-977.0;1094.0;362.0;-131.0;802.0
266.0;-204.0;58.0;223.0;-978.0;401.0;464.0;27.0;876.0
273.0;-200.0;65.0;218.0;-979.0;401.0;462.0;21.0;875.0
49.0;-261.0;404.0;490.0;-887.0;355.0;253.0;-52.0;578.0
-590.0;-444.0;898.0;587.0;-173.0;-321.0;-390.0;-371.0;-346.0
26.0;-365.0;48.0;226.0;-858.0;490.0;393.0;2.0;828.0
607.0;-224.0;285.0;429.0;-907.0;513.0;439.0;98.0;736.0
174.0;-122.0;31.0;46.0;-984.0;369.0;544.0;33.0;942.0
-18.0;-504.0;530.0;553.0;-548.0;164.0;243.0;-79.0;728.0
-22.0;-121.0;849.0;349.0;-512.0;612.0;-20.0;-334.0;15.0
591.0;-128.0;188.0;-17.0;-980.0;506.0;421.0;53.0;774.0
148.0;-131.0;156.0;323.0;-1093.0;530.0;202.0;37.0;810.0
125.0;-195.0;125.0;144.0;-1001.0;519.0;241.0;76.0;992.0
335.0;-188.0;34.0;198.0;-926.0;521.0;373.0;62.0;893.0
265.0;-118.0;-6.0;169.0;-991.0;412.0;441.0;34.0;941.0
125.0;-201.0;173.0;300.0;-960.0;516.0;445.0;129.0;900.0
127.0;-192.0;174.0;315.0;-976.0;517.0;420.0;159.0;859.0
-163.0;-532.0;593.0;722.0;-599.0;604.0;-58.0;-101.0;403.0
237.0;-259.0;161.0;208.0;-765.0;1091.0;258.0;97.0;1017.0
456.0;-78.0;316.0;339.0;-943.0;359.0;438.0;-79.0;734.0
279.0;-262.0;414.0;374.0;-855.0;137.0;293.0;62.0;830.0
306.0;-246.0;161.0;287.0;-1067.0;937.0;59.0;-299.0;766.0
121.0;-53.0;206.0;324.0;-1125.0;522.0;287.0;-127.0;782.0
216.0;-275.0;221.0;454.0;-942.0;1084.0;306.0;116.0;796.0
88.0;-148.0;220.0;393.0;-958.0;583.0;182.0;49.0;831.0
716.0;-73.0;377.0;114.0;-925.0;606.0;582.0;-47.0;656.0
132.0;-157.0;161.0;313.0;-984.0;524.0;366.0;164.0;875.0
