InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-38;78;66.0;40;-9;-30.0;668;701;-78;-9;-38;55;-35
14;72;130.0;21;-5;61.0;687;708;-72;-5;14;47;-35
5;39;192.0;25;-23;123.0;690;699;-39;-23;5;47;-35
-41;7;350.0;18;-26;66.0;692;704;-7;-26;-41;63;-36
-46;-2;95.0;20;35;131.0;684;703;2;35;-46;37;-36
-37;7;-283.0;13;-17;-371.0;687;708;-7;-17;-37;53;-36
-1153;-4736;-549.0;12;2123;-459.0;787;759;4736;2123;-1153;-375;-65
-8;-19;68.0;17;26;32.0;677;713;19;26;-8;32;-42
9;-1;63.0;17;2;37.0;672;717;1;2;9;27;-42
-11;-23;58.0;21;28;-58.0;663;720;23;28;-11;27;-43
-27;-6;50.0;19;27;-12.0;663;722;6;27;-27;28;-43
-34;-3;182.0;20;87;-36.0;656;729;3;87;-34;-9;-42
-56;-21;201.0;23;3;-18.0;656;725;21;3;-56;5;-42
-150;128;604.0;-114;-40;-1239.0;965;635;-128;-40;-150;-327;-35
10;-15;-322.0;114;22;-480.0;526;743;15;22;10;190;-35
-64;-54;-393.0;-5;-11;77.0;775;675;54;-11;-64;-28;-35
-2;-20;-307.0;40;-5;-435.0;672;707;20;-5;-2;48;-35
42;-46;-222.0;50;-19;-356.0;645;716;46;-19;42;63;-35
22;-63;-217.0;25;-36;130.0;704;695;63;-36;22;-1;-35
5;67;-98.0;10;25;142.0;693;719;-67;25;5;19;-46
-12;-77;144.0;12;-7;-334.0;684;712;77;-7;-12;23;-38
24;-51;129.0;17;-23;-407.0;692;699;51;-23;24;10;-38
-102;-143;-3.0;163;-425;-180.0;608;681;143;-425;-102;267;-43
11;41;320.0;14;3;-413.0;672;722;-41;3;11;16;-45
256;-110;-26.0;-46;-300;2.0;725;753;110;-300;256;164;-54
461;-173;34.0;51;210;66.0;653;706;173;210;461;177;-55
-54;327;42.0;-285;-2239;68.0;901;922;-327;-2239;-54;177;-52
754;1064;2.0;8;-4350;36.0;994;723;-1064;-4350;754;666;-47
1295;671;-10.0;603;-281;55.0;736;315;-671;-281;1295;896;-46
-476;-79;-1.0;320;4725;17.0;368;693;79;4725;-476;109;-48
-20;9;47.0;21;29;-217.0;649;733;-9;29;-20;-2;-45
-13;5;91.0;16;-5;-186.0;652;736;-5;-5;-13;-2;-45
23;3;110.0;15;-5;-288.0;655;735;-3;-5;23;-7;-45
20;-26;68.0;18;17;-323.0;649;737;26;17;20;-6;-45
2;-7;101.0;20;-23;-261.0;652;732;7;-23;2;-7;-45
-6;-30;109.0;17;-36;-215.0;658;731;30;-36;-6;-6;-45
6;-58;136.0;15;-35;-238.0;648;742;58;-35;6;3;-45
179;-157;91.0;-23;-348;-258.0;671;762;157;-348;179;-168;-42
-169;-271;104.0;-3;-370;-257.0;649;748;271;-370;-169;-209;-41
-354;965;138.0;-581;960;-270.0;1211;1077;-965;960;-354;310;-41
-352;136;126.0;97;206;-253.0;530;737;-136;206;-352;28;-42
-144;135;119.0;-6;169;-264.0;645;773;-135;169;-144;-29;-42
13;7;114.0;18;-4;-363.0;659;727;-7;-4;13;31;-45
-4;25;109.0;17;-4;-344.0;656;733;-25;-4;-4;22;-45
2;-9;149.0;12;-11;-268.0;657;739;9;-11;2;24;-45
-3;9;147.0;16;-30;-208.0;659;730;-9;-30;-3;33;-45
-13;-15;-53.0;11;11;22.0;656;739;15;11;-13;30;-44
-4;21;-37.0;16;1;28.0;653;736;-21;1;-4;31;-44
-5;45;-2.0;25;-5;28.0;652;726;-45;-5;-5;36;-45
1;44;-13.0;24;30;16.0;652;726;-44;30;1;33;-45
17;48;-22.0;19;23;11.0;652;732;-48;23;17;40;-45
31;38;-20.0;15;-12;34.0;656;733;-38;-12;31;40;-45
15;36;-20.0;12;-12;29.0;660;733;-36;-12;15;31;-45
7;46;-29.0;12;-4;19.0;661;734;-46;-4;7;32;-45
-6;16;72.0;20;19;-2.0;659;724;-16;19;-6;26;-45
-4;34;71.0;22;14;4.0;655;726;-34;14;-4;24;-45
6;49;73.0;15;-26;-6.0;666;726;-49;-26;6;23;-45
5;57;83.0;20;-7;1.0;662;724;-57;-7;5;23;-45
7;21;55.0;19;3;2.0;665;721;-21;3;7;23;-45
38;62;61.0;15;-40;17.0;672;719;-62;-40;38;26;-45
12;59;67.0;20;-57;12.0;670;715;-59;-57;12;27;-45
1;19;59.0;19;-22;6.0;667;719;-19;-22;1;18;-45
24;48;46.0;15;-32;-11.0;669;723;-48;-32;24;18;-46
-22;55;58.0;19;-75;13.0;669;718;-55;-75;-22;25;-46
-46;105;69.0;18;-25;4.0;671;717;-105;-25;-46;21;-46
-53;146;80.0;20;13;-1.0;671;714;-146;13;-53;20;-46
-74;171;81.0;20;-29;0.0;677;708;-171;-29;-74;20;-46
-55;210;61.0;22;-18;26.0;693;689;-210;-18;-55;39;-47
-690;-78;62.0;29;-736;13.0;719;652;78;-736;-690;39;-48
-727;-127;51.0;23;-764;1.0;714;665;127;-764;-727;31;-48
-761;-154;59.0;29;-809;0.0;715;658;154;-809;-761;22;-48
-768;-156;51.0;30;-799;0.0;734;635;156;-799;-768;41;-47
-611;-123;79.0;34;-643;0.0;704;660;123;-643;-611;24;-47
-323;-87;81.0;22;-409;-9.0;703;680;87;-409;-323;9;-47
4;24;-11.0;16;-29;9.0;661;729;-24;-29;4;11;-42
-14;26;9.0;17;-23;18.0;657;731;-26;-23;-14;14;-42
-11;-6;0.0;17;-45;18.0;659;730;6;-45;-11;17;-42
6;16;10.0;19;1;18.0;661;725;-16;1;6;12;-42
6;14;-12.0;22;7;-3.0;656;725;-14;7;6;11;-42
-3;-12;-7.0;19;-13;-5.0;661;724;12;-13;-3;12;-42
-8;11;0.0;12;-18;19.0;665;730;-11;-18;-8;15;-42
0;23;1.0;13;-2;6.0;660;733;-23;-2;0;14;-42
5;8;18.0;21;34;29.0;654;728;-8;34;5;10;-42
5;13;31.0;19;21;26.0;657;730;-13;21;5;11;-42
-3;22;30.0;17;-13;4.0;662;728;-22;-13;-3;15;-42
-12;-1;-36.0;19;-36;38.0;658;727;1;-36;-12;10;-42
-8;27;166.0;18;4;-351.0;647;739;-27;4;-8;-7;-41
29;31;177.0;19;20;-161.0;654;732;-31;20;29;-5;-41
-10;-15;15.0;20;0;-253.0;652;732;15;0;-10;-4;-41
-19;3;-112.0;17;-21;-301.0;655;732;-3;-21;-19;-5;-41
-10;-12;-135.0;15;-13;-317.0;655;736;12;-13;-10;-9;-41
12;13;150.0;22;13;-232.0;652;729;-13;13;12;-1;-41
16;3;136.0;19;14;-218.0;655;730;-3;14;16;-7;-41
104;-1660;-18.0;-249;1130;-25.0;1387;967;1660;1130;104;-230;-22
-1030;-2704;-64.0;517;666;-33.0;1369;327;2704;666;-1030;-529;-18
2208;3221;20.0;-408;-1545;0.0;1266;1358;-3221;-1545;2208;-680;-19
267;3087;9.0;-139;373;8.0;1475;998;-3087;373;267;-912;-22
404;2458;-9.0;101;-687;-30.0;886;891;-2458;-687;404;-785;-24
297;2581;13.0;77;-401;-24.0;1004;887;-2581;-401;297;-819;-24
279;2625;-7.0;75;-356;-18.0;1025;886;-2625;-356;279;-833;-24
334;2397;16.0;83;-510;-1.0;938;883;-2397;-510;334;-761;-25
26;-53;290.0;25;-28;-142.0;636;738;53;-28;26;-35;-40
0;-69;252.0;13;-44;-173.0;655;738;69;-44;0;-2;-40
-103;448;6.0;22;-179;-387.0;639;739;-448;-179;-103;18;-41
-220;1239;-70.0;20;-102;-432.0;619;776;-1239;-102;-220;7;-44
-12;160;-160.0;4;-76;-104.0;692;711;-160;-76;-12;57;-35
-306;489;-44.0;2;28;22.0;634;783;-489;28;-306;16;-38
-244;1114;78.0;55;-185;87.0;545;772;-1114;-185;-244;12;-39
-3;-26;168.0;19;-33;-177.0;669;720;26;-33;-3;-4;-39
-4;-45;716.0;17;4;-111.0;667;723;45;4;-4;7;-39
22;-35;349.0;21;-23;-205.0;668;717;35;-23;22;-1;-39
47;7;-718.0;24;6;-517.0;665;715;-7;6;47;-4;-39
-27;-30;-450.0;21;-5;-454.0;676;710;30;-5;-27;-8;-39
15;-16;-557.0;25;7;-471.0;672;707;16;7;15;-5;-39
4;-24;-558.0;22;8;-554.0;673;710;24;8;4;-6;-39
4;-43;-551.0;14;43;-473.0;674;720;43;43;4;-11;-39
11;-28;-556.0;17;28;-411.0;669;720;28;28;11;-19;-39
-1;-9;-586.0;23;12;-351.0;662;718;9;12;-1;-9;-39
15;6;-625.0;25;35;-455.0;654;722;-6;35;15;-3;-39
-6;-7;-556.0;23;19;-253.0;661;720;7;19;-6;-3;-39
-3;4;42.0;20;-23;-100.0;670;716;-4;-23;-3;9;-39
-9;-9;95.0;21;-44;-99.0;674;711;9;-44;-9;15;-39
5;-29;100.0;21;-30;-101.0;671;713;29;-30;5;7;-39
5;-41;119.0;25;-9;-95.0;662;716;41;-9;5;-6;-39
24;-15;144.0;20;-19;-83.0;667;717;15;-19;24;0;-39
-5;-20;255.0;20;3;-79.0;661;724;20;3;-5;-12;-39
32;-23;246.0;20;1;-103.0;658;727;23;1;32;-7;-39
-377;-788;-40.0;-63;330;1.0;778;728;788;330;-377;-85;-45
-135;-33;-13.0;33;70;59.0;619;754;33;70;-135;-62;-40
-51;9;27.0;24;92;51.0;684;696;-9;92;-51;65;-40
-31;-38;30.0;14;24;27.0;652;742;38;24;-31;13;-40
-55;-33;12.0;0;5;5.0;674;741;33;5;-55;32;-40
43;-7;-85.0;24;-26;-563.0;660;718;7;-26;43;24;-40
20;-60;-102.0;15;-39;-548.0;670;721;60;-39;20;27;-40
24;-69;-108.0;11;-32;-498.0;679;719;69;-32;24;28;-40
44;-31;-131.0;14;-36;-413.0;673;722;31;-36;44;19;-40
8;-41;-111.0;13;-37;-354.0;671;724;41;-37;8;21;-40
31;-32;-102.0;19;-21;-339.0;665;721;32;-21;31;21;-40
43;-8;-126.0;21;-44;-250.0;658;724;8;-44;43;27;-40
20;-16;-170.0;17;-38;-295.0;663;724;16;-38;20;36;-40
27;-4;-206.0;17;-58;-331.0;660;727;4;-58;27;32;-40
59;11;-180.0;7;-84;-386.0;674;729;-11;-84;59;21;-40
124;-34;-206.0;6;-54;-402.0;681;725;34;-54;124;19;-40
111;-66;-126.0;14;-99;-277.0;664;727;66;-99;111;13;-40
141;-80;-132.0;4;-88;-306.0;699;713;80;-88;141;-6;-40
109;-217;-141.0;-5;-150;-223.0;674;742;217;-150;109;13;-40
212;-371;-99.0;-23;-318;-214.0;727;725;371;-318;212;22;-40
257;-428;-44.0;-47;-391;-169.0;713;770;428;-391;257;91;-40
950;-581;213.0;94;-404;-146.0;473;812;581;-404;950;441;-39
2539;-570;257.0;336;144;-407.0;548;496;570;144;2539;600;-37
1789;74;128.0;305;1348;-168.0;646;414;-74;1348;1789;159;-38
113;762;24.0;60;2036;88.0;645;691;-762;2036;113;-15;-38
-173;548;40.0;-21;1898;-73.0;657;810;-548;1898;-173;87;-39
-543;18;35.0;37;1451;-48.0;428;906;-18;1451;-543;-52;-41
-62;-173;-14.0;-3;619;16.0;430;960;173;619;-62;55;-41
-22;-148;-31.0;-56;538;-36.0;435;1019;148;538;-22;-9;-41
-129;-298;-62.0;-3;652;-103.0;464;925;298;652;-129;36;-40
-277;-596;-24.0;28;878;-104.0;609;759;596;878;-277;17;-37
-112;-518;-44.0;-119;670;-48.0;827;786;518;670;-112;-15;-37
-26;-12;-56.0;21;40;-194.0;657;727;12;40;-26;-36;-39
-24;-10;-34.0;21;36;-154.0;658;727;10;36;-24;-35;-39
-32;9;19.0;17;35;-148.0;666;723;-9;35;-32;-27;-39
-36;14;65.0;16;38;-163.0;668;722;-14;38;-36;-26;-39
-934;707;-7.0;-160;-1984;-225.0;964;724;-707;-1984;-934;134;-39
-1117;635;54.0;-139;-2113;-191.0;980;678;-635;-2113;-1117;71;-39
-719;849;40.0;-167;-2095;-96.0;955;743;-849;-2095;-719;160;-39
-1416;432;2.0;-93;-1974;-32.0;956;635;-432;-1974;-1416;33;-38
-2500;-195;-1.0;363;-1426;-58.0;521;407;195;-1426;-2500;-2;-38
-1302;1130;-17.0;388;-341;-143.0;65;862;-1130;-341;-1302;912;-38
-1145;1576;-15.0;-376;1392;-161.0;636;1452;-1576;1392;-1145;1465;-38
-728;494;-13.0;-308;857;-147.0;879;1041;-494;857;-728;578;-40
-412;-225;-52.0;-966;-206;-56.0;1497;1443;225;-206;-412;-2943;-39
-95;14;-10.0;-492;-66;-82.0;1134;1076;-14;-66;-95;-1659;-39
-1;128;-7.0;29;-1;-74.0;665;706;-128;-1;-1;151;-39
1;71;48.0;42;-72;-115.0;642;711;-71;-72;1;68;-39
42;-4;120.0;12;-87;-124.0;668;733;4;-87;42;-66;-39
24;-31;223.0;26;-88;-116.0;650;724;31;-88;24;48;-39
53;-13;254.0;11;-75;-53.0;667;734;13;-75;53;-51;-39
32;-8;251.0;17;-49;-28.0;657;731;8;-49;32;5;-39
8;-13;276.0;17;-33;-76.0;659;732;13;-33;8;-13;-39
-27;18;-10.0;16;-4;9.0;654;735;-18;-4;-27;12;-39
-20;0;-20.0;17;-7;9.0;652;735;0;-7;-20;10;-39
-8;1;-39.0;18;-10;28.0;653;733;-1;-10;-8;15;-39
-19;-2;-12.0;17;18;9.0;656;732;2;18;-19;14;-39
-39;13;10.0;15;3;27.0;656;734;-13;3;-39;14;-39
-33;12;-21.0;14;-25;17.0;658;735;-12;-25;-33;16;-39
-25;22;-21.0;18;-6;20.0;656;732;-22;-6;-25;21;-39
-17;18;-29.0;17;-11;24.0;656;733;-18;-11;-17;11;-39
-20;-11;-4.0;17;-13;10.0;655;733;11;-13;-20;11;-39
-51;-25;-5.0;18;2;20.0;656;729;25;2;-51;17;-39
-13;-16;-8.0;17;-11;17.0;654;733;16;-11;-13;15;-39
-25;0;10.0;16;-16;26.0;655;734;0;-16;-25;17;-39
-25;37;-27.0;23;-5;16.0;656;725;-37;-5;-25;19;-39
-25;38;-40.0;23;-5;8.0;656;724;-38;-5;-25;19;-39
-14;-4;-37.0;17;-5;12.0;651;737;4;-5;-14;16;-39
15;-7;-12.0;16;0;34.0;651;737;7;0;15;8;-39
2;3;-14.0;18;5;28.0;654;733;-3;5;2;9;-39
-29;0;-25.0;18;-8;17.0;651;735;0;-8;-29;16;-39
-25;1;-24.0;22;-4;17.0;652;729;-1;-4;-25;13;-39
-32;-8;-1.0;20;-11;28.0;654;730;8;-11;-32;7;-39
-39;-3;-28.0;15;-32;39.0;654;736;3;-32;-39;10;-39
-23;40;18.0;17;-3;34.0;657;730;-40;-3;-23;11;-39
-13;30;-34.0;20;-25;38.0;651;731;-30;-25;-13;11;-39
-31;-2;-38.0;22;-37;21.0;646;735;2;-37;-31;14;-39
-45;1;-19.0;20;16;17.0;652;732;-1;16;-45;13;-39
-24;36;-2.0;22;-6;19.0;650;730;-36;-6;-24;15;-39
-11;16;-23.0;23;-4;27.0;648;732;-16;-4;-11;9;-39
-2;-26;-29.0;22;41;27.0;650;731;26;41;-2;9;-39
6;-7;1.0;20;-12;19.0;650;734;7;-12;6;9;-39
-13;-9;-20.0;19;-19;27.0;657;728;9;-19;-13;15;-39
-34;2;-30.0;20;-25;26.0;655;730;-2;-25;-34;17;-39
-17;20;-30.0;21;-24;16.0;650;733;-20;-24;-17;10;-39
-9;14;-27.0;17;-37;11.0;652;736;-14;-37;-9;6;-39
-6;19;-8.0;18;15;13.0;654;734;-19;15;-6;4;-39
-5;1;-34.0;16;6;19.0;652;738;-1;6;-5;13;-39
14;3;-25.0;25;2;26.0;650;727;-3;2;14;16;-39
1;-6;-44.0;23;13;3.0;651;728;6;13;1;19;-39
15;7;-27.0;15;-19;21.0;650;739;-7;-19;15;8;-39
5;12;-10.0;23;16;28.0;646;733;-12;16;5;11;-39
-27;24;-39.0;24;17;26.0;647;731;-24;17;-27;5;-39
-52;4;-38.0;18;23;26.0;651;736;-4;23;-52;10;-39
-16;8;-41.0;15;9;8.0;652;739;-8;9;-16;17;-39
9;9;-35.0;16;-41;26.0;648;740;-9;-41;9;20;-39
53;-1;-19.0;87;-49;11.0;609;678;1;-49;53;83;-38
3854;-1865;-125.0;102;3547;-123.0;866;573;1865;3547;3854;680;-28
-4;22;-10.0;20;-35;-8.0;654;730;-22;-35;-4;25;-41
4;-13;-38.0;17;4;44.0;658;731;13;4;4;16;-41
34;6;-20.0;16;25;18.0;661;729;-6;25;34;16;-40
-49;13;-37.0;20;15;36.0;652;731;-13;15;-49;20;-40
-32;21;-20.0;18;46;36.0;665;723;-21;46;-32;34;-41
-3;19;-39.0;23;12;26.0;661;719;-19;12;-3;52;-41
-27;51;-20.0;14;-3;17.0;667;724;-51;-3;-27;53;-41
301;-3740;-139.0;481;560;-204.0;724;797;3740;560;301;282;-71
-161;-3961;-52.0;498;1126;-236.0;463;651;3961;1126;-161;-46;-72
-80;38;-52.0;39;-33;634.0;758;637;-38;-33;-80;-4;-37
-40;-17;665.0;17;2;293.0;655;741;17;2;-40;21;-37
-43;-25;1208.0;11;58;-582.0;641;754;25;58;-43;55;-37
-75;35;-30.0;33;37;-939.0;701;680;-35;37;-75;62;-37
2228;-130;44.0;37;2565;-57.0;2133;-468;130;2565;2228;-184;-39
700;1452;56.0;358;-109;33.0;3200;-1812;-1452;-109;700;-1072;-39
-741;-140;52.0;202;-590;-21.0;1928;-615;140;-590;-741;-199;-40
-289;-406;28.0;-67;307;-70.0;489;988;406;307;-289;397;-40
-48;-37;-15.0;15;42;-291.0;659;732;37;42;-48;37;-43
-35;-4;63.0;23;25;-184.0;666;714;4;25;-35;39;-43
-52;34;45.0;24;14;-186.0;657;719;-34;14;-52;74;-43
17;-1;179.0;25;5;-206.0;661;715;1;5;17;62;-43
12;-12;167.0;25;-30;-93.0;660;716;12;-30;12;48;-43
-2;-7;128.0;25;-40;-65.0;658;717;7;-40;-2;50;-43
10;-14;95.0;24;-30;-64.0;659;718;14;-30;10;45;-43
128;-53;-369.0;14;-156;-148.0;653;741;53;-156;128;2;-43
-1142;-546;-42.0;1158;-491;25.0;1482;-451;546;-491;-1142;-822;-20
530;-635;-66.0;447;-1327;-28.0;795;421;635;-1327;530;-241;-19
2354;-258;6.0;-480;-2465;13.0;-440;1714;258;-2465;2354;335;-20
-1914;-3655;48.0;-710;1490;-194.0;1285;1160;3655;1490;-1914;-11;-41
-1543;-4142;91.0;-862;1611;-185.0;1746;1197;4142;1611;-1543;-328;-32
-1359;-3654;70.0;-692;1393;-209.0;2270;903;3654;1393;-1359;-85;-24
294;-2389;81.0;1212;564;-223.0;2541;-795;2389;564;294;-617;-16
785;-3885;117.0;2723;1043;-186.0;3214;-2259;3885;1043;785;-1286;-12
1348;-512;256.0;1418;-455;72.0;1754;-758;512;-455;1348;-576;-15
571;1829;148.0;-487;-573;141.0;981;1121;-1829;-573;571;-551;-35
240;-588;-145.0;202;-126;177.0;505;602;588;-126;240;-85;-36
-49;419;-101.0;-83;69;-209.0;742;805;-419;69;-49;-4;-36
-6;-23;-7.0;59;104;-32.0;645;700;23;104;-6;26;-36
27;39;-90.0;35;-21;145.0;671;712;-39;-21;27;32;-37
-58;70;-14.0;40;-22;124.0;669;722;-70;-22;-58;31;-42
2656;-2303;-537.0;45;2046;-296.0;1080;293;2303;2046;2656;371;-50
2176;-1817;-569.0;-28;1919;-326.0;1120;352;1817;1919;2176;439;-47
1947;-1803;-506.0;-21;1611;-464.0;1111;424;1803;1611;1947;422;-45
-2032;-3402;-390.0;708;1579;-400.0;132;880;3402;1579;-2032;-712;-75
-2408;-4070;-513.0;360;1121;-622.0;291;931;4070;1121;-2408;-1140;-76
-2662;-4630;-455.0;-10;276;-366.0;531;1079;4630;276;-2662;-1328;-72
-2909;-4875;-481.0;-394;-918;-272.0;871;1084;4875;-918;-2909;-1119;-62
-2360;-5115;-449.0;-628;-1068;-318.0;1040;1188;5115;-1068;-2360;-581;-49
-2700;-4698;-437.0;-1333;-466;-323.0;1748;1528;4698;-466;-2700;-868;-41
-2214;-5141;-458.0;-1508;6;-390.0;2445;1394;5141;6;-2214;-1016;-33
-1412;-5239;-376.0;487;260;-488.0;2514;-396;5239;260;-1412;-593;-22
-4153;-925;-334.0;2592;-1024;-468.0;2576;-2127;925;-1024;-4153;-1517;-15
-86;-57;-47.0;-4;101;-280.0;693;724;57;101;-86;57;-46
31;0;-4.0;23;96;-175.0;656;720;0;96;31;97;-46
3;52;64.0;17;-100;-155.0;674;711;-52;-100;3;81;-46
159;15;50.0;13;-83;-164.0;667;726;-15;-83;159;62;-46
165;59;-4.0;-21;-189;-140.0;692;747;-59;-189;165;104;-46
-220;322;-5.0;-21;-597;25.0;574;863;-322;-597;-220;40;-46
103;631;32.0;136;-525;-67.0;318;909;-631;-525;103;-129;-46
-1090;620;70.0;-276;-858;-245.0;1166;614;-620;-858;-1090;67;-47
-2233;-200;4.0;-952;-339;-38.0;2219;452;200;-339;-2233;598;-49
-1476;-897;-49.0;-509;-278;-4.0;1697;372;897;-278;-1476;466;-48
-1650;-571;1.0;182;-2063;-165.0;1038;129;571;-2063;-1650;7;-45
-1768;34;-40.0;42;-1889;-98.0;1109;251;-34;-1889;-1768;201;-45
-1561;583;-85.0;61;-1427;-103.0;977;335;-583;-1427;-1561;277;-46
-1678;746;-104.0;301;-1795;-136.0;814;166;-746;-1795;-1678;126;-46
-1591;798;-52.0;146;-1584;-120.0;865;327;-798;-1584;-1591;216;-46
-1548;1230;28.0;134;-1665;-64.0;702;501;-1230;-1665;-1548;223;-50
-1484;1319;37.0;223;-1511;-17.0;587;503;-1319;-1511;-1484;201;-52
-1586;1106;117.0;74;-1221;-16.0;668;655;-1106;-1221;-1586;198;-54
25;2;99.0;8;-15;-107.0;698;706;-2;-15;25;39;-43
-1;-7;-199.0;22;-12;79.0;671;710;7;-12;-1;39;-43
6;8;-45.0;21;-15;-45.0;669;713;-8;-15;6;44;-43
6;10;8.0;18;26;-98.0;677;711;-10;26;6;33;-43
-8;-20;-43.0;14;14;-21.0;683;711;20;14;-8;29;-43
-48;3;-76.0;15;52;-115.0;679;713;-3;52;-48;33;-43
-8;9;-122.0;15;26;-47.0;680;711;-9;26;-8;34;-43
3031;1450;99.0;217;4827;-119.0;721;462;-1450;4827;3031;-240;-46
3621;1434;73.0;235;3630;-118.0;477;725;-1434;3630;3621;-234;-46
-26;-26;139.0;29;-4;-62.0;658;716;26;-4;-26;44;-42
-4;58;139.0;2;-33;-85.0;654;736;-58;-33;-4;55;-43
-165;-242;122.0;102;140;-80.0;652;658;242;140;-165;3;-42
1135;730;111.0;-253;-1032;-46.0;777;945;-730;-1032;1135;269;-46
6126;1071;156.0;-506;-3912;-30.0;1373;1128;-1071;-3912;6126;891;-49
2036;-942;370.0;252;3018;-163.0;648;675;942;3018;2036;50;-58
-338;1970;104.0;58;-171;-70.0;543;837;-1970;-171;-338;19;-54
-303;3312;82.0;119;-324;7.0;490;823;-3312;-324;-303;156;-57
402;5769;162.0;67;-1601;47.0;679;829;-5769;-1601;402;536;-68
726;7687;188.0;132;-2390;115.0;622;742;-7687;-2390;726;719;-71
621;5429;239.0;-218;-1702;-64.0;1038;987;-5429;-1702;621;526;-74
944;4125;298.0;-1326;-1276;-134.0;2250;1477;-4125;-1276;944;217;-84
848;3934;458.0;-1052;-1285;-257.0;1973;1387;-3934;-1285;848;282;-82
609;-844;804.0;563;-700;188.0;477;977;844;-700;609;693;-79
1411;-3669;265.0;733;356;885.0;328;683;3669;356;1411;752;-77
450;639;-203.0;-75;-522;117.0;800;810;-639;-522;450;-27;-27
489;325;63.0;10;-357;-443.0;709;709;-325;-357;489;299;-28
-29;-19;5.0;17;6;-66.0;676;714;19;6;-29;15;-43
-1;-37;34.0;18;9;-70.0;668;720;37;9;-1;14;-43
14;-32;230.0;18;-49;-185.0;660;726;32;-49;14;37;-43
14;-21;177.0;16;-45;-342.0;662;727;21;-45;14;36;-43
-13;-20;88.0;18;-45;-312.0;662;726;20;-45;-13;34;-43
10;-28;80.0;20;-43;-291.0;660;724;28;-43;10;31;-43
34;-38;42.0;19;-31;-151.0;663;723;38;-31;34;31;-43
12;-24;42.0;21;-43;-123.0;658;724;24;-43;12;33;-43
-18;-128;70.0;19;17;-97.0;662;721;128;17;-18;49;-42
-164;-46;53.0;-4;4;-103.0;680;739;46;4;-164;13;-42
411;358;198.0;182;-313;141.0;576;639;-358;-313;411;-205;-37
106;309;116.0;-149;-109;69.0;781;846;-309;-109;106;-44;-38
68;256;65.0;-92;-62;28.0;720;822;-256;-62;68;-51;-38
3;117;59.0;91;7;29.0;604;697;-117;7;3;-23;-38
-30;5;477.0;21;44;-303.0;682;705;-5;44;-30;17;-13
-28;-10;700.0;24;26;694.0;679;701;10;26;-28;28;-13
-63;10;-1011.0;14;54;-525.0;686;709;-10;54;-63;27;-13
219;-454;-431.0;-172;622;-818.0;974;657;454;622;219;364;-23
-215;-285;-88.0;36;783;-751.0;1123;260;285;783;-215;443;-27
-760;-179;-63.0;197;-327;-302.0;866;336;179;-327;-760;-66;-27
-57;-1;67.0;22;77;21.0;673;711;1;77;-57;47;-40
-2;-11;81.0;11;10;-6.0;720;669;11;10;-2;58;-46
-2;-33;42.0;38;6;-36.0;499;939;33;6;-2;0;-5
471;1142;-188.0;-489;-437;-168.0;1464;923;-1142;-437;471;-818;-42
188;181;-176.0;-8;-71;-188.0;684;729;-181;-71;188;8;-43
-74;228;-18.0;36;150;-143.0;611;739;-228;150;-74;26;-44
-136;292;109.0;-9;166;-81.0;761;721;-292;166;-136;-81;-44
-9;161;306.0;19;120;136.0;630;712;-161;120;-9;169;-44
-97;236;247.0;-7;139;194.0;726;727;-236;139;-97;-21;-45
-75;154;39.0;18;116;13.0;687;709;-154;116;-75;33;-45
41;15;-47.0;12;3;-147.0;685;711;-15;3;41;46;-43
-126;88;684.0;-40;7;-252.0;697;776;-88;7;-126;52;-38
10;46;-81.0;53;29;-1007.0;651;701;-46;29;10;27;-38
-55;57;-457.0;11;2;285.0;665;740;-57;2;-55;31;-38
-46;45;-249.0;21;-4;-21.0;668;726;-45;-4;-46;30;-38
-37;36;-140.0;25;-3;-333.0;661;724;-36;-3;-37;12;-38
108;281;607.0;-23;-262;-316.0;800;675;-281;-262;108;106;-62
100;-126;839.0;144;-58;-838.0;608;723;126;-58;100;-9;-62
86;9;64.0;71;-85;1059.0;692;700;-9;-85;86;32;-62
76;-9;575.0;51;-82;588.0;710;702;9;-82;76;27;-62
2632;-1693;-628.0;-58;-1663;-384.0;761;833;1693;-1663;2632;485;-47
6127;-720;-527.0;226;-470;-371.0;1591;131;720;-470;6127;998;-43
8380;-365;-112.0;387;-1061;-144.0;2079;-189;365;-1061;8380;1475;-42
4064;-75;-286.0;170;2055;-217.0;1332;141;75;2055;4064;346;-44
-143;1140;-193.0;-38;6123;-650.0;614;517;-1140;6123;-143;-938;-49
352;1385;223.0;-2;3144;-128.0;492;891;-1385;3144;352;-465;-54
-746;1659;258.0;50;714;747.0;452;983;-1659;714;-746;-243;-57
-1265;1582;775.0;-70;30;-348.0;523;1097;-1582;30;-1265;-252;-59
