InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accZ;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;Accelerometer LWR accZ;InertialMeasurementUnit R-SHOE EuY
-67;507.0;119.0;21.0;?;132.0;?;-141.0;143.0;-22
-71;513.0;225.0;36.0;1023.0;131.0;?;-10.0;159.0;-24
-70;?;309.0;55.0;948.0;132.0;-77.0;126.0;246.0;-26
-68;?;318.0;73.0;950.0;?;-62.0;200.0;321.0;-32
-67;?;183.0;94.0;1147.0;?;-51.0;490.0;465.0;-43
-67;?;244.0;111.0;1224.0;120.0;-45.0;491.0;570.0;-59
-67;?;-56.0;134.0;1523.0;122.0;-51.0;516.0;484.0;-74
-66;?;-179.0;154.0;1271.0;121.0;-67.0;426.0;568.0;-79
-66;?;-106.0;169.0;621.0;118.0;-86.0;299.0;486.0;-76
-66;561.0;32.0;180.0;1911.0;114.0;-121.0;428.0;336.0;-74
-66;564.0;75.0;191.0;1812.0;111.0;-143.0;274.0;324.0;-74
-66;556.0;118.0;203.0;1540.0;117.0;-159.0;177.0;370.0;-70
-66;558.0;151.0;217.0;1296.0;124.0;-170.0;213.0;359.0;?
-66;549.0;166.0;235.0;1073.0;137.0;-184.0;349.0;305.0;?
-66;545.0;143.0;239.0;947.0;144.0;-205.0;?;347.0;?
-66;532.0;101.0;234.0;?;146.0;-233.0;?;414.0;?
-65;525.0;60.0;224.0;?;146.0;-263.0;?;482.0;?
-66;519.0;-34.0;207.0;?;144.0;-293.0;?;468.0;-5
-64;513.0;?;187.0;?;143.0;-325.0;?;544.0;3
-63;514.0;?;?;717.0;134.0;-351.0;?;544.0;7
-67;514.0;?;?;1163.0;126.0;-371.0;?;461.0;7
-58;520.0;?;?;62.0;116.0;-388.0;?;615.0;-3
-62;522.0;?;?;570.0;109.0;-394.0;?;600.0;-15
-10;534.0;?;?;186.0;103.0;-395.0;?;398.0;-19
80;542.0;?;?;1648.0;98.0;-400.0;?;487.0;-20
77;568.0;?;?;2311.0;89.0;-403.0;?;490.0;-21
58;599.0;?;?;118.0;84.0;-403.0;?;463.0;-21
48;634.0;169.0;?;1180.0;84.0;-399.0;?;369.0;-21
15;681.0;144.0;?;1383.0;80.0;-375.0;?;299.0;-22
-9;732.0;129.0;?;987.0;81.0;-335.0;101.0;237.0;-22
-28;787.0;107.0;?;1112.0;73.0;-290.0;4.0;?;-22
-42;836.0;111.0;?;884.0;65.0;-259.0;-64.0;162.0;-23
-48;877.0;?;?;1134.0;50.0;-243.0;-83.0;140.0;-24
-53;904.0;?;?;936.0;43.0;-227.0;-117.0;124.0;-24
-60;924.0;?;-121.0;842.0;25.0;-205.0;-110.0;63.0;-26
-63;937.0;?;-126.0;949.0;13.0;-173.0;-10.0;166.0;-26
-63;947.0;?;-125.0;932.0;15.0;-148.0;86.0;220.0;-27
-65;955.0;?;-127.0;899.0;11.0;-128.0;87.0;267.0;-38
-64;957.0;?;-126.0;1081.0;14.0;?;227.0;376.0;-48
-63;962.0;?;-126.0;1121.0;9.0;?;241.0;443.0;-64
-64;961.0;?;-122.0;?;12.0;?;301.0;518.0;-74
-62;966.0;?;-123.0;?;19.0;?;332.0;550.0;-69
-62;962.0;-126.0;-126.0;?;?;?;231.0;497.0;-65
-62;962.0;10.0;-133.0;?;?;?;349.0;379.0;-65
-62;969.0;-8.0;-138.0;?;?;?;387.0;412.0;-65
-62;963.0;114.0;-153.0;?;?;?;247.0;345.0;-65
-62;960.0;149.0;-169.0;?;?;?;204.0;306.0;-61
-62;947.0;152.0;-187.0;?;?;-236.0;301.0;315.0;-53
-62;938.0;156.0;-216.0;?;?;-251.0;411.0;348.0;-43
-62;924.0;114.0;-247.0;?;?;-263.0;433.0;?;-30
-60;912.0;99.0;-274.0;?;?;-279.0;417.0;?;-20
-63;897.0;54.0;-300.0;?;?;-293.0;419.0;?;-8
-59;886.0;77.0;-328.0;?;?;-307.0;451.0;?;3
-63;878.0;131.0;-361.0;645.0;?;-319.0;506.0;?;6
-63;867.0;215.0;-393.0;1142.0;?;-333.0;504.0;?;2
-52;867.0;193.0;-419.0;-87.0;26.0;-340.0;713.0;?;-6
-64;861.0;?;-437.0;740.0;15.0;-344.0;715.0;?;-12
2;864.0;?;-447.0;-10.0;9.0;-339.0;565.0;?;-17
83;863.0;322.0;-445.0;1848.0;2.0;-336.0;371.0;?;-20
63;873.0;304.0;-434.0;2174.0;?;-326.0;327.0;?;-19
46;881.0;205.0;-417.0;138.0;?;-318.0;283.0;?;-20
27;894.0;85.0;-403.0;1189.0;?;-306.0;291.0;?;-20
5;901.0;59.0;?;1265.0;?;-285.0;202.0;274.0;-20
-16;905.0;61.0;?;1237.0;?;-264.0;75.0;223.0;-21
-41;907.0;62.0;?;951.0;?;-242.0;-15.0;157.0;-22
-48;?;54.0;?;891.0;?;-226.0;-81.0;147.0;-22
-57;?;49.0;?;1098.0;?;-209.0;-95.0;100.0;-22
-64;911.0;99.0;?;890.0;?;-190.0;-122.0;72.0;-23
-67;907.0;207.0;?;766.0;?;-167.0;-110.0;96.0;-23
-69;887.0;283.0;?;871.0;?;-145.0;-11.0;203.0;-24
-69;878.0;441.0;?;1041.0;?;-126.0;140.0;178.0;-25
-70;868.0;375.0;?;926.0;?;?;117.0;240.0;-31
-69;856.0;174.0;?;1068.0;64.0;?;186.0;339.0;-43
-71;848.0;183.0;-261.0;?;?;?;309.0;447.0;-54
-72;840.0;-53.0;-243.0;?;?;?;205.0;492.0;-69
-71;840.0;-279.0;-229.0;?;74.0;?;326.0;426.0;-75
-71;829.0;?;-219.0;?;82.0;-161.0;341.0;443.0;-70
-71;?;?;-209.0;1687.0;87.0;-171.0;454.0;344.0;-69
-71;?;?;-194.0;2197.0;91.0;-187.0;398.0;337.0;-68
-71;?;?;-186.0;1681.0;95.0;-193.0;191.0;344.0;-66
-71;?;?;-185.0;1413.0;97.0;-196.0;206.0;358.0;-63
-71;?;187.0;-186.0;1135.0;99.0;-206.0;371.0;334.0;-54
-71;?;169.0;-189.0;975.0;98.0;-216.0;439.0;355.0;-44
-71;?;115.0;-195.0;763.0;96.0;-229.0;484.0;423.0;-36
-71;?;112.0;-203.0;800.0;91.0;-239.0;468.0;462.0;-23
-71;?;20.0;-209.0;648.0;82.0;-251.0;447.0;487.0;-11
-71;?;16.0;-219.0;476.0;69.0;-261.0;445.0;490.0;0
-71;?;149.0;-228.0;?;57.0;-271.0;503.0;501.0;6
-72;741.0;208.0;-241.0;?;45.0;?;?;464.0;4
-72;736.0;183.0;-254.0;?;38.0;?;?;595.0;-1
-62;728.0;162.0;-256.0;?;32.0;?;?;546.0;-8
-19;729.0;94.0;-256.0;?;31.0;-273.0;?;?;-15
46;728.0;187.0;-248.0;?;28.0;-265.0;?;?;-19
64;733.0;211.0;-242.0;2071.0;21.0;-254.0;?;?;-19
42;734.0;214.0;-224.0;520.0;22.0;-241.0;?;?;-19
29;747.0;132.0;-214.0;930.0;?;-227.0;?;?;-19
5;755.0;123.0;-205.0;1000.0;?;-207.0;?;?;-19
-17;765.0;130.0;-194.0;1238.0;?;-183.0;?;?;-20
-33;779.0;188.0;-189.0;985.0;?;-163.0;?;?;-20
-50;785.0;223.0;-186.0;888.0;45.0;-151.0;?;?;-20
-57;804.0;270.0;-180.0;1120.0;45.0;-149.0;?;-16.0;-21
-62;819.0;293.0;-170.0;1020.0;44.0;-149.0;?;0.0;-21
-62;828.0;231.0;-172.0;789.0;37.0;-144.0;?;58.0;-22
-67;824.0;227.0;-174.0;942.0;29.0;-134.0;?;134.0;-23
-75;814.0;284.0;-178.0;1004.0;15.0;-120.0;?;210.0;-26
-75;802.0;186.0;-177.0;972.0;-2.0;-107.0;?;282.0;-32
-72;795.0;10.0;-175.0;1047.0;-17.0;-93.0;?;411.0;-41
-73;789.0;86.0;-163.0;1162.0;-31.0;-78.0;?;416.0;-54
-74;784.0;-25.0;-146.0;1174.0;-38.0;-76.0;?;?;-70
?;791.0;-188.0;-127.0;1758.0;-37.0;-86.0;?;?;?
?;788.0;-154.0;-105.0;828.0;-26.0;-97.0;313.0;?;?
?;785.0;91.0;-83.0;?;-18.0;-105.0;275.0;?;?
?;780.0;104.0;-55.0;?;-2.0;-119.0;335.0;?;?
?;780.0;62.0;-31.0;?;?;-129.0;305.0;?;?
?;781.0;28.0;-10.0;?;?;-130.0;265.0;?;?
?;775.0;26.0;8.0;?;?;-140.0;332.0;?;?
?;764.0;51.0;17.0;?;?;-154.0;424.0;?;?
-70;750.0;61.0;17.0;786.0;?;-176.0;446.0;?;?
-71;741.0;60.0;10.0;836.0;?;-201.0;417.0;?;?
-71;726.0;37.0;3.0;642.0;?;-231.0;406.0;?;?
-67;717.0;56.0;-8.0;570.0;?;-261.0;446.0;?;-5
-74;707.0;153.0;-19.0;677.0;?;-291.0;488.0;?;0
-64;705.0;168.0;-36.0;1103.0;?;?;447.0;?;4
-74;701.0;154.0;-55.0;1059.0;?;?;552.0;?;-5
-59;698.0;95.0;-80.0;?;?;?;618.0;?;-13
46;700.0;172.0;-102.0;?;?;?;584.0;?;-19
93;706.0;322.0;-121.0;?;?;-388.0;521.0;?;-21
89;725.0;354.0;-137.0;?;14.0;-398.0;455.0;?;-21
81;?;275.0;-153.0;?;12.0;-405.0;463.0;?;-21
42;?;138.0;-167.0;?;13.0;-400.0;415.0;399.0;-22
14;?;111.0;-179.0;1062.0;17.0;-384.0;275.0;301.0;-22
-18;?;85.0;-196.0;?;18.0;-362.0;129.0;272.0;-23
-41;?;51.0;-218.0;?;14.0;-327.0;22.0;271.0;-23
-48;?;61.0;-238.0;917.0;5.0;?;-29.0;231.0;-24
-54;?;64.0;-255.0;1017.0;-5.0;?;-54.0;164.0;-25
-58;?;108.0;-268.0;1122.0;-8.0;?;-97.0;112.0;-26
-62;?;166.0;-273.0;871.0;-16.0;?;-36.0;174.0;-26
-63;?;246.0;-276.0;852.0;-24.0;?;74.0;226.0;-28
?;?;330.0;-277.0;981.0;-28.0;?;?;256.0;-32
?;?;170.0;-271.0;839.0;-29.0;?;?;282.0;?
?;?;100.0;-268.0;1006.0;-27.0;?;?;374.0;-50
?;?;73.0;-257.0;1219.0;-24.0;?;?;375.0;-66
?;?;-142.0;-244.0;1374.0;-17.0;?;?;424.0;-75
?;?;-183.0;-232.0;1156.0;-4.0;?;?;500.0;-74
?;?;-33.0;-220.0;187.0;10.0;?;?;441.0;-68
?;986.0;70.0;-214.0;1778.0;19.0;?;?;360.0;?
?;971.0;142.0;-208.0;2038.0;31.0;?;?;369.0;?
?;966.0;145.0;-217.0;1787.0;39.0;?;?;362.0;-66
?;956.0;141.0;-224.0;1360.0;48.0;-197.0;?;352.0;-61
?;948.0;172.0;-234.0;1175.0;53.0;-235.0;?;310.0;-53
?;935.0;168.0;-248.0;899.0;57.0;-262.0;?;429.0;-43
?;923.0;83.0;-269.0;860.0;62.0;-286.0;523.0;517.0;-31
?;915.0;-1.0;-288.0;746.0;53.0;-313.0;430.0;520.0;-20
?;902.0;-57.0;-312.0;622.0;43.0;-337.0;432.0;538.0;-11
-62;895.0;-7.0;?;376.0;25.0;-358.0;486.0;560.0;-1
-64;883.0;149.0;?;1043.0;?;-379.0;454.0;517.0;0
-61;876.0;200.0;?;939.0;?;-392.0;565.0;544.0;-4
-59;867.0;195.0;-415.0;-357.0;?;-395.0;694.0;720.0;-10
-20;860.0;?;-433.0;655.0;?;?;694.0;438.0;-19
49;851.0;?;-443.0;338.0;?;?;610.0;447.0;-23
67;853.0;?;-446.0;2085.0;-38.0;?;432.0;565.0;-24
54;861.0;?;-442.0;1335.0;-45.0;?;373.0;500.0;-24
44;872.0;?;-432.0;530.0;-49.0;-373.0;431.0;442.0;-24
25;888.0;?;-418.0;1007.0;-47.0;-363.0;405.0;296.0;-24
4;897.0;?;-403.0;1156.0;-40.0;-343.0;274.0;294.0;-24
-13;909.0;?;-395.0;1346.0;-34.0;-324.0;99.0;261.0;-24
-34;919.0;?;-387.0;954.0;-28.0;-306.0;-47.0;262.0;-25
-49;?;?;-379.0;1060.0;-24.0;-293.0;-64.0;218.0;-25
-56;?;?;-366.0;1053.0;-21.0;-272.0;?;207.0;-25
-63;?;?;-359.0;863.0;-25.0;-240.0;?;168.0;-25
-67;?;?;-351.0;849.0;-31.0;-197.0;?;154.0;-26
-71;?;?;-344.0;864.0;-29.0;-154.0;?;205.0;-27
-71;?;?;-336.0;984.0;-29.0;-118.0;?;268.0;-29
-69;?;219.0;-326.0;874.0;-25.0;-94.0;236.0;386.0;-34
-67;?;19.0;-318.0;1163.0;-25.0;-84.0;285.0;511.0;-42
-69;?;123.0;-306.0;1187.0;-29.0;-88.0;383.0;485.0;?
-72;872.0;95.0;-293.0;1507.0;-32.0;-103.0;482.0;386.0;?
-70;868.0;-56.0;-278.0;1083.0;-26.0;-128.0;567.0;496.0;?
-69;868.0;-164.0;-268.0;464.0;-19.0;?;306.0;713.0;?
-68;879.0;-77.0;-261.0;1840.0;-16.0;?;246.0;516.0;?
-68;877.0;-61.0;-252.0;1952.0;-13.0;?;370.0;412.0;?
-68;875.0;-28.0;-251.0;1645.0;-8.0;?;366.0;?;?
-69;875.0;17.0;-253.0;1257.0;-1.0;?;307.0;?;-65
-69;874.0;94.0;-260.0;1056.0;8.0;?;303.0;?;-62
-68;867.0;137.0;-271.0;839.0;12.0;?;332.0;?;-53
-68;860.0;137.0;-291.0;769.0;10.0;?;396.0;?;-43
-68;850.0;113.0;-308.0;718.0;6.0;?;425.0;?;-40
-68;842.0;65.0;-331.0;691.0;-7.0;?;439.0;?;-29
-66;836.0;5.0;-353.0;558.0;-26.0;?;425.0;?;-8
-65;?;3.0;-378.0;893.0;-45.0;?;469.0;?;0
-66;?;120.0;-407.0;851.0;-59.0;?;370.0;520.0;4
-64;?;161.0;-432.0;855.0;-65.0;?;478.0;461.0;5
-66;?;192.0;-460.0;408.0;-73.0;?;659.0;690.0;-4
-40;?;205.0;-475.0;?;-79.0;?;690.0;475.0;-15
22;?;243.0;-489.0;?;-82.0;?;588.0;353.0;-20
61;?;321.0;-495.0;?;-88.0;?;379.0;490.0;?
64;?;314.0;-491.0;?;-98.0;?;331.0;455.0;?
55;?;228.0;-481.0;?;-101.0;?;298.0;372.0;?
41;?;163.0;-464.0;?;-88.0;?;260.0;388.0;-20
18;?;78.0;-448.0;?;-75.0;?;207.0;352.0;-20
-9;?;?;-440.0;1181.0;-59.0;?;101.0;248.0;-21
-28;?;?;-447.0;748.0;-56.0;-274.0;14.0;148.0;-21
-42;980.0;?;-451.0;?;-54.0;-242.0;-68.0;153.0;-21
-50;992.0;?;-456.0;?;-55.0;-206.0;-98.0;187.0;-21
-49;992.0;?;-463.0;?;-61.0;-163.0;-46.0;198.0;-22
-54;990.0;?;-465.0;?;-64.0;-124.0;34.0;207.0;-22
-62;994.0;?;-467.0;?;-65.0;-86.0;118.0;209.0;-22
-64;985.0;?;-468.0;?;-66.0;-52.0;199.0;246.0;-22
-63;987.0;?;-472.0;?;-69.0;-23.0;282.0;308.0;-24
-61;975.0;?;-474.0;1100.0;-70.0;-8.0;224.0;440.0;-27
-59;977.0;-69.0;-475.0;1037.0;-69.0;-8.0;?;453.0;-33
-59;972.0;29.0;-468.0;1315.0;-61.0;-16.0;?;434.0;-40
-61;971.0;294.0;-463.0;1792.0;-56.0;-28.0;?;440.0;-50
-60;972.0;208.0;-461.0;704.0;-51.0;-39.0;?;496.0;-64
-59;983.0;-36.0;-458.0;1346.0;-44.0;-50.0;?;806.0;-74
-58;986.0;-145.0;-455.0;2111.0;-37.0;-49.0;185.0;666.0;-74
-58;976.0;?;-448.0;1836.0;-26.0;-51.0;344.0;429.0;-70
-59;978.0;?;-444.0;1530.0;-15.0;-69.0;463.0;389.0;-68
-59;980.0;?;?;1391.0;-10.0;-80.0;252.0;347.0;-66
-59;986.0;?;?;1000.0;-9.0;-94.0;202.0;315.0;-62
-59;976.0;?;?;1060.0;-11.0;-118.0;273.0;328.0;-56
-60;971.0;?;?;640.0;-13.0;-140.0;358.0;389.0;-51
-60;962.0;?;-481.0;684.0;-18.0;-144.0;403.0;447.0;-45
-59;953.0;?;-488.0;703.0;-25.0;-138.0;342.0;?;-38
-59;948.0;?;-494.0;667.0;-40.0;-133.0;328.0;?;-35
-59;942.0;?;-504.0;872.0;-54.0;-125.0;345.0;?;-32
-59;953.0;?;-521.0;541.0;-66.0;-110.0;353.0;?;-31
-59;959.0;?;-535.0;567.0;-71.0;-100.0;?;526.0;-31
-60;973.0;?;-553.0;565.0;-74.0;?;?;510.0;-32
-59;979.0;?;-567.0;488.0;-69.0;?;?;444.0;-34
-59;994.0;-55.0;-579.0;?;-70.0;-38.0;?;389.0;-36
-59;1007.0;16.0;-585.0;?;-75.0;-2.0;?;350.0;-40
-52;1022.0;16.0;-588.0;1635.0;-84.0;23.0;124.0;325.0;-41
-51;1040.0;50.0;-591.0;515.0;-91.0;44.0;87.0;461.0;-34
-17;1049.0;296.0;-593.0;1033.0;-96.0;64.0;49.0;448.0;-26
28;1065.0;519.0;-599.0;1289.0;-99.0;84.0;206.0;129.0;-24
13;1073.0;455.0;-598.0;1324.0;-100.0;103.0;115.0;154.0;-24
-7;1091.0;325.0;-607.0;770.0;-112.0;116.0;-20.0;247.0;-24
-16;1096.0;143.0;?;1043.0;-127.0;118.0;240.0;349.0;-24
-18;953.0;735.0;?;557.0;-69.0;62.0;687.0;396.0;-25
20;948.0;794.0;?;642.0;-67.0;72.0;777.0;370.0;-22
32;942.0;749.0;?;721.0;-76.0;88.0;551.0;203.0;-21
8;937.0;455.0;?;92.0;-95.0;123.0;457.0;128.0;-21
-8;918.0;497.0;?;1509.0;-111.0;163.0;258.0;17.0;-21
-21;917.0;333.0;?;1293.0;-120.0;195.0;336.0;112.0;-21
-33;903.0;151.0;?;333.0;-121.0;228.0;414.0;172.0;-21
-37;899.0;85.0;?;1639.0;-113.0;273.0;344.0;141.0;-21
-38;889.0;142.0;?;1375.0;-104.0;321.0;238.0;143.0;-21
-46;890.0;253.0;?;1022.0;-100.0;360.0;252.0;203.0;-21
-58;886.0;257.0;?;766.0;-94.0;379.0;328.0;227.0;-21
-67;876.0;270.0;?;1074.0;-86.0;363.0;415.0;234.0;-22
-75;870.0;156.0;?;850.0;-81.0;333.0;369.0;139.0;-22
-79;855.0;115.0;?;722.0;-78.0;271.0;403.0;92.0;-25
-80;850.0;116.0;?;707.0;-76.0;216.0;329.0;254.0;-30
-76;834.0;-51.0;?;722.0;-75.0;169.0;293.0;256.0;-35
-69;828.0;176.0;?;743.0;-76.0;131.0;291.0;219.0;-46
-67;820.0;952.0;-604.0;770.0;-81.0;105.0;848.0;531.0;-62
-65;824.0;910.0;-604.0;961.0;-86.0;83.0;692.0;599.0;-63
-63;825.0;712.0;-605.0;1673.0;-87.0;76.0;1143.0;652.0;-59
-62;826.0;-793.0;-605.0;1585.0;-90.0;74.0;5.0;724.0;-60
-62;838.0;107.0;-608.0;1646.0;-90.0;77.0;1815.0;1503.0;-57
-62;844.0;111.0;-604.0;1328.0;-98.0;107.0;671.0;819.0;-53
-62;865.0;130.0;-613.0;990.0;-97.0;149.0;94.0;563.0;-51
-62;867.0;66.0;-616.0;?;-84.0;196.0;314.0;273.0;-45
-59;871.0;202.0;-617.0;911.0;-72.0;218.0;398.0;308.0;-42
-60;857.0;304.0;-603.0;913.0;-64.0;213.0;421.0;370.0;-43
-55;854.0;180.0;-592.0;899.0;-60.0;241.0;318.0;352.0;-46
-52;847.0;25.0;-580.0;622.0;-60.0;240.0;387.0;390.0;-47
-43;838.0;?;-577.0;973.0;-63.0;214.0;353.0;485.0;-36
1;840.0;?;-575.0;575.0;-66.0;195.0;35.0;362.0;-25
20;826.0;?;-570.0;237.0;-63.0;167.0;49.0;267.0;-23
4;819.0;?;-572.0;621.0;-61.0;144.0;75.0;200.0;-23
-10;795.0;?;-570.0;?;-58.0;102.0;145.0;104.0;-23
-28;779.0;?;-566.0;?;-63.0;69.0;303.0;276.0;-23
-37;762.0;?;-559.0;?;-72.0;39.0;336.0;275.0;-23
-44;746.0;?;-554.0;?;-77.0;-6.0;246.0;217.0;-25
-58;736.0;?;-547.0;?;-87.0;-12.0;194.0;201.0;-25
-69;728.0;?;-536.0;?;-91.0;6.0;163.0;211.0;-29
-77;729.0;?;-521.0;?;-99.0;57.0;249.0;183.0;-33
-81;717.0;?;-499.0;?;-97.0;102.0;232.0;160.0;-38
-76;712.0;?;-482.0;?;-97.0;108.0;19.0;57.0;-49
-70;694.0;296.0;?;?;?;88.0;97.0;257.0;-60
-67;682.0;394.0;-437.0;?;?;57.0;528.0;553.0;-62
-66;663.0;523.0;-421.0;?;?;34.0;914.0;614.0;-60
-66;656.0;12.0;-411.0;?;?;27.0;476.0;703.0;-55
-66;641.0;-412.0;-400.0;?;?;31.0;-231.0;582.0;-48
-65;625.0;-345.0;-387.0;739.0;?;43.0;-94.0;455.0;-43
-66;615.0;-271.0;-384.0;840.0;?;50.0;433.0;278.0;-41
-64;?;-101.0;-377.0;1138.0;?;46.0;423.0;370.0;-40
-64;?;-13.0;-374.0;1718.0;-65.0;36.0;314.0;488.0;-40
-62;?;28.0;-363.0;1629.0;-63.0;24.0;245.0;538.0;-43
-59;?;-158.0;-355.0;1287.0;-64.0;19.0;326.0;550.0;-46
-57;?;-89.0;-341.0;917.0;-61.0;22.0;299.0;629.0;-38
-26;?;147.0;-332.0;792.0;-62.0;39.0;186.0;419.0;-28
1;?;441.0;-325.0;629.0;-66.0;50.0;228.0;421.0;-25
-9;?;626.0;-317.0;831.0;-72.0;48.0;252.0;287.0;-24
-29;545.0;504.0;-311.0;763.0;-77.0;?;242.0;266.0;-25
-42;523.0;310.0;-302.0;866.0;-77.0;?;188.0;275.0;-25
-47;515.0;117.0;-295.0;163.0;-85.0;?;260.0;297.0;-25
-51;500.0;-18.0;-283.0;581.0;-87.0;?;241.0;276.0;-25
-60;499.0;-179.0;-275.0;-15.0;-87.0;?;177.0;232.0;-26
-71;494.0;-279.0;-261.0;2214.0;-88.0;?;114.0;211.0;-27
-81;499.0;-24.0;-250.0;827.0;-84.0;?;196.0;125.0;-30
-86;499.0;79.0;-235.0;2168.0;-82.0;?;225.0;128.0;-34
-84;494.0;236.0;-219.0;741.0;-81.0;?;-101.0;110.0;-37
-78;494.0;201.0;-205.0;1031.0;-80.0;?;33.0;123.0;-50
-73;482.0;372.0;-187.0;1284.0;-76.0;8.0;285.0;430.0;-61
-70;481.0;293.0;-171.0;582.0;-69.0;2.0;440.0;405.0;-58
-69;470.0;-106.0;-151.0;854.0;-63.0;-4.0;324.0;594.0;-56
-68;468.0;-206.0;-139.0;792.0;-60.0;-7.0;-97.0;668.0;-54
-68;?;-319.0;-124.0;910.0;-66.0;-7.0;93.0;543.0;-47
-68;?;-257.0;-114.0;740.0;-70.0;-10.0;505.0;435.0;-46
-66;?;-170.0;-108.0;1192.0;-77.0;-3.0;544.0;485.0;-45
-66;?;-62.0;-112.0;1541.0;-83.0;4.0;499.0;559.0;-41
?;?;46.0;-118.0;1636.0;-93.0;17.0;357.0;516.0;-44
?;446.0;95.0;-119.0;1132.0;-102.0;31.0;316.0;492.0;-50
?;453.0;71.0;-123.0;976.0;-110.0;35.0;358.0;480.0;-40
-30;447.0;237.0;-119.0;921.0;-117.0;35.0;148.0;414.0;-29
5;454.0;378.0;-116.0;884.0;-120.0;30.0;6.0;215.0;-25
-5;453.0;489.0;-102.0;713.0;-123.0;34.0;54.0;227.0;-21
-28;461.0;436.0;-103.0;747.0;-133.0;44.0;159.0;264.0;-21
-37;466.0;254.0;-113.0;686.0;-147.0;55.0;173.0;232.0;-21
-46;471.0;103.0;-121.0;619.0;-160.0;64.0;147.0;234.0;-21
-54;485.0;-19.0;-122.0;408.0;-167.0;66.0;190.0;288.0;-22
-61;491.0;-149.0;-117.0;284.0;-163.0;60.0;218.0;319.0;-21
-72;503.0;-151.0;-115.0;273.0;-162.0;45.0;194.0;255.0;-24
-80;502.0;0.0;-115.0;1713.0;-159.0;38.0;281.0;129.0;-27
-82;513.0;118.0;-120.0;343.0;-154.0;32.0;285.0;182.0;-26
-82;516.0;189.0;-121.0;1501.0;-156.0;43.0;72.0;196.0;-39
-76;528.0;99.0;-122.0;1575.0;-159.0;56.0;-26.0;259.0;-57
-70;535.0;291.0;-118.0;792.0;-157.0;66.0;157.0;433.0;-62
-68;542.0;347.0;-113.0;1170.0;-150.0;69.0;437.0;518.0;-61
-67;551.0;191.0;-109.0;787.0;-145.0;69.0;430.0;377.0;-60
-66;548.0;-157.0;-107.0;931.0;?;69.0;-149.0;?;-57
-67;561.0;-236.0;-116.0;970.0;?;74.0;-300.0;?;-50
-66;563.0;-192.0;-116.0;692.0;?;78.0;?;?;-44
-66;581.0;-50.0;-134.0;1350.0;?;74.0;?;?;-43
-65;590.0;55.0;-152.0;1696.0;?;76.0;?;?;-43
-63;603.0;72.0;-175.0;1684.0;?;94.0;?;?;-41
-61;606.0;25.0;-189.0;943.0;?;107.0;?;?;-44
-61;606.0;-54.0;-193.0;1111.0;?;114.0;?;?;-42
-53;614.0;?;-196.0;957.0;?;112.0;?;?;-35
-25;616.0;?;?;895.0;?;116.0;?;?;-27
-11;629.0;544.0;?;596.0;?;116.0;?;?;-22
-31;633.0;647.0;?;738.0;?;117.0;?;?;-21
-40;648.0;488.0;?;1014.0;?;127.0;?;?;-21
-45;661.0;187.0;?;856.0;?;135.0;158.0;?;-21
-53;670.0;-19.0;-262.0;120.0;?;137.0;232.0;?;-22
-57;681.0;-155.0;-270.0;740.0;-284.0;116.0;297.0;417.0;-22
-66;685.0;-227.0;-265.0;-501.0;-270.0;83.0;300.0;332.0;-24
-75;692.0;-96.0;-258.0;2120.0;-261.0;58.0;293.0;199.0;-29
-81;687.0;-10.0;-253.0;716.0;-253.0;53.0;283.0;217.0;-33
-78;693.0;63.0;-256.0;1921.0;-255.0;50.0;-12.0;171.0;-42
-71;689.0;172.0;-257.0;945.0;-256.0;55.0;17.0;202.0;-54
-68;699.0;237.0;-265.0;?;-262.0;62.0;169.0;414.0;-59
-66;700.0;455.0;-266.0;?;-258.0;62.0;419.0;375.0;-59
-65;701.0;247.0;-264.0;?;-249.0;?;403.0;528.0;-56
-65;704.0;-181.0;-269.0;?;-244.0;?;-55.0;682.0;-49
-64;703.0;-228.0;-276.0;1027.0;-251.0;?;-185.0;414.0;-42
-64;715.0;-152.0;-285.0;745.0;-255.0;?;267.0;307.0;-37
-63;717.0;-85.0;-289.0;942.0;-257.0;?;482.0;344.0;-37
-61;731.0;-10.0;-303.0;1210.0;-264.0;?;406.0;435.0;-37
-60;735.0;21.0;-315.0;1647.0;-276.0;?;344.0;470.0;-37
-58;744.0;-22.0;-323.0;1282.0;-287.0;?;232.0;373.0;-47
-49;739.0;-11.0;-320.0;1092.0;-290.0;?;296.0;376.0;-44
-23;739.0;-4.0;-313.0;900.0;-292.0;?;101.0;581.0;-31
5;742.0;300.0;-312.0;976.0;-295.0;?;132.0;459.0;-26
-3;743.0;697.0;-311.0;482.0;-303.0;?;354.0;178.0;-23
-34;751.0;493.0;-332.0;641.0;-322.0;?;334.0;18.0;-23
-46;755.0;477.0;-356.0;1112.0;-347.0;?;143.0;220.0;-24
-48;771.0;209.0;-376.0;724.0;-368.0;130.0;127.0;334.0;-23
-52;775.0;35.0;-377.0;599.0;-382.0;129.0;287.0;380.0;-24
-58;788.0;-171.0;-381.0;-13.0;-384.0;101.0;304.0;422.0;-26
-69;786.0;-118.0;-364.0;370.0;-382.0;68.0;276.0;207.0;-30
