InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
-213.0;305.0;-2;-418.0;518.0;16;74;340.0;-7
-490.0;828.0;-1156;612.0;-613.0;169;-2;651.0;65
318.0;16.0;-88;-45.0;48.0;125;14;972.0;-6
327.0;312.0;-18;58.0;26.0;131;49;869.0;-30
-453.0;774.0;211;-24.0;15.0;127;50;794.0;-108
-74.0;941.0;587;-15.0;58.0;50;67;778.0;-12
221.0;465.0;-2;265.0;-603.0;43;-15;793.0;-71
-339.0;601.0;-125;-200.0;175.0;123;14;793.0;-1
-360.0;224.0;120;-261.0;389.0;72;-178;304.0;-4
-353.0;223.0;119;-261.0;392.0;71;-179;294.0;-4
212.0;134.0;-417;-462.0;233.0;23;40;201.0;-9
248.0;128.0;-425;-395.0;102.0;14;41;324.0;-8
188.0;160.0;-432;-339.0;-15.0;-10;41;409.0;-8
-358.0;225.0;109;-261.0;391.0;71;-178;283.0;-4
-367.0;227.0;92;-260.0;392.0;71;-178;275.0;-4
-126.0;318.0;-11;-472.0;412.0;23;74;564.0;-8
-372.0;223.0;86;-260.0;394.0;71;-178;274.0;-4
242.0;554.0;-118;150.0;-629.0;-17;42;765.0;-47
-286.0;896.0;-196;513.0;-709.0;-15;-7;452.0;-113
-365.0;222.0;89;-262.0;395.0;71;-178;278.0;-4
330.0;329.0;-87;57.0;22.0;130;58;871.0;-42
-364.0;221.0;84;-261.0;395.0;71;-178;285.0;-4
587.0;240.0;105;-302.0;90.0;-148;39;418.0;9
534.0;385.0;47;-263.0;14.0;81;100;417.0;-5
-114.0;314.0;1;-473.0;428.0;23;74;550.0;-8
184.0;555.0;6;124.0;-619.0;-17;45;655.0;-131
325.0;633.0;153;15.0;-684.0;-33;79;540.0;-54
532.0;389.0;79;-271.0;12.0;103;99;418.0;-5
588.0;253.0;-50;-333.0;97.0;2;38;604.0;-13
-243.0;278.0;-713;-555.0;323.0;23;33;504.0;-13
-746.0;486.0;254;322.0;-114.0;180;-80;-52.0;-138
-151.0;259.0;163;-254.0;462.0;82;131;-247.0;-3
-358.0;216.0;85;-260.0;397.0;72;-178;296.0;-4
-187.0;389.0;-187;-22.0;287.0;85;89;-170.0;14
-787.0;420.0;-233;276.0;69.0;180;-156;70.0;-165
-341.0;212.0;86;-262.0;400.0;71;-178;309.0;-4
-183.0;380.0;-293;6.0;263.0;84;121;-131.0;5
-212.0;352.0;-648;21.0;245.0;86;149;-80.0;-3
6.0;310.0;-207;-149.0;-35.0;125;-3;982.0;-9
-144.0;313.0;-12;-471.0;398.0;24;74;596.0;-8
-238.0;292.0;2;-420.0;526.0;16;74;332.0;-7
-237.0;300.0;-1;-417.0;520.0;16;74;334.0;-7
-226.0;290.0;2;-425.0;529.0;16;74;331.0;-7
-186.0;304.0;-2;-444.0;520.0;16;74;372.0;-7
-178.0;301.0;-3;-433.0;522.0;16;74;356.0;-8
-174.0;306.0;0;-444.0;521.0;16;74;367.0;-7
-212.0;302.0;2;-420.0;520.0;16;74;342.0;-7
-489.0;336.0;-42;129.0;186.0;8;161;-130.0;-4
-244.0;291.0;-2;-418.0;527.0;16;74;325.0;-7
-210.0;301.0;1;-421.0;520.0;16;74;347.0;-7
-214.0;301.0;2;-420.0;520.0;16;74;351.0;-7
-70.0;860.0;-1;177.0;-585.0;49;-15;845.0;-71
104.0;128.0;226;-574.0;508.0;84;36;378.0;-12
15.0;260.0;2;-449.0;542.0;16;75;337.0;-7
329.0;664.0;-194;145.0;-388.0;-27;11;747.0;-34
40.0;970.0;-167;296.0;-759.0;-19;154;787.0;-5
573.0;91.0;314;-493.0;465.0;7;20;298.0;-115
-325.0;289.0;1;-369.0;513.0;16;74;312.0;-7
-512.0;-39.0;0;-560.0;616.0;36;30;194.0;-11
-340.0;143.0;-2;-516.0;620.0;-13;30;124.0;-11
-293.0;287.0;-4;-379.0;512.0;16;74;329.0;-7
369.0;456.0;76;182.0;-481.0;-108;-76;424.0;-153
-533.0;288.0;-16;31.0;273.0;8;-164;9.0;-5
-271.0;288.0;1;-390.0;514.0;16;74;333.0;-7
143.0;329.0;43;-556.0;469.0;16;73;471.0;-6
66.0;312.0;-7;-491.0;537.0;15;74;381.0;-7
425.0;365.0;353;-515.0;208.0;19;20;560.0;-14
463.0;-521.0;-3;-164.0;107.0;139;91;20.0;-6
42.0;266.0;2;-449.0;532.0;16;75;376.0;-7
448.0;404.0;-160;-254.0;-199.0;-32;-36;634.0;-30
-176.0;301.0;-3;-442.0;527.0;16;74;356.0;-7
