InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
20.0;10;57.0;-27.0;136.0;-16.0;118.0;14.0;-123.0;-62.0;10
40.0;-4;148.0;-12.0;102.0;-2.0;61.0;43.0;-161.0;-45.0;-4
101.0;7;-208.0;-37.0;122.0;-265.0;-192.0;-232.0;-200.0;9.0;7
196.0;2;-269.0;-45.0;118.0;-324.0;-257.0;-288.0;-259.0;33.0;2
28.0;6;-92.0;-11.0;151.0;-7.0;2.0;30.0;-191.0;-54.0;6
-94.0;0;51.0;21.0;144.0;-3.0;-5.0;117.0;-82.0;-78.0;0
72.0;23;-72.0;-15.0;-27.0;-13.0;-23.0;-39.0;6.0;45.0;23
-1.0;-7;-52.0;-13.0;59.0;-4.0;-41.0;19.0;-62.0;23.0;-7
47.0;0;-137.0;6.0;-37.0;-3.0;-52.0;57.0;-15.0;4.0;0
17.0;-29;-4.0;-17.0;14.0;6.0;-23.0;65.0;-38.0;-11.0;-29
209.0;355;-17.0;-529.0;-294.0;184.0;85.0;43.0;129.0;281.0;355
-95.0;-26;32.0;8.0;-65.0;1.0;-32.0;186.0;-19.0;-14.0;-26
43.0;-11;73.0;-133.0;-63.0;110.0;245.0;-17.0;-31.0;23.0;-11
157.0;-157;71.0;-13.0;-22.0;-240.0;250.0;-200.0;-156.0;9.0;-157
131.0;-51;-343.0;-259.0;-10.0;-198.0;-273.0;-34.0;224.0;-46.0;-51
-53.0;0;607.0;23.0;143.0;209.0;466.0;178.0;244.0;-160.0;0
511.0;16;96.0;196.0;-192.0;-117.0;-284.0;-78.0;-144.0;179.0;16
1420.0;-6;-53.0;149.0;-1798.0;-158.0;-79.0;-1127.0;-1120.0;51.0;-6
-247.0;259;-86.0;139.0;-50.0;-137.0;-233.0;-327.0;-916.0;148.0;259
191.0;782;-575.0;35.0;-198.0;-322.0;-619.0;-646.0;-542.0;-100.0;782
-1.0;2;483.0;14.0;7.0;-30.0;62.0;25.0;29.0;-28.0;2
441.0;0;-70.0;-875.0;-244.0;68.0;100.0;-229.0;152.0;333.0;0
-81.0;25;467.0;190.0;-42.0;292.0;332.0;344.0;-657.0;-41.0;25
-317.0;23;172.0;54.0;-57.0;200.0;252.0;282.0;-127.0;-80.0;23
-233.0;3;83.0;-118.0;-43.0;145.0;133.0;306.0;185.0;-91.0;3
-194.0;-2;83.0;-240.0;-66.0;48.0;-20.0;310.0;238.0;-80.0;-2
-173.0;15;58.0;473.0;807.0;255.0;145.0;-198.0;-120.0;-5.0;15
9.0;133;-136.0;199.0;430.0;46.0;46.0;-370.0;-347.0;103.0;133
335.0;3;-139.0;223.0;1143.0;-306.0;-195.0;-1375.0;-1181.0;206.0;3
209.0;-13;41.0;68.0;69.0;-78.0;108.0;-315.0;-547.0;16.0;-13
392.0;-21;-136.0;-142.0;-677.0;-3.0;23.0;-265.0;-399.0;-85.0;-21
576.0;27;-325.0;-455.0;-1434.0;-322.0;-248.0;138.0;-290.0;119.0;27
-19.0;-29;-420.0;84.0;192.0;-163.0;-506.0;127.0;121.0;-50.0;-29
357.0;38;-252.0;207.0;-86.0;-240.0;-307.0;-275.0;-609.0;214.0;38
154.0;17;-860.0;-340.0;59.0;-531.0;-921.0;-1377.0;-2076.0;778.0;17
-673.0;-8;740.0;279.0;384.0;54.0;242.0;492.0;571.0;-117.0;-8
-283.0;15;328.0;106.0;395.0;240.0;57.0;172.0;165.0;-21.0;15
-173.0;-13;-995.0;30.0;210.0;-307.0;-940.0;-110.0;122.0;62.0;-13
137.0;548;-1824.0;37.0;475.0;-484.0;-1635.0;-366.0;-284.0;-218.0;548
69.0;3;-333.0;76.0;206.0;-249.0;-451.0;-116.0;-81.0;-79.0;3
99.0;-73;-487.0;128.0;197.0;-331.0;-509.0;-174.0;-142.0;-78.0;-73
-262.0;-560;-832.0;180.0;811.0;-542.0;-598.0;-720.0;-758.0;343.0;-560
-732.0;-25;-1515.0;658.0;966.0;-612.0;-1437.0;-795.0;-705.0;387.0;-25
-847.0;-1122;-90.0;602.0;1198.0;80.0;-510.0;-207.0;-33.0;226.0;-1122
-39.0;-26;-403.0;133.0;381.0;-321.0;-559.0;40.0;15.0;5.0;-26
-65.0;16;447.0;28.0;88.0;16.0;195.0;-65.0;-170.0;-24.0;16
10.0;14;489.0;24.0;134.0;-30.0;113.0;-122.0;-185.0;0.0;14
413.0;5;471.0;202.0;-52.0;-89.0;145.0;-251.0;-780.0;33.0;5
13.0;27;444.0;16.0;272.0;9.0;85.0;-98.0;-213.0;4.0;27
-903.0;433;-97.0;-610.0;-421.0;179.0;-6.0;952.0;3321.0;27.0;433
-415.0;91;-170.0;-559.0;-36.0;218.0;-63.0;571.0;449.0;31.0;91
-522.0;1359;-766.0;509.0;514.0;-178.0;-722.0;-406.0;-431.0;374.0;1359
-182.0;-12;248.0;152.0;60.0;62.0;355.0;-6.0;155.0;-29.0;-12
614.0;109;893.0;-758.0;-1920.0;316.0;924.0;503.0;251.0;154.0;109
1698.0;1;220.0;1548.0;1421.0;-643.0;165.0;-1957.0;-2245.0;118.0;1
248.0;-3;-90.0;226.0;227.0;-139.0;-90.0;-289.0;-611.0;-44.0;-3
-38.0;-13;287.0;99.0;276.0;26.0;324.0;-333.0;-110.0;45.0;-13
49.0;36;291.0;180.0;996.0;108.0;256.0;-598.0;-432.0;111.0;36
410.0;202;125.0;-910.0;-604.0;21.0;86.0;255.0;494.0;283.0;202
54.0;-15;-54.0;56.0;457.0;-23.0;28.0;-198.0;-416.0;66.0;-15
-305.0;-9;-748.0;545.0;618.0;19.0;-369.0;160.0;832.0;-12.0;-9
1.0;74;-172.0;169.0;476.0;-173.0;-441.0;-130.0;21.0;-156.0;74
-90.0;-3;-191.0;121.0;647.0;-223.0;-409.0;-14.0;-37.0;-116.0;-3
-205.0;-25;104.0;195.0;41.0;-473.0;-725.0;87.0;42.0;201.0;-25
756.0;2636;-1918.0;211.0;705.0;-1960.0;-1973.0;-1637.0;-1422.0;278.0;2636
15.0;171;-316.0;93.0;-40.0;100.0;-231.0;-249.0;-293.0;159.0;171
102.0;-40;-158.0;436.0;251.0;-40.0;-208.0;-369.0;-111.0;-146.0;-40
-76.0;31;60.0;293.0;50.0;-50.0;160.0;-269.0;-226.0;-206.0;31
-63.0;0;-381.0;17.0;48.0;-100.0;-469.0;77.0;47.0;-111.0;0
-11.0;-14;1673.0;12.0;71.0;-164.0;-319.0;9.0;16.0;-21.0;-14
95.0;144;41.0;363.0;333.0;81.0;-634.0;-91.0;-159.0;58.0;144
232.0;-25;406.0;-777.0;-1211.0;894.0;652.0;818.0;610.0;29.0;-25
61.0;121;325.0;158.0;-179.0;368.0;141.0;-75.0;-273.0;271.0;121
628.0;20;124.0;800.0;1679.0;253.0;-205.0;115.0;117.0;342.0;20
152.0;26;116.0;-4.0;172.0;21.0;134.0;-194.0;-500.0;-35.0;26
-65.0;-19;102.0;-33.0;-268.0;149.0;116.0;252.0;243.0;-17.0;-19
257.0;-16;-502.0;-202.0;-145.0;-439.0;-479.0;-367.0;-355.0;96.0;-16
-934.0;14;639.0;-7.0;-478.0;336.0;681.0;572.0;1118.0;-105.0;14
417.0;-653;-1776.0;-137.0;-115.0;-1013.0;-1095.0;-552.0;-520.0;-60.0;-653
12.0;-3;-1438.0;684.0;161.0;-1257.0;-1258.0;-1342.0;-1614.0;790.0;-3
190.0;-2;-523.0;-158.0;-83.0;-418.0;-482.0;-415.0;-424.0;110.0;-2
-32.0;9;-609.0;46.0;43.0;19.0;-167.0;48.0;-37.0;-22.0;9
-141.0;-16;225.0;209.0;33.0;-239.0;-159.0;16.0;-157.0;186.0;-16
-661.0;625;-1520.0;814.0;1169.0;-357.0;-1260.0;-829.0;-863.0;304.0;625
46.0;-24;484.0;-78.0;59.0;-103.0;-11.0;-2.0;-1.0;17.0;-24
16.0;-7;966.0;-15.0;-1.0;2.0;32.0;10.0;21.0;-23.0;-7
151.0;-2;-874.0;-151.0;-600.0;31.0;-322.0;170.0;76.0;-30.0;-2
-218.0;12;-113.0;-293.0;575.0;50.0;2.0;283.0;336.0;-51.0;12
-476.0;6;-136.0;-528.0;1558.0;128.0;-32.0;444.0;363.0;-116.0;6
-500.0;19;-4.0;-306.0;1694.0;210.0;9.0;579.0;-1024.0;-149.0;19
-24.0;7;-65.0;173.0;525.0;28.0;-3.0;184.0;-325.0;-39.0;7
-35.0;-10;-59.0;183.0;526.0;29.0;-27.0;154.0;-270.0;-28.0;-10
482.0;8;21.0;-286.0;-898.0;54.0;-178.0;-103.0;-368.0;-105.0;8
-139.0;-70;219.0;-97.0;-44.0;5.0;299.0;-75.0;220.0;4.0;-70
-318.0;-65;-156.0;-15.0;-44.0;79.0;-188.0;310.0;306.0;-152.0;-65
314.0;-12;-883.0;89.0;426.0;-803.0;-811.0;-902.0;-820.0;-8.0;-12
140.0;9;-237.0;136.0;301.0;-123.0;343.0;341.0;-335.0;75.0;9
-166.0;1092;39.0;786.0;34.0;-143.0;-49.0;-253.0;-919.0;-87.0;1092
102.0;428;-27.0;158.0;320.0;17.0;30.0;-161.0;-517.0;39.0;428
235.0;21;-561.0;2.0;172.0;-602.0;-538.0;-528.0;-486.0;55.0;21
19.0;849;-79.0;-13.0;-43.0;56.0;-37.0;114.0;75.0;-172.0;849
38.0;517;-61.0;-178.0;148.0;-57.0;-14.0;-138.0;-62.0;52.0;517
472.0;-26;-175.0;-1106.0;-1841.0;-257.0;-368.0;261.0;192.0;96.0;-26
-68.0;-2439;-218.0;253.0;182.0;-274.0;-114.0;-103.0;-66.0;11.0;-2439
-294.0;-21;-1253.0;-164.0;-539.0;-917.0;-865.0;-505.0;1024.0;84.0;-21
842.0;-1753;-322.0;-124.0;-514.0;-507.0;-472.0;-461.0;-536.0;-171.0;-1753
83.0;41;-26.0;-99.0;-476.0;114.0;-7.0;268.0;83.0;-41.0;41
-336.0;22;619.0;-16.0;-361.0;550.0;646.0;445.0;45.0;-195.0;22
66.0;-18;137.0;-190.0;238.0;40.0;29.0;-160.0;413.0;-85.0;-18
-257.0;27;624.0;-248.0;-273.0;58.0;80.0;348.0;404.0;66.0;27
141.0;-85;-245.0;184.0;367.0;-705.0;-232.0;-881.0;-779.0;276.0;-85
434.0;3;516.0;-41.0;122.0;4.0;125.0;-408.0;-89.0;-9.0;3
313.0;-13;-45.0;221.0;356.0;-21.0;449.0;-400.0;-177.0;-49.0;-13
-44.0;3;43.0;96.0;337.0;-251.0;-942.0;-529.0;-320.0;218.0;3
385.0;16;17.0;-371.0;17.0;267.0;26.0;599.0;636.0;55.0;16
141.0;-192;-517.0;5.0;217.0;-219.0;-34.0;-618.0;-448.0;67.0;-192
259.0;-49;-125.0;-144.0;-48.0;137.0;-244.0;397.0;87.0;79.0;-49
234.0;723;-398.0;-6.0;-781.0;-67.0;-209.0;-196.0;-260.0;351.0;723
20.0;20;152.0;402.0;571.0;283.0;584.0;-154.0;-1964.0;-81.0;20
111.0;-29;-545.0;-42.0;-89.0;-13.0;-305.0;60.0;167.0;-17.0;-29
63.0;-28;-223.0;261.0;394.0;-234.0;22.0;-310.0;-372.0;-66.0;-28
-1.0;-39;-205.0;344.0;333.0;-251.0;113.0;-432.0;-357.0;-43.0;-39
-29.0;-11;111.0;283.0;440.0;9.0;156.0;54.0;-32.0;-14.0;-11
435.0;-139;-135.0;-181.0;138.0;-211.0;131.0;-441.0;-232.0;33.0;-139
-100.0;-32;82.0;349.0;371.0;36.0;102.0;165.0;60.0;-54.0;-32
-260.0;-4;36.0;483.0;417.0;-2.0;39.0;206.0;105.0;-65.0;-4
-426.0;-27;215.0;674.0;221.0;143.0;181.0;180.0;515.0;-121.0;-27
-115.0;31;-131.0;211.0;466.0;-79.0;-147.0;291.0;-199.0;39.0;31
-200.0;-160;-134.0;-20.0;-8.0;-130.0;-22.0;567.0;1393.0;-101.0;-160
9.0;-15;480.0;-970.0;-309.0;948.0;536.0;415.0;-232.0;-506.0;-15
-391.0;37;73.0;-365.0;-25.0;221.0;23.0;627.0;492.0;30.0;37
105.0;4;-251.0;-217.0;-216.0;223.0;873.0;444.0;348.0;-136.0;4
409.0;-696;182.0;-357.0;-592.0;404.0;357.0;457.0;430.0;-323.0;-696
-295.0;31;-146.0;199.0;330.0;-3.0;13.0;-221.0;-249.0;61.0;31
176.0;10;-76.0;84.0;352.0;-56.0;-18.0;-276.0;-399.0;-5.0;10
-180.0;0;-242.0;291.0;944.0;-48.0;-156.0;-349.0;-203.0;129.0;0
-175.0;6;183.0;32.0;-345.0;374.0;305.0;421.0;275.0;-173.0;6
-137.0;5;136.0;-103.0;-743.0;545.0;503.0;618.0;542.0;-226.0;5
2964.0;-1862;-51.0;-1154.0;1228.0;231.0;197.0;-2625.0;383.0;369.0;-1862
-514.0;20;240.0;941.0;178.0;199.0;166.0;-48.0;-365.0;-91.0;20
-202.0;267;-144.0;402.0;216.0;95.0;-73.0;7.0;-700.0;-147.0;267
-133.0;1000;14.0;296.0;-19.0;29.0;101.0;-24.0;-318.0;181.0;1000
-185.0;33;-660.0;-125.0;456.0;527.0;16.0;463.0;435.0;-59.0;33
-292.0;-24;206.0;-823.0;178.0;290.0;20.0;458.0;-623.0;-110.0;-24
-282.0;-49;163.0;-393.0;118.0;158.0;139.0;334.0;669.0;-300.0;-49
-673.0;-126;-532.0;638.0;515.0;-187.0;-501.0;-296.0;-351.0;275.0;-126
-337.0;32;-296.0;196.0;45.0;-483.0;-221.0;116.0;-43.0;70.0;32
-288.0;-4;-252.0;190.0;-30.0;-411.0;-271.0;98.0;-104.0;169.0;-4
9.0;-7;197.0;60.0;105.0;-47.0;-614.0;12.0;-4.0;45.0;-7
-529.0;-36;15.0;-601.0;-107.0;195.0;-18.0;257.0;542.0;109.0;-36
111.0;-4;271.0;-95.0;243.0;-70.0;83.0;-171.0;395.0;-82.0;-4
66.0;242;-116.0;-436.0;-616.0;-77.0;-60.0;-336.0;750.0;44.0;242
34.0;2;-856.0;-49.0;-28.0;-41.0;-156.0;6.0;-10.0;-10.0;2
-147.0;-47;1936.0;-61.0;117.0;589.0;1751.0;588.0;289.0;-146.0;-47
1199.0;312;-571.0;-441.0;1605.0;-99.0;167.0;-992.0;2.0;256.0;312
190.0;566;-711.0;-13.0;-287.0;-127.0;-619.0;204.0;360.0;-377.0;566
-145.0;-60;-105.0;113.0;-127.0;-342.0;125.0;-484.0;-249.0;-320.0;-60
284.0;-1706;284.0;-394.0;-732.0;345.0;-33.0;745.0;466.0;-351.0;-1706
2225.0;86;-494.0;-1322.0;-1058.0;235.0;908.0;-2040.0;1000.0;246.0;86
430.0;-5;-3698.0;-590.0;-310.0;124.0;-896.0;-106.0;-446.0;343.0;-5
83.0;205;-887.0;517.0;2079.0;-1375.0;-933.0;-1186.0;-743.0;366.0;205
721.0;10;-213.0;-378.0;587.0;-62.0;-155.0;-348.0;-750.0;127.0;10
360.0;67;-223.0;-170.0;709.0;-280.0;-97.0;-93.0;610.0;-140.0;67
695.0;-5;-29.0;519.0;871.0;-75.0;11.0;-74.0;305.0;41.0;-5
1297.0;-27;18.0;383.0;978.0;-117.0;-199.0;-1346.0;582.0;246.0;-27
266.0;-14;692.0;-233.0;-534.0;125.0;-2.0;221.0;124.0;-71.0;-14
210.0;-41;-282.0;28.0;563.0;-262.0;-290.0;-281.0;124.0;-141.0;-41
64.0;-32;-137.0;102.0;459.0;-269.0;-185.0;-42.0;194.0;-179.0;-32
-8.0;-24;-78.0;128.0;378.0;-277.0;-154.0;36.0;348.0;-216.0;-24
47.0;-1328;-300.0;240.0;872.0;-526.0;-226.0;-429.0;-443.0;-217.0;-1328
-76.0;23;-122.0;179.0;471.0;104.0;215.0;156.0;92.0;-289.0;23
154.0;-8;-831.0;-178.0;-12.0;-361.0;-748.0;-242.0;520.0;352.0;-8
-285.0;-27;-365.0;-79.0;-87.0;52.0;-66.0;279.0;77.0;-75.0;-27
-361.0;12;-468.0;-56.0;-168.0;-272.0;-225.0;335.0;187.0;85.0;12
-318.0;9;-176.0;-23.0;-170.0;-227.0;-519.0;409.0;353.0;36.0;9
184.0;18;81.0;-360.0;-202.0;160.0;201.0;60.0;229.0;3.0;18
242.0;-22;-170.0;209.0;158.0;-98.0;-13.0;-219.0;-647.0;-118.0;-22
-126.0;-5;-1321.0;91.0;119.0;455.0;264.0;-23.0;-22.0;-217.0;-5
244.0;-27;-157.0;248.0;31.0;-306.0;14.0;-238.0;-660.0;-71.0;-27
226.0;-71;-98.0;226.0;-40.0;-285.0;25.0;-130.0;-498.0;-49.0;-71
676.0;21;281.0;903.0;585.0;-1979.0;-256.0;-2227.0;-2398.0;470.0;21
112.0;33;-120.0;207.0;2.0;-313.0;-13.0;-16.0;-556.0;-114.0;33
216.0;-13;-181.0;173.0;125.0;-266.0;-3.0;-224.0;-805.0;-61.0;-13
-250.0;5;-242.0;-325.0;581.0;57.0;-239.0;300.0;-1345.0;165.0;5
242.0;-20;-76.0;255.0;-34.0;-10.0;-19.0;-394.0;-265.0;-58.0;-20
327.0;30;-94.0;168.0;-18.0;-20.0;-74.0;-486.0;24.0;-64.0;30
-315.0;-15;-58.0;180.0;-521.0;-21.0;365.0;278.0;306.0;-179.0;-15
387.0;44;544.0;-1008.0;1721.0;657.0;795.0;47.0;-406.0;-143.0;44
0.0;-13;-407.0;-139.0;264.0;-524.0;-255.0;-166.0;-138.0;178.0;-13
652.0;42;-83.0;46.0;423.0;13.0;-78.0;-235.0;-1229.0;63.0;42
164.0;-13;23.0;-73.0;269.0;-40.0;62.0;-298.0;374.0;-87.0;-13
498.0;-44;123.0;-208.0;162.0;-132.0;63.0;-506.0;692.0;110.0;-44
-71.0;-13;-1837.0;68.0;-43.0;1.0;-466.0;119.0;-67.0;2.0;-13
-411.0;-75;1091.0;-51.0;264.0;662.0;947.0;713.0;875.0;-209.0;-75
-348.0;-48;-133.0;-423.0;1414.0;-312.0;-520.0;-834.0;-3987.0;-67.0;-48
142.0;-46;1932.0;-302.0;-262.0;540.0;1560.0;235.0;133.0;-31.0;-46
718.0;-204;419.0;-718.0;-695.0;-22.0;875.0;83.0;-8.0;107.0;-204
137.0;17;490.0;-303.0;-448.0;703.0;960.0;1097.0;823.0;-423.0;17
511.0;2130;-552.0;-208.0;-367.0;-325.0;-356.0;-269.0;-245.0;-177.0;2130
-173.0;148;1914.0;-560.0;-2096.0;1448.0;1593.0;2334.0;1913.0;-708.0;148
-867.0;-333;-111.0;578.0;1074.0;676.0;-231.0;411.0;81.0;246.0;-333
128.0;1957;302.0;-274.0;-227.0;977.0;682.0;1110.0;859.0;-388.0;1957
-809.0;97;538.0;-591.0;472.0;289.0;497.0;1090.0;2055.0;-646.0;97
-712.0;-1678;-506.0;2163.0;-648.0;-690.0;-666.0;-339.0;-1710.0;207.0;-1678
-1351.0;-756;-717.0;576.0;-225.0;-288.0;-857.0;1189.0;1080.0;-374.0;-756
