InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-673.0;-126;-532.0;638.0;515.0;-187.0;-501.0;-296.0;-351.0;275.0;-126
-454.0;-4291;-318.0;420.0;239.0;3.0;-404.0;-213.0;-233.0;242.0;-4291
-207.0;-1045;-241.0;218.0;-52.0;84.0;-242.0;-218.0;-196.0;295.0;-1045
-19.0;840;-109.0;-101.0;-268.0;-19.0;0.0;-149.0;-134.0;261.0;840
210.0;-181;170.0;-658.0;-366.0;-370.0;268.0;145.0;219.0;329.0;-181
410.0;202;125.0;-910.0;-604.0;21.0;86.0;255.0;494.0;283.0;202
674.0;-137;224.0;-864.0;-825.0;11.0;512.0;145.0;?;120.0;-137
557.0;-72;938.0;-837.0;-584.0;19.0;1191.0;649.0;?;53.0;-72
493.0;13;1971.0;-572.0;-414.0;399.0;2050.0;337.0;?;-96.0;13
334.0;-74;2644.0;-202.0;-382.0;545.0;2310.0;447.0;?;-226.0;-74
83.0;38;2269.0;-314.0;-446.0;567.0;1851.0;1184.0;?;-238.0;38
-44.0;-54;1176.0;-426.0;-739.0;776.0;1069.0;1494.0;?;-319.0;?
-50.0;-58;463.0;-350.0;-863.0;811.0;939.0;1507.0;?;-408.0;?
-107.0;-32;363.0;-233.0;-838.0;915.0;852.0;1342.0;?;-403.0;?
-108.0;-110;408.0;-85.0;-874.0;971.0;553.0;1159.0;?;-368.0;?
-8.0;-127;465.0;-36.0;?;889.0;379.0;963.0;?;-241.0;?
83.0;-522;403.0;-98.0;?;825.0;487.0;743.0;?;-308.0;?
208.0;-599;410.0;-231.0;-675.0;640.0;409.0;586.0;?;-307.0;?
285.0;-1001;330.0;-287.0;-567.0;458.0;192.0;475.0;267.0;-323.0;?
282.0;-1509;224.0;-334.0;-485.0;341.0;91.0;602.0;321.0;-300.0;?
?;-65;-2.0;-231.0;-539.0;353.0;60.0;437.0;347.0;-321.0;?
?;879;-109.0;-90.0;-506.0;281.0;204.0;208.0;216.0;-370.0;?
?;746;-101.0;-28.0;-300.0;374.0;542.0;?;183.0;-418.0;?
?;827;-166.0;-128.0;-92.0;-44.0;305.0;?;549.0;-435.0;?
?;519;-73.0;-81.0;-39.0;?;94.0;?;469.0;-392.0;?
?;341;280.0;122.0;255.0;?;-201.0;?;13.0;-210.0;?
?;359;208.0;340.0;538.0;?;-292.0;?;-844.0;162.0;359
?;311;43.0;386.0;899.0;-724.0;-906.0;?;-1543.0;250.0;311
?;263;-1237.0;423.0;1165.0;-649.0;-1252.0;-1537.0;-1497.0;303.0;263
-275.0;232;-1881.0;388.0;1346.0;-576.0;-1498.0;-1293.0;-1233.0;386.0;232
-377.0;-66;-1692.0;302.0;1454.0;-556.0;-1440.0;-1227.0;-894.0;?;-66
-425.0;-448;-1357.0;357.0;1465.0;-439.0;-1314.0;-998.0;-802.0;?;-448
-508.0;-340;-1191.0;409.0;1301.0;-304.0;-1339.0;-768.0;-707.0;?;-340
-574.0;232;-1044.0;499.0;952.0;-125.0;-1080.0;-522.0;-568.0;?;232
-522.0;1359;-766.0;509.0;514.0;-178.0;-722.0;-406.0;-431.0;374.0;1359
-448.0;2133;-399.0;395.0;102.0;-217.0;-425.0;-211.0;-253.0;326.0;2133
-230.0;558;-426.0;223.0;-183.0;-131.0;-456.0;-22.0;-166.0;338.0;558
-27.0;-653;-464.0;123.0;-517.0;-47.0;-427.0;?;-189.0;377.0;-653
234.0;723;-398.0;-6.0;-781.0;-67.0;-209.0;-196.0;-260.0;351.0;723
449.0;636;-64.0;-469.0;-916.0;-730.0;?;-156.0;-96.0;388.0;636
513.0;-252;-167.0;-696.0;-810.0;-365.0;?;-208.0;-42.0;325.0;-252
-35.0;1256;?;571.0;978.0;-713.0;?;-1330.0;-1393.0;222.0;1256
-160.0;998;?;547.0;1342.0;-1034.0;?;-1489.0;-1533.0;256.0;998
-355.0;614;?;422.0;1527.0;-965.0;?;-1369.0;-1223.0;353.0;614
-480.0;204;?;415.0;1528.0;-779.0;?;-1377.0;-1048.0;381.0;204
-697.0;-585;?;562.0;1584.0;-686.0;?;-1170.0;-977.0;442.0;-585
-1077.0;-872;?;591.0;1678.0;-394.0;?;-693.0;-669.0;394.0;-872
-1175.0;1050;?;649.0;1689.0;-406.0;?;11.0;89.0;395.0;1050
-978.0;1833;?;557.0;1627.0;-400.0;?;152.0;805.0;479.0;1833
-863.0;1230;?;408.0;1484.0;-360.0;?;-153.0;763.0;447.0;1230
-720.0;582;?;319.0;1256.0;-354.0;?;-392.0;132.0;421.0;?
-551.0;-307;?;269.0;793.0;-345.0;?;-510.0;-419.0;464.0;?
-288.0;605;?;101.0;166.0;-328.0;?;-363.0;-649.0;460.0;?
-101.0;11;?;518.0;1188.0;-346.0;-502.0;-1370.0;-1041.0;-127.0;?
-142.0;289;?;757.0;1561.0;-694.0;-560.0;-2014.0;?;121.0;?
-225.0;44;?;867.0;1805.0;-871.0;-1134.0;-2135.0;?;256.0;?
-517.0;95;?;1001.0;1858.0;-839.0;-1490.0;-1841.0;?;325.0;?
-797.0;-41;?;1024.0;1877.0;-629.0;-1502.0;-1445.0;-1389.0;323.0;?
-970.0;-247;?;921.0;1829.0;-553.0;-1490.0;-1165.0;-799.0;350.0;?
-1033.0;-739;?;865.0;1742.0;-474.0;-1376.0;-818.0;-349.0;329.0;?
-1039.0;-233;?;791.0;1569.0;-317.0;-1257.0;-349.0;-115.0;311.0;?
-1014.0;1372;-1162.0;651.0;1277.0;-287.0;-1074.0;-139.0;51.0;300.0;?
-859.0;1535;-808.0;?;1014.0;-204.0;-696.0;-145.0;49.0;293.0;?
-347.0;-88;-585.0;?;791.0;22.0;-544.0;-434.0;-435.0;257.0;?
-45.0;-823;-583.0;?;498.0;91.0;-620.0;-780.0;-1297.0;182.0;?
210.0;-14;-602.0;?;30.0;132.0;-613.0;-958.0;?;182.0;-14
400.0;415;-384.0;?;-617.0;-15.0;-478.0;-826.0;?;237.0;415
599.0;337;?;?;-1207.0;-388.0;-521.0;-542.0;?;215.0;337
536.0;221;?;-558.0;-1590.0;-43.0;-666.0;-215.0;?;293.0;221
542.0;-89;?;-695.0;-1946.0;127.0;-21.0;646.0;?;198.0;-89
565.0;-218;?;-911.0;-1641.0;-135.0;671.0;1505.0;?;142.0;-218
345.0;-97;?;-557.0;-1105.0;207.0;1486.0;1537.0;?;39.0;-97
271.0;-77;2245.0;-484.0;-497.0;287.0;1972.0;616.0;?;-144.0;-77
302.0;-204;2118.0;-630.0;95.0;234.0;1709.0;335.0;133.0;-226.0;-204
323.0;-272;1485.0;-776.0;328.0;230.0;1389.0;318.0;23.0;-147.0;?
275.0;-265;925.0;-788.0;302.0;382.0;1203.0;505.0;327.0;-262.0;?
232.0;-184;379.0;-615.0;63.0;400.0;1003.0;777.0;866.0;-299.0;?
227.0;-95;65.0;-561.0;-176.0;414.0;657.0;714.0;958.0;-220.0;?
252.0;-112;66.0;-489.0;-425.0;475.0;419.0;806.0;803.0;-147.0;?
309.0;-68;?;-469.0;-545.0;367.0;297.0;723.0;707.0;-23.0;?
383.0;-443;?;-489.0;-572.0;276.0;504.0;601.0;568.0;-15.0;?
385.0;-1532;?;-471.0;-510.0;193.0;474.0;401.0;412.0;-11.0;?
409.0;-1702;?;-339.0;-495.0;81.0;278.0;257.0;218.0;-88.0;?
444.0;-1135;?;-166.0;-527.0;179.0;187.0;135.0;32.0;-167.0;?
368.0;-1266;?;-27.0;-582.0;126.0;105.0;209.0;55.0;-233.0;?
291.0;159;?;-127.0;-462.0;34.0;348.0;579.0;296.0;-362.0;?
275.0;2236;?;-337.0;-440.0;-374.0;644.0;828.0;756.0;-383.0;?
428.0;2134;?;-204.0;-467.0;-550.0;146.0;77.0;492.0;-383.0;?
?;1712;?;55.0;-156.0;-625.0;-756.0;-644.0;-399.0;-323.0;1712
?;1434;?;?;132.0;-748.0;-742.0;-1609.0;-1332.0;100.0;1434
92.0;1002;?;?;684.0;-1068.0;-1225.0;-1902.0;-1972.0;313.0;1002
-186.0;1167;?;?;1105.0;-944.0;-1808.0;-1663.0;-1684.0;343.0;1167
-464.0;852;?;?;1406.0;-725.0;-1979.0;-1184.0;-1112.0;319.0;852
?;194;-2362.0;?;1583.0;-684.0;-2079.0;-1067.0;-702.0;392.0;194
?;196;-2110.0;?;1619.0;-448.0;-1908.0;-829.0;-452.0;368.0;?
-966.0;-66;-1626.0;?;1548.0;-382.0;-1568.0;-539.0;-303.0;350.0;?
-975.0;260;-1137.0;?;1254.0;-219.0;-1226.0;-253.0;-167.0;360.0;?
-897.0;1304;-630.0;?;842.0;-39.0;-792.0;-133.0;-110.0;313.0;?
-766.0;95;-249.0;?;450.0;?;-435.0;-30.0;-76.0;292.0;?
-585.0;-1617;5.0;?;46.0;?;-217.0;151.0;1.0;283.0;?
-335.0;-559;?;?;-385.0;286.0;?;199.0;40.0;246.0;-559
-112.0;552;?;?;-825.0;326.0;?;146.0;81.0;237.0;552
165.0;289;?;-404.0;-865.0;-167.0;?;215.0;284.0;201.0;289
252.0;80;?;-823.0;-623.0;138.0;?;488.0;501.0;237.0;80
376.0;-62;?;-1090.0;-495.0;444.0;?;465.0;622.0;206.0;-62
277.0;-166;?;-1209.0;-143.0;353.0;?;471.0;558.0;116.0;-166
87.0;-101;?;-834.0;?;603.0;?;696.0;630.0;1.0;-101
16.0;-79;?;-293.0;?;1057.0;?;719.0;366.0;-268.0;-79
-44.0;-198;?;-333.0;?;711.0;2383.0;?;646.0;-199.0;-198
-62.0;-240;?;-546.0;-1242.0;643.0;1322.0;?;1414.0;-164.0;-240
17.0;-108;?;-604.0;-1187.0;707.0;721.0;?;?;-219.0;-108
102.0;-84;?;-513.0;?;711.0;687.0;?;?;-323.0;-84
200.0;-106;?;-324.0;?;602.0;532.0;?;?;-312.0;-106
365.0;-93;206.0;-197.0;?;493.0;236.0;612.0;?;?;-93
-132.0;-64;1398.0;-610.0;?;238.0;1206.0;1278.0;?;?;-64
-241.0;-25;510.0;-576.0;?;234.0;594.0;1359.0;?;?;-25
-181.0;9;-40.0;-529.0;?;375.0;357.0;1135.0;?;?;9
-7.0;-6;-232.0;-404.0;?;345.0;245.0;946.0;?;?;-6
215.0;-257;-159.0;-303.0;?;289.0;263.0;578.0;?;-96.0;-257
386.0;-726;45.0;-303.0;?;217.0;399.0;203.0;?;-79.0;-726
?;-1132;300.0;-434.0;?;78.0;?;-35.0;-259.0;-109.0;-1132
?;-1655;436.0;-529.0;?;-64.0;?;?;-258.0;-123.0;-1655
?;-1581;377.0;-418.0;?;-74.0;?;?;-161.0;-156.0;-1581
?;-631;230.0;-166.0;?;80.0;?;-29.0;-210.0;-263.0;-631
377.0;-604;-18.0;10.0;?;82.0;?;138.0;-63.0;-346.0;-604
279.0;-541;-136.0;-181.0;?;49.0;?;717.0;407.0;-359.0;-541
409.0;1241;-8.0;-279.0;?;-360.0;?;?;564.0;-376.0;1241
310.0;2089;305.0;74.0;?;-445.0;?;?;-321.0;-342.0;2089
36.0;1156;91.0;485.0;?;-658.0;?;?;-1374.0;34.0;1156
-50.0;634;183.0;708.0;?;-982.0;?;?;-2377.0;343.0;634
-209.0;579;-615.0;783.0;1510.0;-1079.0;?;?;-2425.0;312.0;579
-515.0;392;-2376.0;783.0;1809.0;-1269.0;?;-1601.0;-1686.0;397.0;?
-771.0;?;-3031.0;679.0;1861.0;-1180.0;?;-1402.0;-1077.0;480.0;?
-880.0;?;-2888.0;737.0;1787.0;-1028.0;?;-1357.0;-848.0;412.0;?
-887.0;?;-2239.0;910.0;1632.0;?;?;-1144.0;?;387.0;?
-928.0;?;-1563.0;1038.0;1395.0;?;?;-862.0;?;359.0;?
-920.0;-291;-1101.0;1103.0;1058.0;?;?;-588.0;?;328.0;?
-860.0;1258;-717.0;1025.0;634.0;?;?;-445.0;?;363.0;?
-697.0;-1531;-381.0;803.0;275.0;?;?;-286.0;?;355.0;?
-538.0;-5042;-227.0;564.0;-72.0;?;?;103.0;?;292.0;?
-348.0;-476;-88.0;-64.0;-236.0;?;?;133.0;?;254.0;?
40.0;978;73.0;-708.0;-204.0;?;?;163.0;?;251.0;978
438.0;-105;-134.0;-992.0;-150.0;?;?;-96.0;?;274.0;-105
714.0;375;-783.0;-845.0;-506.0;50.0;?;-414.0;?;140.0;375
878.0;-176;-418.0;-727.0;-624.0;-136.0;71.0;?;?;40.0;-176
773.0;50;797.0;-749.0;-481.0;46.0;1222.0;?;?;75.0;50
765.0;39;2371.0;-408.0;-498.0;512.0;?;?;?;-293.0;39
606.0;-112;3210.0;-221.0;-400.0;637.0;?;?;?;-354.0;-112
?;-44;2432.0;-417.0;-391.0;627.0;?;?;?;-253.0;-44
?;-33;1454.0;-527.0;-482.0;707.0;?;?;1355.0;-268.0;-33
?;-26;557.0;-489.0;-512.0;819.0;?;?;1492.0;-324.0;-26
?;10;138.0;-494.0;-577.0;869.0;?;?;1374.0;-384.0;10
?;-207;271.0;-408.0;-608.0;865.0;?;?;?;-387.0;-207
?;-707;317.0;-391.0;-667.0;811.0;477.0;?;?;-375.0;-707
?;-890;608.0;-419.0;-746.0;569.0;517.0;?;?;-350.0;-890
?;-1686;813.0;-566.0;?;402.0;452.0;749.0;?;-354.0;-1686
?;-1761;761.0;-529.0;-871.0;251.0;355.0;702.0;?;-366.0;-1761
?;-365;401.0;-318.0;?;190.0;230.0;292.0;310.0;-494.0;-365
?;-338;36.0;-200.0;?;512.0;211.0;364.0;?;-581.0;-338
?;-425;-51.0;-186.0;?;309.0;283.0;968.0;?;-631.0;-425
?;1010;106.0;-344.0;?;150.0;696.0;948.0;?;-564.0;1010
?;1529;155.0;-290.0;?;22.0;694.0;296.0;?;-400.0;1529
30.0;714;-401.0;114.0;?;-221.0;-360.0;-797.0;?;-90.0;?
-30.0;275;-666.0;527.0;?;-430.0;-619.0;-1356.0;?;148.0;?
-75.0;13;-974.0;597.0;?;-590.0;-1305.0;-1307.0;?;208.0;?
-338.0;-325;-835.0;528.0;?;-664.0;-1256.0;-1179.0;?;339.0;?
-594.0;-315;-975.0;510.0;1444.0;-705.0;-1092.0;-1035.0;?;405.0;?
-745.0;-1261;-1060.0;522.0;1508.0;-697.0;-1112.0;-1037.0;?;379.0;?
-776.0;-1004;-1389.0;648.0;1538.0;-552.0;-1301.0;-854.0;?;370.0;?
-805.0;470;-1301.0;758.0;1466.0;-382.0;-1200.0;-693.0;?;312.0;?
-775.0;956;-994.0;842.0;1169.0;-307.0;-849.0;-675.0;?;282.0;?
-736.0;2222;-529.0;873.0;753.0;-250.0;-458.0;-597.0;?;293.0;?
-635.0;1063;-384.0;768.0;350.0;-274.0;-493.0;-320.0;?;?;?
-462.0;-461;-563.0;554.0;4.0;-93.0;-633.0;-116.0;?;?;?
-221.0;628;-588.0;307.0;-308.0;-27.0;-477.0;-210.0;?;?;?
20.0;356;-367.0;-2.0;-389.0;-336.0;-64.0;-209.0;?;?;356
214.0;76;-86.0;-536.0;-226.0;-263.0;-130.0;-63.0;?;?;76
369.0;112;-272.0;-569.0;-371.0;198.0;-138.0;-205.0;?;?;112
438.0;-181;4.0;-526.0;-368.0;180.0;430.0;44.0;?;?;-181
282.0;0;990.0;-541.0;-167.0;114.0;1206.0;613.0;?;?;0
193.0;12;2258.0;-255.0;-214.0;315.0;2335.0;279.0;?;?;12
70.0;-53;2964.0;11.0;-316.0;277.0;2442.0;416.0;?;?;-53
-142.0;17;?;-160.0;-457.0;?;1560.0;1003.0;?;-179.0;17
-228.0;67;?;-307.0;-565.0;?;270.0;1145.0;?;-200.0;67
-162.0;78;?;-368.0;-553.0;?;-750.0;1115.0;?;-258.0;78
-60.0;129;?;-372.0;-570.0;?;?;?;855.0;-278.0;129
10.0;87;?;-350.0;-625.0;?;?;?;601.0;-239.0;87
192.0;-335;?;-350.0;-699.0;?;?;?;455.0;-233.0;-335
372.0;-852;?;-395.0;-732.0;?;?;?;355.0;-186.0;-852
470.0;-1088;?;-589.0;-748.0;?;?;?;343.0;-199.0;-1088
605.0;-1559;?;?;-678.0;?;-38.0;?;340.0;-154.0;-1559
762.0;-989;?;?;-579.0;?;100.0;?;246.0;-167.0;-989
832.0;-108;?;?;-448.0;66.0;554.0;?;26.0;-278.0;-108
728.0;22;?;?;-372.0;382.0;875.0;?;-86.0;-375.0;22
546.0;1515;434.0;?;-268.0;90.0;562.0;?;261.0;-378.0;1515
512.0;2164;487.0;?;-277.0;-193.0;278.0;506.0;514.0;-336.0;2164
?;-218;-1805.0;?;1690.0;-781.0;-1749.0;-1345.0;-1099.0;411.0;-218
?;-26;-1730.0;679.0;1632.0;-696.0;-1668.0;?;-875.0;402.0;-26
?;-1159;-1568.0;819.0;1535.0;-601.0;-1468.0;?;-762.0;370.0;-1159
?;-540;-1473.0;976.0;1354.0;-425.0;-1295.0;?;-722.0;302.0;-540
?;137;-1313.0;955.0;1100.0;-252.0;-1016.0;?;-641.0;293.0;137
?;-29;-924.0;879.0;727.0;-260.0;-764.0;?;?;319.0;-29
?;262;-563.0;739.0;419.0;-234.0;-523.0;?;?;321.0;262
?;-2302;-417.0;469.0;98.0;-48.0;-480.0;?;?;344.0;-2302
?;-1418;-358.0;302.0;-104.0;204.0;-312.0;?;?;289.0;-1418
?;938;-154.0;25.0;-282.0;66.0;1.0;?;?;214.0;938
?;189;108.0;-548.0;-132.0;-52.0;100.0;?;?;304.0;189
?;145;-1.0;-808.0;-452.0;385.0;63.0;?;?;285.0;145
?;-39;336.0;-789.0;-808.0;200.0;777.0;?;?;15.0;-39
?;?;1407.0;-844.0;-636.0;150.0;1595.0;?;?;0.0;-151
?;?;2742.0;-433.0;-575.0;775.0;2636.0;?;?;-275.0;-6
?;?;3449.0;-143.0;-657.0;756.0;2975.0;?;?;-341.0;-74
?;?;2769.0;-376.0;-847.0;773.0;2022.0;?;?;-306.0;-62
?;?;1362.0;-614.0;-1070.0;955.0;1094.0;?;?;-311.0;-100
?;?;384.0;-603.0;-1114.0;932.0;751.0;?;?;-381.0;-43
-92.0;?;155.0;-583.0;-1070.0;919.0;721.0;?;?;-440.0;-89
33.0;?;424.0;-518.0;-1076.0;?;637.0;1258.0;912.0;-397.0;-46
210.0;?;710.0;-507.0;-1107.0;739.0;589.0;1100.0;698.0;-345.0;-371
?;?;837.0;-580.0;-1154.0;631.0;565.0;862.0;611.0;-294.0;-562
?;-793;769.0;-633.0;-1088.0;407.0;539.0;681.0;489.0;-261.0;-793
?;-1532;624.0;-691.0;-927.0;264.0;469.0;586.0;350.0;-274.0;?
?;-1220;?;-642.0;-799.0;105.0;338.0;454.0;173.0;-280.0;-1220
?;-406;?;-477.0;-775.0;138.0;222.0;214.0;-7.0;-394.0;-406
?;832;?;-220.0;-653.0;365.0;236.0;163.0;-90.0;-470.0;832
?;2000;?;-244.0;-404.0;132.0;521.0;576.0;287.0;-436.0;2000
?;1667;?;-219.0;-182.0;-273.0;341.0;469.0;507.0;-359.0;1667
?;1145;?;36.0;141.0;-77.0;-315.0;-262.0;28.0;-223.0;1145
?;715;?;496.0;659.0;-329.0;-638.0;-1313.0;-896.0;111.0;715
?;118;?;692.0;1290.0;-680.0;-570.0;-1816.0;-1651.0;314.0;118
?;-166;?;760.0;1720.0;-882.0;-1359.0;-2008.0;-1873.0;331.0;-166
?;-287;-1305.0;847.0;1928.0;?;-1519.0;-1682.0;-1627.0;396.0;-287
?;-428;-1632.0;884.0;1894.0;?;-1485.0;-1547.0;-1175.0;421.0;-428
-993.0;?;-1573.0;983.0;1797.0;?;-1516.0;?;?;366.0;-758
-1081.0;?;-1181.0;1090.0;1609.0;?;-1312.0;-901.0;?;385.0;-511
?;?;-1140.0;1125.0;1278.0;?;-1152.0;-648.0;?;326.0;1102
?;?;-955.0;1097.0;939.0;?;-886.0;-500.0;?;365.0;1905
-948.0;?;-751.0;916.0;598.0;?;-682.0;-383.0;?;338.0;1551
-790.0;?;-638.0;631.0;322.0;?;-682.0;-195.0;?;347.0;909
-558.0;?;-604.0;363.0;58.0;?;-544.0;-154.0;?;368.0;-121
-292.0;?;-454.0;-20.0;-126.0;-223.0;-340.0;-316.0;-25.0;370.0;408
59.0;?;-185.0;-581.0;-75.0;-559.0;-67.0;-118.0;87.0;338.0;840
439.0;?;?;-867.0;-419.0;?;-343.0;34.0;228.0;413.0;141
849.0;?;?;-1032.0;-871.0;?;-159.0;-131.0;?;268.0;-1
1025.0;?;?;-1018.0;-899.0;?;527.0;118.0;?;154.0;-135
892.0;?;?;-858.0;-646.0;?;1339.0;365.0;?;95.0;-125
697.0;?;?;-358.0;-619.0;?;2074.0;-116.0;?;-201.0;-70
423.0;-198;?;-269.0;-562.0;?;2117.0;635.0;?;-215.0;-198
194.0;-185;?;-580.0;-679.0;?;1373.0;1355.0;864.0;-148.0;-185
106.0;-188;?;-695.0;-874.0;?;722.0;1581.0;1738.0;-174.0;-188
126.0;-99;?;-657.0;-859.0;?;560.0;1433.0;1559.0;-211.0;-99
107.0;-18;?;-569.0;-744.0;?;466.0;1055.0;990.0;-224.0;-18
202.0;-218;242.0;-441.0;?;?;321.0;883.0;602.0;-224.0;-218
312.0;-149;301.0;-383.0;?;?;283.0;712.0;417.0;?;-149
333.0;-424;552.0;-410.0;?;?;325.0;504.0;?;?;-424
374.0;-1369;494.0;-486.0;?;?;264.0;410.0;?;?;-1369
408.0;-1590;241.0;-507.0;?;?;79.0;403.0;?;-199.0;-1590
483.0;?;3.0;-373.0;?;-55.0;-98.0;274.0;116.0;-248.0;-853
500.0;?;-277.0;-111.0;-569.0;100.0;-54.0;-35.0;-67.0;-338.0;-201
302.0;?;-330.0;28.0;-453.0;263.0;437.0;163.0;-128.0;-414.0;-705
332.0;?;-344.0;-59.0;-317.0;-177.0;361.0;433.0;296.0;?;119
365.0;?;-103.0;159.0;-119.0;-157.0;295.0;-176.0;45.0;-413.0;2145
-146.0;?;11.0;383.0;262.0;-97.0;-446.0;-939.0;-551.0;?;1763
-205.0;?;-182.0;765.0;785.0;-556.0;-319.0;-1685.0;-1390.0;?;830
-280.0;?;-408.0;859.0;1261.0;-911.0;-1189.0;-1733.0;-1731.0;?;707
-463.0;?;-1563.0;844.0;1567.0;-969.0;-1717.0;-1621.0;-1522.0;?;-31
-673.0;?;-2008.0;856.0;1765.0;-955.0;-1754.0;-1483.0;-1316.0;?;145
-782.0;?;-1796.0;793.0;1829.0;-815.0;-1736.0;-1579.0;-1147.0;?;-491
?;?;-1329.0;901.0;1757.0;-657.0;-1515.0;-1315.0;-1114.0;?;-1144
?;?;-1380.0;1009.0;1575.0;-577.0;-1416.0;-1047.0;-970.0;?;539
-944.0;-605;-1271.0;1016.0;1305.0;-427.0;-1141.0;-782.0;-802.0;?;-605
-906.0;945;-952.0;945.0;958.0;-387.0;-803.0;-575.0;-626.0;?;945
-846.0;650;-639.0;745.0;589.0;-255.0;-556.0;-282.0;-295.0;317.0;650
-657.0;-4375;-556.0;538.0;294.0;56.0;-536.0;6.0;26.0;339.0;-4375
-406.0;-842;-499.0;270.0;-59.0;155.0;-259.0;-30.0;146.0;308.0;-842
-203.0;1477;-152.0;-98.0;-146.0;-46.0;138.0;-53.0;199.0;312.0;?
177.0;-268;203.0;-573.0;-173.0;-42.0;32.0;412.0;347.0;344.0;?
495.0;155;-48.0;-778.0;-524.0;331.0;-7.0;334.0;448.0;321.0;?
806.0;-204;246.0;-937.0;-671.0;-227.0;671.0;?;322.0;88.0;?
662.0;-120;1340.0;-728.0;-374.0;58.0;1351.0;?;153.0;18.0;?
358.0;-73;?;6.0;-315.0;807.0;2101.0;?;-223.0;-217.0;?
188.0;-261;2461.0;-51.0;-330.0;781.0;2149.0;?;-125.0;-306.0;?
-10.0;-263;1715.0;-561.0;-567.0;387.0;1236.0;?;1147.0;-213.0;?
-40.0;-199;713.0;-766.0;-876.0;210.0;614.0;?;2053.0;-213.0;?
-6.0;-77;161.0;-729.0;-880.0;295.0;263.0;1444.0;1733.0;-307.0;?
45.0;3;-24.0;-606.0;-822.0;433.0;-21.0;1166.0;1016.0;-273.0;?
199.0;-6;-23.0;-473.0;?;434.0;-140.0;820.0;495.0;-260.0;?
322.0;-350;71.0;-381.0;?;391.0;17.0;680.0;200.0;-242.0;-350
-856.0;-475;-2196.0;1126.0;?;-591.0;-1779.0;-1081.0;-1084.0;340.0;-475
-824.0;2812;-1629.0;1179.0;?;-295.0;-1167.0;-782.0;-910.0;306.0;2812
-817.0;1269;-979.0;1196.0;?;-187.0;-684.0;-757.0;-777.0;302.0;1269
-818.0;2226;-244.0;1022.0;?;-159.0;-401.0;-607.0;-702.0;301.0;2226
-716.0;-1672;27.0;850.0;?;-28.0;-416.0;-332.0;-514.0;287.0;-1672
-479.0;-4711;-92.0;678.0;?;170.0;-173.0;-188.0;-304.0;322.0;-4711
-302.0;1037;22.0;?;?;182.0;0.0;-82.0;-52.0;234.0;1037
-70.0;501;94.0;?;?;-290.0;9.0;243.0;334.0;261.0;501
265.0;-309;-32.0;?;?;-10.0;-241.0;467.0;613.0;275.0;-309
730.0;393;-5.0;?;-571.0;-25.0;192.0;-101.0;281.0;105.0;393
773.0;-490;700.0;?;-553.0;-150.0;747.0;65.0;36.0;94.0;-490
726.0;127;1552.0;?;-614.0;354.0;1588.0;199.0;125.0;-121.0;127
661.0;-33;2205.0;?;-675.0;382.0;2088.0;213.0;-28.0;-252.0;-33
439.0;-80;2036.0;?;-718.0;357.0;1636.0;1009.0;324.0;-230.0;-80
313.0;98;1141.0;?;-898.0;209.0;965.0;1241.0;1204.0;-280.0;98
230.0;91;?;?;-1028.0;308.0;458.0;?;1415.0;-362.0;91
216.0;132;?;?;-1102.0;493.0;217.0;?;1244.0;-435.0;132
275.0;54;-96.0;?;-1215.0;461.0;120.0;?;845.0;?;54
401.0;-268;94.0;?;?;492.0;?;?;498.0;?;-268
576.0;-532;304.0;?;?;433.0;?;?;163.0;-325.0;-532
657.0;-709;440.0;?;?;197.0;?;?;4.0;-321.0;-709
693.0;-1212;447.0;?;?;-15.0;?;?;-97.0;-287.0;-1212
644.0;-839;218.0;?;?;15.0;?;?;-67.0;-274.0;-839
606.0;134;-45.0;?;?;117.0;?;?;-107.0;-278.0;134
484.0;842;-255.0;?;?;131.0;?;?;-222.0;-268.0;842
349.0;1708;-394.0;?;?;230.0;311.0;55.0;-123.0;-372.0;1708
309.0;1532;?;?;?;238.0;322.0;-224.0;-180.0;-371.0;1532
14.0;605;?;?;?;-260.0;434.0;-883.0;-569.0;?;605
-276.0;279;?;?;?;-449.0;405.0;-1466.0;-1041.0;?;279
-238.0;195;?;?;?;-523.0;380.0;-1863.0;-1669.0;?;195
-337.0;241;?;?;?;-847.0;-838.0;-1886.0;-1869.0;?;241
-553.0;324;?;?;1638.0;-1028.0;-1927.0;-1577.0;-1550.0;?;324
-811.0;30;?;?;1504.0;-1041.0;-2148.0;-1152.0;-915.0;?;30
-862.0;-517;?;?;1414.0;-799.0;-1662.0;-1041.0;-546.0;?;-517
-864.0;-764;?;782.0;1374.0;-449.0;-1298.0;-935.0;-559.0;?;-764
-886.0;-210;?;842.0;1211.0;-267.0;-1204.0;-705.0;-681.0;?;-210
-854.0;561;?;775.0;966.0;-181.0;-872.0;-415.0;-618.0;?;561
-787.0;551;?;623.0;553.0;-103.0;-554.0;-259.0;-387.0;?;551
