NMHC(GT);CO(GT);NO2(GT);NOx(GT);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);PT08.S3(NOx)
-200.0;1.0;86.0;75.0;22.8;6.0;33.8;1.1781;934.0;811.0;1343.0;553.0;896.0
-200.0;1.6;118.0;109.0;19.5;9.1;36.3;1.1539;1036.0;943.0;1509.0;770.0;770.0
-200.0;1.6;73.0;71.0;29.4;7.9;35.3;1.6577;1030.0;897.0;1592.0;668.0;733.0
-200.0;0.9;52.0;48.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;1.9;88.0;103.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;0.8;69.0;50.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;29.0;8.0;33.5;1.4797;1031.0;901.0;1502.0;628.0;775.0
-200.0;-200.0;-200.0;-200.0;44.5;8.8;27.3;1.5885;1070.0;932.0;1648.0;847.0;685.0
-200.0;-200.0;-200.0;-200.0;57.8;4.5;23.8;1.677;956.0;740.0;1474.0;717.0;831.0
-200.0;-200.0;-200.0;-200.0;34.7;10.1;31.6;1.589;1084.0;980.0;1653.0;923.0;679.0
-200.0;1.9;96.0;189.0;55.4;9.5;23.7;1.6031;1046.0;960.0;1637.0;899.0;671.0
-200.0;1.3;92.0;268.0;64.3;8.5;19.8;1.4678;1039.0;921.0;1556.0;1115.0;687.0
-200.0;0.7;90.0;164.0;56.9;4.6;21.0;1.3999;865.0;745.0;1394.0;901.0;866.0
-200.0;5.2;67.0;417.0;54.2;30.0;22.8;1.4886;1464.0;1552.0;2366.0;1738.0;419.0
-200.0;-200.0;-200.0;-200.0;24.0;11.1;34.4;1.279;1011.0;1017.0;1569.0;738.0;704.0
-200.0;-200.0;-200.0;-200.0;20.3;13.5;36.4;1.214;1049.0;1100.0;1635.0;870.0;667.0
-200.0;-200.0;-200.0;-200.0;18.9;15.3;37.2;1.1774;1088.0;1159.0;1626.0;889.0;666.0
-200.0;-200.0;-200.0;-200.0;50.3;5.7;24.0;1.476;944.0;796.0;1407.0;1021.0;784.0
-200.0;-200.0;-200.0;-200.0;45.7;20.0;26.7;1.5747;1300.0;1296.0;1989.0;1639.0;489.0
-200.0;0.9;-200.0;-200.0;17.5;3.4;32.9;0.8622;863.0;678.0;1139.0;434.0;1153.0
-200.0;1.9;-200.0;-200.0;45.4;8.5;24.3;1.365;1096.0;921.0;1534.0;988.0;716.0
-200.0;1.7;-200.0;-200.0;38.3;8.0;26.3;1.2932;1058.0;898.0;1470.0;977.0;749.0
-200.0;2.6;-200.0;-200.0;27.7;13.5;29.6;1.1278;1114.0;1101.0;1632.0;1057.0;663.0
-200.0;1.3;-200.0;-200.0;35.2;5.8;25.4;1.1255;949.0;804.0;1365.0;740.0;835.0
-200.0;4.1;-200.0;-200.0;25.4;19.9;28.9;0.9933;1205.0;1294.0;1744.0;1317.0;579.0
-200.0;3.3;-200.0;-200.0;30.8;15.3;27.4;1.1112;1172.0;1159.0;1653.0;1290.0;597.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;4.7;176.0;502.0;22.3;24.1;29.9;0.9235;1383.0;1406.0;1582.0;1678.0;824.0
-200.0;0.6;81.0;143.0;35.5;4.9;20.3;0.8342;889.0;760.0;1213.0;806.0;1224.0
-200.0;1.7;116.0;252.0;15.0;12.6;37.1;0.9297;1054.0;1071.0;1380.0;940.0;1006.0
-200.0;2.4;152.0;329.0;16.6;15.0;35.4;0.9385;1148.0;1149.0;1473.0;1047.0;924.0
-200.0;2.0;136.0;255.0;30.1;11.0;28.3;1.1392;1123.0;1015.0;1470.0;1297.0;845.0
-200.0;1.6;127.0;205.0;33.4;9.2;26.0;1.1071;1063.0;946.0;1391.0;996.0;886.0
-200.0;-200.0;-200.0;-200.0;24.7;12.7;31.9;1.1477;1219.0;1074.0;1532.0;1191.0;805.0
-200.0;-200.0;-200.0;-200.0;47.2;12.4;24.6;1.4424;1285.0;1062.0;1583.0;1449.0;715.0
-200.0;-200.0;-200.0;-200.0;60.3;17.5;24.6;1.8363;1436.0;1224.0;1886.0;1426.0;609.0
-200.0;-200.0;-200.0;-200.0;66.7;28.2;20.4;1.577;1509.0;1508.0;2257.0;1572.0;533.0
-200.0;-200.0;-200.0;-200.0;62.9;5.0;20.6;1.5088;936.0;765.0;1462.0;941.0;916.0
-200.0;-200.0;-200.0;-200.0;35.9;15.8;32.3;1.7067;1228.0;1174.0;1788.0;1192.0;668.0
-200.0;-200.0;-200.0;-200.0;78.2;3.1;20.5;1.8678;908.0;657.0;1460.0;796.0;1013.0
-200.0;0.8;55.0;103.0;67.1;4.8;21.9;1.7394;911.0;753.0;1496.0;865.0;934.0
-200.0;1.1;81.0;169.0;42.8;6.3;23.2;1.2017;893.0;828.0;1357.0;672.0;988.0
-200.0;1.1;78.0;162.0;29.2;5.0;27.6;1.0594;885.0;765.0;1268.0;619.0;1017.0
-200.0;6.5;225.0;681.0;32.4;34.9;28.1;1.2173;1476.0;1663.0;2167.0;1785.0;473.0
-200.0;0.6;53.0;102.0;63.0;3.3;18.8;1.3582;869.0;673.0;1307.0;688.0;1033.0
-200.0;5.6;204.0;553.0;37.2;30.3;28.5;1.4282;1464.0;1559.0;2158.0;1639.0;485.0
-200.0;4.1;108.0;531.0;68.9;25.9;18.5;1.4565;1376.0;1452.0;2123.0;1541.0;521.0
-200.0;2.9;151.0;309.0;27.7;16.1;32.9;1.3622;1228.0;1184.0;1724.0;1089.0;657.0
-200.0;3.5;114.0;535.0;61.6;21.1;21.3;1.5452;1418.0;1328.0;2017.0;1427.0;546.0
-200.0;0.3;27.0;42.0;53.1;1.0;15.3;0.9181;724.0;495.0;1071.0;391.0;1531.0
-200.0;1.4;90.0;205.0;51.9;7.8;15.6;0.9135;915.0;893.0;1287.0;953.0;872.0
-200.0;0.6;46.0;79.0;57.6;3.3;13.6;0.8941;768.0;671.0;1153.0;700.0;1128.0
-200.0;1.9;103.0;325.0;33.6;9.1;22.2;0.8886;992.0;943.0;1351.0;936.0;847.0
-200.0;3.9;146.0;422.0;44.8;23.4;25.8;1.4644;1505.0;1388.0;1978.0;1503.0;516.0
-200.0;-200.0;-200.0;-200.0;63.2;13.5;21.5;1.5993;1297.0;1100.0;1710.0;1350.0;598.0
-200.0;-200.0;-200.0;-200.0;47.8;12.1;25.8;1.5662;1278.0;1053.0;1641.0;1153.0;630.0
-200.0;-200.0;-200.0;-200.0;59.6;21.4;22.7;1.6261;1540.0;1336.0;1929.0;1590.0;498.0
-200.0;-200.0;-200.0;-200.0;59.8;8.3;22.0;1.562;1092.0;911.0;1506.0;1052.0;735.0
-200.0;-200.0;-200.0;-200.0;43.9;41.6;26.0;1.4562;1694.0;1805.0;2523.0;1882.0;391.0
-200.0;-200.0;-200.0;-200.0;37.3;14.6;28.5;1.4329;1255.0;1136.0;1675.0;1183.0;611.0
-200.0;-200.0;-200.0;-200.0;55.8;11.0;22.7;1.5218;1189.0;1014.0;1553.0;1249.0;641.0
-200.0;-200.0;-200.0;-200.0;66.4;19.4;19.7;1.5035;1468.0;1280.0;1899.0;1423.0;518.0
-200.0;0.9;-200.0;-200.0;64.4;5.4;21.0;1.5828;1061.0;785.0;1447.0;935.0;766.0
-200.0;3.8;109.0;386.0;51.2;21.7;27.0;1.7928;1573.0;1343.0;1990.0;1553.0;470.0
-200.0;1.2;58.0;143.0;61.6;5.1;24.3;1.8468;1074.0;767.0;1489.0;796.0;814.0
-200.0;1.6;72.0;239.0;67.7;8.1;21.2;1.6848;1105.0;905.0;1576.0;950.0;734.0
-200.0;0.4;29.0;33.0;77.7;1.9;17.9;1.5795;847.0;576.0;1321.0;507.0;1139.0
-200.0;2.3;82.0;416.0;69.6;12.3;20.0;1.607;1202.0;1058.0;1623.0;1152.0;647.0
-200.0;3.4;99.0;375.0;52.0;18.3;23.2;1.4642;1278.0;1248.0;1814.0;1243.0;574.0
-200.0;3.2;76.0;376.0;65.1;16.2;19.7;1.4769;1206.0;1185.0;1751.0;1386.0;592.0
-200.0;0.8;44.0;105.0;66.7;3.9;16.9;1.2772;857.0;705.0;1312.0;733.0;982.0
-200.0;-200.0;-200.0;-200.0;57.1;4.3;15.5;0.9971;843.0;729.0;1219.0;618.0;990.0
-200.0;-200.0;-200.0;-200.0;58.3;5.9;14.0;0.9294;906.0;809.0;1272.0;787.0;878.0
-200.0;-200.0;-200.0;-200.0;69.2;17.9;17.6;1.3803;1299.0;1237.0;1804.0;1350.0;553.0
-200.0;-200.0;-200.0;-200.0;39.9;18.1;23.2;1.1172;1185.0;1243.0;1689.0;1197.0;603.0
-200.0;-200.0;-200.0;-200.0;53.6;14.1;20.1;1.2477;1123.0;1119.0;1593.0;1198.0;648.0
-200.0;-200.0;-200.0;-200.0;83.8;7.2;14.1;1.346;1069.0;865.0;1394.0;816.0;825.0
-200.0;-200.0;-200.0;-200.0;81.3;5.4;14.5;1.3399;967.0;785.0;1326.0;766.0;879.0
-200.0;-200.0;-200.0;-200.0;70.4;12.2;15.9;1.2658;1124.0;1057.0;1569.0;1091.0;667.0
-200.0;-200.0;-200.0;-200.0;38.9;8.3;22.0;1.0154;944.0;910.0;1342.0;777.0;828.0
-200.0;-200.0;-200.0;-200.0;75.5;3.6;15.8;1.3436;912.0;690.0;1309.0;574.0;984.0
-200.0;-200.0;-200.0;-200.0;36.0;5.1;22.4;0.9621;877.0;769.0;1212.0;529.0;962.0
-200.0;-200.0;-200.0;-200.0;60.3;32.3;18.5;1.2706;1520.0;1604.0;2161.0;1672.0;436.0
-200.0;-200.0;-200.0;-200.0;66.3;29.3;17.8;1.341;1489.0;1534.0;2080.0;1686.0;444.0
-200.0;-200.0;-200.0;-200.0;73.7;20.3;18.8;1.5785;1369.0;1305.0;1851.0;1421.0;513.0
-200.0;-200.0;-200.0;-200.0;66.1;26.2;21.3;1.6556;1582.0;1459.0;2036.0;1776.0;448.0
-200.0;-200.0;-200.0;-200.0;59.9;28.1;23.8;1.7376;1650.0;1506.0;2093.0;1955.0;424.0
-200.0;3.6;119.0;524.0;61.5;20.6;22.6;1.6636;1392.0;1313.0;1866.0;1478.0;517.0
-200.0;0.9;49.0;198.0;74.4;5.8;18.7;1.5861;960.0;804.0;1435.0;886.0;802.0
-200.0;4.6;118.0;526.0;63.6;23.1;22.2;1.6763;1537.0;1381.0;2016.0;1615.0;469.0
-200.0;1.1;52.0;95.0;46.7;5.9;25.3;1.4874;1000.0;807.0;1376.0;825.0;811.0
-200.0;5.0;125.0;666.0;62.0;32.0;21.6;1.5784;1584.0;1597.0;2176.0;1845.0;392.0
-200.0;8.4;149.0;860.0;64.9;44.5;21.0;1.5987;1824.0;1862.0;2567.0;2106.0;340.0
-200.0;8.4;187.0;918.0;58.7;45.9;23.2;1.651;1822.0;1890.0;2641.0;2161.0;347.0
-200.0;1.0;51.0;98.0;76.3;5.2;15.7;1.3519;904.0;774.0;1329.0;805.0;878.0
-200.0;3.4;88.0;640.0;76.4;20.0;15.7;1.3558;1328.0;1296.0;1829.0;1341.0;527.0
-200.0;3.5;97.0;667.0;73.8;20.0;16.7;1.3886;1291.0;1296.0;1752.0;1432.0;529.0
-200.0;2.7;103.0;262.0;64.5;14.2;19.7;1.4594;1140.0;1122.0;1602.0;1208.0;619.0
-200.0;2.9;111.0;366.0;66.9;15.9;20.2;1.5643;1311.0;1178.0;1769.0;1208.0;574.0
-200.0;1.8;94.0;259.0;80.6;6.9;16.9;1.5372;1023.0;851.0;1413.0;881.0;782.0
-200.0;3.7;160.0;481.0;60.8;18.7;22.4;1.6261;1327.0;1259.0;1826.0;1434.0;539.0
-200.0;4.3;117.0;532.0;68.0;22.4;21.6;1.7305;1440.0;1362.0;1968.0;1496.0;486.0
-200.0;2.0;83.0;259.0;57.4;8.6;24.3;1.7233;1117.0;922.0;1585.0;994.0;717.0
-200.0;2.7;76.0;352.0;73.7;13.9;19.7;1.6708;1229.0;1114.0;1723.0;1247.0;598.0
-200.0;3.2;69.0;318.0;71.3;15.9;20.1;1.6564;1353.0;1176.0;1723.0;2150.0;584.0
-200.0;3.7;110.0;496.0;65.6;16.4;23.2;1.8435;1394.0;1193.0;1811.0;1386.0;547.0
-200.0;2.6;62.0;281.0;71.5;13.2;18.0;1.4615;1167.0;1090.0;1620.0;1106.0;626.0
-200.0;1.2;55.0;140.0;70.8;5.2;17.6;1.4105;955.0;775.0;1362.0;862.0;831.0
-200.0;0.5;41.0;73.0;71.0;2.8;16.5;1.3239;852.0;639.0;1204.0;723.0;1009.0
-200.0;2.0;75.0;305.0;70.1;16.3;16.2;1.2837;1210.0;1188.0;1575.0;1129.0;583.0
-200.0;1.2;66.0;166.0;66.5;6.7;17.6;1.3249;1033.0;842.0;1362.0;941.0;756.0
-200.0;1.1;58.0;233.0;76.6;6.3;14.0;1.2183;1002.0;828.0;1307.0;857.0;798.0
-200.0;2.3;82.0;313.0;56.7;14.1;20.0;1.3078;1260.0;1121.0;1569.0;1252.0;568.0
-200.0;0.7;57.0;98.0;38.2;2.0;16.6;0.7186;774.0;583.0;966.0;457.0;1246.0
-200.0;0.9;50.0;95.0;32.1;3.4;16.8;0.6073;789.0;675.0;974.0;482.0;1121.0
-200.0;1.3;100.0;220.0;36.3;6.0;13.4;0.5556;819.0;810.0;1027.0;631.0;947.0
-200.0;2.1;-200.0;-200.0;42.4;13.1;12.6;0.6159;1045.0;1087.0;1270.0;1144.0;712.0
-200.0;3.5;-200.0;-200.0;76.5;16.9;8.3;0.8426;1236.0;1206.0;1523.0;1166.0;615.0
-200.0;2.1;98.0;448.0;59.1;9.8;11.4;0.7963;1023.0;971.0;1283.0;993.0;752.0
-200.0;2.4;105.0;543.0;58.6;11.3;11.1;0.7737;1039.0;1024.0;1325.0;1043.0;721.0
-200.0;1.2;-200.0;-200.0;78.1;5.5;8.1;0.8452;934.0;787.0;1147.0;974.0;822.0
-200.0;3.4;184.0;659.0;73.2;14.3;12.5;1.0563;1186.0;1125.0;1493.0;1171.0;617.0
-200.0;1.2;92.0;167.0;69.9;4.5;12.9;1.0371;932.0;740.0;1180.0;774.0;926.0
-200.0;1.7;116.0;279.0;56.5;6.7;16.9;1.0801;1014.0;843.0;1297.0;866.0;791.0
-200.0;0.8;-200.0;-200.0;60.1;2.7;15.7;1.064;891.0;633.0;1137.0;590.0;1035.0
-200.0;3.7;192.0;537.0;46.7;17.5;20.3;1.0971;1321.0;1224.0;1617.0;1424.0;543.0
-200.0;0.3;20.0;24.0;52.2;0.4;9.5;0.6198;678.0;427.0;853.0;286.0;1771.0
222.0;1.7;72.0;99.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
